POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,99,Proton Competition,Neel JANI,Julien ANDLAUER,,,Porsche 963,M,HYPERCAR,H,,Classified,26,1:02'01.817,,,2,2'07.399,197.9,,
2,5,Porsche Penske Motorsport,Matt CAMPBELL,Michael CHRISTENSEN,Frédéric MAKOWIECKI,,Porsche 963,M,HYPERCAR,H,,Classified,26,1:02'08.694,6.877,6.877,2,2'07.496,197.8,,
3,6,Porsche Penske Motorsport,Kévin ESTRE,André LOTTERER,Laurens VANTHOOR,,Porsche 963,M,HYPERCAR,H,,Classified,26,1:02'18.941,17.124,10.247,2,2'07.661,197.5,,
4,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,26,1:02'20.099,18.282,1.158,2,2'07.467,197.8,,
5,35,Alpine Endurance Team,Paul-Loup CHATIN,Jules GOUNON,Charles MILESI,,Alpine A424,M,HYPERCAR,H,,Classified,26,1:02'24.492,22.675,4.393,4,2'07.918,197.1,,
6,83,AF Corse,Robert KUBICA,Robert SHWARTZMAN,Yifei YE,,Ferrari 499P,M,HYPERCAR,H,,Classified,26,1:02'27.273,25.456,2.781,4,2'07.499,197.8,,
7,12,Hertz Team JOTA,Will STEVENS,Callum ILOTT,,,Porsche 963,M,HYPERCAR,H,,Classified,26,1:02'28.965,27.148,1.692,2,2'07.597,197.6,,
8,15,BMW M Team WRT,Dries VANTHOOR,Raffaele MARCIELLO,Marco WITTMANN,,BMW M HYBRID V8,M,HYPERCAR,H,,Classified,26,1:02'30.786,28.969,1.821,4,2'08.405,196.4,,
9,20,BMW M Team WRT,Sheldon VAN DER LINDE,Robin FRIJNS,René RAST,,BMW M HYBRID V8,M,HYPERCAR,H,,Classified,26,1:02'33.068,31.251,2.282,4,2'08.557,196.1,,
10,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,26,1:02'34.507,32.690,1.439,3,2'08.365,196.4,,
11,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,26,1:02'35.139,33.322,0.632,2,2'08.133,196.8,,
12,2,Cadillac Racing,Earl BAMBER,Alex LYNN,,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,26,1:02'36.291,34.474,1.152,2,2'07.345,198.0,,
13,36,Alpine Endurance Team,Nicolas LAPIERRE,Mick SCHUMACHER,Matthieu VAXIVIERE,,Alpine A424,M,HYPERCAR,H,,Classified,26,1:02'38.452,36.635,2.161,13,2'08.253,196.6,,
14,38,Hertz Team JOTA,Jenson BUTTON,Philip HANSON,Oliver RASMUSSEN,,Porsche 963,M,HYPERCAR,H,,Classified,26,1:02'42.440,40.623,3.988,3,2'08.672,196.0,,
15,93,Peugeot TotalEnergies,Mikkel JENSEN,Nico MÜLLER,,,Peugeot 9X8,M,HYPERCAR,H,,Classified,26,1:02'45.159,43.342,2.719,3,2'08.609,196.1,,
16,63,Lamborghini Iron Lynx,Mirko BORTOLOTTI,Andrea CALDARELLI,Daniil KVYAT,,Lamborghini SC63,M,HYPERCAR,H,,Classified,26,1:02'48.738,46.921,3.579,5,2'08.681,195.9,,
17,8,Toyota Gazoo Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,26,1:02'54.905,53.088,6.167,4,2'08.155,196.7,,
