POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,7,13,2:22.357,-,-,177.1,13,Hans Weijs Motorsport,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Paul,Meijer,,,NLD,MEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,92,14,2:22.520,+0.163,+0.163,176.9,14,D'IETEREN LUXURY PERFORMANCE,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Benjamin,Paque,,,BEL,PAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,32,13,2:23.019,+0.662,+0.499,176.3,13,NGT Racing,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Robin,Knutsson,,,SWE,KNU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,14,2:23.060,+0.703,+0.041,176.2,14,Q1 Trackracing,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Niels,Langeveld,,,NLD,LAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,34,13,2:23.106,+0.749,+0.046,176.2,14,Q1 Trackracing,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Dirk,Schouten,,,NLD,SCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,22,9,2:23.977,+1.620,+0.871,175.1,14,D'IETEREN LUXURY PERFORMANCE,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Kobe,Pauwels,,,BEL,PAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,55,11,2:24.118,+1.761,+0.141,175.0,13,CarTech Motorsport,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Colin Jamie,Bönighausen,,,DEU,BOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,13,2:24.252,+1.895,+0.134,174.8,13,JW Raceservice,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Jurriaan,de Back,,,NLD,BAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,47,11,2:24.526,+2.169,+0.274,174.5,15,EST1 Racing,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Alexander,Reimann,,,EST,REI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,12,11,2:24.552,+2.195,+0.026,174.4,13,Team GP Elite,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Maik,Rosenberg,,,DEU,ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
