POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,92,4,2:22.450,-,-,177.0,5,D'IETEREN LUXURY PERFORMANCE,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Benjamin,Paque,,,BEL,PAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,121,4,2:22.819,+0.369,+0.369,176.5,5,Q1 Trackracing,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Valters,Zviedris,,,LVA,ZVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,98,4,2:23.624,+1.174,+0.805,175.6,5,PG Motorsport,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Nick,Ho,,,NLD,HO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,32,4,2:23.954,+1.504,+0.330,175.2,5,NGT Racing,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Robin,Knutsson,,,SWE,KNU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,22,4,2:24.039,+1.589,+0.085,175.1,5,D'IETEREN LUXURY PERFORMANCE,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Kobe,Pauwels,,,BEL,PAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,65,4,2:24.256,+1.806,+0.217,174.8,5,Team RaceArt,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Sam,Jongejan,,,NLD,JON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,47,4,2:24.308,+1.858,+0.052,174.7,5,EST1 Racing,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Alexander,Reimann,,,EST,REI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,55,3,2:24.735,+2.285,+0.427,174.2,5,CarTech Motorsport,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Colin Jamie,Bönighausen,,,DEU,BOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,39,4,2:24.907,+2.457,+0.172,174.0,5,39 Racing,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Jani,Käkelä,,,FIN,KÄK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,12,4,2:25.069,+2.619,+0.162,173.8,5,Team GP Elite,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Maik,Rosenberg,,,DEU,ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,48,4,2:25.384,+2.934,+0.315,173.4,5,Porsche Estonia,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Thomas,Kangro,,,EST,KAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,5,4,2:25.704,+3.254,+0.320,173.1,5,Team GP Elite,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Domas,Raudonis,,,LTU,RAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,77,4,2:25.819,+3.369,+0.115,172.9,5,Team RaceArt,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Jules,Grouwels,,,NLD,GRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4,4,2:25.863,+3.413,+0.044,172.9,5,JW Raceservice,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Jurriaan,de Back,,,NLD,BAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
