14,88,Classified,214,6:01:41.461,5 Laps,+4.913,130,1:18.137,180.8,Richard Mille AF Corse,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Dylan,Murry,Silver,"Cumming, GA",USA,,,,,,,Nicklas,Nielsen,Platinum,"Uldum, Denmark",DNK,,,,,,,Luis,Perez Companc,Bronze,"Buenos Aires, Argentina",ARG,,,,,,,,,,,,,,,,,,,,,,,,,
15,22,Classified,214,6:01:49.016,5 Laps,+7.555,196,1:18.283,180.5,United Autosports USA,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Bijoy,Garg,Silver,"Atherton, CA",USA,,,,,,,Paul,Di Resta,Platinum,Monaco,MCO,,,,,,,Daniel,Goldburg,Bronze,"Delray Beach, FL",USA,,,,,,,,,,,,,,,,,,,,,,,,,
16,8,Classified,213,6:01:26.431,6 Laps,1 Lap,178,1:17.743,181.8,Tower Motorsports,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Michael,Dinan,Silver,"Palm Beach, FL",USA,,,,,,,Charlie,Eastwood,Gold,"Belfast, Northern Ireland",IRL,,,,,,,John,Farano,Bronze,"Toronto, ON",CAN,,,,,,,,,,,,,,,,,,,,,,,,,
17,7,Classified,212,6:01:46.153,7 Laps,1 Lap,132,1:17.295,182.8,Porsche Penske Motorsport,GTP,,,Porsche 963,M,,,,,,,,,,,Felipe,Nasr,Platinum,"Brasilia, Brazil",BRA,,,,,,,Dane,Cameron,Platinum,"Huntersville, NC",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,77,Classified,208,6:01:26.232,11 Laps,4 Laps,170,1:24.192,167.8,AO Racing,GTDPRO,,,Porsche 911 GT3 R (992),M,,,,,,,,,,,Michael,Christensen,Platinum,"Copenhagen, Denmark",DNK,,,,,,,Laurin,Heinrich,Gold,"Würzburg, Germany",DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,64,Classified,208,6:01:38.759,11 Laps,+12.527,173,1:24.326,167.6,Ford Multimatic Motorsports,GTDPRO,,,Ford Mustang GT3,M,,,,,,,,,,,Mike,Rockenfeller,Platinum,"Landschlacht, Switzerland",CHE,,,,,,,Harry,Tincknell,Platinum,"London, United Kingdom",GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3,Classified,208,6:01:41.587,11 Laps,+2.828,171,1:23.856,168.5,Corvette Racing by Pratt Miller Motorsports,GTDPRO,,,Chevrolet Corvette Z06 GT3.R,M,,,,,,,,,,,Alexander,Sims,Platinum,"Alcester, United Kingdom",GBR,,,,,,,Antonio,Garcia,Platinum,"Madrid, Spain",ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,14,Classified,208,6:01:43.617,11 Laps,+2.030,171,1:24.341,167.5,VasserSullivan,GTDPRO,,,Lexus RC F GT3,M,,,,,,,,,,,Ben,Barnicoat,Platinum,"Chesterfield, United Kingdom",GBR,,,,,,,Jack,Hawksworth,Gold,"Bradford, United Kingdom",GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23,Classified,208,6:01:45.190,11 Laps,+1.573,171,1:24.158,167.9,Heart of Racing Team,GTDPRO,,,Aston Martin Vantage GT3 Evo,M,,,,,,,,,,,Alex,Riberas,Gold,"Barcelona, Spain",ESP,,,,,,,Ross,Gunn,Platinum,"Great Missenden, United Kingdom",GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,027,Classified,208,6:01:53.721,11 Laps,+8.531,5,1:24.720,166.8,Heart of Racing Team,GTDPRO,,,Aston Martin Vantage GT3 Evo,M,,,,,,,,,,,Mario,Farnbacher,Gold,"Ansbach, Germany",DEU,,,,,,,Roman,De Angelis,Gold,"Windsor , ON",CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,75,Classified,208,6:02:17.373,11 Laps,+23.652,127,1:24.336,167.6,Sun Energy 1,GTDPRO,,,Mercedes-AMG GT3,M,,,,,,,,,,,Chaz,Mostert,Platinum,"Gold Coast, Australia",AUS,,,,,,,Jordan,Love,Silver,Perth Australia,AUS,,,,,,,Kenny,Habul,Bronze,"Sydney, Australia",AUS,,,,,,,,,,,,,,,,,,,,,,,,,
25,1,Classified,208,6:02:17.542,11 Laps,+0.169,4,1:24.116,168.0,Paul Miller Racing,GTDPRO,,,BMW M4 GT3,M,,,,,,,,,,,Neil,Verhagen,Gold,"Mooresville, NC",USA,,,,,,,Madison,Snow,Gold,"Salt Lake City, UT",USA,,,,,,,Bryan,Sellers,Gold,"Flowery Branch, GA",USA,,,,,,,,,,,,,,,,,,,,,,,,,
26,62,Classified,207,6:01:09.987,12 Laps,1 Lap,173,1:23.982,168.3,Risi Competizione,GTDPRO,,,Ferrari 296 GT3,M,,,,,,,,,,,Davide,Rigon,Platinum,"Cervia, Italy",ITA,,,,,,,Daniel,Serra,Platinum,"Sao Paulo, Brazil",BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,120,Classified,207,6:01:46.354,12 Laps,+36.367,170,1:24.283,167.7,Wright Motorsports,GTD,,,Porsche 911 GT3 R (992),M,,,,,,,,,,,Jan,Heylen,Gold,"Dunedin, FL",USA,,,,,,,Elliott,Skeer,Silver,"San Diego, CA",USA,,,,,,,Adam,Adelson,Silver,"Los Angeles, CA",USA,,,,,,,,,,,,,,,,,,,,,,,,,
28,96,Classified,207,6:01:48.819,12 Laps,+2.465,104,1:24.417,167.4,Turner Motorsport,GTD,,,BMW M4 GT3,M,,,,,,,,,,,Jake,Walker,Silver,"Phoenixville, PA",USA,,,,,,,Patrick,Gallagher,Silver,"Thornville, OH",USA,,,,,,,Robby,Foley,Gold,"Randolph, NJ",USA,,,,,,,,,,,,,,,,,,,,,,,,,
29,9,Classified,207,6:01:51.986,12 Laps,+3.167,4,1:24.485,167.3,Pfaff Motorsports,GTDPRO,,,McLaren 720S GT3 EVO,M,,,,,,,,,,,Oliver,Jarvis,Platinum,"Newmarket, United Kingdom",GBR,,,,,,,Marvin,Kirchhöfer,Platinum,"Leipzig, Switzerland",CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,32,Classified,207,6:01:57.294,12 Laps,+5.308,171,1:24.404,167.4,Korthoff/Preston Motorsports,GTD,,,Mercedes-AMG GT3,M,,,,,,,,,,,Mike,Skeen,Silver,"Charlotte, NC",USA,,,,,,,Kenton,Koch,Silver,"Charlotte, NC",USA,,,,,,,Mikael,Grenier,Gold,"Québec, QC",CAN,,,,,,,,,,,,,,,,,,,,,,,,,
31,78,Classified,207,6:01:58.880,12 Laps,+1.586,171,1:25.029,166.2,Forte Racing,GTD,,,Lamborghini Huracan GT3 EVO2,M,,,,,,,,,,,Devlin,Defrancesco,Silver,"Miami, FL",USA,,,,,,,Loris,Spinelli,Gold,"Montesilvano, Italy",ITA,,,,,,,Misha,Goikhberg,Silver,"Woodbridge, ON",CAN,,,,,,,,,,,,,,,,,,,,,,,,,
32,57,Classified,207,6:02:01.617,12 Laps,+2.737,172,1:24.912,166.4,WINWARD RACING,GTD,,,Mercedes-AMG GT3,M,,,,,,,,,,,Indy,Dontje,Silver,"Amsterdam, Netherlands",NLD,,,,,,,Philip,Ellis,Gold,"Munich, Germany",GBR,,,,,,,Russell,Ward,Silver,"Seabrook, TX",USA,,,,,,,,,,,,,,,,,,,,,,,,,
33,13,Classified,207,6:02:07.703,12 Laps,+6.086,125,1:24.120,168.0,AWA,GTD,,,Chevrolet Corvette Z06 GT3.R,M,,,,,,,,,,,Lars,Kern,Silver,"Wiernsheim, Germany",DEU,,,,,,,Matthew,Bell,Gold,"Newcastle Upon Tyne, United Kingdom",GBR,,,,,,,Orey,Fidani,Bronze,"Toronto, ON",CAN,,,,,,,,,,,,,,,,,,,,,,,,,
34,47,Classified,207,6:02:09.496,12 Laps,+1.793,171,1:25.015,166.2,CETILAR RACING,GTD,,,Ferrari 296 GT3,M,,,,,,,,,,,Antonio,Fuoco,Platinum,Monaco,MCO,,,,,,,Giorgio,Sernagiotto,Silver,"Asolo, Italy",ITA,,,,,,,Roberto,Lacorte,Bronze,"Pisa, Italy",ITA,,,,,,,,,,,,,,,,,,,,,,,,,
35,90,Classified,207,6:02:15.827,12 Laps,+6.331,171,1:25.005,166.2,KellyMoss with Riley,GTD,,,Porsche 911 GT3 R (992),M,,,,,,,,,,,Riley,Dickinson,Silver,"New Braunfels, TX",USA,,,,,,,Kay,van Berlo,Gold,"Veghel, Netherlands",NLD,,,,,,,Jake,Pedersen,Silver,"Orem, UT",USA,,,,,,,,,,,,,,,,,,,,,,,,,
36,70,Classified,206,6:01:01.238,13 Laps,1 Lap,104,1:24.641,166.9,Inception Racing,GTD,,,Ferrari 296 GT3,M,,,,,,,,,,,Ollie,Millroy,Silver,"Reading, United Kingdom",GBR,,,,,,,Frederik,Schandorff,Gold,"Aarhus, Denmark",DNK,,,,,,,Brendan,Iribe,Bronze,"Los Angeles, CA",USA,,,,,,,,,,,,,,,,,,,,,,,,,
37,45,Classified,206,6:01:17.219,13 Laps,+15.981,170,1:25.071,166.1,Wayne Taylor Racing with Andretti,GTD,,,Lamborghini Huracan GT3 EVO2,M,,,,,,,,,,,Graham,Doyle,Silver,"Belleair, FL",USA,,,,,,,Danny,Formal,Silver,"San Jose, Costa Rica",CRI,,,,,,,Kyle,Marcelli,Gold,"Toronto, ON",CAN,,,,,,,,,,,,,,,,,,,,,,,,,
38,44,Classified,206,6:01:34.505,13 Laps,+17.286,151,1:24.548,167.1,Magnus Racing,GTD,,,Aston Martin Vantage GT3 Evo,M,,,,,,,,,,,Spencer,Pumpelly,Silver,"Atlanta, GA",USA,,,,,,,Andy,Lally,Gold,"Northport, NY",USA,,,,,,,John,Potter,Bronze,"Salt Lake City, UT",USA,,,,,,,,,,,,,,,,,,,,,,,,,
39,86,Classified,206,6:02:10.610,13 Laps,+36.105,125,1:24.436,167.4,MDK Motorsports,GTD,,,Porsche 911 GT3 R (992),M,,,,,,,,,,,Brendon,Leitch,Silver,Invercargill,NZL,,,,,,,Anders,Fjordbach,Silver,"Aalborg, Denmark",DNK,,,,,,,Kerong,Li,Silver,"Xian, China",CHN,,,,,,,,,,,,,,,,,,,,,,,,,
40,56,Classified,205,6:01:11.072,14 Laps,1 Lap,172,1:25.194,165.9,DragonSpeed,GTD,,,Ferrari 296 GT3,M,,,,,,,,,,,Toni,Vilander,Platinum,"Kankaanpää, Finland",FIN,,,,,,,Rasmus,Lindh,Silver,"Gothenburg, Sweden",SWE,,,,,,,Henrik,Hedman,Bronze,fort lauderdale,SWE,,,,,,,,,,,,,,,,,,,,,,,,,
41,43,Classified,205,6:02:14.695,14 Laps,+1:03.623,173,1:25.643,165.0,Andretti Motorsports,GTD,,,Porsche 911 GT3 R (992),M,,,,,,,,,,,Scott,Hargrove,Silver,"Vancouver, BC",CAN,,,,,,,Gabby,Chaves,Gold,"Indianapolis, IN",USA,,,,,,,Jarett,Andretti,Silver,"Indianapolis, IN",USA,,,,,,,,,,,,,,,,,,,,,,,,,
42,4,Classified,204,6:01:26.596,15 Laps,1 Lap,5,1:24.594,167.0,Corvette Racing by Pratt Miller Motorsports,GTDPRO,,,Chevrolet Corvette Z06 GT3.R,M,,,,,,,,,,,Nicky,Catsburg,Platinum,"Amersfoort, Netherlands",NLD,,,,,,,Tommy,Milner,Platinum,"Middleburg, VA",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,80,Classified,203,6:01:19.518,16 Laps,1 Lap,203,1:24.489,167.2,Lone Star Racing,GTD,,,Mercedes-AMG GT3,M,,,,,,,,,,,Scott,Andrews,Gold,"Torquay, Australia",Australia,,,,,,,Rui,Pinto de Andrade,Silver,"Luanda, Portugal",Angola,,,,,,,Salih,Yoluc,Silver,"London, United Kingdom",TUR,,,,,,,,,,,,,,,,,,,,,,,,,
44,66,Classified,193,6:01:30.682,26 Laps,10 Laps,156,1:24.413,167.4,Gradient Racing,GTD,,,Acura NSX GT3,M,,,,,,,,,,,Stevan,McAleer,Gold,"Glasgow, Scotland",GBR,,,,,,,Tati,Calderon,Silver,"Bogota City, Colombia",COL,,,,,,,Sheena,Monk,Bronze,"Newtown, PA",USA,,,,,,,,,,,,,,,,,,,,,,,,,
45,2,Classified,188,6:02:12.292,31 Laps,5 Laps,131,1:18.292,180.5,United Autosports USA,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Nico,Pino,Silver,"Santiago, Chile",CHL,,,,,,,Ben,Hanley,Gold,"Accrington, United Kingdom",GBR,,,,,,,Ben,Keating,Bronze,"Victoria, TX",USA,,,,,,,,,,,,,,,,,,,,,,,,,
46,65,Classified,164,6:02:16.999,55 Laps,24 Laps,129,1:24.674,166.9,Ford Multimatic Motorsports,GTDPRO,,,Ford Mustang GT3,M,,,,,,,,,,,Dirk,Mueller,Platinum,"Taegerwilen, Switzerland",CHE,,,,,,,Joey,Hand,Gold,"Wilton, CA",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,55,Classified,162,4:54:57.490,57 Laps,2 Laps,126,1:24.942,166.4,Proton Competition,GTD,,,Ford Mustang GT3,M,,,,,,,,,,,Ben,Barker,Gold,"Cambridge, UK",GBR,,,,,,,Corey,Lewis,Silver,"Nazareth, PA",USA,,,,,,,Giammarco,Levorato,Silver,"Padua, Italy",ITA,,,,,,,,,,,,,,,,,,,,,,,,,
48,83,Classified,162,4:55:05.454,57 Laps,+7.964,4,1:24.702,166.8,Iron Dames,GTD,,,Lamborghini Huracan GT3 EVO2,M,,,,,,,,,,,Sarah,Bovy,Bronze,"Brussels, Belgium",BEL,,,,,,,Michelle,Gatting,Gold,"Vedbaek, Denmark",DNK,,,,,,,Rahel,Frey,Silver,"Aedermannsdorf, Switzerland",CHE,,,,,,,,,,,,,,,,,,,,,,,,,
49,20,Classified,158,4:39:54.686,61 Laps,4 Laps,139,1:19.102,178.6,MDK by High Class Racing,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Scott,Huffaker,Gold,"Menlo Park, CA",USA,,,,,,,Seth,Lucas,Silver,"Powell, OH",USA,,,,,,,Dennis,Andersen,Bronze,"Vejle, Denmark",DNK,,,,,,,,,,,,,,,,,,,,,,,,,
50,34,Classified,156,4:43:23.637,63 Laps,2 Laps,105,1:24.467,167.3,Conquest Racing,GTD,,,Ferrari 296 GT3,M,,,,,,,,,,,Cedric,Sbirrazzuoli,Silver,Monaco,MCO,,,,,,,Albert,Costa Balboa,Platinum,"Barcelona, Spain",ESP,,,,,,,Manny,Franco,Silver,"Milwaukee, WI",USA,,,,,,,,,,,,,,,,,,,,,,,,,
51,63,Classified,152,4:24:49.141,67 Laps,4 Laps,133,1:17.430,182.5,Lamborghini Iron Lynx,GTP,,,Lamborghini SC63,M,,,,,,,,,,,Romain,Grosjean,Platinum,"Geneva, Switzerland",CHE,,,,,,,Andrea,Caldarelli,Platinum,"Pescara, Italy",ITA,,,,,,,Matteo,Cairoli,Platinum,"Como, Italy",ITA,,,,,,,,,,,,,,,,,,,,,,,,,
52,21,Classified,103,3:20:32.095,116 Laps,49 Laps,4,1:26.301,163.7,AF Corse,GTD,,,Ferrari 296 GT3,M,,,,,,,,,,,Miguel,Molina,Platinum,"Lloret de Mar, Spain",ESP,,,,,,,Francois,Heriau,Bronze,"Rennes, France",FRA,,,,,,,Simon,Mann,Silver,"Lausanne, Switzerland",CHE,,,,,,,,,,,,,,,,,,,,,,,,,
53,023,Classified,82,2:57:32.825,137 Laps,21 Laps,4,1:26.432,163.5,Triarsi Competizione,GTD,,,Ferrari 296 GT3,M,,,,,,,,,,,Riccardo,Agostini,Gold,"Padova, Italy",ITA,,,,,,,Charles,Scardina,Bronze,"Miami, FL",USA,,,,,,,Onofrio,Triarsi,Silver,"Orlando, FL",USA,,,,,,,,,,,,,,,,,,,,,,,,,
54,31,Classified,66,2:10:48.891,153 Laps,16 Laps,11,1:17.249,182.9,Whelen Cadillac Racing,GTP,,,Cadillac V-Series.R,M,,,,,,,,,,,Tom,Blomqvist,Platinum,"Monaco, Monaco",MCO,,,,,,,Jack,Aitken,Platinum,"London, United Kingdom",GBR,,,,,,,Pipo,Derani,Platinum,"São Paulo, Brazil",BRA,,,,,,,,,,,,,,,,,,,,,,,,,
55,12,Classified,27,50:09.491,192 Laps,39 Laps,4,1:25.037,166.2,VasserSullivan,GTD,,,Lexus RC F GT3,M,,,,,,,,,,,Aaron,Telitz,Gold,"Birchwood, WI",USA,,,,,,,Parker,Thompson,Silver,"Red Deer, AB",CAN,,,,,,,Frankie,Montecalvo,Silver,"Highlands, NJ",USA,,,,,,,,,,,,,,,,,,,,,,,,,
56,19,Classified,2,3:33.135,217 Laps,25 Laps,2,1:26.579,163.2,Iron Lynx,GTDPRO,,,Lamborghini Huracan GT3 EVO2,M,,,,,,,,,,,Luca,Engstler,Gold,Kempten,DEU,,,,,,,Maximilian,Paul,Gold,Dresden,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
