POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,7,4,1:20.007,-,-,183.9,12,Porsche Penske Motorsports,GTP,,,Porsche 963,M,2190,200,44,193,112,3,,15872,,,Matt,Campbell,Platinum,,AUS,,1791,1,Platinum,,,Felipe,Nasr,Platinum,,BRA,,1598,2,Platinum,,,Josef,Newgarden,Platinum,,USA,,2982,3,Platinum,,,,,,,,,,,,,,,,,,,,,
2,59,10,1:21.089,+1.082,+1.082,181.5,10,Proton Competition,GTP,,,Porsche 963,M,2480,461,44,193,112,3,,15876,,,Harry,Tincknell,Platinum,,GBR,,1288,3,Platinum,,,Gianmaria,Bruni,Platinum,,ITA,,3045,2,Platinum,,,Neel,Jani,Platinum,,CHE,,1267,1,Platinum,,,,,,,,,,,,,,,,,,,,,
3,6,4,1:21.179,+1.172,+0.090,181.3,5,Porsche Penske Motorsports,GTP,,,Porsche 963,M,2189,200,44,193,112,3,,15871,,,Nick,Tandy,Platinum,,GBR,,124,1,Platinum,,,Mathieu,Jaminet,Platinum,,FRA,,1449,2,Platinum,,,Laurens,Vanthoor,Platinum,,BEL,,1241,3,Platinum,,,,,,,,,,,,,,,,,,,,,
4,20,3,1:22.118,+2.111,+0.939,179.2,4,High Class Racing,LMP2,,,ORECA LMP2 07,M,968,348,28,85,7637,3,,15866,,,Dennis,Andersen,Bronze,,DNK,,3043,1,Bronze,,,Ed,Jones,Gold,,ARE,,2418,2,Gold,,,Anders,Fjordbach,Silver,,DNK,,3044,3,Silver,,,,,,,,,,,,,,,,,,,,,
5,88,3,1:24.169,+4.162,+2.051,174.8,4,AF Corse,LMP2,,,ORECA LMP2 07,M,2173,333,28,85,7637,3,,15865,,,Francois,Perrodo,Bronze,,GBR,,1296,1,Bronze,,,Matthieu,Vaxiviere,Gold,,FRA,,3024,2,Gold,,,Emmanuel,Collard,Silver,,FRA,,322,3,Silver,,,,,,,,,,,,,,,,,,,,,
6,85,14,1:24.182,+4.175,+0.013,174.8,14,JDC Miller MotorSports,LMP3,,,Duqueine D08,M,2178,15,36,105,7665,3,,15883,,,Till,Bechtolsheimer,Bronze,,GBR,,1152,1,Bronze,,,Dan,Goldburg,Bronze,,USA,,1915,2,Bronze,,,Rasmus,Lindh,Silver,,SWE,,2101,3,Silver,,,,,,,,,,,,,,,,,,,,,
7,35,5,1:25.270,+5.263,+1.088,172.6,6,TDS Racing,LMP2,,,ORECA LMP2 07,M,2167,335,28,85,7637,3,,15863,,,John,Falb,Bronze,,USA,,725,1,Bronze,,,Giedo,van der Garde,Platinum,,NLD,,3001,2,Platinum,,,Josh,Pierson,Silver,,USA,,2761,3,Silver,,,,,,,,,,,,,,,,,,,,,
8,11,3,1:25.890,+5.883,+0.620,171.3,4,TDS Racing,LMP2,,,ORECA LMP2 07,M,2166,335,28,85,7637,3,,15862,,,Steven,Thomas,Bronze,,USA,,1919,1,Bronze,,,Mikkel,Jensen,Platinum,,DNK,,2088,2,Platinum,,,Scott,Huffaker,Silver,,USA,,1852,3,Silver,,,,,,,,,,,,,,,,,,,,,
9,18,5,1:26.889,+6.882,+0.999,169.4,5,Era Motorsport,LMP2,,,ORECA LMP2 07,M,761,291,28,85,7637,3,,15859,,,Dwight,Merriman,Bronze,,USA,,1930,1,Bronze,,,Ryan,Dalziel,Gold,,GBR,,192,2,Gold,,,Christian,Rasmussen,Silver,,DNK,,2966,3,Silver,,,,,,,,,,,,,,,,,,,,,
10,93,12,1:27.218,+7.211,+0.329,168.7,13,Racers Edge Motorsports with WTR,GTD,,,Acura NSX GT3,M,2159,414,4,43,7641,3,,15897,,,Ashton,Harrison,Silver,,USA,,1862,1,Silver,,,Danny,Formal,Silver,,CRI,,2130,2,Silver,,,Kyle,Marcelli,Gold,,CAN,,88,3,Gold,,,,,,,,,,,,,,,,,,,,,
11,62,10,1:28.320,+8.313,+1.102,166.6,10,Risi Competizione,GTDPRO,,,Ferrari 296 GT3,M,2245,26,41,191,106,3,,15885,,,Alessandro,Pier Guidi,Platinum,,ITA,,2238,1,Platinum,,,Daniel,Serra,Platinum,,BRA,,687,2,Platinum,,,Davide,Rigon,Platinum,,ITA,,679,3,Platinum,,,,,,,,,,,,,,,,,,,,,
12,8,5,1:28.544,+8.537,+0.224,166.2,9,Tower Motorsports,LMP2,,,ORECA LMP2 07,M,2164,460,28,85,7637,3,,15861,,,Ari,Balogh,Bronze,,USA,,1081,1,Bronze,,,Scott,McLaughlin,Gold,,NZL,,2996,3,Gold,,,Kyffin,Simpson,Silver,,CYM,,2779,2,Silver,,,,,,,,,,,,,,,,,,,,,
13,47,11,1:29.690,+9.683,+1.146,164.1,11,CETILAR RACING,GTD,B,,Ferrari 296 GT3,M,2171,337,4,191,106,3,,15902,,,Roberto,Lacorte,Bronze,,ITA,,2452,1,Bronze,,,Giorgio,Sernagiotto,Silver,,ITA,,2288,2,Silver,,,Antonio,Fuoco,Platinum,,ITA,,2306,3,Platinum,,,,,,,,,,,,,,,,,,,,,
14,77,7,1:29.937,+9.930,+0.247,163.6,8,Wright Motorsports,GTD,B,,Porsche 911 GT3 R (992),M,2185,111,4,192,112,3,,15906,,,Alan,Brynjolfsson,Bronze,,USA,,1271,1,Bronze,,,Trent,Hindman,Gold,,USA,,244,2,Gold,,,Maxwell,Root,Silver,,USA,,1654,3,Silver,,,,,,,,,,,,,,,,,,,,,
