POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,7,7,1:36.271,-,-,214.2,50,Porsche Penske Motorsport,GTP,,,Porsche 963,M,,,,,,,,,,,Felipe,Nasr,Platinum,"Brasilia, Brazil",BRA,,,,,,,Laurens,Vanthoor,Platinum,"Heusden-Zolder, Belgium",BEL,,,,,,,Nick,Tandy,Platinum,"Bedford, United Kingdom",GBR,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,10,1:36.498,+0.227,+0.227,213.7,55,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,,,,,,,,,,,Raffaele,Marciello,Platinum,"Breganzona, Switzerland",ITA,,,,,,,Kevin,Magnussen,Platinum,"Roskilde, Denmark",DNK,,,,,,,Dries,Vanthoor,Platinum,"Zolder, Belgium",BEL,,,,,,,Philipp,Eng,Platinum,"Sankt Lorenz, Austria",AUT,,,,,,,,,,,,,,,,,,,
3,25,30,1:36.912,+0.641,+0.414,212.8,57,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,,,,,,,,,,,Rene,Rast,Platinum,"Bregenz, Austria",AUT,,,,,,,Robin,Frijns,Platinum,Kreuzlingen,NLD,,,,,,,Sheldon,van der Linde,Platinum,"Johannesburg, South Africa",ZAF,,,,,,,Marco,Wittmann,Platinum,"Fuerth, Germany",DEU,,,,,,,,,,,,,,,,,,,
4,60,8,1:37.088,+0.817,+0.176,212.4,60,Acura Meyer Shank Racing w/Curb Agajanian,GTP,,,Acura ARX-06,M,,,,,,,,,,,Felix,Rosenqvist,Gold,"VÃ¤rnamo, Sweden",SWE,,,,,,,Scott,Dixon,Platinum,"Auckland, New Zealand",NZL,,,,,,,Colin,Braun,Gold,"Ovalo, TX",USA,,,,,,,Tom,Blomqvist,Platinum,"Cambridge, UK",GBR,,,,,,,,,,,,,,,,,,,
5,63,24,1:37.146,+0.875,+0.058,212.3,48,Automobili Lamborghini Squadra Corse,GTP,,,Lamborghini SC63,M,,,,,,,,,,,Edoardo,Mortara,Platinum,Geneva,CHE,,,,,,,Daniil,Kvyat,Platinum,"Ufa, Russia",RUS,,,,,,,Romain,Grosjean,Platinum,"Geneva, Switzerland",FRA,,,,,,,Mirko,Bortolotti,Platinum,"Riva del Garda, Italy",ITA,,,,,,,,,,,,,,,,,,,
6,6,36,1:37.252,+0.981,+0.106,212.1,38,Porsche Penske Motorsport,GTP,,,Porsche 963,M,,,,,,,,,,,Kevin,Estre,Platinum,"Lyon, France",FRA,,,,,,,Matt,Campbell,Platinum,"Warwick, Australia",AUS,,,,,,,Mathieu,Jaminet,Platinum,Andorra-La-Vella,FRA,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,11,1:37.270,+0.999,+0.018,212.0,61,Proton Competition,GTP,,,Porsche 963,M,,,,,,,,,,,Julien,Andlauer,Gold,"Lyon, France",FRA,,,,,,,Nico,Pino,Silver,"Santiago, Chile",USA,,,,,,,Tristan,Vautier,Gold,"Grenoble, France",FRA,,,,,,,Neel,Jani,Platinum,"Bellmund, Switzerland",CHE,,,,,,,,,,,,,,,,,,,
8,10,48,1:37.364,+1.093,+0.094,211.8,52,Cadillac Wayne Taylor Racing,GTP,,,Cadillac V-Series.R,M,,,,,,,,,,,Brendon,Hartley,Platinum,"Palmerston North, New Zealand",NZL,,,,,,,Will,Stevens,Platinum,"Walton on Thames, United Kingdom",GBR,,,,,,,Filipe,Albuquerque,Platinum,"Coimbra, Portugal",PRT,,,,,,,Ricky,Taylor,Platinum,"Lake Mary, FL",USA,,,,,,,,,,,,,,,,,,,
9,85,29,1:37.448,+1.177,+0.084,211.7,59,JDC Miller MotorSports,GTP,,,Porsche 963,M,,,,,,,,,,,Gianmaria,Bruni,Platinum,"Rome, Italy",ITA,,,,,,,Bryce,Aron,Silver,"Winnetka, IL",USA,,,,,,,Pascal,Wehrlein,Platinum,Kreuzlingen,DEU,,,,,,,Tijmen,van der Helm,Gold,Den Hoorn,NLD,,,,,,,,,,,,,,,,,,,
10,40,43,1:37.554,+1.283,+0.106,211.4,56,Cadillac Wayne Taylor Racing,GTP,,,Cadillac V-Series.R,M,,,,,,,,,,,Kamui,Kobayashi,Platinum,"Amagasaki City, Japan",JPN,,,,,,,Alex,Lynn,Platinum,"London, United Kingdom",GBR,,,,,,,Louis,Deletraz,Gold,"Geneva, Switzerland",SWZ,,,,,,,Jordan,Taylor,Platinum,"Orlando, FL",USA,,,,,,,,,,,,,,,,,,,
11,93,57,1:37.766,+1.495,+0.212,211.0,62,Acura Meyer Shank Racing w/Curb Agajanian,GTP,,,Acura ARX-06,M,,,,,,,,,,,Kaku,Ohta,Gold,"Kyoto,Japan",JPN,,,,,,,Alex,Palou,Platinum,"Barcelona, Spain",ESP,,,,,,,Nick,Yelloly,Platinum,"Solihull, United Kingdom",GBR,,,,,,,Renger,van der Zande,Platinum,"Amsterdam, Netherlands",NLD,,,,,,,,,,,,,,,,,,,
