NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,PITREF_time,PITREF_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
10,1,1,5:10.312,0,,1:08.599,0,1:51.443,0,2:10.270,0,156.4,5:10.312,09:05:10.312,1:08.599,1:51.443,2:10.270,177.9,Alexandr ARTEMYEV,0:00:17.291,992,,Schumacher IMSA,,GF,68.599,111.443,130.270,24.680,24.680,19.390,44.070,24.529,1:08.599,48.847,1:57.446,5.980,2:03.426,34.296,2:37.722,22.320,3:00.042,8.737,3:08.779,46.771,3:55.550,21.824,4:17.374,24.503,4:41.877,10.497,4:52.374,4.295,4:56.669,9.183,5:05.852,4.460,5:10.312,
10,1,2,5:25.694,0,,43.582,0,1:39.944,0,3:02.168,0,150.6,10:36.006,09:10:36.006,0:43.582,1:39.944,3:02.168,239.9,Alexandr ARTEMYEV,,992,,Schumacher IMSA,,FCY,43.582,99.944,182.168,10.274,10.274,13.671,23.945,19.637,43.582,41.800,1:25.382,5.674,1:31.056,31.882,2:02.938,20.588,2:23.526,7.859,2:31.385,43.917,3:15.302,35.359,3:50.661,44.974,4:35.635,25.875,5:01.510,7.352,5:08.862,10.120,5:18.982,6.712,5:25.694,
10,1,3,5:14.075,2,,1:23.235,0,1:50.176,0,2:00.664,0,156.2,15:50.081,09:15:50.081,1:23.235,1:50.176,2:00.664,237.2,Alexandr ARTEMYEV,,992,,Schumacher IMSA,,GF,83.235,110.176,120.664,25.673,25.673,20.813,46.486,36.749,1:23.235,52.462,2:15.697,5.642,2:21.339,31.201,2:52.540,20.871,3:13.411,8.226,3:21.637,43.570,4:05.207,20.380,4:25.587,21.530,4:47.117,10.595,4:57.712,4.001,5:01.713,8.240,5:09.953,4.122,5:14.075,
10,1,4,4:19.609,0,,42.208,0,1:36.706,0,2:00.695,0,189.0,20:09.690,09:20:09.690,0:42.208,1:36.706,2:00.695,275.3,Alexandr ARTEMYEV,,992,,Schumacher IMSA,,GF,42.208,96.706,120.695,9.756,9.756,12.598,22.354,19.854,42.208,40.045,1:22.253,5.622,1:27.875,30.552,1:58.427,20.487,2:18.914,7.868,2:26.782,44.864,3:11.646,20.159,3:31.805,22.073,3:53.878,10.072,4:03.950,3.714,4:07.664,7.857,4:15.521,4.088,4:19.609,
10,1,5,4:15.132,0,,41.854,0,1:35.522,2,1:57.756,0,192.3,24:24.822,09:24:24.822,0:41.854,1:35.522,1:57.756,274.6,Alexandr ARTEMYEV,,992,,Schumacher IMSA,,GF,41.854,95.522,117.756,9.688,9.688,12.881,22.569,19.285,41.854,39.796,1:21.650,5.558,1:27.208,30.156,1:57.364,20.012,2:17.376,7.610,2:24.986,42.882,3:07.868,20.052,3:27.920,22.302,3:50.222,9.876,4:00.098,3.510,4:03.608,7.494,4:11.102,4.030,4:15.132,
10,1,6,4:11.991,0,,40.186,0,1:34.971,0,1:56.834,2,194.7,28:36.813,09:28:36.813,0:40.186,1:34.971,1:56.834,291.6,Alexandr ARTEMYEV,,992,,Schumacher IMSA,,GF,40.186,94.971,116.834,9.751,9.751,12.502,22.253,17.933,40.186,39.110,1:19.296,5.612,1:24.908,30.069,1:54.977,20.180,2:15.157,7.679,2:22.836,42.651,3:05.487,20.131,3:25.618,21.450,3:47.068,9.738,3:56.806,3.581,4:00.387,7.579,4:07.966,4.025,4:11.991,
100,1,1,6:50.898,0,,2:44.442,0,2:01.249,0,2:05.207,0,118.1,6:50.898,09:06:50.898,2:44.442,2:01.249,2:05.207,218.1,Clément LOEUL,0:01:54.570,992,,Ancel Motorsport,,GF,164.442,121.249,125.207,2:01.803,2:01.803,17.773,2:19.576,24.866,2:44.442,55.571,3:40.013,6.174,3:46.187,36.596,4:22.783,22.908,4:45.691,7.984,4:53.675,49.049,5:42.724,21.386,6:04.110,21.960,6:26.070,9.976,6:36.046,3.385,6:39.431,7.375,6:46.806,4.092,6:50.898,
100,1,2,6:25.965,0,,40.777,0,2:21.976,0,3:23.212,0,127.1,13:16.863,09:13:16.863,0:40.777,2:21.976,3:23.212,285.4,Clément LOEUL,,992,,Ancel Motorsport,,GF,40.777,141.976,203.212,9.703,9.703,12.011,21.714,19.063,40.777,39.394,1:20.171,5.584,1:25.755,37.484,2:03.239,59.514,3:02.753,10.725,3:13.478,1:47.079,5:00.557,36.512,5:37.069,23.198,6:00.267,9.886,6:10.153,3.852,6:14.005,7.951,6:21.956,4.009,6:25.965,
100,1,3,4:09.366,0,,39.489,0,1:34.285,0,1:55.592,0,196.7,17:26.229,09:17:26.229,0:39.489,1:34.285,1:55.592,278.1,Clément LOEUL,,992,,Ancel Motorsport,,GF,39.489,94.285,115.592,9.642,9.642,11.850,21.492,17.997,39.489,38.647,1:18.136,5.592,1:23.728,29.812,1:53.540,20.234,2:13.774,7.344,2:21.118,42.977,3:04.095,20.172,3:24.267,20.539,3:44.806,9.492,3:54.298,3.391,3:57.689,7.741,4:05.430,3.936,4:09.366,
100,1,4,4:06.831,0,,40.235,0,1:33.204,0,1:53.392,0,198.7,21:33.060,09:21:33.060,0:40.235,1:33.204,1:53.392,294.8,Clément LOEUL,,992,,Ancel Motorsport,,GF,40.235,93.204,113.392,9.605,9.605,12.280,21.885,18.350,40.235,38.228,1:18.463,5.561,1:24.024,29.531,1:53.555,19.884,2:13.439,7.179,2:20.618,41.823,3:02.441,19.775,3:22.216,20.682,3:42.898,9.487,3:52.385,3.315,3:55.700,7.194,4:02.894,3.937,4:06.831,
