NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,PITREF_time,PITREF_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
10,2,1,6:21.203,0,,2:13.261,0,1:49.666,0,2:18.276,0,127.3,6:21.203,09:44:21.203,2:13.261,1:49.666,2:18.276,214.2,Romano RICCI,0:01:23.977,992,,Schumacher IMSA,,GF,133.261,109.666,138.276,1:30.894,1:30.894,18.186,1:49.080,24.181,2:13.261,46.014,2:59.275,6.136,3:05.411,35.204,3:40.615,22.312,4:02.927,9.015,4:11.942,49.219,5:01.161,22.388,5:23.549,26.781,5:50.330,11.249,6:01.579,4.412,6:05.991,10.650,6:16.641,4.562,6:21.203,
10,2,2,4:41.148,0,,46.928,0,1:44.062,0,2:10.158,0,174.5,11:02.351,09:49:02.351,0:46.928,1:44.062,2:10.158,222.6,Romano RICCI,,992,,Schumacher IMSA,,GF,46.928,104.062,130.158,10.214,10.214,15.296,25.510,21.418,46.928,43.539,1:30.467,5.909,1:36.376,33.350,2:09.726,21.264,2:30.990,8.853,2:39.843,46.922,3:26.765,21.134,3:47.899,24.913,4:12.812,10.551,4:23.363,3.892,4:27.255,9.170,4:36.425,4.723,4:41.148,
10,2,3,4:44.493,0,,47.259,0,1:45.373,0,2:11.861,0,172.4,15:46.844,09:53:46.844,0:47.259,1:45.373,2:11.861,237.8,Romano RICCI,,992,,Schumacher IMSA,,GF,47.259,105.373,131.861,10.255,10.255,15.651,25.906,21.353,47.259,43.744,1:31.003,5.900,1:36.903,33.720,2:10.623,22.009,2:32.632,9.007,2:41.639,47.076,3:28.715,21.074,3:49.789,24.708,4:14.497,11.333,4:25.830,4.057,4:29.887,10.073,4:39.960,4.533,4:44.493,
10,2,4,4:37.926,2,,46.849,2,1:42.984,2,2:08.093,2,176.5,20:24.770,09:58:24.770,0:46.849,1:42.984,2:08.093,240.9,Romano RICCI,,992,,Schumacher IMSA,,FF,46.849,102.984,128.093,10.099,10.099,15.492,25.591,21.258,46.849,43.595,1:30.444,5.880,1:36.324,32.643,2:08.967,20.866,2:29.833,8.831,2:38.664,45.921,3:24.585,20.936,3:45.521,24.473,4:09.994,10.641,4:20.635,3.780,4:24.415,8.921,4:33.336,4.590,4:37.926,
100,1,1,6:27.454,0,,2:34.187,0,1:43.145,0,2:10.122,0,125.3,6:27.454,09:44:27.454,2:34.187,1:43.145,2:10.122,260.0,Clément LOEUL,0:01:50.490,992,,Ancel Motorsport,,GF,154.187,103.145,130.122,1:56.950,1:56.950,16.005,2:12.955,21.232,2:34.187,42.256,3:16.443,5.836,3:22.279,33.479,3:55.758,21.574,4:17.332,9.159,4:26.491,46.983,5:13.474,20.801,5:34.275,25.039,5:59.314,10.751,6:10.065,3.890,6:13.955,8.906,6:22.861,4.593,6:27.454,
100,1,2,4:35.222,0,,44.901,0,1:41.416,0,2:08.905,0,178.2,11:02.676,09:49:02.676,0:44.901,1:41.416,2:08.905,234.2,Clément LOEUL,,992,,Ancel Motorsport,,GF,44.901,101.416,128.905,10.162,10.162,14.306,24.468,20.433,44.901,41.971,1:26.872,5.812,1:32.684,32.966,2:05.650,20.667,2:26.317,9.186,2:35.503,45.489,3:20.992,20.878,3:41.870,24.963,4:06.833,10.455,4:17.288,4.101,4:21.389,9.094,4:30.483,4.739,4:35.222,
100,1,3,4:33.016,2,,44.760,2,1:40.296,2,2:07.960,2,179.7,15:35.692,09:53:35.692,0:44.760,1:40.296,2:07.960,270.4,Clément LOEUL,,992,,Ancel Motorsport,,GF,44.760,100.296,127.960,10.153,10.153,14.497,24.650,20.110,44.760,41.191,1:25.951,5.783,1:31.734,32.213,2:03.947,21.109,2:25.056,8.975,2:34.031,46.474,3:20.505,20.484,3:40.989,23.952,4:04.941,10.637,4:15.578,3.947,4:19.525,8.948,4:28.473,4.543,4:33.016,
100,1,4,4:35.912,0,,45.735,0,1:41.547,0,2:08.630,0,177.8,20:11.604,09:58:11.604,0:45.735,1:41.547,2:08.630,268.4,Clément LOEUL,,992,,Ancel Motorsport,,FF,45.735,101.547,128.630,9.951,9.951,14.397,24.348,21.387,45.735,42.210,1:27.945,5.699,1:33.644,32.836,2:06.480,20.802,2:27.282,8.897,2:36.179,46.976,3:23.155,20.512,3:43.667,23.524,4:07.191,10.633,4:17.824,4.181,4:22.005,9.384,4:31.389,4.523,4:35.912,
11,2,1,6:18.303,0,,1:46.352,0,1:55.219,0,2:36.732,0,128.3,6:18.303,09:44:18.303,1:46.352,1:55.219,2:36.732,195.3,Richard RENAULT,0:00:56.168,992,,Racing Technology,,GF,106.352,115.219,156.732,1:04.113,1:04.113,17.836,1:21.949,24.403,1:46.352,48.827,2:35.179,6.295,2:41.474,35.304,3:16.778,24.793,3:41.571,12.893,3:54.464,56.324,4:50.788,27.631,5:18.419,28.409,5:46.828,12.037,5:58.865,4.453,6:03.318,9.949,6:13.267,5.036,6:18.303,
11,2,2,4:59.126,0,,49.116,0,1:48.803,0,2:21.207,0,164.0,11:17.429,09:49:17.429,0:49.116,1:48.803,2:21.207,198.1,Richard RENAULT,,992,,Racing Technology,,GF,49.116,108.803,141.207,10.852,10.852,15.441,26.293,22.823,49.116,46.571,1:35.687,6.035,1:41.722,34.167,2:15.889,22.030,2:37.919,9.690,2:47.609,50.451,3:38.060,22.233,4:00.293,27.953,4:28.246,11.064,4:39.310,4.046,4:43.356,10.230,4:53.586,5.540,4:59.126,
11,2,3,4:52.370,0,,48.548,0,1:47.783,0,2:16.039,0,167.8,16:09.799,09:54:09.799,0:48.548,1:47.783,2:16.039,224.0,Richard RENAULT,,992,,Racing Technology,,GF,48.548,107.783,136.039,10.692,10.692,15.310,26.002,22.546,48.548,44.344,1:32.892,6.001,1:38.893,34.910,2:13.803,22.528,2:36.331,9.182,2:45.513,48.989,3:34.502,21.889,3:56.391,26.210,4:22.601,10.760,4:33.361,3.654,4:37.015,10.056,4:47.071,5.299,4:52.370,
11,2,4,4:49.707,2,,48.113,2,1:45.790,2,2:15.804,2,169.3,20:59.506,09:58:59.506,0:48.113,1:45.790,2:15.804,254.5,Richard RENAULT,,992,,Racing Technology,,FF,48.113,105.790,135.804,10.980,10.980,14.904,25.884,22.229,48.113,43.876,1:31.989,5.908,1:37.897,33.505,2:11.402,22.501,2:33.903,9.342,2:43.245,49.155,3:32.400,21.865,3:54.265,26.872,4:21.137,10.530,4:31.667,3.721,4:35.388,9.248,4:44.636,5.071,4:49.707,
111,1,1,8:34.387,0,,1:20.852,0,5:03.250,0,2:10.285,0,94.4,8:34.387,09:46:34.387,1:20.852,5:03.250,2:10.285,270.4,Sylvain NOEL,0:00:37.970,992,,Racing Technology,,GF,80.852,303.250,130.285,44.288,44.288,15.636,59.924,20.928,1:20.852,42.101,2:02.953,5.746,2:08.699,3:52.306,6:01.005,23.097,6:24.102,8.626,6:32.728,46.722,7:19.450,20.789,7:40.239,24.446,8:04.685,12.127,8:16.812,3.873,8:20.685,9.105,8:29.790,4.597,8:34.387,
111,1,2,4:32.780,0,,45.055,0,1:40.961,0,2:06.764,0,179.8,13:07.167,09:51:07.167,0:45.055,1:40.961,2:06.764,283.9,Sylvain NOEL,,992,,Racing Technology,,GF,45.055,100.961,126.764,10.145,10.145,14.478,24.623,20.432,45.055,41.622,1:26.677,5.682,1:32.359,32.867,2:05.226,20.790,2:26.016,8.696,2:34.712,45.270,3:19.982,20.704,3:40.686,24.092,4:04.778,10.487,4:15.265,3.729,4:18.994,9.355,4:28.349,4.431,4:32.780,
111,1,3,4:30.022,2,,44.709,0,1:40.091,2,2:05.222,0,181.7,17:37.189,09:55:37.189,0:44.709,1:40.091,2:05.222,286.9,Sylvain NOEL,,992,,Racing Technology,,GF,44.709,100.091,125.222,9.924,9.924,14.541,24.465,20.244,44.709,41.628,1:26.337,5.656,1:31.993,32.165,2:04.158,20.642,2:24.800,8.574,2:33.374,45.115,3:18.489,20.521,3:39.010,23.675,4:02.685,10.293,4:12.978,3.720,4:16.698,8.664,4:25.362,4.660,4:30.022,
111,1,4,4:27.588,0,,44.568,2,1:39.851,0,2:03.169,2,183.3,22:04.777,10:00:04.777,0:44.568,1:39.851,2:03.169,284.7,Sylvain NOEL,,992,,Racing Technology,,FF,44.568,99.851,123.169,9.937,9.937,14.603,24.540,20.028,44.568,41.377,1:25.945,5.714,1:31.659,32.243,2:03.902,20.517,2:24.419,8.588,2:33.007,44.841,3:17.848,20.395,3:38.243,23.087,4:01.330,10.007,4:11.337,3.652,4:14.989,8.224,4:23.213,4.375,4:27.588,
12,1,1,6:06.991,0,,1:59.564,0,1:46.929,0,2:20.498,0,132.3,6:06.991,09:44:06.991,1:59.564,1:46.929,2:20.498,246.4,Laurent NUSS,0:01:10.396,GT4 RS,,Rempp Racing,,GF,119.564,106.929,140.498,1:17.437,1:17.437,18.203,1:35.640,23.924,1:59.564,44.499,2:44.063,6.156,2:50.219,34.860,3:25.079,21.414,3:46.493,8.817,3:55.310,48.534,4:43.844,22.710,5:06.554,27.205,5:33.759,12.522,5:46.281,6.057,5:52.338,9.904,6:02.242,4.749,6:06.991,
