NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,PITREF_time,PITREF_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
007,1,1,5:52.503,0,,2:33.464,0,1:32.183,0,1:46.856,0,137.7,5:52.503,10:05:52.503,2:33.464,1:32.183,1:46.856,239.9,Harry TINCKNELL,0:01:47.680,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,153.464,92.183,106.856,1:54.077,1:54.077,16.660,2:10.737,22.727,2:33.464,39.399,3:12.863,4.965,3:17.828,29.264,3:47.092,18.555,4:05.647,7.607,4:13.254,40.170,4:53.424,17.905,5:11.329,,,,5:38.768,3.091,5:41.859,7.087,5:48.946,3.557,5:52.503,
007,1,2,3:45.905,0,B,35.412,0,1:22.407,0,1:48.086,0,217.1,9:38.408,10:09:38.408,0:35.412,1:22.407,1:48.086,329.8,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,35.412,82.407,108.086,8.288,8.288,10.994,19.282,16.130,35.412,34.543,1:09.955,4.703,1:14.658,26.043,1:40.701,17.118,1:57.819,6.714,2:04.533,37.629,2:42.162,17.296,2:59.458,18.339,3:17.797,8.539,3:26.336,3.133,3:29.469,,,,3:45.905,
007,1,3,44:33.098,0,,39:05.052,0,2:04.938,0,3:23.108,0,18.4,54:11.506,10:54:11.506,39:05.052,2:04.938,3:23.108,260.0,Harry TINCKNELL,0:38:33.682,HYPERCAR,,Aston Martin Thor Team,Aston Martin,SF,2345.052,124.938,203.108,38:31.084,38:31.084,14.114,38:45.198,19.854,39:05.052,42.837,39:47.889,6.000,39:53.889,33.978,40:27.867,42.123,41:09.990,8.829,41:18.819,1:15.539,42:34.358,36.676,43:11.034,45.928,43:56.962,19.125,44:16.087,4.561,44:20.648,8.046,44:28.694,4.404,44:33.098,
007,1,4,7:09.958,0,,56.879,0,2:59.936,0,3:13.143,0,114.1,1:01:21.464,11:01:21.464,0:56.879,2:59.936,3:13.143,98.8,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,SF,56.879,179.936,193.143,12.920,12.920,16.472,29.392,27.487,56.879,1:16.467,2:13.346,7.703,2:21.049,55.652,3:16.701,40.114,3:56.815,9.933,4:06.748,1:15.378,5:22.126,35.768,5:57.894,36.592,6:34.486,18.134,6:52.620,4.828,6:57.448,7.901,7:05.349,4.609,7:09.958,
007,1,5,7:06.805,0,,56.063,0,3:01.850,0,3:08.892,0,114.9,1:08:28.269,11:08:28.269,0:56.063,3:01.850,3:08.892,117.6,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,SF,56.063,181.850,188.892,15.443,15.443,17.313,32.756,23.307,56.063,1:15.901,2:11.964,8.248,2:20.212,56.876,3:17.088,40.825,3:57.913,8.801,4:06.714,1:15.253,5:21.967,36.341,5:58.308,31.369,6:29.677,17.588,6:47.265,5.495,6:52.760,9.197,7:01.957,4.848,7:06.805,
007,1,6,7:53.164,0,,57.114,0,2:58.784,0,3:57.266,0,103.7,1:16:21.433,11:16:21.433,0:57.114,2:58.784,3:57.266,115.5,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,SF,57.114,178.784,237.266,16.041,16.041,16.219,32.260,24.854,57.114,1:15.198,2:12.312,7.686,2:19.998,56.032,3:16.030,39.868,3:55.898,9.291,4:05.189,1:14.668,5:19.857,55.451,6:15.308,47.384,7:02.692,28.556,7:31.248,7.908,7:39.156,9.058,7:48.214,4.950,7:53.164,
007,1,7,6:16.188,0,,1:25.223,0,2:56.219,0,1:54.746,0,130.4,1:22:37.621,11:22:37.621,1:25.223,2:56.219,1:54.746,96.4,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,SF,85.223,176.219,114.746,26.684,26.684,20.608,47.292,37.931,1:25.223,1:48.873,3:14.096,9.154,3:23.250,36.251,3:59.501,21.941,4:21.442,7.969,4:29.411,45.184,5:14.595,17.593,5:32.188,19.557,5:51.745,9.884,6:01.629,3.203,6:04.832,7.083,6:11.915,4.273,6:16.188,
007,1,8,4:05.535,0,,39.789,0,1:32.863,0,1:52.883,0,199.8,1:26:43.156,11:26:43.156,0:39.789,1:32.863,1:52.883,249.8,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,39.789,92.863,112.883,10.463,10.463,11.839,22.302,17.487,39.789,37.696,1:17.485,4.918,1:22.403,30.755,1:53.158,19.494,2:12.652,7.239,2:19.891,42.692,3:02.583,19.488,3:22.071,19.102,3:41.173,10.066,3:51.239,3.354,3:54.593,7.431,4:02.024,3.511,4:05.535,
007,1,9,3:34.291,0,,34.233,0,1:20.790,0,1:39.268,0,228.9,1:30:17.447,11:30:17.447,0:34.233,1:20.790,1:39.268,336.0,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,34.233,80.790,99.268,8.111,8.111,10.853,18.964,15.269,34.233,33.544,1:07.777,4.714,1:12.491,25.715,1:38.206,16.817,1:55.023,6.683,2:01.706,36.905,2:38.611,17.029,2:55.640,17.784,3:13.424,8.009,3:21.433,2.733,3:24.166,6.631,3:30.797,3.494,3:34.291,
007,1,10,3:39.690,0,,34.191,0,1:21.967,0,1:43.532,0,223.3,1:33:57.137,11:33:57.137,0:34.191,1:21.967,1:43.532,303.9,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,34.191,81.967,103.532,8.070,8.070,10.763,18.833,15.358,34.191,34.228,1:08.419,4.623,1:13.042,26.112,1:39.154,17.004,1:56.158,7.337,2:03.495,37.239,2:40.734,17.141,2:57.875,18.158,3:16.033,9.510,3:25.543,3.409,3:28.952,7.251,3:36.203,3.487,3:39.690,
