NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,PITREF_time,PITREF_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
16,2,1,4:18.150,0,,56.367,0,1:31.864,0,1:49.919,0,188.0,4:18.150,20:46:18.150,0:56.367,1:31.864,1:49.919,247.6,Ryan CULLEN,0:00:17.959,LMP2,P/A,RLR M Sport,Oreca,GF,56.367,91.864,109.919,23.274,23.274,14.754,38.028,18.339,56.367,38.338,1:34.705,5.302,1:40.007,29.222,2:09.229,19.002,2:28.231,7.323,2:35.554,40.630,3:16.184,18.591,3:34.775,16.691,3:51.466,10.215,4:01.681,3.942,4:05.623,8.742,4:14.365,3.785,4:18.150,
16,2,2,3:40.153,0,,35.083,0,1:24.750,0,1:40.320,0,222.8,7:58.303,20:49:58.303,0:35.083,1:24.750,1:40.320,311.8,Ryan CULLEN,,LMP2,P/A,RLR M Sport,Oreca,GF,35.083,84.750,100.320,8.935,8.935,10.625,19.560,15.523,35.083,34.343,1:09.426,5.159,1:14.585,27.074,1:41.659,18.174,1:59.833,6.817,2:06.650,38.659,2:45.309,18.231,3:03.540,15.708,3:19.248,8.228,3:27.476,2.681,3:30.157,6.310,3:36.467,3.686,3:40.153,
16,2,3,3:39.214,0,,34.605,0,1:24.355,2,1:40.254,0,223.8,11:37.517,20:53:37.517,0:34.605,1:24.355,1:40.254,312.7,Ryan CULLEN,,LMP2,P/A,RLR M Sport,Oreca,GF,34.605,84.355,100.254,8.863,8.863,10.420,19.283,15.322,34.605,34.164,1:08.769,5.143,1:13.912,26.968,1:40.880,18.080,1:58.960,6.830,2:05.790,38.779,2:44.569,18.214,3:02.783,15.595,3:18.378,8.186,3:26.564,2.646,3:29.210,6.251,3:35.461,3.753,3:39.214,
16,2,4,3:38.922,2,,34.474,2,1:24.477,0,1:39.971,2,224.1,15:16.439,20:57:16.439,0:34.474,1:24.477,1:39.971,311.8,Ryan CULLEN,,LMP2,P/A,RLR M Sport,Oreca,FF,34.474,84.477,99.971,8.909,8.909,10.229,19.138,15.336,34.474,34.223,1:08.697,5.128,1:13.825,27.044,1:40.869,18.082,1:58.951,6.778,2:05.729,38.669,2:44.398,18.161,3:02.559,15.560,3:18.119,8.258,3:26.377,2.613,3:28.990,6.216,3:35.206,3.716,3:38.922,
183,2,1,4:10.773,0,,42.460,0,1:36.832,0,1:51.481,0,193.5,4:10.773,20:46:10.773,0:42.460,1:36.832,1:51.481,220.3,Matthieu VAXIVIERE,0:00:06.273,LMP2,P/A,AF Corse,Oreca,GF,42.460,96.832,111.481,11.627,11.627,13.121,24.748,17.712,42.460,42.576,1:25.036,5.347,1:30.383,30.269,2:00.652,18.640,2:19.292,7.448,2:26.740,42.860,3:09.600,20.069,3:29.669,18.213,3:47.882,8.464,3:56.346,3.209,3:59.555,7.524,4:07.079,3.694,4:10.773,
183,2,2,3:37.835,0,,34.541,0,1:23.969,0,1:39.325,0,225.2,7:48.608,20:49:48.608,0:34.541,1:23.969,1:39.325,314.5,Matthieu VAXIVIERE,,LMP2,P/A,AF Corse,Oreca,GF,34.541,83.969,99.325,8.876,8.876,10.424,19.300,15.241,34.541,34.117,1:08.658,5.098,1:13.756,26.688,1:40.444,18.066,1:58.510,6.729,2:05.239,38.439,2:43.678,18.134,3:01.812,15.280,3:17.092,8.324,3:25.416,2.609,3:28.025,6.064,3:34.089,3.746,3:37.835,
183,2,3,3:37.167,0,,34.142,0,1:24.053,0,1:38.972,2,225.9,11:25.775,20:53:25.775,0:34.142,1:24.053,1:38.972,313.6,Matthieu VAXIVIERE,,LMP2,P/A,AF Corse,Oreca,GF,34.142,84.053,98.972,8.886,8.886,10.196,19.082,15.060,34.142,34.140,1:08.282,5.133,1:13.415,26.742,1:40.157,18.038,1:58.195,6.678,2:04.873,38.340,2:43.213,18.124,3:01.337,15.308,3:16.645,8.225,3:24.870,2.598,3:27.468,5.973,3:33.441,3.726,3:37.167,
183,2,4,3:36.993,2,,34.035,2,1:23.872,2,1:39.086,0,226.1,15:02.768,20:57:02.768,0:34.035,1:23.872,1:39.086,313.6,Matthieu VAXIVIERE,,LMP2,P/A,AF Corse,Oreca,FF,34.035,83.872,99.086,8.876,8.876,10.097,18.973,15.062,34.035,34.204,1:08.239,5.146,1:13.385,26.585,1:39.970,17.937,1:57.907,6.700,2:04.607,38.198,2:42.805,18.073,3:00.878,15.227,3:16.105,8.259,3:24.364,2.562,3:26.926,6.201,3:33.127,3.866,3:36.993,
199,3,1,4:08.883,0,,47.516,0,1:33.135,0,1:48.232,0,195.0,4:08.883,20:46:08.883,0:47.516,1:33.135,1:48.232,251.0,Louis DELETRAZ,0:00:10.030,LMP2,P/A,AO by TF,Oreca,GF,47.516,93.135,108.232,15.741,15.741,13.927,29.668,17.848,47.516,39.447,1:26.963,5.306,1:32.269,29.356,2:01.625,19.026,2:20.651,7.182,2:27.833,42.344,3:10.177,19.384,3:29.561,16.620,3:46.181,8.494,3:54.675,3.178,3:57.853,7.393,4:05.246,3.637,4:08.883,
199,3,2,3:36.442,0,,34.238,0,1:23.547,0,1:38.657,0,226.6,7:45.325,20:49:45.325,0:34.238,1:23.547,1:38.657,313.6,Louis DELETRAZ,,LMP2,P/A,AO by TF,Oreca,GF,34.238,83.547,98.657,8.832,8.832,10.365,19.197,15.041,34.238,33.928,1:08.166,5.096,1:13.262,26.672,1:39.934,17.851,1:57.785,6.695,2:04.480,38.375,2:42.855,18.137,3:00.992,15.173,3:16.165,8.022,3:24.187,2.603,3:26.790,5.972,3:32.762,3.680,3:36.442,
199,3,3,3:35.505,0,,33.724,2,1:23.607,0,1:38.174,2,227.6,11:20.830,20:53:20.830,0:33.724,1:23.607,1:38.174,312.7,Louis DELETRAZ,,LMP2,P/A,AO by TF,Oreca,GF,33.724,83.607,98.174,8.842,8.842,10.073,18.915,14.809,33.724,34.100,1:07.824,5.096,1:12.920,26.586,1:39.506,17.825,1:57.331,6.723,2:04.054,38.180,2:42.234,18.132,3:00.366,14.979,3:15.345,7.958,3:23.303,2.570,3:25.873,5.946,3:31.819,3.686,3:35.505,
199,3,4,3:36.751,0,,33.850,0,1:23.369,0,1:39.532,0,226.3,14:57.581,20:56:57.581,0:33.850,1:23.369,1:39.532,312.7,Louis DELETRAZ,,LMP2,P/A,AO by TF,Oreca,GF,33.850,83.369,99.532,8.843,8.843,10.176,19.019,14.831,33.850,33.910,1:07.760,5.094,1:12.854,26.547,1:39.401,17.818,1:57.219,7.003,2:04.222,38.858,2:43.080,18.107,3:01.187,15.169,3:16.356,8.007,3:24.363,2.559,3:26.922,6.126,3:33.048,3.703,3:36.751,
199,3,5,3:35.421,2,,33.799,0,1:23.366,2,1:38.256,0,227.7,18:33.002,21:00:33.002,0:33.799,1:23.366,1:38.256,310.9,Louis DELETRAZ,,LMP2,P/A,AO by TF,Oreca,FF,33.799,83.366,98.256,8.843,8.843,10.135,18.978,14.821,33.799,33.919,1:07.718,5.073,1:12.791,26.505,1:39.296,17.869,1:57.165,6.644,2:03.809,38.185,2:41.994,18.136,3:00.130,15.018,3:15.148,7.974,3:23.122,2.620,3:25.742,5.972,3:31.714,3.707,3:35.421,
21,3,1,4:38.100,0,,45.788,0,1:58.540,0,1:53.772,0,174.5,4:38.100,20:46:38.100,0:45.788,1:58.540,1:53.772,213.4,Alessio ROVERA,0:00:07.042,LMGT3,,Vista AF Corse,Ferrari,GF,45.788,118.540,113.772,12.921,12.921,13.627,26.548,19.240,45.788,45.463,1:31.251,6.511,1:37.762,38.110,2:15.872,28.456,2:44.328,8.034,2:52.362,41.898,3:34.260,21.526,3:55.786,19.408,4:15.194,9.514,4:24.708,2.889,4:27.597,6.672,4:34.269,3.831,4:38.100,
21,3,2,3:53.294,0,,36.565,0,1:29.952,0,1:46.777,2,210.3,8:31.394,20:50:31.394,0:36.565,1:29.952,1:46.777,290.8,Alessio ROVERA,,LMGT3,,Vista AF Corse,Ferrari,GF,36.565,89.952,106.777,9.516,9.516,10.625,20.141,16.424,36.565,36.682,1:13.247,5.510,1:18.757,28.591,1:47.348,19.169,2:06.517,6.881,2:13.398,40.477,2:53.875,19.525,3:13.400,17.771,3:31.171,9.053,3:40.224,2.849,3:43.073,6.402,3:49.475,3.819,3:53.294,
21,3,3,3:53.085,2,,36.523,2,1:29.626,2,1:46.936,0,210.5,12:24.479,20:54:24.479,0:36.523,1:29.626,1:46.936,292.4,Alessio ROVERA,,LMGT3,,Vista AF Corse,Ferrari,GF,36.523,89.626,106.936,9.498,9.498,10.641,20.139,16.384,36.523,36.505,1:13.028,5.505,1:18.533,28.523,1:47.056,19.093,2:06.149,6.870,2:13.019,40.448,2:53.467,19.506,3:12.973,17.853,3:30.826,9.115,3:39.941,2.814,3:42.755,6.403,3:49.158,3.927,3:53.085,
21,3,4,4:24.998,0,B,42.387,0,1:37.846,0,2:04.765,0,185.1,16:49.477,20:58:49.477,0:42.387,1:37.846,2:04.765,273.2,Alessio ROVERA,,LMGT3,,Vista AF Corse,Ferrari,FF,42.387,97.846,124.765,9.538,9.538,12.185,21.723,20.664,42.387,42.472,1:24.859,5.548,1:30.407,29.671,2:00.078,20.155,2:20.233,7.042,2:27.275,42.189,3:09.464,20.171,3:29.635,21.183,3:50.818,10.986,4:01.804,3.917,4:05.721,,,,4:24.998,
22,2,1,4:12.923,0,,54.124,0,1:30.960,0,1:47.839,0,191.9,4:12.923,20:46:12.923,0:54.124,1:30.960,1:47.839,251.0,Pietro FITTIPALDI,0:00:15.353,LMP2,,United Autosports,Oreca,GF,54.124,90.960,107.839,21.814,21.814,14.181,35.995,18.129,54.124,38.562,1:32.686,5.461,1:38.147,28.388,2:06.535,18.549,2:25.084,7.016,2:32.100,39.872,3:11.972,18.563,3:30.535,17.794,3:48.329,8.933,3:57.262,3.342,4:00.604,8.579,4:09.183,3.740,4:12.923,
22,2,2,3:39.032,0,,34.743,0,1:24.566,0,1:39.723,0,224.0,7:51.955,20:49:51.955,0:34.743,1:24.566,1:39.723,314.5,Pietro FITTIPALDI,,LMP2,,United Autosports,Oreca,GF,34.743,84.566,99.723,8.888,8.888,10.386,19.274,15.469,34.743,34.586,1:09.329,5.139,1:14.468,26.848,1:41.316,17.993,1:59.309,6.718,2:06.027,38.372,2:44.399,18.098,3:02.497,15.712,3:18.209,8.202,3:26.411,2.592,3:29.003,6.338,3:35.341,3.691,3:39.032,
22,2,3,3:36.072,0,,33.938,0,1:23.697,0,1:38.437,0,227.0,11:28.027,20:53:28.027,0:33.938,1:23.697,1:38.437,314.5,Pietro FITTIPALDI,,LMP2,,United Autosports,Oreca,GF,33.938,83.697,98.437,8.842,8.842,10.198,19.040,14.898,33.938,34.095,1:08.033,5.134,1:13.167,26.518,1:39.685,17.950,1:57.635,6.645,2:04.280,38.056,2:42.336,18.028,3:00.364,15.275,3:15.639,8.146,3:23.785,2.540,3:26.325,5.969,3:32.294,3.778,3:36.072,
