NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,PITREF_time,PITREF_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
183,3,5,3:37.205,0,,34.181,0,1:24.140,0,1:38.884,0,225.8,23:47.777,20:23:47.777,0:34.181,1:24.140,1:38.884,314.5,Antonio FELIX DA COSTA,,LMP2,P/A,AF Corse,Oreca,GF,34.181,84.140,98.884,8.825,8.825,10.203,19.028,15.153,34.181,34.156,1:08.337,5.201,1:13.538,26.812,1:40.350,17.971,1:58.321,6.643,2:04.964,38.255,2:43.219,18.079,3:01.298,15.327,3:16.625,8.185,3:24.810,2.677,3:27.487,6.021,3:33.508,3.697,3:37.205,
183,3,6,3:36.323,2,,33.871,2,1:23.897,2,1:38.555,2,226.8,27:24.100,20:27:24.100,0:33.871,1:23.897,1:38.555,313.6,Antonio FELIX DA COSTA,,LMP2,P/A,AF Corse,Oreca,GF,33.871,83.897,98.555,8.839,8.839,10.024,18.863,15.008,33.871,34.223,1:08.094,5.126,1:13.220,26.591,1:39.811,17.957,1:57.768,6.665,2:04.433,38.081,2:42.514,18.044,3:00.558,15.284,3:15.842,8.158,3:24.000,2.633,3:26.633,6.006,3:32.639,3.684,3:36.323,
183,3,7,4:01.297,0,B,35.686,0,1:33.070,0,1:52.541,0,203.3,31:25.397,20:31:25.397,0:35.686,1:33.070,1:52.541,224.0,Antonio FELIX DA COSTA,,LMP2,P/A,AF Corse,Oreca,FF,35.686,93.070,112.541,9.027,9.027,10.959,19.986,15.700,35.686,37.148,1:12.834,5.306,1:18.140,30.697,1:48.837,19.919,2:08.756,7.103,2:15.859,40.779,2:56.638,18.723,3:15.361,17.664,3:33.025,8.777,3:41.802,2.993,3:44.795,,,,4:01.297,
193,2,1,4:54.781,0,,1:16.688,0,1:38.305,0,1:59.788,0,164.6,4:54.781,20:04:54.781,1:16.688,1:38.305,1:59.788,246.4,Christopher FROGGATT,0:00:35.356,LMGT3,,Ziggo Sport Tempesta,Ferrari,GF,76.688,98.305,119.788,41.892,41.892,14.949,56.841,19.847,1:16.688,40.724,1:57.412,5.691,2:03.103,31.025,2:34.128,20.865,2:54.993,7.360,3:02.353,46.039,3:48.392,21.336,4:09.728,18.538,4:28.266,10.462,4:38.728,4.773,4:43.501,7.404,4:50.905,3.876,4:54.781,
193,2,2,4:22.287,0,B,37.189,0,1:31.415,0,2:13.683,0,187.0,9:17.068,20:09:17.068,0:37.189,1:31.415,2:13.683,290.0,Christopher FROGGATT,,LMGT3,,Ziggo Sport Tempesta,Ferrari,RF,37.189,91.415,133.683,9.542,9.542,10.885,20.427,16.762,37.189,36.981,1:14.170,5.596,1:19.766,28.956,1:48.722,19.882,2:08.604,7.319,2:15.923,41.924,2:57.847,20.041,3:17.888,20.195,3:38.083,16.538,3:54.621,7.584,4:02.205,,,,4:22.287,
193,2,3,11:30.474,0,,7:43.388,0,1:40.300,0,2:06.786,0,71.0,20:47.542,20:20:47.542,7:43.388,1:40.300,2:06.786,267.8,Christopher FROGGATT,0:07:10.622,LMGT3,,Ziggo Sport Tempesta,Ferrari,GF,463.388,100.300,126.786,7:08.447,7:08.447,15.259,7:23.706,19.682,7:43.388,40.627,8:24.015,5.748,8:29.763,31.722,9:01.485,22.203,9:23.688,7.362,9:31.050,41.898,10:12.948,21.931,10:34.879,18.320,10:53.199,17.934,11:11.133,5.894,11:17.027,9.560,11:26.587,3.887,11:30.474,
193,2,4,3:55.853,2,,37.081,0,1:30.934,0,1:47.838,2,208.0,24:43.395,20:24:43.395,0:37.081,1:30.934,1:47.838,288.5,Christopher FROGGATT,,LMGT3,,Ziggo Sport Tempesta,Ferrari,GF,37.081,90.934,107.838,9.561,9.561,10.766,20.327,16.754,37.081,37.143,1:14.224,5.571,1:19.795,28.893,1:48.688,19.327,2:08.015,6.996,2:15.011,40.803,2:55.814,19.669,3:15.483,17.942,3:33.425,9.139,3:42.564,2.861,3:45.425,6.492,3:51.917,3.936,3:55.853,
193,2,5,3:55.983,0,,36.917,2,1:30.819,2,1:48.247,0,207.9,28:39.378,20:28:39.378,0:36.917,1:30.819,1:48.247,287.7,Christopher FROGGATT,,LMGT3,,Ziggo Sport Tempesta,Ferrari,FF,36.917,90.819,108.247,9.594,9.594,10.784,20.378,16.539,36.917,37.133,1:14.050,5.530,1:19.580,28.862,1:48.442,19.294,2:07.736,7.039,2:14.775,40.894,2:55.669,19.661,3:15.330,18.069,3:33.399,9.267,3:42.666,2.881,3:45.547,6.551,3:52.098,3.885,3:55.983,
199,2,1,4:02.010,0,,48.960,0,1:30.160,0,1:42.890,0,200.5,4:02.010,20:04:02.010,0:48.960,1:30.160,1:42.890,255.1,Dane CAMERON,0:00:11.571,LMP2,P/A,AO by TF,Oreca,GF,48.960,90.160,102.890,17.327,17.327,13.887,31.214,17.746,48.960,37.877,1:26.837,5.298,1:32.135,28.329,2:00.464,18.656,2:19.120,7.084,2:26.204,39.273,3:05.477,18.418,3:23.895,16.669,3:40.564,8.428,3:48.992,2.830,3:51.822,6.509,3:58.331,3.679,4:02.010,
199,2,2,3:37.777,0,,34.257,0,1:24.384,0,1:39.136,0,225.2,7:39.787,20:07:39.787,0:34.257,1:24.384,1:39.136,310.9,Dane CAMERON,,LMP2,P/A,AO by TF,Oreca,GF,34.257,84.384,99.136,8.871,8.871,10.291,19.162,15.095,34.257,34.290,1:08.547,5.118,1:13.665,26.916,1:40.581,18.060,1:58.641,6.730,2:05.371,38.298,2:43.669,18.175,3:01.844,15.372,3:17.216,8.160,3:25.376,2.542,3:27.918,6.172,3:34.090,3.687,3:37.777,
199,2,3,6:38.464,0,B,33.852,0,3:15.863,0,2:48.749,0,123.1,14:18.251,20:14:18.251,0:33.852,3:15.863,2:48.749,226.3,Dane CAMERON,,LMP2,P/A,AO by TF,Oreca,RF,33.852,195.863,168.749,8.869,8.869,10.045,18.914,14.938,33.852,43.249,1:17.101,13.742,1:30.843,1:20.045,2:50.888,58.827,3:49.715,10.661,4:00.376,1:20.238,5:20.614,20.235,5:40.849,24.124,6:04.973,11.858,6:16.831,4.825,6:21.656,,,,6:38.464,
199,2,4,5:51.342,0,,2:40.249,0,1:29.045,0,1:42.048,0,139.6,20:09.593,20:20:09.593,2:40.249,1:29.045,1:42.048,291.6,Dane CAMERON,0:02:11.996,LMP2,P/A,AO by TF,Oreca,GF,160.249,89.045,102.048,2:09.115,2:09.115,13.358,2:22.473,17.776,2:40.249,37.004,3:17.253,5.205,3:22.458,28.202,3:50.660,18.634,4:09.294,6.992,4:16.286,39.426,4:55.712,18.341,5:14.053,16.168,5:30.221,8.186,5:38.407,2.818,5:41.225,6.498,5:47.723,3.619,5:51.342,
199,2,5,3:36.212,0,,34.083,0,1:23.896,0,1:38.233,0,226.9,23:45.805,20:23:45.805,0:34.083,1:23.896,1:38.233,310.9,Dane CAMERON,,LMP2,P/A,AO by TF,Oreca,GF,34.083,83.896,98.233,8.830,8.830,10.233,19.063,15.020,34.083,34.074,1:08.157,5.076,1:13.233,26.767,1:40.000,17.979,1:57.979,6.667,2:04.646,38.107,2:42.753,18.112,3:00.865,15.136,3:16.001,8.029,3:24.030,2.606,3:26.636,5.945,3:32.581,3.631,3:36.212,
199,2,6,3:35.298,2,,33.685,3,1:23.458,2,1:38.155,2,227.8,27:21.103,20:27:21.103,0:33.685,1:23.458,1:38.155,312.7,Dane CAMERON,,LMP2,P/A,AO by TF,Oreca,GF,33.685,83.458,98.155,8.820,8.820,9.857,18.677,15.008,33.685,33.683,1:07.368,5.111,1:12.479,26.673,1:39.152,17.991,1:57.143,6.616,2:03.759,38.038,2:41.797,18.111,2:59.908,15.028,3:14.936,8.022,3:22.958,2.577,3:25.535,6.003,3:31.538,3.760,3:35.298,
21,2,1,4:37.500,0,,58.138,0,1:40.620,0,1:58.742,0,174.9,4:37.500,20:04:37.500,0:58.138,1:40.620,1:58.742,233.7,Simon MANN,0:00:17.037,LMGT3,,Vista AF Corse,Ferrari,GF,58.138,100.620,118.742,23.656,23.656,14.505,38.161,19.977,58.138,41.026,1:39.164,5.652,1:44.816,33.371,2:18.187,20.571,2:38.758,9.236,2:47.994,45.361,3:33.355,20.250,3:53.605,19.484,4:13.089,9.480,4:22.569,3.568,4:26.137,7.490,4:33.627,3.873,4:37.500,
21,2,2,3:54.745,2,,36.798,0,1:30.269,2,1:47.678,2,209.0,8:32.245,20:08:32.245,0:36.798,1:30.269,1:47.678,290.8,Simon MANN,,LMGT3,,Vista AF Corse,Ferrari,GF,36.798,90.269,107.678,9.517,9.517,10.778,20.295,16.503,36.798,36.916,1:13.714,5.498,1:19.212,28.686,1:47.898,19.169,2:07.067,6.949,2:14.016,40.589,2:54.605,19.606,3:14.211,18.077,3:32.288,9.131,3:41.419,2.866,3:44.285,6.593,3:50.878,3.867,3:54.745,
21,2,3,7:29.586,0,B,1:18.237,0,3:40.698,0,2:30.651,0,109.1,16:01.831,20:16:01.831,1:18.237,3:40.698,2:30.651,79.6,Simon MANN,,LMGT3,,Vista AF Corse,Ferrari,RF,78.237,220.698,150.651,18.327,18.327,21.159,39.486,38.751,1:18.237,1:48.165,3:06.402,13.862,3:20.264,1:12.394,4:32.658,26.277,4:58.935,7.781,5:06.716,45.639,5:52.355,22.047,6:14.402,27.611,6:42.013,16.666,6:58.679,4.940,7:03.619,,,,7:29.586,
21,2,4,4:57.848,0,,1:29.651,0,1:34.435,0,1:53.762,0,164.7,20:59.679,20:20:59.679,1:29.651,1:34.435,1:53.762,281.7,Simon MANN,0:01:00.483,LMGT3,,Vista AF Corse,Ferrari,GF,89.651,94.435,113.762,56.340,56.340,13.897,1:10.237,19.414,1:29.651,39.418,2:09.069,5.621,2:14.690,29.702,2:44.392,19.694,3:04.086,7.186,3:11.272,42.985,3:54.257,19.908,4:14.165,19.272,4:33.437,9.646,4:43.083,3.537,4:46.620,7.354,4:53.974,3.874,4:57.848,
21,2,5,4:00.468,0,B,36.636,2,1:30.159,0,1:53.673,0,204.0,25:00.147,20:25:00.147,0:36.636,1:30.159,1:53.673,291.6,Simon MANN,,LMGT3,,Vista AF Corse,Ferrari,GF,36.636,90.159,113.673,9.524,9.524,10.682,20.206,16.430,36.636,36.699,1:13.335,5.498,1:18.833,28.751,1:47.584,19.211,2:06.795,6.879,2:13.674,40.577,2:54.251,19.503,3:13.754,17.798,3:31.552,9.058,3:40.610,3.060,3:43.670,,,,4:00.468,
22,1,1,4:10.225,0,,51.492,0,1:30.659,0,1:48.074,0,194.0,4:10.225,20:04:10.225,0:51.492,1:30.659,1:48.074,274.6,Renger VAN DER ZANDE,0:00:12.813,LMP2,,United Autosports,Oreca,GF,51.492,90.659,108.074,18.469,18.469,14.639,33.108,18.384,51.492,38.286,1:29.778,5.235,1:35.013,28.303,2:03.316,18.835,2:22.151,7.216,2:29.367,41.133,3:10.500,18.985,3:29.485,16.832,3:46.317,8.866,3:55.183,3.828,3:59.011,7.524,4:06.535,3.690,4:10.225,
22,1,2,3:39.917,0,,34.778,0,1:24.769,0,1:40.370,0,223.1,7:50.142,20:07:50.142,0:34.778,1:24.769,1:40.370,312.7,Renger VAN DER ZANDE,,LMP2,,United Autosports,Oreca,GF,34.778,84.769,100.370,8.857,8.857,10.417,19.274,15.504,34.778,34.507,1:09.285,5.138,1:14.423,27.010,1:41.433,18.114,1:59.547,6.851,2:06.398,38.674,2:45.072,18.154,3:03.226,15.796,3:19.022,8.220,3:27.242,2.653,3:29.895,6.387,3:36.282,3.635,3:39.917,
22,1,3,6:32.038,0,B,34.034,0,3:43.422,0,2:14.582,0,125.1,14:22.180,20:14:22.180,0:34.034,3:43.422,2:14.582,79.8,Renger VAN DER ZANDE,,LMP2,,United Autosports,Oreca,RF,34.034,223.422,134.582,8.814,8.814,10.189,19.003,15.031,34.034,1:10.144,1:44.178,13.813,1:57.991,1:20.375,3:18.366,59.090,4:17.456,10.599,4:28.055,56.772,5:24.827,19.348,5:44.175,17.235,6:01.410,8.867,6:10.277,4.710,6:14.987,,,,6:32.038,
22,1,4,5:52.218,0,,2:38.728,0,1:29.999,0,1:43.491,0,139.3,20:14.398,20:20:14.398,2:38.728,1:29.999,1:43.491,290.0,Renger VAN DER ZANDE,0:02:09.501,LMP2,,United Autosports,Oreca,GF,158.728,89.999,103.491,2:06.572,2:06.572,13.579,2:20.151,18.577,2:38.728,37.652,3:16.380,5.179,3:21.559,28.453,3:50.012,18.715,4:08.727,6.964,4:15.691,40.013,4:55.704,18.351,5:14.055,16.697,5:30.752,8.667,5:39.419,2.750,5:42.169,6.403,5:48.572,3.646,5:52.218,
22,1,5,3:36.135,0,,34.093,0,1:23.548,0,1:38.494,0,227.0,23:50.533,20:23:50.533,0:34.093,1:23.548,1:38.494,314.5,Renger VAN DER ZANDE,,LMP2,,United Autosports,Oreca,GF,34.093,83.548,98.494,8.824,8.824,10.174,18.998,15.095,34.093,33.966,1:08.059,5.090,1:13.149,26.548,1:39.697,17.944,1:57.641,6.771,2:04.412,38.130,2:42.542,18.057,3:00.599,15.246,3:15.845,8.141,3:23.986,2.488,3:26.474,5.913,3:32.387,3.748,3:36.135,
22,1,6,3:35.473,2,,33.955,2,1:23.092,3,1:38.426,2,227.7,27:26.006,20:27:26.006,0:33.955,1:23.092,1:38.426,315.4,Renger VAN DER ZANDE,,LMP2,,United Autosports,Oreca,GF,33.955,83.092,98.426,8.861,8.861,10.064,18.925,15.030,33.955,33.794,1:07.749,5.112,1:12.861,26.387,1:39.248,17.799,1:57.047,6.616,2:03.663,38.121,2:41.784,18.035,2:59.819,15.365,3:15.184,8.134,3:23.318,,,,3:31.770,3.703,3:35.473,
22,1,7,4:08.645,0,B,39.335,0,1:34.395,0,1:54.915,0,197.3,31:34.651,20:31:34.651,0:39.335,1:34.395,1:54.915,218.1,Renger VAN DER ZANDE,,LMP2,,United Autosports,Oreca,FF,39.335,94.395,114.915,8.819,8.819,12.171,20.990,18.345,39.335,40.150,1:19.485,5.316,1:24.801,29.190,1:53.991,19.739,2:13.730,7.153,2:20.883,40.529,3:01.412,18.743,3:20.155,17.937,3:38.092,9.122,3:47.214,3.634,3:50.848,,,,4:08.645,
23,2,1,4:14.293,0,,57.057,0,1:30.192,0,1:47.044,0,190.9,4:14.293,20:04:14.293,0:57.057,1:30.192,1:47.044,271.1,Oliver JARVIS,0:00:18.521,LMP2,P/A,United Autosports,Oreca,GF,57.057,90.192,107.044,24.272,24.272,14.423,38.695,18.362,57.057,37.861,1:34.918,5.222,1:40.140,28.463,2:08.603,18.646,2:27.249,7.233,2:34.482,39.349,3:13.831,18.692,3:32.523,18.012,3:50.535,8.958,3:59.493,3.459,4:02.952,7.698,4:10.650,3.643,4:14.293,
23,2,2,3:36.984,0,,34.218,0,1:23.991,0,1:38.775,0,226.1,7:51.277,20:07:51.277,0:34.218,1:23.991,1:38.775,314.5,Oliver JARVIS,,LMP2,P/A,United Autosports,Oreca,GF,34.218,83.991,98.775,8.819,8.819,10.200,19.019,15.199,34.218,34.339,1:08.557,5.146,1:13.703,26.591,1:40.294,17.915,1:58.209,6.660,2:04.869,38.182,2:43.051,18.078,3:01.129,15.439,3:16.568,8.190,3:24.758,2.541,3:27.299,6.009,3:33.308,3.676,3:36.984,
23,2,3,6:43.142,0,B,33.969,2,3:47.442,0,2:21.731,0,121.7,14:34.419,20:14:34.419,0:33.969,3:47.442,2:21.731,80.0,Oliver JARVIS,,LMP2,P/A,United Autosports,Oreca,RF,33.969,227.442,141.731,8.804,8.804,10.019,18.823,15.146,33.969,1:14.361,1:48.330,13.790,2:02.120,1:20.270,3:22.390,59.021,4:21.411,10.725,4:32.136,57.470,5:29.606,21.645,5:51.251,20.990,6:12.241,9.703,6:21.944,3.651,6:25.595,,,,6:43.142,
23,2,4,5:50.713,0,,2:31.695,0,1:29.299,0,1:49.719,0,139.9,20:25.132,20:20:25.132,2:31.695,1:29.299,1:49.719,278.8,Oliver JARVIS,0:02:02.520,LMP2,P/A,United Autosports,Oreca,GF,151.695,89.299,109.719,2:00.108,2:00.108,13.717,2:13.825,17.870,2:31.695,37.170,3:08.865,5.206,3:14.071,28.215,3:42.286,18.708,4:00.994,7.066,4:08.060,40.462,4:48.522,19.228,5:07.750,16.059,5:23.809,10.282,5:34.091,4.548,5:38.639,8.425,5:47.064,3.649,5:50.713,
23,2,5,3:36.463,2,,34.196,0,1:23.758,2,1:38.509,2,226.6,24:01.595,20:24:01.595,0:34.196,1:23.758,1:38.509,313.6,Oliver JARVIS,,LMP2,P/A,United Autosports,Oreca,GF,34.196,83.758,98.509,8.817,8.817,10.184,19.001,15.195,34.196,34.093,1:08.289,5.115,1:13.404,26.616,1:40.020,17.934,1:57.954,6.679,2:04.633,38.176,2:42.809,18.074,3:00.883,15.297,3:16.180,8.088,3:24.268,2.522,3:26.790,5.948,3:32.738,3.725,3:36.463,
23,2,6,4:06.035,0,B,39.749,0,1:33.152,0,1:53.134,0,199.4,28:07.630,20:28:07.630,0:39.749,1:33.152,1:53.134,305.6,Oliver JARVIS,,LMP2,P/A,United Autosports,Oreca,FF,39.749,93.152,113.134,9.426,9.426,11.575,21.001,18.748,39.749,36.073,1:15.822,6.058,1:21.880,32.180,1:54.060,18.841,2:12.901,6.963,2:19.864,39.710,2:59.574,18.365,3:17.939,17.142,3:35.081,8.836,3:43.917,3.493,3:47.410,,,,4:06.035,
25,2,1,4:25.842,0,,1:06.171,0,1:31.269,0,1:48.402,0,182.6,4:25.842,20:04:25.842,1:06.171,1:31.269,1:48.402,285.4,Lorenzo FLUXA,0:00:27.498,LMP2,,Algarve Pro Racing,Oreca,GF,66.171,91.269,108.402,33.122,33.122,14.082,47.204,18.967,1:06.171,37.863,1:44.034,5.274,1:49.308,29.313,2:18.621,18.819,2:37.440,7.139,2:44.579,39.263,3:23.842,18.578,3:42.420,16.142,3:58.562,8.529,4:07.091,3.102,4:10.193,11.871,4:22.064,3.778,4:25.842,
25,2,2,3:46.538,0,,35.576,0,1:25.162,0,1:45.800,0,216.5,8:12.380,20:08:12.380,0:35.576,1:25.162,1:45.800,310.0,Lorenzo FLUXA,,LMP2,,Algarve Pro Racing,Oreca,GF,35.576,85.162,105.800,8.914,8.914,10.718,19.632,15.944,35.576,34.991,1:10.567,5.177,1:15.744,26.957,1:42.701,18.037,2:00.738,6.706,2:07.444,42.635,2:50.079,19.293,3:09.372,16.036,3:25.408,8.542,3:33.950,2.594,3:36.544,6.333,3:42.877,3.661,3:46.538,
25,2,3,7:43.668,0,B,46.160,0,4:06.922,0,2:50.586,0,105.8,15:56.048,20:15:56.048,0:46.160,4:06.922,2:50.586,79.8,Lorenzo FLUXA,,LMP2,,Algarve Pro Racing,Oreca,RF,46.160,246.922,170.586,8.856,8.856,10.206,19.062,27.098,46.160,1:47.900,2:34.060,13.812,2:47.872,1:22.126,4:09.998,43.084,4:53.082,8.265,5:01.347,53.079,5:54.426,34.485,6:28.911,29.311,6:58.222,14.373,7:12.595,6.522,7:19.117,,,,7:43.668,
25,2,4,4:57.913,0,,1:44.288,0,1:28.598,0,1:45.027,0,164.7,20:53.961,20:20:53.961,1:44.288,1:28.598,1:45.027,282.5,Lorenzo FLUXA,0:01:18.207,LMP2,,Algarve Pro Racing,Oreca,GF,104.288,88.598,105.027,1:13.609,1:13.609,13.391,1:27.000,17.288,1:44.288,36.873,2:21.161,5.176,2:26.337,28.122,2:54.459,18.427,3:12.886,6.934,3:19.820,39.604,3:59.424,18.377,4:17.801,18.492,4:36.293,8.736,4:45.029,,,,4:54.209,3.704,4:57.913,
25,2,5,3:39.010,0,,34.477,0,1:23.890,0,1:40.643,0,224.0,24:32.971,20:24:32.971,0:34.477,1:23.890,1:40.643,315.4,Lorenzo FLUXA,,LMP2,,Algarve Pro Racing,Oreca,GF,34.477,83.890,100.643,8.882,8.882,10.346,19.228,15.249,34.477,34.010,1:08.487,5.117,1:13.604,26.773,1:40.377,17.990,1:58.367,6.677,2:05.044,38.380,2:43.424,18.210,3:01.634,16.205,3:17.839,8.298,3:26.137,2.708,3:28.845,6.514,3:35.359,3.651,3:39.010,
