25,10,Classified,10,46:45.643,+1:17.776,+5.989,6,4:10.582,195.8,Schumacher IMSA,992,,,Porsche 992 Cup,,,,,,,,,,,,Alexandr,ARTEMYEV,,,KAZ,,,,,,,Romano,RICCI,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,91,Classified,10,46:46.119,+1:18.252,+0.476,9,4:08.105,197.7,Martinet by ALmeras,992,,,Porsche 992 Cup,,,,,,,,,,,,Marc,CINI,,,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,233,Classified,10,46:50.178,+1:22.311,+4.059,6,4:10.209,196.1,Laptime Performance,992,,,Porsche 992 Cup,,,,,,,,,,,,Krahn,REINHOLD,,,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,13,Classified,10,46:56.130,+1:28.263,+5.952,10,4:09.497,196.6,911 Impact,992,,,Porsche 992 Cup,,,,,,,,,,,,Marc,VANWYNSBERGHE,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,72,Classified,10,47:01.758,+1:33.891,+5.628,5,4:10.602,195.7,Glinche Racing,GT4 RS,,,Porsche 718 GT4 RS,,,,,,,,,,,,Lucas,GLINCHE,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,96,Classified,10,47:03.211,+1:35.344,+1.453,9,4:11.336,195.2,Martinet by ALmeras,992,,,Porsche 992 Cup,,,,,,,,,,,,Adrian,D SILVA,,,MAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,992,Classified,10,47:03.775,+1:35.908,+0.564,5,4:08.627,197.3,Lajoux Racing,992,,,Porsche 992 Cup,,,,,,,,,,,,Michael,BLANCHEMAIN,,,FRA,,,,,,,Jérôme,DA COSTA,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,94,Classified,10,47:10.119,+1:42.252,+6.344,5,4:11.149,195.3,Martinet by ALmeras,992,,,Porsche 992 Cup,,,,,,,,,,,,Cedric,MEZARD,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,75,Classified,10,47:17.720,+1:49.853,+7.601,4,4:09.985,196.2,Autovitesse,GT4 RS,,,Porsche 718 GT4,,,,,,,,,,,,Frédéric,JOHAIS,,,USA,,,,,,,Julien,PIGUET,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,100,Classified,10,47:26.014,+1:58.147,+8.294,10,4:02.509,202.3,Ancel Motorsport,992,,,Porsche 992 Cup,,,,,,,,,,,,Clément,LOEUL,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,80,Classified,10,47:31.892,+2:04.025,+5.878,10,4:11.808,194.8,BMR,991,,,Porsche 991-2 Cup,,,,,,,,,,,,Marc,BOITHIOT,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,62,Classified,10,47:35.208,+2:07.341,+3.316,10,4:12.390,194.4,Rempp Racing,GT4 RS,,,Porsche 718 GT4 RS,,,,,,,,,,,,Luc,REMMY,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,11,Classified,10,47:58.782,+2:30.915,+23.574,9,4:13.259,193.7,Racing Technology,992,,,Porsche 992 Cup,,,,,,,,,,,,Frédéric,LACORE,,,FRA,,,,,,,Richard,RENAULT,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,68,Classified,10,48:06.971,+2:39.104,+8.189,9,4:16.436,191.3,RSR PMZ,992,,,Porsche 992 Cup,,,,,,,,,,,,Pierre,MURER,,,FRA,,,,,,,Michael,ZIEGLER,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,25,Classified,10,48:10.281,+2:42.414,+3.310,5,4:14.424,192.8,Huber Racing,992,,,Porsche 992 Cup,,,,,,,,,,,,Marcelo,TOMASONI,,,BRA,,,,,,,Arthur,RAMOS,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,9,Classified,10,48:14.053,+2:46.186,+3.772,3,4:14.649,192.6,PS Performance srl,992,,,Porsche 992 Cup,,,,,,,,,,,,Antonio Maximiliano,MONTAGNESE,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,12,Classified,10,48:24.226,+2:56.359,+10.173,5,4:18.489,189.8,Rempp Racing,GT4 RS,,,Porsche 718 GT4 RS,,,,,,,,,,,,Laurent,NUSS,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,53,Classified,10,48:25.811,+2:57.944,+1.585,6,4:13.612,193.4,Autovitesse,GT4 RS,,,Porsche 718 GT4 RS,,,,,,,,,,,,Elie,DUBELLY,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,85,Classified,10,48:41.544,+3:13.677,+15.733,3,4:18.960,189.4,CG Motorsport,GT4 RS,,,Porsche 718 GT4 RS,,,,,,,,,,,,Stéphane,GIRARDOT,,,FRA,,,,,,,Thierry,PROUST,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,89,Classified,10,48:52.924,+3:25.057,+11.380,10,4:16.510,191.2,Speed Lover,992,,,Porsche 992 Cup,,,,,,,,,,,,Tiger,TARI,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,6,Classified,10,49:04.548,+3:36.681,+11.624,9,4:20.143,188.6,Autovitesse,GT4 RS,,,Porsche718 GT4 RS,,,,,,,,,,,,Franck,LEHERPEUR,,,FRA,,,,,,,Anthony,PLESSIS,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,82,Classified,10,49:06.436,+3:38.569,+1.888,10,4:20.627,188.2,GEMO Motorsport,GT4 RS,,,Porsche 718 GT4 RS,,,,,,,,,,,,Pierre,HIRSCHI,,,SUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,92,Classified,10,49:18.601,+3:50.734,+12.165,4,4:14.560,192.7,Cudennec D&P,992,,,Porsche 992 Cup,,,,,,,,,,,,Louis,ROSSI,,,FRA,,,,,,,Laurent,COLLIN,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,95,Classified,10,49:19.366,+3:51.499,+0.765,10,4:13.407,193.6,PV Tech,GT4 RS,,,Porsche 718 GT4 RS,,,,,,,,,,,,Bruno,MALERBA,,,FRA,,,,,,,Fabio,MALERBA,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,34,Classified,10,49:29.022,+4:01.155,+9.656,5,4:24.955,185.1,NGT Racing BV,992,,,Porsche 992 Cup,,,,,,,,,,,,Dirk,VON ROMPUY,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,88,Classified,10,49:29.838,+4:01.971,+0.816,5,4:23.404,186.2,Speed Lover,992,,,Porsche 992 Cup,,,,,,,,,,,,Peter,ARONSON,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,63,Classified,9,46:17.440,1 Lap,1 Lap,4,4:29.752,181.8,Glinche Racing,GT4 RS,,,Porsche 718 GT4 RS,,,,,,,,,,,,Jean Pierre,CARDIA,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,86,Classified,9,46:24.576,1 Lap,+7.136,8,4:29.033,182.3,Gautier Ebel Motorsport,GT4 RS,,,Porsche 718 GT4 RS,,,,,,,,,,,,Claude,AUCH-HISIGER,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,71,Classified,9,46:25.138,1 Lap,+0.562,4,4:34.563,178.7,CG Motorsport,GT4 RS,,,Porsche 718 GT4 RS,,,,,,,,,,,,Nathan,HUET,,,FRA,,,,,,,Michel,NOURRY,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,16,Classified,9,46:25.567,1 Lap,+0.429,5,4:30.599,181.3,GDL Racing,992,,,Porsche 992 Cup,,,,,,,,,,,,Jim,MICHAELIAN,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,66,Classified,9,46:26.778,1 Lap,+1.211,4,4:34.055,179.0,CG Motorsport,718,,,Porsche 718 GT4,,,,,,,,,,,,Jean,OLIVE,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,65,Classified,9,46:27.882,1 Lap,+1.104,5,4:34.276,178.8,Gautier Ebel Motorsport,981,,,Porsche 981 GT4,,,,,,,,,,,,Gautier,EBEL,,,FRA,,,,,,,Chloé,EBEL,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,54,Classified,9,46:28.638,1 Lap,+0.756,5,4:33.834,179.1,Driv'n Motorsport Events,981,,,Porsche 981 GT4,,,,,,,,,,,,François-Xavier,BOURDIN,,,FRA,,,,,,,Laurent,BELLEC,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,44,Classified,9,46:36.051,1 Lap,+7.413,5,4:32.974,179.7,Racing Technology,GT4 RS,,,Porsche 718 GT4 RS,,,,,,,,,,,,Mathias,DURAND,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,58,Classified,9,46:37.090,1 Lap,+1.039,5,4:33.870,179.1,Gautier Ebel Motorsport,981,,,Porsche 981 GT4,,,,,,,,,,,,Béatrice,CIBIEN,,,SUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,17,Classified,9,46:37.451,1 Lap,+0.361,2,4:15.566,191.9,Schumacher IMSA,R,,,Porsche 997 GT3 R,,,,,,,,,,,,Michel,ETTOUATI,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,57,Classified,9,46:40.105,1 Lap,+2.654,5,4:35.173,178.3,Gautier Ebel Motorsport,981,,,Porsche 981 GT4,,,,,,,,,,,,Francis,EBEL,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,19,Classified,9,48:04.247,1 Lap,+1:24.142,5,4:09.411,196.7,Racing Technology,992,,,Porsche 992 Cup,,,,,,,,,,,,Laurent,COCHARD,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,Not classified,5,24:10.353,,,5,4:10.166,196.1,Speed Lover,992,,,Porsche 992 Cup,,,,,,,,,,,,Dominique,BASTIEN,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37,Not classified,0,,,,0,,,HRT Performance,992,,,Porsche 992 Cup,,,,,,,,,,,,Gregg,GORSKI,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67,Not classified,0,,,,0,,,Riviera Motorsport,GT4 RS,,,Porsche 718 GT4 RS,,,,,,,,,,,,Jean Charles,CARMINATI,,,FRA,,,,,,,Julien,GOUJAT,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,Not started,0,,,,0,,,Team Tinseau,GT4 RS,,,Porsche 718 GT4 RS,,,,,,,,,,,,Bernard,COISNE,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
