NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,PITREF_time,PITREF_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
10,2,1,7:32.169,0,,3:15.453,0,2:13.710,0,2:03.006,0,107.3,7:32.169,12:54:32.169,3:15.453,2:13.710,2:03.006,239.3,Romano RICCI,0:02:27.810,992,,Schumacher IMSA,,GF,195.453,133.710,123.006,2:33.748,2:33.748,16.900,2:50.648,24.805,3:15.453,52.337,4:07.790,5.754,4:13.544,52.818,5:06.362,22.801,5:29.163,8.058,5:37.221,45.505,6:22.726,20.638,6:43.364,23.609,7:06.973,9.906,7:16.879,3.302,7:20.181,7.735,7:27.916,4.253,7:32.169,
10,2,2,5:18.186,0,,40.595,0,2:39.903,0,1:57.688,0,154.2,12:50.355,12:59:50.355,0:40.595,2:39.903,1:57.688,293.2,Romano RICCI,,992,,Schumacher IMSA,,GF,40.595,159.903,117.688,9.789,9.789,12.235,22.024,18.571,40.595,43.064,1:23.659,13.727,1:37.386,1:19.589,2:56.975,23.523,3:20.498,7.808,3:28.306,43.597,4:11.903,20.432,4:32.335,21.257,4:53.592,9.668,5:03.260,3.348,5:06.608,7.614,5:14.222,3.964,5:18.186,
10,2,3,6:31.814,0,,41.803,0,3:32.577,0,2:17.434,0,125.2,19:22.169,13:06:22.169,0:41.803,3:32.577,2:17.434,72.3,Romano RICCI,,992,,Schumacher IMSA,,GF,41.803,212.577,137.434,9.638,9.638,11.768,21.406,20.397,41.803,1:00.830,1:42.633,13.686,1:56.319,1:19.525,3:15.844,58.536,4:14.380,11.056,4:25.436,57.508,5:22.944,20.248,5:43.192,23.101,6:06.293,10.302,6:16.595,3.782,6:20.377,7.429,6:27.806,4.008,6:31.814,
10,2,4,4:10.752,0,,39.389,0,1:35.583,0,1:55.780,0,195.6,23:32.921,13:10:32.921,0:39.389,1:35.583,1:55.780,294.0,Romano RICCI,,992,,Schumacher IMSA,,GF,39.389,95.583,115.780,9.566,9.566,11.878,21.444,17.945,39.389,39.790,1:19.179,5.718,1:24.897,29.975,1:54.872,20.100,2:14.972,7.375,2:22.347,42.421,3:04.768,20.242,3:25.010,21.458,3:46.468,9.609,3:56.077,3.055,3:59.132,7.643,4:06.775,3.977,4:10.752,
10,2,5,4:09.927,0,,39.857,0,1:35.235,0,1:54.835,0,196.3,27:42.848,13:14:42.848,0:39.857,1:35.235,1:54.835,291.6,Romano RICCI,,992,,Schumacher IMSA,,GF,39.857,95.235,114.835,9.611,9.611,12.197,21.808,18.049,39.857,39.313,1:19.170,5.639,1:24.809,30.074,1:54.883,20.209,2:15.092,7.492,2:22.584,42.352,3:04.936,20.124,3:25.060,20.982,3:46.042,9.530,3:55.572,3.053,3:58.625,7.142,4:05.767,4.160,4:09.927,
10,2,6,4:08.687,2,,39.300,2,1:35.083,2,1:54.304,2,197.3,31:51.535,13:18:51.535,0:39.300,1:35.083,1:54.304,290.0,Romano RICCI,,992,,Schumacher IMSA,,FF,39.300,95.083,114.304,9.696,9.696,11.668,21.364,17.936,39.300,39.465,1:18.765,5.604,1:24.369,29.951,1:54.320,20.063,2:14.383,7.384,2:21.767,42.136,3:03.903,20.121,3:24.024,20.747,3:44.771,9.526,3:54.297,3.149,3:57.446,7.326,4:04.772,3.915,4:08.687,
100,1,1,6:28.627,0,,2:39.290,0,1:53.432,0,1:55.905,0,124.9,6:28.627,12:53:28.627,2:39.290,1:53.432,1:55.905,197.0,Clément LOEUL,0:01:52.333,992,,Ancel Motorsport,,GF,159.290,113.432,115.905,1:59.770,1:59.770,16.919,2:16.689,22.601,2:39.290,51.704,3:30.994,6.017,3:37.011,34.492,4:11.503,21.219,4:32.722,7.423,4:40.145,42.551,5:22.696,20.235,5:42.931,21.367,6:04.298,9.475,6:13.773,3.578,6:17.351,7.293,6:24.644,3.983,6:28.627,
100,1,2,4:36.582,0,,39.601,0,1:53.257,0,2:03.724,0,177.4,11:05.209,12:58:05.209,0:39.601,1:53.257,2:03.724,269.8,Clément LOEUL,,992,,Ancel Motorsport,,GF,39.601,113.257,123.724,9.673,9.673,11.770,21.443,18.158,39.601,38.898,1:18.499,5.586,1:24.085,45.621,2:09.706,23.152,2:32.858,7.216,2:40.074,46.009,3:26.083,26.668,3:52.751,20.561,4:13.312,9.463,4:22.775,3.130,4:25.905,6.714,4:32.619,3.963,4:36.582,
100,1,3,5:54.592,0,,38.408,3,1:38.536,0,3:37.648,0,138.3,16:59.801,13:03:59.801,0:38.408,1:38.536,3:37.648,291.6,Clément LOEUL,,992,,Ancel Motorsport,,FCY,38.408,98.536,217.648,9.657,9.657,11.372,21.029,17.379,38.408,38.148,1:16.556,5.632,1:22.188,32.541,1:54.729,22.215,2:16.944,7.350,2:24.294,47.074,3:11.368,57.319,4:08.687,54.530,5:03.217,26.271,5:29.488,7.323,5:36.811,10.748,5:47.559,7.033,5:54.592,
100,1,4,5:15.860,0,,1:01.673,0,1:39.268,0,2:34.919,0,155.3,22:15.661,13:09:15.661,1:01.673,1:39.268,2:34.919,288.5,Clément LOEUL,,992,,Ancel Motorsport,,GF,61.673,99.268,154.919,25.610,25.610,17.900,43.510,18.163,1:01.673,38.600,1:40.273,5.686,1:45.959,31.111,2:17.070,23.871,2:40.941,9.158,2:50.099,1:04.909,3:55.008,33.158,4:28.166,24.053,4:52.219,9.716,5:01.935,3.076,5:05.011,6.837,5:11.848,4.012,5:15.860,
