NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,PITREF_time,PITREF_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
12,3,1,4:09.791,0,,1:01.375,0,1:26.189,0,1:42.227,0,194.3,4:09.791,21:44:09.791,1:01.375,1:26.189,1:42.227,263.9,Alex LYNN,0:00:22.432,HYPERCAR,H,Cadillac Hertz Team JOTA,Cadillac,GF,61.375,86.189,102.227,29.551,29.551,13.614,43.165,18.210,1:01.375,36.791,1:38.166,4.817,1:42.983,27.224,2:10.207,17.357,2:27.564,6.822,2:34.386,38.192,3:12.578,17.009,3:29.587,15.141,3:44.728,9.476,3:54.204,4.641,3:58.845,7.528,4:06.373,3.418,4:09.791,
12,3,2,3:24.098,0,,32.069,0,1:18.827,0,1:33.202,0,240.3,7:33.889,21:47:33.889,0:32.069,1:18.827,1:33.202,331.8,Alex LYNN,,HYPERCAR,H,Cadillac Hertz Team JOTA,Cadillac,GF,32.069,78.827,93.202,8.036,8.036,9.789,17.825,14.244,32.069,32.332,1:04.401,4.706,1:09.107,25.045,1:34.152,16.744,1:50.896,6.411,1:57.307,36.019,2:33.326,16.717,2:50.043,14.643,3:04.686,7.554,3:12.240,2.456,3:14.696,5.923,3:20.619,3.479,3:24.098,
12,3,3,3:23.794,0,,31.894,3,1:19.111,0,1:32.789,0,240.7,10:57.683,21:50:57.683,0:31.894,1:19.111,1:32.789,328.8,Alex LYNN,,HYPERCAR,H,Cadillac Hertz Team JOTA,Cadillac,GF,31.894,79.111,92.789,8.094,8.094,9.650,17.744,14.150,31.894,32.488,1:04.382,4.765,1:09.147,25.090,1:34.237,16.768,1:51.005,6.385,1:57.390,35.936,2:33.326,16.829,2:50.155,14.271,3:04.426,7.586,3:12.012,2.460,3:14.472,5.835,3:20.307,3.487,3:23.794,
12,3,4,3:23.166,3,,31.918,0,1:18.796,2,1:32.452,3,241.4,14:20.849,21:54:20.849,0:31.918,1:18.796,1:32.452,329.8,Alex LYNN,,HYPERCAR,H,Cadillac Hertz Team JOTA,Cadillac,GF,31.918,78.796,92.452,8.103,8.103,9.660,17.763,14.155,31.918,32.315,1:04.233,4.725,1:08.958,24.982,1:33.940,16.774,1:50.714,6.410,1:57.124,35.777,2:32.901,16.735,2:49.636,14.285,3:03.921,7.576,3:11.497,2.385,3:13.882,5.803,3:19.685,3.481,3:23.166,
12,3,5,7:33.165,0,B,42.951,0,3:18.712,0,3:31.502,0,108.2,21:54.014,22:01:54.014,0:42.951,3:18.712,3:31.502,107.9,Alex LYNN,,HYPERCAR,H,Cadillac Hertz Team JOTA,Cadillac,FF,42.951,198.712,211.502,8.287,8.287,13.190,21.477,21.474,42.951,1:16.516,1:59.467,10.791,2:10.258,1:03.713,3:13.971,47.692,4:01.663,10.562,4:12.225,1:21.169,5:33.394,38.044,6:11.438,33.411,6:44.849,18.635,7:03.484,6.289,7:09.773,,,,7:33.165,
15,1,1,3:36.155,0,B,35.587,0,1:19.648,0,1:40.920,0,224.5,3:36.155,21:43:36.155,0:35.587,1:19.648,1:40.920,331.8,Dries VANTHOOR,0:00:03.696,HYPERCAR,H,BMW M Team WRT,BMW,GF,35.587,79.648,100.920,8.911,8.911,11.616,20.527,15.060,35.587,32.849,1:08.436,4.723,1:13.159,25.330,1:38.489,16.746,1:55.235,6.590,2:01.825,36.419,2:38.244,16.747,2:54.991,15.065,3:10.056,7.763,3:17.819,2.561,3:20.380,,,,3:36.155,
15,1,2,5:37.455,0,,2:19.741,0,1:28.802,0,1:48.912,0,145.4,9:13.610,21:49:13.610,2:19.741,1:28.802,1:48.912,249.8,Dries VANTHOOR,0:01:52.063,HYPERCAR,H,BMW M Team WRT,BMW,GF,139.741,88.802,108.912,1:49.373,1:49.373,13.288,2:02.661,17.080,2:19.741,36.560,2:56.301,4.900,3:01.201,29.022,3:30.223,18.320,3:48.543,7.200,3:55.743,39.937,4:35.680,18.449,4:54.129,17.132,5:11.261,10.510,5:21.771,4.836,5:26.607,7.403,5:34.010,3.445,5:37.455,
15,1,3,3:43.543,0,,32.464,0,1:26.206,0,1:44.873,0,219.4,12:57.153,21:52:57.153,0:32.464,1:26.206,1:44.873,253.3,Dries VANTHOOR,,HYPERCAR,H,BMW M Team WRT,BMW,GF,32.464,86.206,104.873,8.083,8.083,10.051,18.134,14.330,32.464,35.346,1:07.810,4.905,1:12.715,27.732,1:40.447,18.223,1:58.670,7.090,2:05.760,39.132,2:44.892,17.685,3:02.577,18.613,3:21.190,8.459,3:29.649,3.335,3:32.984,7.143,3:40.127,3.416,3:43.543,
15,1,4,3:23.659,2,,32.434,2,1:18.246,2,1:32.979,2,240.9,16:20.812,21:56:20.812,0:32.434,1:18.246,1:32.979,333.9,Dries VANTHOOR,,HYPERCAR,H,BMW M Team WRT,BMW,FF,32.434,78.246,92.979,8.062,8.062,10.043,18.105,14.329,32.434,32.108,1:04.542,4.668,1:09.210,24.916,1:34.126,16.554,1:50.680,6.461,1:57.141,35.898,2:33.039,16.662,2:49.701,14.587,3:04.288,7.531,3:11.819,2.518,3:14.337,5.907,3:20.244,3.415,3:23.659,
20,3,1,3:41.066,0,,41.558,0,1:22.423,0,1:37.085,0,219.5,3:41.066,21:43:41.066,0:41.558,1:22.423,1:37.085,327.8,Sheldon VAN DER LINDE,0:00:05.484,HYPERCAR,H,BMW M Team WRT,BMW,GF,41.558,82.423,97.085,10.999,10.999,13.244,24.243,17.315,41.558,34.715,1:16.273,4.821,1:21.094,25.884,1:46.978,17.003,2:03.981,6.743,2:10.724,36.929,2:47.653,16.968,3:04.621,15.295,3:19.916,7.783,3:27.699,2.790,3:30.489,7.126,3:37.615,3.451,3:41.066,
