NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,PITREF_time,PITREF_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
10,1,1,4:18.803,0,,44.331,0,1:36.801,0,1:57.671,0,187.5,4:18.803,13:46:19.392,0:44.331,1:36.801,1:57.671,292.4,Alexandr ARTEMYEV,,992,,Schumacher IMSA,,GF,44.331,96.801,117.671,9.798,9.798,13.943,23.741,20.590,44.331,40.589,1:24.920,5.710,1:30.630,30.233,2:00.863,20.269,2:21.132,8.081,2:29.213,43.688,3:12.901,20.204,3:33.105,21.542,3:54.647,9.443,4:04.090,3.425,4:07.515,7.276,4:14.791,4.012,4:18.803,
10,1,2,4:12.198,0,,40.736,0,1:35.369,2,1:56.093,2,194.5,8:31.001,13:50:31.590,0:40.736,1:35.369,1:56.093,297.2,Alexandr ARTEMYEV,,992,,Schumacher IMSA,,GF,40.736,95.369,116.093,9.534,9.534,12.567,22.101,18.635,40.736,39.577,1:20.313,5.783,1:26.096,30.155,1:56.251,19.854,2:16.105,7.578,2:23.683,43.077,3:06.760,20.105,3:26.865,21.105,3:47.970,9.433,3:57.403,3.344,4:00.747,7.505,4:08.252,3.946,4:12.198,
100,1,1,4:08.431,0,,39.891,0,1:34.494,0,1:54.046,0,195.4,4:08.431,13:46:09.020,0:39.891,1:34.494,1:54.046,282.5,Clément LOEUL,,992,,Ancel Motorsport,,GF,39.891,94.494,114.046,8.349,8.349,13.283,21.632,18.259,39.891,38.929,1:18.820,5.649,1:24.469,29.910,1:54.379,20.006,2:14.385,7.442,2:21.827,43.132,3:04.959,19.901,3:24.860,20.107,3:44.967,9.372,3:54.339,3.182,3:57.521,6.963,4:04.484,3.947,4:08.431,
100,1,2,4:05.221,0,,38.604,0,1:33.903,0,1:52.714,0,200.0,8:13.652,13:50:14.241,0:38.604,1:33.903,1:52.714,290.8,Clément LOEUL,,992,,Ancel Motorsport,,GF,38.604,93.903,112.714,9.554,9.554,11.645,21.199,17.405,38.604,38.695,1:17.299,5.629,1:22.928,29.660,1:52.588,19.919,2:12.507,7.303,2:19.810,41.961,3:01.771,19.818,3:21.589,20.117,3:41.706,9.401,3:51.107,3.189,3:54.296,6.964,4:01.260,3.961,4:05.221,
100,1,3,6:30.549,0,,38.286,2,1:49.887,0,4:02.376,0,125.6,14:44.201,13:56:44.790,0:38.286,1:49.887,4:02.376,221.2,Clément LOEUL,,992,,Ancel Motorsport,,SF,38.286,109.887,242.376,9.570,9.570,11.358,20.928,17.358,38.286,40.351,1:18.637,5.845,1:24.482,37.140,2:01.622,26.551,2:28.173,7.844,2:36.017,1:27.426,4:03.443,49.552,4:52.995,44.450,5:37.445,25.264,6:02.709,7.174,6:09.883,12.435,6:22.318,8.231,6:30.549,
100,1,4,8:33.374,0,,1:48.370,0,3:31.440,0,3:13.564,0,95.6,23:17.575,14:05:18.164,1:48.370,3:31.440,3:13.564,110.7,Clément LOEUL,,992,,Ancel Motorsport,,GF,108.370,211.440,193.564,30.448,30.448,31.902,1:02.350,46.020,1:48.370,1:42.162,3:30.532,9.603,3:40.135,59.972,4:40.107,39.703,5:19.810,9.832,5:29.642,1:17.737,6:47.379,36.657,7:24.036,33.699,7:57.735,20.548,8:18.283,3.938,8:22.221,7.154,8:29.375,3.999,8:33.374,
100,1,5,4:04.708,0,,38.694,0,1:33.434,0,1:52.580,0,200.5,27:22.283,14:09:22.872,0:38.694,1:33.434,1:52.580,293.2,Clément LOEUL,,992,,Ancel Motorsport,,GF,38.694,93.434,112.580,9.594,9.594,11.553,21.147,17.547,38.694,38.350,1:17.044,5.602,1:22.646,29.625,1:52.271,19.857,2:12.128,7.236,2:19.364,41.877,3:01.241,19.944,3:21.185,20.030,3:41.215,9.415,3:50.630,3.305,3:53.935,6.824,4:00.759,3.949,4:04.708,
100,1,6,4:04.070,2,,38.318,0,1:33.378,2,1:52.374,2,201.0,31:26.353,14:13:26.942,0:38.318,1:33.378,1:52.374,294.0,Clément LOEUL,,992,,Ancel Motorsport,,GF,38.318,93.378,112.374,9.532,9.532,11.414,20.946,17.372,38.318,38.311,1:16.629,5.609,1:22.238,29.713,1:51.951,19.745,2:11.696,7.247,2:18.943,42.094,3:01.037,19.750,3:20.787,19.976,3:40.763,9.379,3:50.142,3.228,3:53.370,6.795,4:00.165,3.905,4:04.070,
100,1,7,4:35.105,0,,59.968,0,1:35.113,0,2:00.024,0,178.3,36:01.458,14:18:02.047,0:59.968,1:35.113,2:00.024,290.8,Clément LOEUL,,992,,Ancel Motorsport,,FF,59.968,95.113,120.024,9.517,9.517,12.080,21.597,38.371,59.968,40.247,1:40.215,5.602,1:45.817,29.524,2:15.341,19.740,2:35.081,7.254,2:42.335,41.988,3:24.323,19.828,3:44.151,23.296,4:07.447,11.429,4:18.876,4.199,4:23.075,7.740,4:30.815,4.290,4:35.105,
11,1,1,4:27.229,0,,48.309,0,1:39.554,0,1:59.366,0,181.6,4:27.229,13:46:27.818,0:48.309,1:39.554,1:59.366,245.3,Frédéric LACORE,,992,,Racing Technology,,GF,48.309,99.554,119.366,13.202,13.202,13.572,26.774,21.535,48.309,41.785,1:30.094,5.806,1:35.900,30.946,2:06.846,21.017,2:27.863,8.253,2:36.116,44.358,3:20.474,20.563,3:41.037,21.601,4:02.638,9.684,4:12.322,3.486,4:15.808,7.407,4:23.215,4.014,4:27.229,
11,1,2,4:13.344,2,,40.943,0,1:35.394,2,1:57.007,2,193.6,8:40.573,13:50:41.162,0:40.943,1:35.394,1:57.007,296.4,Frédéric LACORE,,992,,Racing Technology,,GF,40.943,95.394,117.007,9.575,9.575,12.512,22.087,18.856,40.943,38.892,1:19.835,5.745,1:25.580,30.405,1:55.985,20.352,2:16.337,7.591,2:23.928,43.246,3:07.174,20.338,3:27.512,21.284,3:48.796,9.632,3:58.428,3.466,4:01.894,7.353,4:09.247,4.097,4:13.344,
11,1,3,6:32.226,0,,43.759,0,2:31.553,0,3:16.914,0,125.1,15:12.799,13:57:13.388,0:43.759,2:31.553,3:16.914,97.4,Frédéric LACORE,,992,,Racing Technology,,SF,43.759,151.553,196.914,9.625,9.625,12.809,22.434,21.325,43.759,1:28.547,2:12.306,6.572,2:18.878,34.529,2:53.407,21.905,3:15.312,7.961,3:23.273,46.657,4:09.930,42.450,4:52.380,44.249,5:36.629,26.968,6:03.597,8.204,6:11.801,11.497,6:23.298,8.928,6:32.226,
11,1,4,8:22.639,0,,1:49.666,0,3:27.278,0,3:05.695,0,97.6,23:35.438,14:05:36.027,1:49.666,3:27.278,3:05.695,112.2,Frédéric LACORE,,992,,Racing Technology,,GF,109.666,207.278,185.695,31.077,31.077,34.853,1:05.930,43.736,1:49.666,1:36.992,3:26.658,11.558,3:38.216,56.955,4:35.171,41.773,5:16.944,9.126,5:26.070,1:14.419,6:40.489,37.979,7:18.468,27.073,7:45.541,20.066,8:05.607,4.841,8:10.448,7.951,8:18.399,4.240,8:22.639,
11,1,5,4:16.654,0,,40.955,0,1:36.835,0,1:58.864,0,191.1,27:52.092,14:09:52.681,0:40.955,1:36.835,1:58.864,267.8,Frédéric LACORE,,992,,Racing Technology,,GF,40.955,96.835,118.864,9.737,9.737,12.670,22.407,18.548,40.955,40.206,1:21.161,5.680,1:26.841,30.746,1:57.587,20.203,2:17.790,7.525,2:25.315,44.010,3:09.325,20.304,3:29.629,21.539,3:51.168,9.845,4:01.013,3.690,4:04.703,7.914,4:12.617,4.037,4:16.654,
11,1,6,4:14.490,0,,40.555,2,1:35.158,0,1:58.777,0,192.8,32:06.582,14:14:07.171,0:40.555,1:35.158,1:58.777,294.0,Frédéric LACORE,,992,,Racing Technology,,GF,40.555,95.158,118.777,9.589,9.589,12.511,22.100,18.455,40.555,39.134,1:19.689,5.656,1:25.345,30.313,1:55.658,20.055,2:15.713,7.551,2:23.264,44.565,3:07.829,20.457,3:28.286,21.547,3:49.833,9.744,3:59.577,3.545,4:03.122,7.282,4:10.404,4.086,4:14.490,
11,1,7,4:56.026,0,,59.782,0,1:48.846,0,2:07.398,0,165.7,37:02.608,14:19:03.197,0:59.782,1:48.846,2:07.398,286.2,Frédéric LACORE,,992,,Racing Technology,,FF,59.782,108.846,127.398,9.636,9.636,12.538,22.174,37.608,59.782,52.105,1:51.887,5.702,1:57.589,30.304,2:27.893,20.735,2:48.628,7.770,2:56.398,49.132,3:45.530,21.850,4:07.380,22.767,4:30.147,10.072,4:40.219,3.675,4:43.894,7.849,4:51.743,4.283,4:56.026,
