POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
11,009,34,3:29.418,+2.408,+0.071,234.2,40,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,97848,6427,4167,6273,260,66,,,ASTON MARTIN,,Alex,RIBERAS,G,,ESP,,10376,64,,0:45:00,None,Marco,SORENSEN,P,,DEN,,11446,57,,0:45:00,None,Roman,DE ANGELIS,G,,CAN,,10307,40,,,,,,,,,,,,,,,,,,,,,,
12,36,35,3:29.596,+2.586,+0.178,234.0,35,Alpine Endurance Team,HYPERCAR,H,,Alpine A424,M,97858,6360,4167,6237,21,70,,,ALPINE,,Mick,SCHUMACHER,P,,GER,,11362,5,,0:45:00,None,Frédéric,MAKOWIECKI,P,,FRA,,61,70,,0:45:00,None,Jules,GOUNON,P,,FRA,,9500,70,,0:45:00,None,,,,,,,,,,,,,,,,,,,
13,35,27,3:29.673,+2.663,+0.077,234.0,36,Alpine Endurance Team,HYPERCAR,H,,Alpine A424,M,97857,6360,4167,6237,21,70,,,ALPINE,,Paul-Loup,CHATIN,G,,FRA,,313,70,,0:45:00,None,Ferdinand,HABSBURG,G,,AUT,,10000,17,,0:45:00,None,Charles,MILESI,G,,FRA,,9594,70,,0:45:00,None,,,,,,,,,,,,,,,,,,,
14,12,29,3:29.821,+2.811,+0.148,233.8,31,Cadillac Hertz Team JOTA,HYPERCAR,H,,Cadillac V-Series.R,M,97850,6429,4167,6203,4097,66,,,CADILLAC HTJ,,Will,STEVENS,P,,GBR,,11044,188,,0:45:00,None,Norman,NATO,G,,FRA,,9032,70,,0:45:00,None,Alex,LYNN,P,,GBR,,11043,188,,0:45:00,None,Earl,BAMBER,P,,NZL,,1290,168,,,,Sébastien,BOURDAIS,P,,FRA,,98,70,,,,,,,,,,
15,007,13,3:29.960,+2.950,+0.139,233.6,31,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,97905,6427,4167,6273,260,66,,,ASTON MARTIN,,Harry,TINCKNELL,P,,GBR,,303,188,,0:45:00,None,Tom,GAMBLE,G,,GBR,,9549,188,,0:45:00,None,Ross,GUNN,P,,GBR,,8402,188,,,,,,,,,,,,,,,,,,,,,,
16,4,20,3:29.976,+2.966,+0.016,233.6,32,Porsche Penske Motorsport,HYPERCAR,H,,Porsche 963,M,97879,6283,4167,6176,4368,5,,,PORSCHE PENSKE,,Felipe,NASR,P,,BRA,,9287,32,,,,Nick,TANDY,P,,GBR,,1206,188,,,,Pascal,WEHRLEIN,P,,GER,,12072,5,,,,Nico,MÜLLER,P,,SUI,,11039,219,,,,,,,,,,,,,,,,
17,99,18,3:30.421,+3.411,+0.445,233.1,28,Proton Competition,HYPERCAR,H,,Porsche 963,M,97878,45,4167,6176,4368,5,,HWC,PROTON,HWC,Neel,JANI,P,,SUI,,16,219,,0:45:00,None,Nicolas,PINO,S,,CHI,,10281,42,,0:45:00,None,Nicolas,VARRONE,G,,ARG,,9853,13,,0:45:00,None,,,,,,,,,,,,,,,,,,,
18,15,38,3:30.556,+3.546,+0.135,233.0,39,BMW M Team WRT,HYPERCAR,H,,BMW M Hybrid V8,M,97851,6359,4167,6276,4447,5,,,BMW M TEAM WRT,,Dries,VANTHOOR,P,,BEL,,8292,23,,,,Raffaele,MARCIELLO,P,,SUI,,10402,219,,0:45:00,None,Kevin,MAGNUSSEN,P,,DEN,,10211,57,,0:45:00,None,Philipp,ENG,P,,AUT,,8194,17,,,,,,,,,,,,,,,,
19,93,4,3:30.814,+3.804,+0.258,232.7,36,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,97875,6151,4167,6112,4014,70,,,PEUGEOT TE,,Paul,DI RESTA,P,,GBR,,9293,188,,0:45:00,None,Mikkel,JENSEN,P,,DEN,,8276,57,,0:45:00,None,Jean-Eric,VERGNE,P,,FRA,,8528,70,,0:45:00,None,Théo,POURCHAIRE,P,,FRA,,11672,70,,,,,,,,,,,,,,,,
20,94,24,3:31.759,+4.749,+0.945,231.6,37,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,97876,6151,4167,6112,4014,70,,,PEUGEOT TE,,Loïc,DUVAL,P,,FRA,,14,70,,0:45:00,None,Malthe,JAKOBSEN,G,,DEN,,9610,57,,0:45:00,None,Stoffel,VANDOORNE,P,,BEL,,9520,23,,0:45:00,None,Théo,POURCHAIRE,P,,FRA,,11672,70,,,,,,,,,,,,,,,,
21,101,18,3:31.849,+4.839,+0.090,231.5,31,Cadillac WTR,HYPERCAR,H,,Cadillac V-Series.R,M,97901,6444,4167,6203,4097,66,,,CADILLAC WTR,,Ricky,TAYLOR,P,,USA,,253,66,,,,Jordan,TAYLOR,P,,USA,,181,66,,,,Filipe,ALBUQUERQUE,P,,POR,,306,184,,,,,,,,,,,,,,,,,,,,,,
22,16,19,3:36.593,+9.583,+4.744,226.5,37,RLR M Sport,LMP2,P/A,,Oreca 07 - Gibson,G,97887,530,3,5626,256,188,,,RLR M SPORT,,Michael,JENSEN,B,,DEN,,9543,57,,,,Ryan,CULLEN,S,,GBR,,492,188,,,,Patrick,PILET,P,,FRA,,68,70,,,,,,,,,,,,,,,,,,,,,,
23,37,22,3:36.853,+9.843,+0.260,226.2,39,CLX - Pure Rxcing,LMP2,,,Oreca 07 - Gibson,G,97895,6425,3,5626,256,137,,,CLX PURE RXCING,,Aliaksandr,MALYKHIN,S,,KNA,,10938,198,,,,Tom,BLOMQVIST,P,,GBR,,8318,188,,,,Tristan,VAUTIER,G,,FRA,,530,70,,,,,,,,,,,,,,,,,,,,,,
24,43,7,3:36.927,+9.917,+0.074,226.1,37,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,97896,402,3,5626,256,181,,,INTER EUROPOL,,Jakub,SMIECHOWSKI,S,,POL,,1670,181,,,,Tom,DILLMANN,G,,FRA,,1352,70,,,,Nick,YELLOLY,P,,GBR,,11946,188,,,,,,,,,,,,,,,,,,,,,,
25,28,32,3:36.975,+9.965,+0.048,226.1,32,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,97892,522,3,5626,256,70,,,IDEC SPORT,,Paul,LAFARGUE,S,,FRA,,1552,70,,,,Job,VAN UITERT,G,,NED,,8984,178,,,,Sebastian,ALVAREZ,S,,MEX,,10425,151,,,,,,,,,,,,,,,,,,,,,,
26,29,27,3:37.243,+10.233,+0.268,225.8,30,TDS Racing,LMP2,P/A,,Oreca 07 - Gibson,G,97893,6350,3,5626,256,70,,,TDS RACING,,Rodrigo,SALES,B,,USA,,9754,66,,,,Mathias,BECHE,G,,SUI,,151,219,,,,Clément,NOVALAK,G,,FRA,,11254,70,,,,,,,,,,,,,,,,,,,,,,
27,23,29,3:37.611,+10.601,+0.368,225.4,36,United Autosports,LMP2,P/A,,Oreca 07 - Gibson,G,97889,532,3,5626,256,188,,,UNITED,,Daniel,SCHNEIDER,B,,BRA,,9601,32,,,,Oliver,JARVIS,P,,GBR,,93,188,,,,Benjamin,HANLEY,G,,GBR,,1972,188,,,,,,,,,,,,,,,,,,,,,,
28,22,15,3:37.983,+10.973,+0.372,225.0,36,United Autosports,LMP2,,,Oreca 07 - Gibson,G,97888,532,3,5626,256,188,,,UNITED,,Renger,VAN DER ZANDE,P,,NED,,1920,178,,,,Pietro,FITTIPALDI,G,,USA,,9171,66,,,,David,HEINEMEIER HANSSON,S,,DEN,,11046,57,,,,,,,,,,,,,,,,,,,,,,
29,11,28,3:38.333,+11.323,+0.350,224.7,32,Proton Competition,LMP2,P/A,,Oreca 07 - Gibson,G,97886,45,3,5626,256,5,,,PROTON,,Giorgio,RODA,B,,ITA,,458,119,,,,Rene,BINDER,G,,AUT,,9190,17,,,,Bent,VISCAAL,G,,NED,,10541,178,,,,,,,,,,,,,,,,,,,,,,
30,183,28,3:38.338,+11.328,+0.005,224.7,31,AF Corse,LMP2,P/A,,Oreca 07 - Gibson,G,97899,16,3,5626,256,119,,,AF CORSE,,François,PERRODO,B,,FRA,,260,70,,,,Matthieu,VAXIVIERE,G,,FRA,,7798,70,,,,Antonio,FELIX DA COSTA,P,,POR,,9024,184,,,,,,,,,,,,,,,,,,,,,,
31,25,22,3:38.387,+11.377,+0.049,224.6,40,Algarve Pro Racing,LMP2,,,Oreca 07 - Gibson,G,97891,92,3,5626,256,184,,,APR,,Matthias,KAISER,S,,LIE,,9546,136,,,,Lorenzo,FLUXA,G,,ESP,,11246,64,,,,Théo,POURCHAIRE,P,,FRA,,11672,70,,,,Sophia,FLÖRSCH,S,,GER,,9666,5,,,,,,,,,,,,,,,,
32,18,30,3:38.407,+11.397,+0.020,224.6,31,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,97904,6145,3,5626,256,70,,,IDEC SPORT,,Jamie,CHADWICK,S,,GBR,,10298,188,,,,Mathys,JAUBERT,S,,FRA,,10748,70,,,,André,LOTTERER,P,,GER,,7,5,,,,,,,,,,,,,,,,,,,,,,
33,9,7,3:38.662,+11.652,+0.255,224.3,36,Iron Lynx - Proton,LMP2,,,Oreca 07 - Gibson,G,97885,6371,3,5626,256,5,,,IRONLYNX-PROTON,,Jonas,RIED,S,,GER,,10879,5,,,,Maceo,CAPIETTO,S,,FRA,,11469,70,,,,Reshad,DE GÉRUS,G,,FRA,,10416,70,,,,,,,,,,,,,,,,,,,,,,
34,48,21,3:38.746,+11.736,+0.084,224.2,37,VDS Panis Racing,LMP2,,,Oreca 07 - Gibson,G,97898,6426,3,5626,256,70,,,VDS PANIS,,Oliver,GRAY,S,,GBR,,11468,188,,,,Esteban,MASSON,G,,FRA,,11272,70,,,,Franck,PERERA,P,,FRA,,1660,70,,,,,,,,,,,,,,,,,,,,,,
35,199,28,3:38.929,+11.919,+0.183,224.1,32,AO by TF,LMP2,P/A,,Oreca 07 - Gibson,G,97900,6369,3,5626,256,66,,,AO BY TF,,PJ,HYETT,B,,USA,,10826,66,,,,Dane,CAMERON,P,,USA,,10328,66,,,,Louis,DELETRAZ,G,,SUI,,9621,219,,,,,,,,,,,,,,,,,,,,,,
36,24,25,3:39.479,+12.469,+0.550,223.5,34,Nielsen Racing,LMP2,P/A,,Oreca 07 - Gibson,G,97890,5670,3,5626,256,188,,,NIELSEN RACING,,Naveen,RAO,B,,USA,,10398,66,,,,Cem,BÖLÜKBASI,S,,TUR,,10133,240,,,,Colin,BRAUN,G,,USA,,4667,66,,,,,,,,,,,,,,,,,,,,,,
37,45,8,3:39.684,+12.674,+0.205,223.3,8,Algarve Pro Racing,LMP2,P/A,,Oreca 07 - Gibson,G,97897,92,3,5626,256,184,,,APR,,George,KURTZ,B,,USA,,11041,66,,,,Nicky,CATSBURG,P,,NED,,9020,178,,,,Alexander,QUINN,G,,GBR,,11463,188,,,,,,,,,,,,,,,,,,,,,,
38,34,6,3:41.778,+14.768,+2.094,221.2,7,Inter Europol Competition,LMP2,P/A,,Oreca 07 - Gibson,G,97894,402,3,5626,256,181,,,INTER EUROPOL,,Nicholas,BOULLE,B,,USA,,9295,66,,,,Jean-Baptiste,SIMMENAUER,G,,FRA,,9342,70,,,,Luca,GHIOTTO,P,,ITA,,9577,119,,,,,,,,,,,,,,,,,,,,,,
39,87,8,3:57.109,+30.099,+15.331,206.9,35,Akkodis ASP Team,LMGT3,,,Lexus RC F LMGT3,G,97872,6361,4183,6248,4443,70,,,AKKODIS ASP,,Petru,UMBRARESCU,B,,ROU,,11848,187,,1:45:00,None,Jose Maria,LOPEZ,P,,ARG,,8418,13,,0:45:00,None,Clemens,SCHMID,S,,AUT,,11594,17,,1:45:00,None,,,,,,,,,,,,,,,,,,,
40,21,9,3:57.378,+30.368,+0.269,206.6,38,Vista AF Corse,LMGT3,,,Ferrari 296 LMGT3,G,97853,6367,4183,6245,3,119,,,VISTA AF,,François,HERIAU,B,,FRA,,1630,70,,1:45:00,None,Simon,MANN,S,,GBR,,10161,188,,1:45:00,None,Alessio,ROVERA,P,,ITA,,9837,119,,0:45:00,None,,,,,,,,,,,,,,,,,,,
41,78,11,3:57.807,+30.797,+0.429,206.3,30,Akkodis ASP Team,LMGT3,,,Lexus RC F LMGT3,G,97868,6361,4183,6248,4443,70,,,AKKODIS ASP,,Arnold,ROBIN,B,,FRA,,9302,70,,1:45:00,None,Jack,HAWKSWORTH,G,,GBR,,10867,188,,0:45:00,None,Finn,GEHRSITZ,S,,GER,,10113,5,,1:45:00,None,,,,,,,,,,,,,,,,,,,
42,57,6,3:58.018,+31.008,+0.211,206.1,38,Kessel Racing,LMGT3,,,Ferrari 296 LMGT3,G,97880,120,4183,6245,3,219,,,KESSEL RACING,,Takeshi,KIMURA,B,,JPN,,9416,121,,,,Daniel,SERRA,P,,BRA,,500,32,,,,Casper,STEVENSON,S,,GBR,,10872,188,,,,,,,,,,,,,,,,,,,,,,
43,150,9,3:58.213,+31.203,+0.195,205.9,36,Richard Mille AF Corse,LMGT3,,,Ferrari 296 LMGT3,G,97883,6297,4183,6245,3,119,,,RICHARDMILLE AF,,Custodio,TOLEDO,B,,USA,,11256,66,,,,Lilou,WADOUX,S,,FRA,,10297,70,,,,Riccardo,AGOSTINI,G,,ITA,,11366,119,,,,,,,,,,,,,,,,,,,,,,
44,31,9,3:58.324,+31.314,+0.111,205.8,34,The Bend Team WRT,LMGT3,,,BMW M4 LMGT3,G,97855,6437,4183,6275,4447,23,,,TEAM WRT,,Yasser,SHAHIN,B,,AUS,,10844,16,,1:45:00,None,Timur,BOGUSLAVSKIY,S,,_,,8872,254,,1:45:00,None,Augusto,FARFUS,P,,BRA,,9022,32,,0:45:00,None,,,,,,,,,,,,,,,,,,,
45,46,34,3:58.515,+31.505,+0.191,205.7,34,Team WRT,LMGT3,,,BMW M4 LMGT3,G,97860,5518,4183,6275,4447,23,,,TEAM WRT,,Ahmad,AL HARTHY,B,,OMA,,8810,170,,1:45:00,None,Valentino,ROSSI,S,,ITA,,11049,119,,1:45:00,None,Kelvin,VAN DER LINDE,P,,RSA,,10415,2,,0:45:00,None,,,,,,,,,,,,,,,,,,,
46,54,36,3:58.731,+31.721,+0.216,205.5,37,Vista AF Corse,LMGT3,,,Ferrari 296 LMGT3,G,97863,6367,4183,6245,3,119,,,VISTA AF,,Thomas,FLOHR,B,,SUI,,454,219,,1:45:00,None,Francesco,CASTELLACCI,S,,ITA,,456,119,,1:45:00,None,Davide,RIGON,P,,ITA,,266,119,,0:45:00,None,,,,,,,,,,,,,,,,,,,
47,95,27,3:58.938,+31.928,+0.207,205.3,27,United Autosports,LMGT3,,,McLaren 720S LMGT3 Evo,G,97877,532,4183,6249,60,188,,,UNITED,,Darren,LEUNG,B,,GBR,,11277,188,,1:45:00,None,Sean,GELAEL,S,,INA,,1968,113,,1:45:00,None,Marino,SATO,G,,JPN,,10971,121,,0:45:00,None,,,,,,,,,,,,,,,,,,,
48,10,30,3:59.197,+32.187,+0.259,205.1,33,Racing Spirit of Leman,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,97849,6194,4183,6242,260,70,,,RSL,,Derek,DEBOER,B,,USA,,11282,66,,1:45:00,None,Valentin,HASSE CLOT,G,,FRA,,10308,70,,0:45:00,None,Eduardo,BARRICHELLO,S,,BRA,,11849,32,,1:45:00,None,,,,,,,,,,,,,,,,,,,
49,193,17,3:59.202,+32.192,+0.005,205.1,35,Ziggo Sport Tempesta,LMGT3,,,Ferrari 296 LMGT3,G,97884,6446,4183,6245,3,188,,,ZIGGO TEMPESTA,,Jonathan,HUI,B,,HKG,,9820,92,,,,Christopher,FROGGATT,S,,GBR,,9819,188,,,,Edward,CHEEVER,G,,ITA,,9042,119,,,,,,,,,,,,,,,,,,,,,,
50,88,29,3:59.607,+32.597,+0.405,204.7,33,Proton Competition,LMGT3,,,Ford Mustang LMGT3,G,97873,45,4183,6246,268,5,,,PROTON,,Stefano,GATTUSO,B,,ITA,,11678,119,,1:45:00,None,Giammarco,LEVORATO,S,,ITA,,11147,119,,1:45:00,None,Dennis,OLSEN,P,,NOR,,9186,166,,0:45:00,None,,,,,,,,,,,,,,,,,,,
51,90,28,3:59.731,+32.721,+0.124,204.6,36,Manthey,LMGT3,,,Porsche 911 GT3 R LMGT3,G,97882,6362,4183,6250,4368,5,,,MANTHEY,,Antares,AU,B,,HKG,,10412,92,,,,Loek,HARTOG,S,,NED,,11949,178,,,,Klaus,BACHLER,P,,AUT,,291,17,,,,,,,,,,,,,,,,,,,,,,
52,77,30,3:59.806,+32.796,+0.075,204.6,31,Proton Competition,LMGT3,,,Ford Mustang LMGT3,G,97867,45,4183,6246,268,5,,,PROTON,,Bernardo,SOUSA,B,,POR,,11676,184,,1:45:00,None,Ben,TUCK,S,,GBR,,10972,188,,1:45:00,None,Benjamin,BARKER,G,,GBR,,594,188,,0:45:00,None,,,,,,,,,,,,,,,,,,,
53,92,17,3:59.986,+32.976,+0.180,204.4,34,Manthey 1ST Phorm,LMGT3,,,Porsche 911 GT3 R LMGT3,G,97874,6428,4183,6250,4368,5,,,MANTHEY,,Ryan,HARDWICK,B,,USA,,10846,66,,1:45:00,None,Riccardo,PERA,S,,ITA,,9187,119,,1:45:00,None,Richard,LIETZ,P,,AUT,,66,17,,0:45:00,None,,,,,,,,,,,,,,,,,,,
54,27,18,4:00.063,+33.053,+0.077,204.3,34,Heart of Racing Team,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,97854,6366,4183,6242,260,66,,,HEART OF RACING,,Ian,JAMES,B,,USA,,6531,66,,1:45:00,None,Mattia,DRUDI,P,,ITA,,9323,119,,0:45:00,None,Zacharie,ROBICHON,S,,CAN,,10636,40,,1:45:00,None,,,,,,,,,,,,,,,,,,,
55,63,31,4:00.175,+33.165,+0.112,204.2,33,Iron Lynx,LMGT3,,,Mercedes-AMG LMGT3,G,97881,5979,4183,6272,4314,119,,,IRON LYNX,,Stephen,GROVE,B,,AUS,,11947,16,,,,Brenton,GROVE,S,,AUS,,11948,16,,,,Luca,STOLZ,P,,GER,,9294,5,,,,,,,,,,,,,,,,,,,,,,
56,81,35,4:00.252,+33.242,+0.077,204.2,35,TF Sport,LMGT3,,,Corvette Z06 LMGT3.R,G,97869,364,4183,6244,4230,188,,,TF SPORT,,Tom,VAN ROMPUY,B,,BEL,,10426,23,,1:45:00,None,Rui,ANDRADE,S,,ANG,,9873,7,,1:45:00,None,Charlie,EASTWOOD,G,,IRL,,9016,116,,0:45:00,None,,,,,,,,,,,,,,,,,,,
57,61,27,4:00.307,+33.297,+0.055,204.1,33,Iron Lynx,LMGT3,,,Mercedes-AMG LMGT3,G,97866,5979,4183,6272,4314,119,,,IRON LYNX,,Martin,BERRY,B,,AUS,,10878,16,,1:45:00,None,Lin,HODENIUS,S,,NED,,11868,178,,1:45:00,None,Maxime,MARTIN,P,,BEL,,157,23,,0:45:00,None,,,,,,,,,,,,,,,,,,,
