NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,PITREF_time,PITREF_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
007,1,1,6:27.196,0,,1:56.396,0,1:29.784,0,3:01.016,0,125.3,6:27.196,12:06:27.196,1:56.396,1:29.784,3:01.016,236.7,Harry TINCKNELL,0:01:11.509,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,116.396,89.784,181.016,1:18.287,1:18.287,15.891,1:34.178,22.218,1:56.396,39.174,2:35.570,5.064,2:40.634,27.944,3:08.578,17.602,3:26.180,7.111,3:33.291,45.711,4:19.002,55.073,5:14.075,46.243,6:00.318,11.232,6:11.550,3.619,6:15.169,8.172,6:23.341,3.855,6:27.196,
007,1,2,3:37.146,0,,35.918,0,1:22.651,0,1:38.577,0,225.9,10:04.342,12:10:04.342,0:35.918,1:22.651,1:38.577,328.8,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,35.918,82.651,98.577,8.376,8.376,11.586,19.962,15.956,35.918,34.748,1:10.666,4.787,1:15.453,26.207,1:41.660,16.909,1:58.569,6.652,2:05.221,36.953,2:42.174,16.822,2:58.996,16.133,3:15.129,8.072,3:23.201,2.950,3:26.151,7.512,3:33.663,3.483,3:37.146,
007,1,3,3:32.062,0,,33.059,2,1:20.441,0,1:38.562,0,231.3,13:36.404,12:13:36.404,0:33.059,1:20.441,1:38.562,333.9,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.059,80.441,98.562,8.066,8.066,10.014,18.080,14.979,33.059,33.314,1:06.373,4.810,1:11.183,25.480,1:36.663,16.837,1:53.500,6.747,2:00.247,36.563,2:36.810,16.960,2:53.770,17.407,3:11.177,8.218,3:19.395,2.687,3:22.082,6.428,3:28.510,3.552,3:32.062,
007,1,4,3:31.546,2,,33.592,0,1:20.248,2,1:37.706,2,231.9,17:07.950,12:17:07.950,0:33.592,1:20.248,1:37.706,336.0,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,FF,33.592,80.248,97.706,8.118,8.118,10.520,18.638,14.954,33.592,32.941,1:06.533,4.838,1:11.371,25.602,1:36.973,16.867,1:53.840,6.584,2:00.424,36.527,2:36.951,16.820,2:53.771,17.248,3:11.019,7.950,3:18.969,2.672,3:21.641,6.372,3:28.013,3.533,3:31.546,
009,1,1,6:25.977,0,,1:52.475,0,1:29.078,0,3:04.424,0,125.7,6:25.977,12:06:25.977,1:52.475,1:29.078,3:04.424,261.3,Alex RIBERAS,0:01:10.457,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,112.475,89.078,184.424,1:16.573,1:16.573,14.708,1:31.281,21.194,1:52.475,37.963,2:30.438,4.908,2:35.346,28.186,3:03.532,18.021,3:21.553,7.123,3:28.676,41.102,4:09.778,55.472,5:05.250,46.239,5:51.489,17.663,6:09.152,4.060,6:13.212,9.028,6:22.240,3.737,6:25.977,
009,1,2,3:35.864,0,,36.308,0,1:22.737,0,1:36.819,0,227.2,10:01.841,12:10:01.841,0:36.308,1:22.737,1:36.819,303.0,Alex RIBERAS,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,36.308,82.737,96.819,8.244,8.244,11.466,19.710,16.598,36.308,35.082,1:11.390,4.732,1:16.122,25.880,1:42.002,17.043,1:59.045,6.701,2:05.746,36.745,2:42.491,16.854,2:59.345,15.972,3:15.317,8.047,3:23.364,2.722,3:26.086,6.259,3:32.345,3.519,3:35.864,
009,1,3,3:31.829,0,,33.391,0,1:20.291,0,1:38.147,0,231.6,13:33.670,12:13:33.670,0:33.391,1:20.291,1:38.147,331.8,Alex RIBERAS,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.391,80.291,98.147,8.072,8.072,10.460,18.532,14.859,33.391,33.175,1:06.566,4.766,1:11.332,25.578,1:36.910,16.772,1:53.682,6.714,2:00.396,37.555,2:37.951,16.780,2:54.731,16.287,3:11.018,8.177,3:19.195,2.689,3:21.884,6.453,3:28.337,3.492,3:31.829,
009,1,4,3:29.343,2,,33.370,2,1:19.932,2,1:36.041,2,234.3,17:03.013,12:17:03.013,0:33.370,1:19.932,1:36.041,331.8,Alex RIBERAS,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,FF,33.370,79.932,96.041,8.062,8.062,10.430,18.492,14.878,33.370,32.943,1:06.313,4.743,1:11.056,25.458,1:36.514,16.788,1:53.302,6.645,1:59.947,36.482,2:36.429,16.732,2:53.161,15.772,3:08.933,7.860,3:16.793,2.619,3:19.412,6.387,3:25.799,3.544,3:29.343,
10,2,1,7:12.440,0,B,2:07.535,0,1:41.486,1,3:23.419,0,112.2,7:12.440,12:07:12.440,2:07.535,1:41.486,3:23.419,223.5,Valentin HASSE CLOT,0:01:20.553,LMGT3,,Racing Spirit of Leman,Aston Martin,GF,127.535,101.486,203.419,1:27.476,1:27.476,17.950,1:45.426,22.109,2:07.535,43.504,2:51.039,5.946,2:56.985,31.848,3:28.833,20.188,3:49.021,7.598,3:56.619,1:41.976,5:38.595,38.458,6:17.053,21.985,6:39.038,9.740,6:48.778,3.314,6:52.092,,,,7:12.440,
10,1,2,5:35.057,0,B,1:58.435,0,1:35.614,1,2:01.008,0,146.4,12:47.497,12:12:47.497,1:58.435,1:35.614,2:01.008,277.4,Derek DEBOER,0:01:29.833,LMGT3,,Racing Spirit of Leman,Aston Martin,GF,118.435,95.614,121.008,1:26.210,1:26.210,13.670,1:39.880,18.555,1:58.435,39.661,2:38.096,5.662,2:43.758,30.388,3:14.146,19.903,3:34.049,7.447,3:41.496,42.829,4:24.325,20.647,4:44.972,19.775,5:04.747,9.482,5:14.229,3.075,5:17.304,,,,5:35.057,
