POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,83,3,3:26.908,-,-,237.1,4,AF Corse,HYPERCAR,H,,Ferrari 499P,M,93987,16,4167,6192,3,119,,HWC,AF CORSE,HWC,Robert,KUBICA,P,,POL,,8438,181,,01:00:00,None,Yifei,YE,G,,CHN,,10068,43,,01:00:00,None,Philip,HANSON,G,,GBR,,1946,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
2,50,4,3:27.031,+0.123,+0.123,236.9,4,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,93978,6293,4167,6192,3,119,,,FERRARI AF,,Antonio,FUOCO,P,,ITA,,10091,119,,01:00:00,None,Nicklas,NIELSEN,P,,DEN,,9432,57,,01:00:00,None,Miguel,MOLINA,P,,ESP,,8526,64,,01:00:00,None,,,,,,,,,,,,,,,,,,,
3,7,3,3:29.294,+2.386,+2.263,234.4,4,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,93963,380,4167,6206,2,121,,,TOYOTA GAZOO,,Mike,CONWAY,P,,GBR,,215,188,,01:00:00,None,Kamui,KOBAYASHI,P,,JPN,,210,121,,01:00:00,None,Nyck,DE VRIES,P,,NED,,9152,178,,01:00:00,None,,,,,,,,,,,,,,,,,,,
4,009,4,3:29.343,+2.435,+0.049,234.3,4,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,93965,6427,4167,6273,260,66,,,ASTON MARTIN,,Alex,RIBERAS,G,,ESP,,10376,64,,01:00:00,None,Marco,SORENSEN,P,,DEN,,11446,57,,01:00:00,None,Roman,DE ANGELIS,G,,CAN,,10307,40,,01:00:00,None,,,,,,,,,,,,,,,,,,,
5,38,4,3:30.607,+3.699,+1.264,232.9,4,Cadillac Hertz Team JOTA,HYPERCAR,H,,Cadillac V-Series.R,M,93976,6429,4167,6203,4097,66,,,CADILLAC HTJ,,Earl,BAMBER,P,,NZL,,1290,168,,01:00:00,None,Sébastien,BOURDAIS,P,,FRA,,98,70,,01:00:00,None,Jenson,BUTTON,P,,GBR,,9180,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
6,12,4,3:30.721,+3.813,+0.114,232.8,4,Cadillac Hertz Team JOTA,HYPERCAR,H,,Cadillac V-Series.R,M,93967,6429,4167,6203,4097,66,,,CADILLAC HTJ,,Will,STEVENS,P,,GBR,,11044,188,,01:00:00,None,Norman,NATO,G,,FRA,,9032,70,,01:00:00,None,Alex,LYNN,P,,GBR,,11043,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
7,35,3,3:31.085,+4.177,+0.364,232.4,3,Alpine Endurance Team,HYPERCAR,H,,Alpine A424,M,93974,6360,4167,6237,21,70,,,ALPINE,,Paul-Loup,CHATIN,G,,FRA,,313,70,,01:00:00,None,Ferdinand,HABSBURG,G,,AUT,,10000,17,,01:00:00,None,Charles,MILESI,G,,FRA,,9594,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
8,94,3,3:31.422,+4.514,+0.337,232.0,4,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,93993,6151,4167,6112,4014,70,,,PEUGEOT TE,,Loïc,DUVAL,P,,FRA,,14,70,,01:00:00,None,Malthe,JAKOBSEN,G,,DEN,,9610,57,,01:00:00,None,Stoffel,VANDOORNE,P,,BEL,,9520,23,,01:00:00,None,,,,,,,,,,,,,,,,,,,
9,5,3,3:31.431,+4.523,+0.009,232.0,4,Porsche Penske Motorsport,HYPERCAR,H,,Porsche 963,M,93960,6283,4167,6176,4368,5,,,PORSCHE PENSKE,,Julien,ANDLAUER,G,,FRA,,9192,70,,01:00:00,None,Michael,CHRISTENSEN,P,,DEN,,532,57,,01:00:00,None,Mathieu,JAMINET,P,,FRA,,9415,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
10,007,4,3:31.546,+4.638,+0.115,231.9,4,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,97745,6427,4167,6273,260,66,,,ASTON MARTIN,,Harry,TINCKNELL,P,,GBR,,303,188,,01:00:00,None,Tom,GAMBLE,G,,GBR,,9549,188,,01:00:00,None,Ross,GUNN,P,,GBR,,8402,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
