POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,8,7,3:26.156,-,-,237.9,28,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,93964,380,4167,6206,2,121,,,TOYOTA GAZOO,,Sébastien,BUEMI,P,,SUI,,138,219,,01:00:00,None,Brendon,HARTLEY,P,,NZL,,152,168,,01:00:00,None,Ryo,HIRAKAWA,P,,JPN,,8166,121,,01:00:00,None,,,,,,,,,,,,,,,,,,,
2,12,3,3:26.607,+0.451,+0.451,237.4,28,Cadillac Hertz Team JOTA,HYPERCAR,H,,Cadillac V-Series.R,M,93967,6429,4167,6203,4097,66,,,CADILLAC HTJ,,Will,STEVENS,P,,GBR,,11044,188,,01:00:00,None,Norman,NATO,G,,FRA,,9032,70,,01:00:00,None,Alex,LYNN,P,,GBR,,11043,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
3,83,22,3:26.680,+0.524,+0.073,237.3,25,AF Corse,HYPERCAR,H,,Ferrari 499P,M,93987,16,4167,6192,3,119,,HWC,AF CORSE,HWC,Robert,KUBICA,P,,POL,,8438,181,,01:00:00,None,Yifei,YE,G,,CHN,,10068,43,,01:00:00,None,Philip,HANSON,G,,GBR,,1946,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
4,4,20,3:26.748,+0.592,+0.068,237.3,23,Porsche Penske Motorsport,HYPERCAR,H,,Porsche 963,M,93996,6283,4167,6176,4368,5,,,PORSCHE PENSKE,,Felipe,NASR,P,,BRA,,9287,32,,01:00:00,None,Nick,TANDY,P,,GBR,,1206,188,,01:00:00,None,Pascal,WEHRLEIN,P,,GER,,12072,5,,01:00:00,None,,,,,,,,,,,,,,,,,,,
5,50,4,3:26.809,+0.653,+0.061,237.2,28,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,93978,6293,4167,6192,3,119,,,FERRARI AF,,Antonio,FUOCO,P,,ITA,,10091,119,,01:00:00,None,Nicklas,NIELSEN,P,,DEN,,9432,57,,01:00:00,None,Miguel,MOLINA,P,,ESP,,8526,64,,01:00:00,None,,,,,,,,,,,,,,,,,,,
6,15,26,3:27.193,+1.037,+0.384,236.8,27,BMW M Team WRT,HYPERCAR,H,,BMW M Hybrid V8,M,93968,6359,4167,6276,4447,5,,,BMW M TEAM WRT,,Dries,VANTHOOR,P,,BEL,,8292,23,,01:00:00,None,Raffaele,MARCIELLO,P,,SUI,,10402,219,,01:00:00,None,Kevin,MAGNUSSEN,P,,DEN,,10211,57,,01:00:00,None,,,,,,,,,,,,,,,,,,,
7,5,3,3:27.204,+1.048,+0.011,236.7,23,Porsche Penske Motorsport,HYPERCAR,H,,Porsche 963,M,93960,6283,4167,6176,4368,5,,,PORSCHE PENSKE,,Julien,ANDLAUER,G,,FRA,,9192,70,,01:00:00,None,Michael,CHRISTENSEN,P,,DEN,,532,57,,01:00:00,None,Mathieu,JAMINET,P,,FRA,,9415,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
8,20,3,3:27.254,+1.098,+0.050,236.7,26,BMW M Team WRT,HYPERCAR,H,,BMW M Hybrid V8,M,93969,6359,4167,6276,4447,5,,,BMW M TEAM WRT,,René,RAST,P,,GER,,307,5,,01:00:00,None,Robin,FRIJNS,P,,NED,,9871,178,,01:00:00,None,Sheldon,VAN DER LINDE,P,,RSA,,11274,2,,01:00:00,None,,,,,,,,,,,,,,,,,,,
9,38,23,3:27.285,+1.129,+0.031,236.6,28,Cadillac Hertz Team JOTA,HYPERCAR,H,,Cadillac V-Series.R,M,93976,6429,4167,6203,4097,66,,,CADILLAC HTJ,,Earl,BAMBER,P,,NZL,,1290,168,,01:00:00,None,Sébastien,BOURDAIS,P,,FRA,,98,70,,01:00:00,None,Jenson,BUTTON,P,,GBR,,9180,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
10,51,24,3:27.332,+1.176,+0.047,236.6,24,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,93979,6293,4167,6192,3,119,,,FERRARI AF,,Alessandro,PIER GUIDI,P,,ITA,,340,119,,01:00:00,None,James,CALADO,P,,GBR,,300,188,,01:00:00,None,Antonio,GIOVINAZZI,P,,ITA,,1976,119,,01:00:00,None,,,,,,,,,,,,,,,,,,,
11,93,5,3:27.364,+1.208,+0.032,236.6,28,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,93992,6151,4167,6112,4014,70,,,PEUGEOT TE,,Paul,DI RESTA,P,,GBR,,9293,188,,01:00:00,None,Mikkel,JENSEN,P,,DEN,,8276,57,,01:00:00,None,Jean-Eric,VERGNE,P,,FRA,,8528,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
12,35,9,3:27.635,+1.479,+0.271,236.2,26,Alpine Endurance Team,HYPERCAR,H,,Alpine A424,M,93974,6360,4167,6237,21,70,,,ALPINE,,Paul-Loup,CHATIN,G,,FRA,,313,70,,01:00:00,None,Ferdinand,HABSBURG,G,,AUT,,10000,17,,01:00:00,None,Charles,MILESI,G,,FRA,,9594,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
13,009,21,3:27.784,+1.628,+0.149,236.1,27,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,93965,6427,4167,6273,260,66,,,ASTON MARTIN,,Alex,RIBERAS,G,,ESP,,10376,64,,01:00:00,None,Marco,SORENSEN,P,,DEN,,11446,57,,01:00:00,None,Roman,DE ANGELIS,G,,CAN,,10307,40,,01:00:00,None,,,,,,,,,,,,,,,,,,,
14,7,9,3:27.790,+1.634,+0.006,236.1,28,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,93963,380,4167,6206,2,121,,,TOYOTA GAZOO,,Mike,CONWAY,P,,GBR,,215,188,,01:00:00,None,Kamui,KOBAYASHI,P,,JPN,,210,121,,01:00:00,None,Nyck,DE VRIES,P,,NED,,9152,178,,01:00:00,None,,,,,,,,,,,,,,,,,,,
15,311,23,3:27.974,+1.818,+0.184,235.9,25,Cadillac Whelen,HYPERCAR,H,,Cadillac V-Series.R,M,94020,6445,4167,6203,4097,66,,,CADILLAC WHELEN,,Jack,AITKEN,P,,GBR,,10508,188,,01:00:00,None,Felipe,DRUGOVICH,P,,BRA,,11470,32,,01:00:00,None,Frederik,VESTI,P,,DEN,,11447,57,,01:00:00,None,,,,,,,,,,,,,,,,,,,
16,99,21,3:28.346,+2.190,+0.372,235.4,22,Proton Competition,HYPERCAR,H,,Porsche 963,M,93995,45,4167,6176,4368,5,,HWC,PROTON,HWC,Neel,JANI,P,,SUI,,16,219,,01:00:00,None,Nicolas,PINO,S,,CHI,,10281,42,,01:00:00,None,Nicolas,VARRONE,G,,ARG,,9853,13,,01:00:00,None,,,,,,,,,,,,,,,,,,,
17,007,3,3:28.400,+2.244,+0.054,235.4,24,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,97745,6427,4167,6273,260,66,,,ASTON MARTIN,,Harry,TINCKNELL,P,,GBR,,303,188,,01:00:00,None,Tom,GAMBLE,G,,GBR,,9549,188,,01:00:00,None,Ross,GUNN,P,,GBR,,8402,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
18,36,3,3:28.451,+2.295,+0.051,235.3,27,Alpine Endurance Team,HYPERCAR,H,,Alpine A424,M,93975,6360,4167,6237,21,70,,,ALPINE,,Mick,SCHUMACHER,P,,GER,,11362,5,,01:00:00,None,Frédéric,MAKOWIECKI,P,,FRA,,61,70,,01:00:00,None,Jules,GOUNON,P,,FRA,,9500,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
19,94,2,3:28.530,+2.374,+0.079,235.2,24,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,93993,6151,4167,6112,4014,70,,,PEUGEOT TE,,Loïc,DUVAL,P,,FRA,,14,70,,01:00:00,None,Malthe,JAKOBSEN,G,,DEN,,9610,57,,01:00:00,None,Stoffel,VANDOORNE,P,,BEL,,9520,23,,01:00:00,None,,,,,,,,,,,,,,,,,,,
20,101,15,3:28.909,+2.753,+0.379,234.8,25,Cadillac WTR,HYPERCAR,H,,Cadillac V-Series.R,M,94019,6444,4167,6203,4097,66,,,CADILLAC WTR,,Ricky,TAYLOR,P,,USA,,253,66,,01:00:00,None,Jordan,TAYLOR,P,,USA,,181,66,,01:00:00,None,Filipe,ALBUQUERQUE,P,,POR,,306,184,,01:00:00,None,,,,,,,,,,,,,,,,,,,
21,6,6,3:29.542,+3.386,+0.633,234.1,20,Porsche Penske Motorsport,HYPERCAR,H,,Porsche 963,M,93961,6283,4167,6176,4368,5,,,PORSCHE PENSKE,,Kévin,ESTRE,P,,FRA,,1292,70,,01:00:00,None,Laurens,VANTHOOR,P,,BEL,,1124,23,,01:00:00,None,Matt,CAMPBELL,P,,AUS,,8944,16,,01:00:00,None,,,,,,,,,,,,,,,,,,,
22,199,6,3:37.515,+11.359,+7.973,225.5,26,AO by TF,LMP2,P/A,,Oreca 07 - Gibson,G,94018,6369,3,5626,256,66,,,AO BY TF,,PJ,HYETT,B,,USA,,10826,66,,06:00:00,14:00:00,Dane,CAMERON,P,,USA,,10328,66,,01:00:00,None,Louis,DELETRAZ,G,,SUI,,9621,219,,01:00:00,None,,,,,,,,,,,,,,,,,,,
23,22,3,3:38.644,+12.488,+1.129,224.4,25,United Autosports,LMP2,,,Oreca 07 - Gibson,G,94005,532,3,5626,256,188,,,UNITED,,Renger,VAN DER ZANDE,P,,NED,,1920,178,,01:00:00,None,Pietro,FITTIPALDI,G,,USA,,9171,66,,01:00:00,None,David,HEINEMEIER HANSSON,S,,DEN,,11046,57,,06:00:00,14:00:00,,,,,,,,,,,,,,,,,,,
24,37,12,3:38.720,+12.564,+0.076,224.3,24,CLX - Pure Rxcing,LMP2,,,Oreca 07 - Gibson,G,94012,6425,3,5626,256,137,,,CLX PURE RXCING,,Aliaksandr,MALYKHIN,S,,KNA,,10938,198,,06:00:00,14:00:00,Tom,BLOMQVIST,P,,GBR,,8318,188,,01:00:00,None,Tristan,VAUTIER,G,,FRA,,530,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
25,29,7,3:38.975,+12.819,+0.255,224.0,25,TDS Racing,LMP2,P/A,,Oreca 07 - Gibson,G,94010,6350,3,5626,256,70,,,TDS RACING,,Rodrigo,SALES,B,,USA,,9754,66,,06:00:00,14:00:00,Mathias,BECHE,G,,SUI,,151,219,,01:00:00,None,Clément,NOVALAK,G,,FRA,,11254,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
26,48,8,3:38.997,+12.841,+0.022,224.0,27,VDS Panis Racing,LMP2,,,Oreca 07 - Gibson,G,94015,6426,3,5626,256,70,,,VDS PANIS,,Oliver,GRAY,S,,GBR,,11468,188,,06:00:00,14:00:00,Esteban,MASSON,G,,FRA,,11272,70,,01:00:00,None,Franck,PERERA,P,,FRA,,1660,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
27,183,15,3:39.360,+13.204,+0.363,223.6,26,AF Corse,LMP2,P/A,,Oreca 07 - Gibson,G,94017,16,3,5626,256,119,,,AF CORSE,,François,PERRODO,B,,FRA,,260,70,,06:00:00,14:00:00,Matthieu,VAXIVIERE,G,,FRA,,7798,70,,01:00:00,None,Antonio,FELIX DA COSTA,P,,POR,,9024,184,,01:00:00,None,,,,,,,,,,,,,,,,,,,
28,24,5,3:39.522,+13.366,+0.162,223.5,24,Nielsen Racing,LMP2,P/A,,Oreca 07 - Gibson,G,94007,5670,3,5626,256,188,,,NIELSEN RACING,,Naveen,RAO,B,,USA,,10398,66,,06:00:00,14:00:00,Cem,BÖLÜKBASI,S,,TUR,,10133,240,,06:00:00,14:00:00,Colin,BRAUN,G,,USA,,4667,66,,01:00:00,None,,,,,,,,,,,,,,,,,,,
29,25,15,3:39.559,+13.403,+0.037,223.4,26,Algarve Pro Racing,LMP2,,,Oreca 07 - Gibson,G,94008,92,3,5626,256,184,,,APR,,Matthias,KAISER,S,,LIE,,9546,136,,06:00:00,14:00:00,Lorenzo,FLUXA,G,,ESP,,11246,64,,01:00:00,None,Théo,POURCHAIRE,P,,FRA,,11672,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
30,9,15,3:39.560,+13.404,+0.001,223.4,26,Iron Lynx - Proton,LMP2,,,Oreca 07 - Gibson,G,94002,6371,3,5626,256,5,,,IRONLYNX-PROTON,,Jonas,RIED,S,,GER,,10879,5,,06:00:00,14:00:00,Maceo,CAPIETTO,S,,FRA,,11469,70,,06:00:00,14:00:00,Reshad,DE GÉRUS,G,,FRA,,10416,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
31,43,22,3:39.561,+13.405,+0.001,223.4,26,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,94013,402,3,5626,256,181,,,INTER EUROPOL,,Jakub,SMIECHOWSKI,S,,POL,,1670,181,,06:00:00,14:00:00,Tom,DILLMANN,G,,FRA,,1352,70,,01:00:00,None,Nick,YELLOLY,P,,GBR,,11946,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
32,23,3,3:39.840,+13.684,+0.279,223.1,25,United Autosports,LMP2,P/A,,Oreca 07 - Gibson,G,94006,532,3,5626,256,188,,,UNITED,,Daniel,SCHNEIDER,B,,BRA,,9601,32,,06:00:00,14:00:00,Oliver,JARVIS,P,,GBR,,93,188,,01:00:00,None,Benjamin,HANLEY,G,,GBR,,1972,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
33,45,15,3:39.933,+13.777,+0.093,223.0,24,Algarve Pro Racing,LMP2,P/A,,Oreca 07 - Gibson,G,94014,92,3,5626,256,184,,,APR,,George,KURTZ,B,,USA,,11041,66,,06:00:00,14:00:00,Nicky,CATSBURG,P,,NED,,9020,178,,01:00:00,None,Alexander,QUINN,G,,GBR,,11463,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
34,28,15,3:39.959,+13.803,+0.026,223.0,25,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,94009,522,3,5626,256,70,,,IDEC SPORT,,Paul,LAFARGUE,S,,FRA,,1552,70,,06:00:00,14:00:00,Job,VAN UITERT,G,,NED,,8984,178,,01:00:00,None,Sebastian,ALVAREZ,S,,MEX,,10425,151,,06:00:00,14:00:00,,,,,,,,,,,,,,,,,,,
35,11,22,3:40.281,+14.125,+0.322,222.7,26,Proton Competition,LMP2,P/A,,Oreca 07 - Gibson,G,94003,45,3,5626,256,5,,,PROTON,,Giorgio,RODA,B,,ITA,,458,119,,06:00:00,14:00:00,Rene,BINDER,G,,AUT,,9190,17,,01:00:00,None,Bent,VISCAAL,G,,NED,,10541,178,,01:00:00,None,,,,,,,,,,,,,,,,,,,
36,16,21,3:40.491,+14.335,+0.210,222.5,25,RLR M Sport,LMP2,P/A,,Oreca 07 - Gibson,G,94004,530,3,5626,256,188,,,RLR M SPORT,,Michael,JENSEN,B,,DEN,,9543,57,,06:00:00,14:00:00,Ryan,CULLEN,S,,GBR,,492,188,,06:00:00,14:00:00,Patrick,PILET,P,,FRA,,68,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
37,18,14,3:40.927,+14.771,+0.436,222.0,25,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,94022,6145,3,5626,256,70,,,IDEC SPORT,,Jamie,CHADWICK,S,,GBR,,10298,188,,06:00:00,14:00:00,Mathys,JAUBERT,S,,FRA,,10748,70,,06:00:00,14:00:00,André,LOTTERER,P,,GER,,7,5,,01:00:00,None,,,,,,,,,,,,,,,,,,,
38,34,11,3:41.517,+15.361,+0.590,221.4,26,Inter Europol Competition,LMP2,P/A,,Oreca 07 - Gibson,G,94011,402,3,5626,256,181,,,INTER EUROPOL,,Nicholas,BOULLE,B,,USA,,9295,66,,06:00:00,14:00:00,Jean-Baptiste,SIMMENAUER,G,,FRA,,9342,70,,01:00:00,None,Luca,GHIOTTO,P,,ITA,,9577,119,,01:00:00,None,,,,,,,,,,,,,,,,,,,
39,87,4,3:55.422,+29.266,+13.905,208.4,21,Akkodis ASP Team,LMGT3,,,Lexus RC F LMGT3,G,93989,6361,4183,6248,4443,70,,,AKKODIS ASP,,Petru,UMBRARESCU,B,,ROU,,11848,187,,06:00:00,14:00:00,Jose Maria,LOPEZ,P,,ARG,,8418,13,,01:00:00,None,Clemens,SCHMID,S,,AUT,,11594,17,,06:00:00,14:00:00,,,,,,,,,,,,,,,,,,,
40,78,3,3:55.449,+29.293,+0.027,208.3,20,Akkodis ASP Team,LMGT3,,,Lexus RC F LMGT3,G,93985,6361,4183,6248,4443,70,,,AKKODIS ASP,,Arnold,ROBIN,B,,FRA,,9302,70,,06:00:00,14:00:00,Jack,HAWKSWORTH,G,,GBR,,10867,188,,01:00:00,None,Finn,GEHRSITZ,S,,GER,,10113,5,,06:00:00,14:00:00,,,,,,,,,,,,,,,,,,,
41,92,5,3:55.986,+29.830,+0.537,207.9,26,Manthey 1ST Phorm,LMGT3,,,Porsche 911 GT3 R LMGT3,G,93991,6428,4183,6250,4368,5,,,MANTHEY,,Ryan,HARDWICK,B,,USA,,10846,66,,06:00:00,14:00:00,Riccardo,PERA,S,,ITA,,9187,119,,06:00:00,14:00:00,Richard,LIETZ,P,,AUT,,66,17,,01:00:00,None,,,,,,,,,,,,,,,,,,,
42,57,3,3:56.594,+30.438,+0.608,207.3,24,Kessel Racing,LMGT3,,,Ferrari 296 LMGT3,G,93997,120,4183,6245,3,219,,,KESSEL RACING,,Takeshi,KIMURA,B,,JPN,,9416,121,,06:00:00,14:00:00,Daniel,SERRA,P,,BRA,,500,32,,01:00:00,None,Casper,STEVENSON,S,,GBR,,10872,188,,06:00:00,14:00:00,,,,,,,,,,,,,,,,,,,
43,61,4,3:56.913,+30.757,+0.319,207.1,21,Iron Lynx,LMGT3,,,Mercedes-AMG LMGT3,G,93983,5979,4183,6272,4314,119,,,IRON LYNX,,Martin,BERRY,B,,AUS,,10878,16,,06:00:00,14:00:00,Lin,HODENIUS,S,,NED,,11868,178,,06:00:00,14:00:00,Maxime,MARTIN,P,,BEL,,157,23,,01:00:00,None,,,,,,,,,,,,,,,,,,,
44,27,9,3:56.955,+30.799,+0.042,207.0,24,Heart of Racing Team,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,93971,6366,4183,6242,260,66,,,HEART OF RACING,,Ian,JAMES,B,,USA,,6531,66,,06:00:00,14:00:00,Mattia,DRUDI,P,,ITA,,9323,119,,01:00:00,None,Zacharie,ROBICHON,S,,CAN,,10636,40,,06:00:00,14:00:00,,,,,,,,,,,,,,,,,,,
45,21,15,3:57.013,+30.857,+0.058,207.0,25,Vista AF Corse,LMGT3,,,Ferrari 296 LMGT3,G,93970,6367,4183,6245,3,119,,,VISTA AF,,François,HERIAU,B,,FRA,,1630,70,,06:00:00,14:00:00,Simon,MANN,S,,GBR,,10161,188,,06:00:00,14:00:00,Alessio,ROVERA,P,,ITA,,9837,119,,01:00:00,None,,,,,,,,,,,,,,,,,,,
46,90,19,3:57.136,+30.980,+0.123,206.9,24,Manthey,LMGT3,,,Porsche 911 GT3 R LMGT3,G,93999,6362,4183,6250,4368,5,,,MANTHEY,,Antares,AU,B,,HKG,,10412,92,,06:00:00,14:00:00,Loek,HARTOG,S,,NED,,11949,178,,06:00:00,14:00:00,Klaus,BACHLER,P,,AUT,,291,17,,01:00:00,None,,,,,,,,,,,,,,,,,,,
47,54,9,3:57.286,+31.130,+0.150,206.7,25,Vista AF Corse,LMGT3,,,Ferrari 296 LMGT3,G,93980,6367,4183,6245,3,119,,,VISTA AF,,Thomas,FLOHR,B,,SUI,,454,219,,06:00:00,14:00:00,Francesco,CASTELLACCI,S,,ITA,,456,119,,06:00:00,14:00:00,Davide,RIGON,P,,ITA,,266,119,,01:00:00,None,,,,,,,,,,,,,,,,,,,
48,193,5,3:57.370,+31.214,+0.084,206.7,25,Ziggo Sport Tempesta,LMGT3,,,Ferrari 296 LMGT3,G,94001,6446,4183,6245,3,188,,,ZIGGO TEMPESTA,,Jonathan,HUI,B,,HKG,,9820,92,,06:00:00,14:00:00,Christopher,FROGGATT,S,,GBR,,9819,188,,06:00:00,14:00:00,Edward,CHEEVER,G,,ITA,,9042,119,,01:00:00,None,,,,,,,,,,,,,,,,,,,
49,46,13,3:57.405,+31.249,+0.035,206.6,21,Team WRT,LMGT3,,,BMW M4 LMGT3,G,93977,5518,4183,6275,4447,23,,,TEAM WRT,,Ahmad,AL HARTHY,B,,OMA,,8810,170,,06:00:00,14:00:00,Valentino,ROSSI,S,,ITA,,11049,119,,06:00:00,14:00:00,Kelvin,VAN DER LINDE,P,,RSA,,10415,2,,01:00:00,None,,,,,,,,,,,,,,,,,,,
