NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,PITREF_time,PITREF_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
007,1,1,4:41.878,0,B,1:26.836,0,1:27.016,0,1:48.026,0,172.2,4:41.878,14:49:41.878,1:26.836,1:27.016,1:48.026,236.7,Harry TINCKNELL,0:00:46.171,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,86.836,87.016,108.026,52.601,52.601,14.760,1:07.361,19.475,1:26.836,37.820,2:04.656,4.907,2:09.563,26.801,2:36.364,17.488,2:53.852,6.798,3:00.650,38.815,3:39.465,17.313,3:56.778,17.329,4:14.107,8.567,4:22.674,3.027,4:25.701,,,,4:41.878,
007,1,2,10:03.043,0,,7:04.235,0,1:21.706,0,1:37.102,0,81.3,14:44.921,14:59:44.921,7:04.235,1:21.706,1:37.102,329.8,Harry TINCKNELL,0:06:36.734,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,424.235,81.706,97.102,6:33.960,6:33.960,14.022,6:47.982,16.253,7:04.235,33.977,7:38.212,4.796,7:43.008,25.820,8:08.828,17.113,8:25.941,6.671,8:32.612,36.864,9:09.476,16.862,9:26.338,16.179,9:42.517,7.911,9:50.428,2.735,9:53.163,6.371,9:59.534,3.509,10:03.043,
007,1,3,3:29.269,2,,33.079,1,1:20.045,1,1:36.145,1,234.4,18:14.190,15:03:14.190,0:33.079,1:20.045,1:36.145,331.8,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.079,80.045,96.145,8.100,8.100,10.158,18.258,14.821,33.079,33.036,1:06.115,4.773,1:10.888,25.445,1:36.333,16.791,1:53.124,6.672,1:59.796,36.530,2:36.326,16.747,2:53.073,15.762,3:08.835,7.915,3:16.750,2.640,3:19.390,6.258,3:25.648,3.621,3:29.269,
007,1,4,3:30.486,0,,33.381,0,1:20.262,0,1:36.843,0,233.0,21:44.676,15:06:44.676,0:33.381,1:20.262,1:36.843,332.9,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.381,80.262,96.843,8.124,8.124,10.399,18.523,14.858,33.381,33.006,1:06.387,4.796,1:11.183,25.604,1:36.787,16.856,1:53.643,6.667,2:00.310,36.462,2:36.772,16.792,2:53.564,16.152,3:09.716,7.893,3:17.609,2.741,3:20.350,6.554,3:26.904,3.582,3:30.486,
007,1,5,3:39.698,0,B,33.588,0,1:20.464,0,1:45.646,0,223.3,25:24.374,15:10:24.374,0:33.588,1:20.464,1:45.646,333.9,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.588,80.464,105.646,8.204,8.204,10.466,18.670,14.918,33.588,33.228,1:06.816,4.798,1:11.614,25.646,1:37.260,16.792,1:54.052,6.737,2:00.789,36.745,2:37.534,17.145,2:54.679,16.768,3:11.447,8.271,3:19.718,2.815,3:22.533,,,,3:39.698,
007,1,6,9:46.106,0,,6:46.484,0,1:22.173,0,1:37.449,0,83.7,35:10.480,15:20:10.480,6:46.484,1:22.173,1:37.449,311.8,Harry TINCKNELL,0:06:21.379,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,406.484,82.173,97.449,6:18.312,6:18.312,12.189,6:30.501,15.983,6:46.484,34.128,7:20.612,4.782,7:25.394,26.297,7:51.691,16.966,8:08.657,6.737,8:15.394,36.701,8:52.095,16.830,9:08.925,16.280,9:25.205,8.010,9:33.215,2.834,9:36.049,6.466,9:42.515,3.591,9:46.106,
007,1,7,3:40.197,0,B,33.610,0,1:20.777,0,1:45.810,0,222.8,38:50.677,15:23:50.677,0:33.610,1:20.777,1:45.810,332.9,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.610,80.777,105.810,8.090,8.090,10.420,18.510,15.100,33.610,33.277,1:06.887,4.759,1:11.646,25.855,1:37.501,16.886,1:54.387,6.828,2:01.215,36.527,2:37.742,16.956,2:54.698,18.137,3:12.835,8.109,3:20.944,2.896,3:23.840,,,,3:40.197,
007,2,8,8:55.427,0,,5:56.721,0,1:20.902,0,1:37.804,0,91.6,47:46.104,15:32:46.104,5:56.721,1:20.902,1:37.804,334.9,Tom GAMBLE,0:05:30.782,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,356.721,80.902,97.804,5:27.398,5:27.398,12.096,5:39.494,17.227,5:56.721,33.524,6:30.245,4.775,6:35.020,25.676,7:00.696,16.927,7:17.623,6.818,7:24.441,36.787,8:01.228,16.707,8:17.935,16.448,8:34.383,8.037,8:42.420,2.841,8:45.261,6.617,8:51.878,3.549,8:55.427,
007,2,9,3:31.157,0,,33.688,0,1:20.309,0,1:37.160,0,232.3,51:17.261,15:36:17.261,0:33.688,1:20.309,1:37.160,337.0,Tom GAMBLE,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.688,80.309,97.160,8.055,8.055,10.628,18.683,15.005,33.688,33.134,1:06.822,4.756,1:11.578,25.622,1:37.200,16.797,1:53.997,6.791,2:00.788,36.660,2:37.448,16.687,2:54.135,16.172,3:10.307,7.908,3:18.215,2.811,3:21.026,6.584,3:27.610,3.547,3:31.157,
007,2,10,3:33.327,0,,34.401,0,1:19.905,2,1:39.021,0,229.9,54:50.588,15:39:50.588,0:34.401,1:19.905,1:39.021,334.9,Tom GAMBLE,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,34.401,79.905,99.021,8.028,8.028,10.634,18.662,15.739,34.401,33.025,1:07.426,4.737,1:12.163,25.421,1:37.584,16.722,1:54.306,6.874,2:01.180,36.640,2:37.820,16.742,2:54.562,16.454,3:11.016,8.042,3:19.058,3.111,3:22.169,7.659,3:29.828,3.499,3:33.327,
