POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,100,6,4:04.531,-,-,200.6,6,Ancel Motorsport,992,,,Porsche 992 Cup,,,,,,,,,,,,Clément,LOEUL,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,74,7,4:05.335,+0.804,+0.804,199.9,7,ABM,992,,,Porsche 992 Cup,,,,,,,,,,,,Victor,BLUGEON,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,97,7,4:05.460,+0.929,+0.125,199.8,7,Martinet by ALmeras,992,,,Porsche 992 Cup,,,,,,,,,,,,Enzo,JOULIE,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,48,5,4:06.232,+1.701,+0.772,199.2,7,HRT Performance,992,,,Porsche 992 Cup,,,,,,,,,,,,Steve,GAMBRELL,,,GBR,,,,,,,Kim André,HAUSCHILD,,,GER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,64,2,4:06.902,+2.371,+0.670,198.7,7,Blackthorn,R,,,Porsche 991 GT3 R,,,,,,,,,,,,Charlie,BATEMAN,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,6,4:06.977,+2.446,+0.075,198.6,6,ABM,992,,,Porsche992 Cup,,,,,,,,,,,,Jean Philippe,GAMBARO,,,FRA,,,,,,,Yann,DIDRY,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,24,7,4:07.975,+3.444,+0.998,197.8,7,Huber Racing,992,,,Porsche 992 Cup,,,,,,,,,,,,Riley,GIACOMAZZI,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,6,4:08.687,+4.156,+0.712,197.3,6,Schumacher IMSA,992,,,Porsche 992 Cup,,,,,,,,,,,,Alexandr,ARTEMYEV,,,KAZ,,,,,,,Romano,RICCI,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,46,6,4:08.692,+4.161,+0.005,197.2,7,2B Autosport,992,,,Porsche 992 Cup,,,,,,,,,,,,César,VANDEWOESTINE,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,288,7,4:08.742,+4.211,+0.050,197.2,7,Laptime Performance,992,,,Porsche 992 Cup,,,,,,,,,,,,Kayden,KELLY,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,20,7,4:09.952,+5.421,+1.210,196.3,7,GP Elite,992,,,Porsche 992 Cup,,,,,,,,,,,,Ziad,GERIS,,,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,32,7,4:10.028,+5.497,+0.076,196.2,7,NGT Racing BV,992,,,Porsche 992 Cup,,,,,,,,,,,,Graham,KING,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8,6,4:10.073,+5.542,+0.045,196.2,6,Driv'n Motorsport Events,992,,,Porsche 992 Cup,,,,,,,,,,,,Guillaume,RAYNAUD,,,FRA,,,,,,,Xavier,DAYRAUT,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,47,7,4:10.372,+5.841,+0.299,195.9,7,HRT Performance,992,,,Porsche 992 Cup,,,,,,,,,,,,David,TAN,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,21,2,4:10.402,+5.871,+0.030,195.9,7,GP Elite,992,,,Porsche 992 Cup,,,,,,,,,,,,Samer,SHAHIN,,,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
