POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,12,7,3:22.847,-,-,241.8,8,Cadillac Hertz Team JOTA,HYPERCAR,H,,Cadillac V-Series.R,M,93967,6429,4167,6203,4097,66,,,CADILLAC HTJ,,Will,STEVENS,P,,GBR,,11044,188,,01:00:00,None,Norman,NATO,G,,FRA,,9032,70,,01:00:00,None,Alex,LYNN,P,,GBR,,11043,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
2,15,6,3:22.887,+0.040,+0.040,241.8,7,BMW M Team WRT,HYPERCAR,H,,BMW M Hybrid V8,M,93968,6359,4167,6276,4447,5,,,BMW M TEAM WRT,,Dries,VANTHOOR,P,,BEL,,8292,23,,01:00:00,None,Raffaele,MARCIELLO,P,,SUI,,10402,219,,01:00:00,None,Kevin,MAGNUSSEN,P,,DEN,,10211,57,,01:00:00,None,,,,,,,,,,,,,,,,,,,
3,51,7,3:23.163,+0.316,+0.276,241.4,8,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,93979,6293,4167,6192,3,119,,,FERRARI AF,,Alessandro,PIER GUIDI,P,,ITA,,340,119,,01:00:00,None,James,CALADO,P,,GBR,,300,188,,01:00:00,None,Antonio,GIOVINAZZI,P,,ITA,,1976,119,,01:00:00,None,,,,,,,,,,,,,,,,,,,
4,38,7,3:23.467,+0.620,+0.304,241.1,8,Cadillac Hertz Team JOTA,HYPERCAR,H,,Cadillac V-Series.R,M,93976,6429,4167,6203,4097,66,,,CADILLAC HTJ,,Earl,BAMBER,P,,NZL,,1290,168,,01:00:00,None,Sébastien,BOURDAIS,P,,FRA,,98,70,,01:00:00,None,Jenson,BUTTON,P,,GBR,,9180,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
5,50,6,3:23.514,+0.667,+0.047,241.0,8,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,93978,6293,4167,6192,3,119,,,FERRARI AF,,Antonio,FUOCO,P,,ITA,,10091,119,,01:00:00,None,Nicklas,NIELSEN,P,,DEN,,9432,57,,01:00:00,None,Miguel,MOLINA,P,,ESP,,8526,64,,01:00:00,None,,,,,,,,,,,,,,,,,,,
6,5,6,3:23.544,+0.697,+0.030,241.0,7,Porsche Penske Motorsport,HYPERCAR,H,,Porsche 963,M,93960,6283,4167,6176,4368,5,,,PORSCHE PENSKE,,Julien,ANDLAUER,G,,FRA,,9192,70,,01:00:00,None,Michael,CHRISTENSEN,P,,DEN,,532,57,,01:00:00,None,Mathieu,JAMINET,P,,FRA,,9415,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
7,20,7,3:23.805,+0.958,+0.261,240.7,8,BMW M Team WRT,HYPERCAR,H,,BMW M Hybrid V8,M,93969,6359,4167,6276,4447,5,,,BMW M TEAM WRT,,René,RAST,P,,GER,,307,5,,01:00:00,None,Robin,FRIJNS,P,,NED,,9871,178,,01:00:00,None,Sheldon,VAN DER LINDE,P,,RSA,,11274,2,,01:00:00,None,,,,,,,,,,,,,,,,,,,
8,311,6,3:23.890,+1.043,+0.085,240.6,8,Cadillac Whelen,HYPERCAR,H,,Cadillac V-Series.R,M,94020,6445,4167,6203,4097,66,,,CADILLAC WHELEN,,Jack,AITKEN,P,,GBR,,10508,188,,01:00:00,None,Felipe,DRUGOVICH,P,,BRA,,11470,32,,01:00:00,None,Frederik,VESTI,P,,DEN,,11447,57,,01:00:00,None,,,,,,,,,,,,,,,,,,,
9,36,8,3:23.945,+1.098,+0.055,240.5,8,Alpine Endurance Team,HYPERCAR,H,,Alpine A424,M,93975,6360,4167,6237,21,70,,,ALPINE,,Mick,SCHUMACHER,P,,GER,,11362,5,,01:00:00,None,Frédéric,MAKOWIECKI,P,,FRA,,61,70,,01:00:00,None,Jules,GOUNON,P,,FRA,,9500,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
10,8,6,3:23.988,+1.141,+0.043,240.5,7,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,93964,380,4167,6206,2,121,,,TOYOTA GAZOO,,Sébastien,BUEMI,P,,SUI,,138,219,,01:00:00,None,Brendon,HARTLEY,P,,NZL,,152,168,,01:00:00,None,Ryo,HIRAKAWA,P,,JPN,,8166,121,,01:00:00,None,,,,,,,,,,,,,,,,,,,
