NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,PITREF_time,PITREF_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
007,1,1,4:07.161,0,,1:00.355,0,1:26.400,0,1:40.406,0,196.4,4:07.161,23:04:07.161,1:00.355,1:26.400,1:40.406,287.7,Harry TINCKNELL,0:00:20.857,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,60.355,86.400,100.406,26.896,26.896,14.418,41.314,19.041,1:00.355,36.404,1:36.759,4.896,1:41.655,27.254,2:08.909,17.846,2:26.755,6.959,2:33.714,38.039,3:11.753,17.082,3:28.835,16.296,3:45.131,8.132,3:53.263,3.011,3:56.274,7.353,4:03.627,3.534,4:07.161,
007,1,2,3:31.874,0,,33.935,0,1:20.912,1,1:37.027,1,231.5,7:39.035,23:07:39.035,0:33.935,1:20.912,1:37.027,328.8,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.935,80.912,97.027,8.129,8.129,10.411,18.540,15.395,33.935,33.477,1:07.412,4.798,1:12.210,25.682,1:37.892,16.955,1:54.847,6.679,2:01.526,37.133,2:38.659,16.899,2:55.558,15.888,3:11.446,7.847,3:19.293,2.668,3:21.961,6.333,3:28.294,3.580,3:31.874,
007,1,3,3:32.952,0,,33.079,2,1:22.427,0,1:37.446,0,230.4,11:11.987,23:11:11.987,0:33.079,1:22.427,1:37.446,318.2,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.079,82.427,97.446,8.132,8.132,10.112,18.244,14.835,33.079,33.769,1:06.848,4.756,1:11.604,26.387,1:37.991,17.515,1:55.506,6.995,2:02.501,36.880,2:39.381,16.939,2:56.320,16.002,3:12.322,7.954,3:20.276,2.673,3:22.949,6.461,3:29.410,3.542,3:32.952,
007,1,4,5:54.706,0,,34.536,0,3:41.243,0,1:38.927,0,138.3,17:06.693,23:17:06.693,0:34.536,3:41.243,1:38.927,80.4,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,34.536,221.243,98.927,8.114,8.114,10.115,18.229,16.307,34.536,1:47.135,2:21.671,13.715,2:35.386,1:20.021,3:55.407,20.372,4:15.779,6.865,4:22.644,37.251,4:59.895,16.920,5:16.815,16.006,5:32.821,7.934,5:40.755,2.807,5:43.562,6.964,5:50.526,4.180,5:54.706,
007,1,5,3:39.212,0,B,33.844,0,1:21.272,0,1:44.096,0,223.8,20:45.905,23:20:45.905,0:33.844,1:21.272,1:44.096,304.7,Harry TINCKNELL,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.844,81.272,104.096,8.340,8.340,10.254,18.594,15.250,33.844,33.512,1:07.356,4.755,1:12.111,25.841,1:37.952,17.164,1:55.116,7.012,2:02.128,37.169,2:39.297,16.918,2:56.215,15.928,3:12.143,7.896,3:20.039,2.689,3:22.728,,,,3:39.212,
007,2,6,4:31.461,0,,1:33.170,0,1:20.600,0,1:37.691,0,180.7,25:17.366,23:25:17.366,1:33.170,1:20.600,1:37.691,332.9,Tom GAMBLE,0:01:09.703,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,93.170,80.600,97.691,1:06.291,1:06.291,11.757,1:18.048,15.122,1:33.170,33.089,2:06.259,4.792,2:11.051,25.739,2:36.790,16.980,2:53.770,6.770,3:00.540,37.036,3:37.576,16.936,3:54.512,16.206,4:10.718,7.998,4:18.716,2.762,4:21.478,6.484,4:27.962,3.499,4:31.461,
007,2,7,3:30.861,2,,33.558,0,1:20.447,2,1:36.856,2,232.6,28:48.227,23:28:48.227,0:33.558,1:20.447,1:36.856,333.9,Tom GAMBLE,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.558,80.447,96.856,8.095,8.095,10.393,18.488,15.070,33.558,33.105,1:06.663,4.785,1:11.448,25.634,1:37.082,16.923,1:54.005,6.689,2:00.694,36.741,2:37.435,16.841,2:54.276,16.088,3:10.364,7.861,3:18.225,2.712,3:20.937,6.325,3:27.262,3.599,3:30.861,
007,2,8,3:34.086,0,,33.713,0,1:20.547,0,1:39.826,0,229.1,32:22.313,23:32:22.313,0:33.713,1:20.547,1:39.826,330.8,Tom GAMBLE,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.713,80.547,99.826,8.097,8.097,10.320,18.417,15.296,33.713,33.359,1:07.072,4.768,1:11.840,25.482,1:37.322,16.938,1:54.260,6.699,2:00.959,37.853,2:38.812,16.777,2:55.589,17.438,3:13.027,7.952,3:20.979,2.949,3:23.928,6.694,3:30.622,3.464,3:34.086,
007,2,9,3:32.284,0,,33.229,1,1:20.703,0,1:38.352,0,231.1,35:54.597,23:35:54.597,0:33.229,1:20.703,1:38.352,329.8,Tom GAMBLE,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.229,80.703,98.352,8.030,8.030,10.195,18.225,15.004,33.229,33.485,1:06.714,4.740,1:11.454,25.562,1:37.016,16.916,1:53.932,6.732,2:00.664,36.930,2:37.594,16.793,2:54.387,15.895,3:10.282,7.909,3:18.191,3.249,3:21.440,7.327,3:28.767,3.517,3:32.284,
007,2,10,3:39.909,0,B,33.250,0,1:21.193,0,1:45.466,0,223.1,39:34.506,23:39:34.506,0:33.250,1:21.193,1:45.466,307.3,Tom GAMBLE,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.250,81.193,105.466,8.050,8.050,10.332,18.382,14.868,33.250,33.288,1:06.538,4.745,1:11.283,25.864,1:37.147,17.296,1:54.443,6.713,2:01.156,38.549,2:39.705,16.907,2:56.612,15.756,3:12.368,7.955,3:20.323,2.758,3:23.081,,,,3:39.909,
