POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,97,4,4:26.260,-,-,184.2,5,Martinet by ALmeras,992,,,Porsche 992 Cup,,,,,,,,,,,,Enzo,JOULIE,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,74,4,4:27.993,+1.733,+1.733,183.0,5,ABM,992,,,Porsche 992 Cup,,,,,,,,,,,,Victor,BLUGEON,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,45,4,4:28.193,+1.933,+0.200,182.9,4,2B Autosport,992,,,Porsche 992 Cup,,,,,,,,,,,,Karl,VANDEWOESTINE,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,93,5,4:29.705,+3.445,+1.512,181.9,5,Martinet by ALmeras,992,,,Porsche 992 Cup,,,,,,,,,,,,Rodney,JANE,,,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,52,5,4:29.810,+3.550,+0.105,181.8,5,Porsche Track Experience operated by Manthey,992,,,Porsche 992 Cup,,,,,,,,,,,,Joel,MONEGRO,,,DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,111,3,4:30.022,+3.762,+0.212,181.7,4,Racing Technology,992,,,Porsche 992 Cup,,,,,,,,,,,,Sylvain,NOEL,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,49,5,4:30.603,+4.343,+0.581,181.3,5,Speed Lover,992,,,Porsche 992 Cup,,,,,,,,,,,,John,de WILDE,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,24,4,4:30.801,+4.541,+0.198,181.1,4,Huber Racing,992,,,Porsche 992 Cup,,,,,,,,,,,,Riley,GIACOMAZZI,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31,2,4:31.199,+4.939,+0.398,180.9,5,LM31 by Racetivity,992,,,Porsche 992 Cup,,,,,,,,,,,,Louis,MERIC,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,55,5,4:31.915,+5.655,+0.716,180.4,5,Graves Motorsport,992,,,Porsche 992 Cup,,,,,,,,,,,,Jonathan,BEESON,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,64,4,4:32.068,+5.808,+0.153,180.3,4,Blackthorn,R,,,Porsche 991 GT3 R,,,,,,,,,,,,Charlie,BATEMAN,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,5,4:32.094,+5.834,+0.026,180.3,5,GP Elite,992,,,Porsche 992 Cup,,,,,,,,,,,,Samer,SHAHIN,,,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,37,5,4:32.887,+6.627,+0.793,179.8,5,HRT Performance,992,,,Porsche 992 Cup,,,,,,,,,,,,Gregg,GORSKI,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,100,3,4:33.016,+6.756,+0.129,179.7,4,Ancel Motorsport,992,,,Porsche 992 Cup,,,,,,,,,,,,Clément,LOEUL,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,8,4,4:33.065,+6.805,+0.049,179.6,4,Driv'n Motorsport Events,992,,,Porsche 992 Cup,,,,,,,,,,,,Guillaume,RAYNAUD,,,FRA,,,,,,,Xavier,DAYRAUT,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,22,5,4:33.499,+7.239,+0.434,179.4,5,ABM,992,,,Porsche 992 Cup,,,,,,,,,,,,Gilles,COLOMBANI,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,288,2,4:33.645,+7.385,+0.146,179.3,4,Laptime Performance,992,,,Porsche 992 Cup,,,,,,,,,,,,Kayden,KELLY,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,47,5,4:34.150,+7.890,+0.505,178.9,5,HRT Performance,992,,,Porsche 992 Cup,,,,,,,,,,,,David,TAN,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7,3,4:34.490,+8.230,+0.340,178.7,4,ABM,992,,,Porsche992 Cup,,,,,,,,,,,,Jean Philippe,GAMBARO,,,FRA,,,,,,,Yann,DIDRY,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,32,4,4:34.522,+8.262,+0.032,178.7,5,NGT Racing BV,992,,,Porsche 992 Cup,,,,,,,,,,,,Graham,KING,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,888,4,4:34.743,+8.483,+0.221,178.5,5,Lajoux Racing,992,,,Porsche 992 Cup,,,,,,,,,,,,Stéphane,PERRIN,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23,3,4:35.397,+9.137,+0.654,178.1,5,Mougins Autosport Racing,992,,,Porsche 992 Cup,,,,,,,,,,,,Anthony,VINCE,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,48,2,4:35.404,+9.144,+0.007,178.1,4,HRT Performance,992,,,Porsche 992 Cup,,,,,,,,,,,,Steve,GAMBRELL,,,GBR,,,,,,,Kim André,HAUSCHILD,,,GER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,20,2,4:35.897,+9.637,+0.493,177.8,5,GP Elite,992,,,Porsche 992 Cup,,,,,,,,,,,,Ziad,GERIS,,,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,91,4,4:36.038,+9.778,+0.141,177.7,4,Martinet by ALmeras,992,,,Porsche 992 Cup,,,,,,,,,,,,Marc,CINI,,,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,56,3,4:36.313,+10.053,+0.275,177.5,4,Ancel Motorsport,992,,,Porsche 992 Cup,,,,,,,,,,,,Hervé,TREMBLAYE,,,FRA,,,,,,,Frédéric,ANCEL,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,46,5,4:36.586,+10.326,+0.273,177.4,5,2B Autosport,992,,,Porsche 992 Cup,,,,,,,,,,,,César,VANDEWOESTINE,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,15,3,4:36.801,+10.541,+0.215,177.2,4,GDL Racing,992,,,Porsche 992 Cup,,,,,,,,,,,,Bashar,MARDINI,,,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,87,5,4:37.232,+10.972,+0.431,176.9,5,Speed Lover,992,,,Porsche 992 Cup,,,,,,,,,,,,Dominique,BASTIEN,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,10,4,4:37.926,+11.666,+0.694,176.5,4,Schumacher IMSA,992,,,Porsche 992 Cup,,,,,,,,,,,,Alexandr,ARTEMYEV,,,KAZ,,,,,,,Romano,RICCI,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,96,5,4:37.935,+11.675,+0.009,176.5,5,Martinet by ALmeras,992,,,Porsche 992 Cup,,,,,,,,,,,,Adrian,D SILVA,,,MAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,72,5,4:37.975,+11.715,+0.040,176.5,5,Glinche Racing,GT4 RS,,,Porsche 718 GT4 RS,,,,,,,,,,,,Lucas,GLINCHE,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,39,5,4:38.017,+11.757,+0.042,176.4,5,HRT Performance,992,,,Porsche 992 Cup,,,,,,,,,,,,Axel,SARTINGEN,,,GER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
