TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,AIR_TEMP_UNIT,TRACK_TEMP_UNIT,PRESSURE_UNIT,WIND_SPEED_UNIT,
1783879573,7/12/2026 6:06:13 PM,81.69998,125.96,39,29.1911239821,3.9,168,-1,ºF,ºF,inHg,MPH,
1783879643,7/12/2026 6:07:23 PM,81.80006,125.78,40,29.1921280055,3.2,163,-1,ºF,ºF,inHg,MPH,
1783879703,7/12/2026 6:08:23 PM,81.80006,125.42,40,29.1921280055,2.6,134,-1,ºF,ºF,inHg,MPH,
1783879773,7/12/2026 6:09:33 PM,81.60008,125.24,41,29.1921280055,2.6,130,-1,ºF,ºF,inHg,MPH,
1783879833,7/12/2026 6:10:33 PM,81.39992,125.06,39,29.1931320289,0.6,304,-1,ºF,ºF,inHg,MPH,
1783879903,7/12/2026 6:11:43 PM,81.30002,124.88,39,29.1921280055,0.6,149,-1,ºF,ºF,inHg,MPH,
1783879973,7/12/2026 6:12:53 PM,81.30002,124.88,40,29.1931320289,1.3,132,-1,ºF,ºF,inHg,MPH,
1783880033,7/12/2026 6:13:53 PM,81.30002,124.52,41,29.1941065222,1.9,150,-1,ºF,ºF,inHg,MPH,
1783880103,7/12/2026 6:15:03 PM,81.60008,124.7,40,29.1941065222,1.3,161,-1,ºF,ºF,inHg,MPH,
1783880163,7/12/2026 6:16:03 PM,81.80006,124.34,40,29.1941065222,1.9,153,-1,ºF,ºF,inHg,MPH,
1783880223,7/12/2026 6:17:03 PM,81.89996,124.16,41,29.1931320289,3.9,111,-1,ºF,ºF,inHg,MPH,
1783880293,7/12/2026 6:18:13 PM,81.80006,123.98,40,29.1931320289,3.2,142,-1,ºF,ºF,inHg,MPH,
1783880353,7/12/2026 6:19:13 PM,81.69998,123.98,39,29.1931320289,2.6,143,-1,ºF,ºF,inHg,MPH,
1783880423,7/12/2026 6:20:23 PM,81.39992,123.8,39,29.1931320289,3.9,192,-1,ºF,ºF,inHg,MPH,
1783880483,7/12/2026 6:21:23 PM,81.30002,123.62,40,29.1911239821,1.9,208,-1,ºF,ºF,inHg,MPH,
1783880543,7/12/2026 6:22:23 PM,81.30002,123.98,43,29.1901199587,1.9,127,-1,ºF,ºF,inHg,MPH,
1783880613,7/12/2026 6:23:33 PM,81.30002,123.8,40,29.1901199587,5.2,121,-1,ºF,ºF,inHg,MPH,
1783880673,7/12/2026 6:24:33 PM,81.10004,123.62,41,29.1881119119,5.9,130,-1,ºF,ºF,inHg,MPH,
1783880733,7/12/2026 6:25:33 PM,81.10004,123.44,41,29.1901199587,1.9,137,-1,ºF,ºF,inHg,MPH,
1783880803,7/12/2026 6:26:43 PM,81.30002,123.62,41,29.1891159353,3.9,183,-1,ºF,ºF,inHg,MPH,
1783880873,7/12/2026 6:27:53 PM,81.39992,123.26,41,29.1901199587,3.9,160,-1,ºF,ºF,inHg,MPH,
1783880933,7/12/2026 6:28:53 PM,81.39992,123.26,40,29.1911239821,1.3,99,-1,ºF,ºF,inHg,MPH,
1783880993,7/12/2026 6:29:53 PM,81.39992,123.26,40,29.1901199587,5.2,122,-1,ºF,ºF,inHg,MPH,
1783881053,7/12/2026 6:30:53 PM,81.30002,123.26,41,29.1901199587,5.2,134,-1,ºF,ºF,inHg,MPH,
1783881123,7/12/2026 6:32:03 PM,81.19994,123.08,42,29.1881119119,2.6,139,-1,ºF,ºF,inHg,MPH,
1783881193,7/12/2026 6:33:13 PM,81.30002,123.08,42,29.1861333952,1.9,117,-1,ºF,ºF,inHg,MPH,
1783881263,7/12/2026 6:34:23 PM,81.30002,122.9,40,29.1861333952,1.9,114,-1,ºF,ºF,inHg,MPH,
1783881323,7/12/2026 6:35:23 PM,81.10004,122.72,40,29.1871078885,1.3,136,-1,ºF,ºF,inHg,MPH,
1783881383,7/12/2026 6:36:23 PM,81.10004,122.36,40,29.1861333952,1.9,136,-1,ºF,ºF,inHg,MPH,
1783881443,7/12/2026 6:37:23 PM,81.30002,122.54,42,29.1861333952,2.6,137,-1,ºF,ºF,inHg,MPH,
1783881513,7/12/2026 6:38:33 PM,81.39992,122.36,41,29.1871078885,0,120,-1,ºF,ºF,inHg,MPH,
1783881573,7/12/2026 6:39:33 PM,81.39992,122.54,41,29.1871078885,0.6,104,-1,ºF,ºF,inHg,MPH,
1783881633,7/12/2026 6:40:33 PM,81.5,122.18,40,29.1871078885,0.6,138,-1,ºF,ºF,inHg,MPH,
1783881703,7/12/2026 6:41:43 PM,81.60008,122,40,29.1871078885,1.3,156,-1,ºF,ºF,inHg,MPH,
1783881763,7/12/2026 6:42:43 PM,81.80006,121.82,40,29.1871078885,4.6,130,-1,ºF,ºF,inHg,MPH,
1783881823,7/12/2026 6:43:43 PM,81.5,121.82,42,29.1891159353,1.9,132,-1,ºF,ºF,inHg,MPH,
1783881883,7/12/2026 6:44:43 PM,81.19994,121.64,42,29.1871078885,7.9,135,-1,ºF,ºF,inHg,MPH,
1783881943,7/12/2026 6:45:43 PM,81.10004,121.64,42,29.1871078885,4.6,138,-1,ºF,ºF,inHg,MPH,
1783882003,7/12/2026 6:46:43 PM,80.99996,121.28,42,29.1871078885,3.2,132,-1,ºF,ºF,inHg,MPH,
1783882073,7/12/2026 6:47:53 PM,80.99996,121.28,42,29.1861333952,3.9,159,-1,ºF,ºF,inHg,MPH,
1783882133,7/12/2026 6:48:53 PM,80.99996,121.28,42,29.1871078885,3.9,109,-1,ºF,ºF,inHg,MPH,
1783882203,7/12/2026 6:50:03 PM,80.90006,121.46,43,29.1891159353,2.6,128,-1,ºF,ºF,inHg,MPH,
1783882263,7/12/2026 6:51:03 PM,80.99996,121.64,43,29.1881119119,1.3,123,-1,ºF,ºF,inHg,MPH,
1783882323,7/12/2026 6:52:03 PM,81.10004,121.64,43,29.1891159353,3.2,148,-1,ºF,ºF,inHg,MPH,
1783882393,7/12/2026 6:53:13 PM,81.19994,122.18,42,29.1911239821,1.3,116,-1,ºF,ºF,inHg,MPH,
1783882463,7/12/2026 6:54:23 PM,81.10004,122.18,41,29.1901199587,0.6,146,-1,ºF,ºF,inHg,MPH,
1783882523,7/12/2026 6:55:23 PM,81.19994,122.54,43,29.1901199587,3.2,158,-1,ºF,ºF,inHg,MPH,
1783882593,7/12/2026 6:56:33 PM,81.5,122.54,43,29.1881119119,6.5,157,-1,ºF,ºF,inHg,MPH,
1783882653,7/12/2026 6:57:33 PM,81.60008,122.72,43,29.1891159353,1.9,234,-1,ºF,ºF,inHg,MPH,
1783882713,7/12/2026 6:58:33 PM,81.5,122.72,43,29.1851293718,3.9,146,-1,ºF,ºF,inHg,MPH,
1783882773,7/12/2026 6:59:33 PM,81.5,122.72,43,29.1851293718,2.6,104,-1,ºF,ºF,inHg,MPH,
1783882843,7/12/2026 7:00:43 PM,81.5,122.54,43,29.1841253484,5.9,138,-1,ºF,ºF,inHg,MPH,
1783882913,7/12/2026 7:01:53 PM,81.5,122.36,43,29.1861333952,4.6,157,-1,ºF,ºF,inHg,MPH,
1783882973,7/12/2026 7:02:53 PM,81.30002,122.18,43,29.1861333952,6.5,166,-1,ºF,ºF,inHg,MPH,
1783883043,7/12/2026 7:04:03 PM,81.19994,122,43,29.1871078885,6.5,198,-1,ºF,ºF,inHg,MPH,
1783883113,7/12/2026 7:05:13 PM,80.99996,122,43,29.1861333952,7.9,153,-1,ºF,ºF,inHg,MPH,
1783883183,7/12/2026 7:06:23 PM,80.99996,121.46,43,29.1891159353,4.6,183,-1,ºF,ºF,inHg,MPH,
1783883243,7/12/2026 7:07:23 PM,80.90006,121.64,43,29.1891159353,5.2,154,-1,ºF,ºF,inHg,MPH,
1783883313,7/12/2026 7:08:33 PM,80.70008,121.46,43,29.1881119119,3.9,161,-1,ºF,ºF,inHg,MPH,
1783883383,7/12/2026 7:09:43 PM,80.79998,121.46,43,29.1901199587,4.6,153,-1,ºF,ºF,inHg,MPH,
1783883443,7/12/2026 7:10:43 PM,80.79998,121.46,43,29.1901199587,5.2,140,-1,ºF,ºF,inHg,MPH,
1783883503,7/12/2026 7:11:43 PM,80.70008,121.64,45,29.1891159353,1.9,142,-1,ºF,ºF,inHg,MPH,
1783883573,7/12/2026 7:12:53 PM,80.90006,121.28,45,29.1911239821,3.9,188,-1,ºF,ºF,inHg,MPH,
1783883643,7/12/2026 7:14:03 PM,80.99996,121.28,45,29.1911239821,2.6,203,-1,ºF,ºF,inHg,MPH,
1783883703,7/12/2026 7:15:03 PM,80.90006,121.1,43,29.1911239821,5.2,239,-1,ºF,ºF,inHg,MPH,
1783883773,7/12/2026 7:16:13 PM,80.90006,121.1,43,29.1901199587,6.5,234,-1,ºF,ºF,inHg,MPH,
1783883833,7/12/2026 7:17:13 PM,80.6,120.74,44,29.1901199587,4.6,193,-1,ºF,ºF,inHg,MPH,
1783883903,7/12/2026 7:18:23 PM,80.49992,120.74,43,29.1881119119,6.5,169,-1,ºF,ºF,inHg,MPH,
1783883973,7/12/2026 7:19:33 PM,80.49992,120.38,45,29.1901199587,7.9,159,-1,ºF,ºF,inHg,MPH,
1783884033,7/12/2026 7:20:33 PM,80.49992,120.74,45,29.1901199587,1.9,157,-1,ºF,ºF,inHg,MPH,
1783884103,7/12/2026 7:21:43 PM,80.49992,120.38,45,29.1891159353,5.9,121,-1,ºF,ºF,inHg,MPH,
1783884173,7/12/2026 7:22:53 PM,80.70008,120.38,45,29.1881119119,4.6,173,-1,ºF,ºF,inHg,MPH,
1783884233,7/12/2026 7:23:53 PM,80.70008,120.02,44,29.1871078885,5.2,248,-1,ºF,ºF,inHg,MPH,
1783884293,7/12/2026 7:24:53 PM,80.70008,120.02,45,29.1871078885,4.6,136,-1,ºF,ºF,inHg,MPH,
1783884363,7/12/2026 7:26:03 PM,80.49992,119.84,44,29.1881119119,6.5,148,-1,ºF,ºF,inHg,MPH,
1783884423,7/12/2026 7:27:03 PM,80.20004,119.84,44,29.1851293718,3.2,131,-1,ºF,ºF,inHg,MPH,
1783884493,7/12/2026 7:28:13 PM,80.00006,119.48,44,29.1881119119,1.9,132,-1,ºF,ºF,inHg,MPH,
1783884563,7/12/2026 7:29:23 PM,80.00006,119.66,47,29.1871078885,5.2,157,-1,ºF,ºF,inHg,MPH,
1783884623,7/12/2026 7:30:23 PM,80.00006,119.3,45,29.1871078885,4.6,166,-1,ºF,ºF,inHg,MPH,
1783884683,7/12/2026 7:31:23 PM,80.00006,119.48,44,29.1881119119,3.9,146,-1,ºF,ºF,inHg,MPH,
