NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,
1,1,1,1:37.140,0,B,49.933,0,22.462,0,24.745,0,87.9,1:37.140,11:26:37.140,0:49.933,0:22.462,0:24.745,,Bryan Sellers,0:00:22.819,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,2,2:42.027,0,,2:09.843,0,19.756,0,12.428,0,52.7,4:19.167,11:29:19.167,2:09.843,0:19.756,0:12.428,,Bryan Sellers,0:01:58.184,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,3,53.585,0,,22.097,0,19.264,0,12.224,0,159.4,5:12.752,11:30:12.752,0:22.097,0:19.264,0:12.224,,Bryan Sellers,,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,4,52.994,0,,21.764,0,19.161,0,12.069,0,161.1,6:05.746,11:31:05.746,0:21.764,0:19.161,0:12.069,,Bryan Sellers,,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,5,53.084,0,,21.642,0,19.407,0,12.035,0,160.9,6:58.830,11:31:58.830,0:21.642,0:19.407,0:12.035,,Bryan Sellers,,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,6,53.145,0,,21.666,0,19.292,0,12.187,0,160.7,7:51.975,11:32:51.975,0:21.666,0:19.292,0:12.187,,Bryan Sellers,,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,7,52.827,0,,21.730,0,19.056,0,12.041,0,161.7,8:44.802,11:33:44.802,0:21.730,0:19.056,0:12.041,,Bryan Sellers,,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,8,1:06.484,0,B,22.742,0,20.578,0,23.164,0,128.4,9:51.286,11:34:51.286,0:22.742,0:20.578,0:23.164,,Bryan Sellers,,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,9,4:44.034,0,,4:12.753,0,19.158,0,12.123,0,30.1,14:35.320,11:39:35.320,4:12.753,0:19.158,0:12.123,,Bryan Sellers,0:04:02.042,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,10,52.889,0,,21.655,0,19.212,0,12.022,2,161.5,15:28.209,11:40:28.209,0:21.655,0:19.212,0:12.022,,Bryan Sellers,,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,11,52.743,0,,21.687,0,19.024,0,12.032,0,161.9,16:20.952,11:41:20.952,0:21.687,0:19.024,0:12.032,,Bryan Sellers,,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,12,52.666,2,,21.608,2,19.012,2,12.046,0,162.2,17:13.618,11:42:13.618,0:21.608,0:19.012,0:12.046,,Bryan Sellers,,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,13,1:03.838,0,B,21.985,0,19.268,0,22.585,0,133.8,18:17.456,11:43:17.456,0:21.985,0:19.268,0:22.585,,Bryan Sellers,,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,14,2:41.095,0,,2:09.796,0,19.182,0,12.117,0,53.0,20:58.551,11:45:58.551,2:09.796,0:19.182,0:12.117,,Bryan Sellers,0:01:57.988,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,15,1:03.094,0,B,21.734,0,19.079,0,22.281,0,135.4,22:01.645,11:47:01.645,0:21.734,0:19.079,0:22.281,,Bryan Sellers,,GTD,,Paul Miller Racing,Lamborghini,GF,
