POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,30,RD Limited,Fred POORDAD,Tristan VAUTIER,James ALLEN,,Oreca 07 - Gibson,M,LMP2,,,Classified,73,3:00'40.898,,,46,1'53.710,175.5,,
2,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,M,LMP2,,,Classified,73,3:00'50.960,10.062,10.062,33,1'53.330,176.1,,
3,25,Algarve Pro Racing,Michael JENSEN,Malthe JAKOBSEN,Valerio RINICELLA,,Oreca 07 - Gibson,M,LMP2,,,Classified,73,3:00'54.428,13.530,3.468,60,1'53.176,176.3,,
4,91,Pure Rxcing,Aliaksandr MALYKHIN,Harry KING,Louis DELÉTRAZ,,Oreca 07 - Gibson,M,LMP2,,,Classified,73,3:00'56.722,15.824,2.294,30,1'53.102,176.4,,
5,20,Algarve Pro Racing,Kriton LENTOUDIS,Olli CALDWELL,Alex QUINN,,Oreca 07 - Gibson,M,LMP2,,,Classified,73,3:01'01.417,20.519,4.695,62,1'53.738,175.4,,
6,24,Nielsen Racing,Naveen RAO,Matthew BELL,Nicky CATSBURG,,Oreca 07 - Gibson,M,LMP2,,,Classified,73,3:01'17.219,36.321,15.802,59,1'53.177,176.3,,
7,3,DKR Engineering,Georgios KOLOVOS,Laurents HÖRR,Job VAN UITERT,,Oreca 07 - Gibson,M,LMP2,,,Classified,73,3:01'35.588,54.690,18.369,33,1'53.614,175.6,,
8,22,Proton Competition,Giorgio RODA,Vladislav LOMKO,Tom DILLMANN,,Oreca 07 - Gibson,M,LMP2,,,Classified,73,3:01'39.727,58.829,4.139,32,1'54.067,174.9,,
9,50,AF Corse,Jeremy CLARKE,Patrick BYRNE,Olivier PLA,,Oreca 07 - Gibson,M,LMP2,,,Classified,73,3:01'44.906,1'04.008,5.179,62,1'54.753,173.9,,
10,11,Proton Competition,Alexander MATTSCHULL,Jonas RIED,Mathias BECHE,,Oreca 07 - Gibson,M,LMP2,,,Classified,73,3:01'55.216,1'14.318,10.310,32,1'53.863,175.3,,
11,35,Ultimate,Stéphane LEMERET,Matteo QUINTARELLI,Bence VALINT,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,71,3:02'09.437,2 Laps,2 Laps,44,2'02.285,163.2,,
12,49,High Class Racing,Mark PATTERSON,Anders FJORDBACH,,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,71,3:02'33.718,2 Laps,24.281,46,2'02.898,162.4,,
13,7,Graff Racing,Danial FROST,James WINSLOW,Alexander BUKHANTSOV,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,70,3:00'58.156,3 Laps,1 Laps,50,2'03.553,161.5,,
14,51,AF Corse,Custodio TOLEDO,Cedric SBIRRAZZOULI,Riccardo AGOSTINI,,Ferrari 296 GT3,M,GT,,,Classified,70,3:01'01.370,3 Laps,3.214,41,2'04.672,160.1,,
15,92,Manthey EMA,Ryan HARDWICK,Riccardo PERA,Richard LIETZ,,Porsche 911 GT3 R,M,GT,,,Classified,70,3:01'03.767,3 Laps,2.397,42,2'06.581,157.6,,
16,81,Winward Racing,Jules GOUNON,Gabriele PIANA,Rinat SALIKHOV,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,70,3:01'21.757,3 Laps,17.990,43,2'06.437,157.8,,
17,15,RLR M Sport,Nick ADCOCK,Ian AGUILERA,James DAYSON,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,70,3:01'30.012,3 Laps,8.255,45,2'02.825,162.5,,
18,79,Tsunami RT,Johannes ZELGER,Fabio BABINI,Daniel GAUNT,,Porsche 911 GT3 R,M,GT,,,Classified,70,3:01'32.060,3 Laps,2.048,44,2'07.832,156.1,,
19,57,Car Guy,Yudai UCHIDA,Esteban MASSON,Daniel SERRA,,Ferrari 296 GT3,M,GT,,,Classified,70,3:01'58.875,3 Laps,26.815,42,2'05.768,158.7,,
20,89,EBM,Anderson TANOTO,Brendon LEITCH,Marco SORENSEN,,Aston Martin Vantage AMR GT3,M,GT,,,Classified,70,3:02'00.217,3 Laps,1.342,43,2'07.489,156.5,,
