POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,50,AF Corse,Jeremy CLARKE,Patrick BYRNE,Olivier PLA,,Oreca 07 - Gibson,M,LMP2,,,Classified,23,1:02'02.314,,,10,1'55.392,172.9,,
2,91,Pure Rxcing,Aliaksandr MALYKHIN,Harry KING,Louis DELÉTRAZ,,Oreca 07 - Gibson,M,LMP2,,,Classified,23,1:02'05.614,3.300,3.300,10,1'55.244,173.2,,
3,22,Proton Competition,Giorgio RODA,Vladislav LOMKO,Tom DILLMANN,,Oreca 07 - Gibson,M,LMP2,,,Classified,23,1:02'06.182,3.868,0.568,10,1'54.976,173.6,,
4,11,Proton Competition,Alexander MATTSCHULL,Jonas RIED,Mathias BECHE,,Oreca 07 - Gibson,M,LMP2,,,Classified,23,1:02'07.194,4.880,1.012,10,1'55.174,173.3,,
5,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,M,LMP2,,,Classified,23,1:02'10.881,8.567,3.687,12,1'55.309,173.1,,
6,3,DKR Engineering,Georgios KOLOVOS,Laurents HÖRR,Job VAN UITERT,,Oreca 07 - Gibson,M,LMP2,,,Classified,23,1:02'12.715,10.401,1.834,11,1'56.598,171.1,,
7,25,Algarve Pro Racing,Michael JENSEN,Malthe JAKOBSEN,Valerio RINICELLA,,Oreca 07 - Gibson,M,LMP2,,,Classified,23,1:02'29.392,27.078,16.677,9,1'58.279,168.7,,
8,24,Nielsen Racing,Naveen RAO,Matthew BELL,Nicky CATSBURG,,Oreca 07 - Gibson,M,LMP2,,,Classified,23,1:02'31.965,29.651,2.573,8,1'57.947,169.2,,
9,20,Algarve Pro Racing,Kriton LENTOUDIS,Olli CALDWELL,Alex QUINN,,Oreca 07 - Gibson,M,LMP2,,,Classified,23,1:02'35.301,32.987,3.336,8,1'58.143,168.9,,
10,30,RD Limited,Fred POORDAD,Tristan VAUTIER,James ALLEN,,Oreca 07 - Gibson,M,LMP2,,,Classified,23,1:02'41.494,39.180,6.193,11,1'58.609,168.2,,
11,7,Graff Racing,Danial FROST,James WINSLOW,Alexander BUKHANTSOV,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,23,1:03'37.021,1'34.707,55.527,8,2'03.848,161.1,,
12,35,Ultimate,Stéphane LEMERET,Matteo QUINTARELLI,Bence VALINT,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,23,1:03'39.106,1'36.792,2.085,11,2'04.163,160.7,,
13,26,Bretton Racing,Jens Reno MOELLER,Dan SKOCDOPOLE,Theodor JENSEN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,23,1:03'41.111,1'38.797,2.005,11,2'04.944,159.7,,
14,74,Kessel Racing,Dustin Scott BLATTNER,Ben TUCK,Dennis MARSCHALL,,Ferrari 296 GT3,M,GT,,,Classified,23,1:04'07.288,2'04.974,26.177,2,2'07.873,156.1,,
15,51,AF Corse,Custodio TOLEDO,Cedric SBIRRAZZOULI,Riccardo AGOSTINI,,Ferrari 296 GT3,M,GT,,,Classified,23,1:04'10.267,2'07.953,2.979,10,2'08.298,155.5,,
16,57,Car Guy,Yudai UCHIDA,Esteban MASSON,Daniel SERRA,,Ferrari 296 GT3,M,GT,,,Classified,23,1:04'12.866,2'10.552,2.599,10,2'08.044,155.8,,
17,77,Optimum Motorsport,Morgan TILLBROOK,Tom IKIN,Tom GAMBLE,,McLaren 720S GT3,M,GT,,,Classified,23,1:04'19.161,2'16.847,6.295,9,2'10.476,152.9,,
18,92,Manthey EMA,Ryan HARDWICK,Riccardo PERA,Richard LIETZ,,Porsche 911 GT3 R,M,GT,,,Classified,23,1:04'24.028,2'21.714,4.867,7,2'09.206,154.4,,
19,89,EBM,Anderson TANOTO,Brendon LEITCH,Marco SORENSEN,,Aston Martin Vantage AMR GT3,M,GT,,,Classified,23,1:04'30.263,2'27.949,6.235,9,2'11.069,152.2,,
20,28,AF Corse,Massimiliano WISER,Manuel FRANCO,Davide RIGON,,Ferrari 296 GT3,M,GT,,,Classified,23,1:04'38.517,2'36.203,8.254,8,2'06.880,157.3,,
21,49,High Class Racing,Mark PATTERSON,Anders FJORDBACH,,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,23,1:04'43.732,2'41.418,5.215,10,2'07.536,156.5,,
22,10,Manthey,Antares AU,Klaus BACHLER,Joel STURM,,Porsche 911 GT3 R,M,GT,,,Classified,23,1:04'44.051,2'41.737,0.319,11,2'09.326,154.3,,
23,79,Tsunami RT,Johannes ZELGER,Fabio BABINI,Daniel GAUNT,,Porsche 911 GT3 R,M,GT,,,Classified,23,1:04'46.461,2'44.147,2.410,2,2'10.289,153.2,,
24,85,Iron Dames,Celia MARTIN,Sarah BOVY,Michelle GATTING,,Porsche 911 GT3 R,M,GT,,,Classified,23,1:04'47.305,2'44.991,0.844,8,2'09.208,154.4,,
25,43,Inter Europol Competition,Steve BROOKS,Kevin RABIN,Mikkel KRISTENSEN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,23,1:04'48.850,2'46.536,1.545,8,2'09.188,154.5,,
26,9,GetSpeed,Anthony BARTONE,Steve JANS,Fabian SCHILLER,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,23,1:04'49.636,2'47.322,0.786,8,2'08.422,155.4,,
27,96,2Seas Motorsport,Anthony MCINTOSH,Parker THOMPSON,Ben BARNICOAT,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,23,1:04'50.684,2'48.370,1.048,2,2'08.345,155.5,,
28,60,Proton Competition,Claudio SCHIAVONI,Matteo CRESSONI,Alessio PICARIELLO,,Porsche 911 GT3 R,M,GT,,,Classified,23,1:04'52.966,2'50.652,2.282,10,2'10.894,152.5,,
29,12,Car Collection Motorsport,Bashar MARDINI,James KELL,Nico MENZEL,,Porsche 911 GT3 R,M,GT,,,Classified,23,1:05'06.794,3'04.480,13.828,11,2'09.540,154.0,,
30,27,Optimum Motorsport,Andrew GILBERT,Fran RUEDA,Benji GOETHE,,McLaren 720S GT3,M,GT,,,Classified,23,1:05'09.406,3'07.092,2.612,10,2'10.380,153.1,,
31,16,Winward Racing,Maro ENGEL,Viktor SHAYTAR,Sergey STOLYAROV,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,23,1:05'13.569,3'11.255,4.163,11,2'10.285,153.2,,
32,42,Prime Speed Sport,Rene Heremana MALMEZAC,Nicholas FOSTER,Jono LESTER,,Lamborghini Huracan GT3 EVO2,M,GT,,,Classified,23,1:05'29.533,3'27.219,15.964,8,2'10.463,153.0,,
33,15,RLR M Sport,Nick ADCOCK,Ian AGUILERA,James DAYSON,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,23,1:05'35.648,3'33.334,6.115,10,2'04.900,159.8,,
34,81,Winward Racing,Jules GOUNON,Gabriele PIANA,Rinat SALIKHOV,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,23,1:06'00.475,3'58.161,24.827,9,2'07.845,156.1,,
35,2,Climax Racing,Bihuang ZHOU,Elias SEPPANEN,Ralf ARON,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,23,1:06'16.198,4'13.884,15.723,10,2'08.622,155.1,,
36,19,Blackthorn,Claude BOVET,Jason AMBROSE,David MCDONALD,,Aston Martin Vantage AMR GT3,M,GT,,,Classified,22,1:03'02.336,1 Laps,1 Laps,9,2'10.183,153.3,,
37,14,Climax Racing,Lu WEI,Ling KANG,Lucas AUER,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,22,1:03'02.988,1 Laps,0.652,7,2'10.449,153.0,,
38,21,Car Collection Motorsport, HASH,Alex FONTANA,Yannick METTLER,,Porsche 911 GT3 R,M,GT,,,Classified,22,1:04'53.781,1 Laps,1'50.793,8,2'10.655,152.7,,
39,87,Origine Motorsport,Bo YUAN,Hongli YE,Laurin HEINRICH,,Porsche 911 GT3 R,M,GT,,,Classified,20,55'05.453,3 Laps,2 Laps,11,2'08.628,155.1,,
40,34,Inter Europol Competition,Tim CRESWICK,Daniel ALI,Douwe DEDECKER,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,20,55'05.843,3 Laps,0.390,11,2'07.203,156.9,,
41,82,AF Corse,Charles-Henri SAMANI,Conrad LAURSEN,Nico VARRONE,,Ferrari 296 GT3,M,GT,,,Classified,20,58'23.994,3 Laps,3'18.151,7,2'11.302,152.0,,
