POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,M,LMP2,,,Classified,43,2:01'25.688,,,33,1'53.330,176.1,,
2,24,Nielsen Racing,Naveen RAO,Matthew BELL,Nicky CATSBURG,,Oreca 07 - Gibson,M,LMP2,,,Classified,43,2:01'30.282,4.594,4.594,32,1'54.025,175.0,,
3,30,RD Limited,Fred POORDAD,Tristan VAUTIER,James ALLEN,,Oreca 07 - Gibson,M,LMP2,,,Classified,43,2:01'31.230,5.542,0.948,32,1'53.865,175.2,,
4,22,Proton Competition,Giorgio RODA,Vladislav LOMKO,Tom DILLMANN,,Oreca 07 - Gibson,M,LMP2,,,Classified,43,2:01'31.294,5.606,0.064,32,1'54.067,174.9,,
5,3,DKR Engineering,Georgios KOLOVOS,Laurents HÖRR,Job VAN UITERT,,Oreca 07 - Gibson,M,LMP2,,,Classified,43,2:01'33.882,8.194,2.588,33,1'53.614,175.6,,
6,25,Algarve Pro Racing,Michael JENSEN,Malthe JAKOBSEN,Valerio RINICELLA,,Oreca 07 - Gibson,M,LMP2,,,Classified,43,2:01'34.940,9.252,1.058,32,1'53.852,175.3,,
7,20,Algarve Pro Racing,Kriton LENTOUDIS,Olli CALDWELL,Alex QUINN,,Oreca 07 - Gibson,M,LMP2,,,Classified,43,2:01'35.779,10.091,0.839,31,1'54.436,174.4,,
8,91,Pure Rxcing,Aliaksandr MALYKHIN,Harry KING,Louis DELÉTRAZ,,Oreca 07 - Gibson,M,LMP2,,,Classified,43,2:01'36.201,10.513,0.422,30,1'53.102,176.4,,
9,11,Proton Competition,Alexander MATTSCHULL,Jonas RIED,Mathias BECHE,,Oreca 07 - Gibson,M,LMP2,,,Classified,43,2:01'37.409,11.721,1.208,32,1'53.863,175.3,,
10,50,AF Corse,Jeremy CLARKE,Patrick BYRNE,Olivier PLA,,Oreca 07 - Gibson,M,LMP2,,,Classified,43,2:01'39.650,13.962,2.241,32,1'55.042,173.5,,
11,15,RLR M Sport,Nick ADCOCK,Ian AGUILERA,James DAYSON,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,43,2:02'12.558,46.870,32.908,43,2'03.145,162.0,,
12,7,Graff Racing,Danial FROST,James WINSLOW,Alexander BUKHANTSOV,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,43,2:02'17.808,52.120,5.250,8,2'03.848,161.1,,
13,51,AF Corse,Custodio TOLEDO,Cedric SBIRRAZZOULI,Riccardo AGOSTINI,,Ferrari 296 GT3,M,GT,,,Classified,43,2:02'22.094,56.406,4.286,41,2'04.672,160.1,,
14,74,Kessel Racing,Dustin Scott BLATTNER,Ben TUCK,Dennis MARSCHALL,,Ferrari 296 GT3,M,GT,,,Classified,43,2:02'25.863,1'00.175,3.769,42,2'05.238,159.3,,
15,28,AF Corse,Massimiliano WISER,Manuel FRANCO,Davide RIGON,,Ferrari 296 GT3,M,GT,,,Classified,43,2:02'26.172,1'00.484,0.309,32,2'06.268,158.0,,
16,57,Car Guy,Yudai UCHIDA,Esteban MASSON,Daniel SERRA,,Ferrari 296 GT3,M,GT,,,Classified,43,2:02'26.321,1'00.633,0.149,42,2'05.768,158.7,,
