POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,50,AF Corse,Jeremy CLARKE,Patrick BYRNE,Olivier PLA,,Oreca 07 - Gibson,M,LMP2,,,Classified,30,1:01'08.816,,,4,1'54.461,174.3,,
2,22,Proton Competition,Giorgio RODA,Vladislav LOMKO,Tom DILLMANN,,Oreca 07 - Gibson,M,LMP2,,,Classified,30,1:01'25.474,16.658,16.658,5,1'54.386,174.5,,
3,3,DKR Engineering,Georgios KOLOVOS,Laurents HÖRR,Job VAN UITERT,,Oreca 07 - Gibson,M,LMP2,,,Classified,30,1:01'25.886,17.070,0.412,6,1'56.647,171.1,,
4,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,M,LMP2,,,Classified,30,1:01'27.124,18.308,1.238,17,1'56.199,171.7,,
5,91,Pure Rxcing,Aliaksandr MALYKHIN,Harry KING,Louis DELÉTRAZ,,Oreca 07 - Gibson,M,LMP2,,,Classified,30,1:01'30.957,22.141,3.833,5,1'54.734,173.9,,
6,30,RD Limited,Fred POORDAD,Tristan VAUTIER,James ALLEN,,Oreca 07 - Gibson,M,LMP2,,,Classified,30,1:02'11.412,1'02.596,40.455,6,1'57.149,170.3,,
7,25,Algarve Pro Racing,Michael JENSEN,Malthe JAKOBSEN,Valerio RINICELLA,,Oreca 07 - Gibson,M,LMP2,,,Classified,30,1:02'14.456,1'05.640,3.044,7,1'57.324,170.1,,
8,24,Nielsen Racing,Naveen RAO,Matthew BELL,Nicky CATSBURG,,Oreca 07 - Gibson,M,LMP2,,,Classified,30,1:02'23.966,1'15.150,9.510,7,1'56.870,170.7,,
9,20,Algarve Pro Racing,Kriton LENTOUDIS,Olli CALDWELL,Alex QUINN,,Oreca 07 - Gibson,M,LMP2,,,Classified,30,1:02'33.731,1'24.915,9.765,4,1'57.640,169.6,,
10,35,Ultimate,Stéphane LEMERET,Matteo QUINTARELLI,Bence VALINT,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,29,1:02'00.184,1 Laps,1 Laps,4,2'03.790,161.2,,
11,26,Bretton Racing,Jens Reno MOELLER,Dan SKOCDOPOLE,Theodor JENSEN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,29,1:02'30.658,1 Laps,30.474,3,2'04.452,160.3,,
12,34,Inter Europol Competition,Tim CRESWICK,Daniel ALI,Douwe DEDECKER,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,29,1:02'42.618,1 Laps,11.960,5,2'04.988,159.7,,
13,49,High Class Racing,Mark PATTERSON,Anders FJORDBACH,,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,28,1:01'01.063,2 Laps,1 Laps,3,2'06.007,158.4,,
14,28,AF Corse,Massimiliano WISER,Manuel FRANCO,Davide RIGON,,Ferrari 296 GT3,M,GT,,,Classified,28,1:01'09.181,2 Laps,8.118,5,2'07.266,156.8,,
15,9,GetSpeed,Anthony BARTONE,Steve JANS,Fabian SCHILLER,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,28,1:01'25.684,2 Laps,16.503,4,2'08.050,155.8,,
16,81,Winward Racing,Jules GOUNON,Gabriele PIANA,Rinat SALIKHOV,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,28,1:01'29.623,2 Laps,3.939,3,2'07.808,156.1,,
17,2,Climax Racing,Bihuang ZHOU,Elias SEPPANEN,Ralf ARON,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,28,1:01'44.472,2 Laps,14.849,4,2'08.057,155.8,,
18,87,Origine Motorsport,Bo YUAN,Hongli YE,Laurin HEINRICH,,Porsche 911 GT3 R,M,GT,,,Classified,28,1:01'47.442,2 Laps,2.970,5,2'08.114,155.8,,
19,21,Car Collection Motorsport, HASH,Alex FONTANA,Yannick METTLER,,Porsche 911 GT3 R,M,GT,,,Classified,28,1:01'53.729,2 Laps,6.287,3,2'07.684,156.3,,
20,16,Winward Racing,Maro ENGEL,Viktor SHAYTAR,Sergey STOLYAROV,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,28,1:01'56.627,2 Laps,2.898,3,2'08.330,155.5,,
21,51,AF Corse,Custodio TOLEDO,Cedric SBIRRAZZOULI,Riccardo AGOSTINI,,Ferrari 296 GT3,M,GT,,,Classified,28,1:01'58.660,2 Laps,2.033,5,2'08.297,155.5,,
22,14,Climax Racing,Lu WEI,Ling KANG,Lucas AUER,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,28,1:02'03.786,2 Laps,5.126,5,2'08.467,155.3,,
23,11,Proton Competition,Alexander MATTSCHULL,Jonas RIED,,,Oreca 07 - Gibson,M,LMP2,,,Classified,28,1:02'03.807,2 Laps,0.021,4,1'53.974,175.1,,
24,12,Car Collection Motorsport,Bashar MARDINI,James KELL,Nico MENZEL,,Porsche 911 GT3 R,M,GT,,,Classified,28,1:02'05.777,2 Laps,1.970,5,2'09.613,154.0,,
25,10,Manthey,Antares AU,Klaus BACHLER,Joel STURM,,Porsche 911 GT3 R,M,GT,,,Classified,28,1:02'06.887,2 Laps,1.110,5,2'09.456,154.1,,
26,85,Iron Dames,Celia MARTIN,Sarah BOVY,Michelle GATTING,,Porsche 911 GT3 R,M,GT,,,Classified,28,1:02'13.946,2 Laps,7.059,3,2'09.176,154.5,,
27,74,Kessel Racing,Dustin Scott BLATTNER,Ben TUCK,Dennis MARSCHALL,,Ferrari 296 GT3,M,GT,,,Classified,28,1:02'22.386,2 Laps,8.440,3,2'07.866,156.1,,
28,92,Manthey EMA,Ryan HARDWICK,Riccardo PERA,Richard LIETZ,,Porsche 911 GT3 R,M,GT,,,Classified,28,1:02'25.090,2 Laps,2.704,5,2'09.145,154.5,,
29,15,RLR M Sport,Nick ADCOCK,Ian AGUILERA,James DAYSON,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,28,1:02'28.980,2 Laps,3.890,5,2'06.346,157.9,,
30,43,Inter Europol Competition,Steve BROOKS,Kevin RABIN,Mikkel KRISTENSEN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,28,1:02'34.294,2 Laps,5.314,4,2'05.016,159.6,,
31,96,2Seas Motorsport,Anthony MCINTOSH,Parker THOMPSON,Ben BARNICOAT,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,28,1:02'50.293,2 Laps,15.999,5,2'09.254,154.4,,
32,77,Optimum Motorsport,Morgan TILLBROOK,Tom IKIN,Tom GAMBLE,,McLaren 720S GT3,M,GT,,,Classified,28,1:03'07.391,2 Laps,17.098,3,2'08.567,155.2,,
