POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,99,99 Racing,Ahmad AL HARTHY,Nikita MAZEPIN,Louis DELÉTRAZ,,Oreca 07 - Gibson,M,LMP2,,,Classified,87,3:01'46.245,,,87,1'49.258,177.6,,
2,4,Crowdstrike Racing by APR,George KURTZ,Colin BRAUN,Malthe JAKOBSEN,,Oreca 07 - Gibson,M,LMP2,,,Classified,87,3:01'51.922,5.677,5.677,86,1'49.086,177.9,,
3,22,Proton Competition,Giorgio RODA,Julien ANDLAUER,René BINDER,,Oreca 07 - Gibson,M,LMP2,,,Classified,87,3:01'52.315,6.070,0.393,86,1'48.616,178.6,,
4,3,DKR Engineering,Alexander MATTSCHULL,Tom DILLMANN,Laurents HÖRR,,Oreca 07 - Gibson,M,LMP2,,,Classified,87,3:01'52.787,6.542,0.472,41,1'49.570,177.1,,
5,25,Algarve Pro Racing,Chris MCMURRY,Freddie TOMLINSON,Toby SOWERY,,Oreca 07 - Gibson,M,LMP2,,,Classified,87,3:01'55.498,9.253,2.711,41,1'49.473,177.2,,
6,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,M,LMP2,,,Classified,87,3:01'57.112,10.867,1.614,45,1'49.230,177.6,,
7,55,Proton Competition,PJ HYETT,Harry TINCKNELL,Paul Loup CHATIN,,Oreca 07 - Gibson,M,LMP2,,,Classified,87,3:01'58.852,12.607,1.740,43,1'49.293,177.5,,
8,90,TF Sport,Salih YOLUC,Michael DINAN,Charlie EASTWOOD,,Oreca 07 - Gibson,M,LMP2,,,Classified,87,3:02'00.601,14.356,1.749,87,1'49.656,177.0,,
9,24,Nielsen Racing,Ian LOGGIE,Alejandro GARCIA,Will STEVENS,,Oreca 07 - Gibson,M,LMP2,,,Classified,86,3:01'49.527,1 Laps,1 Laps,85,1'49.454,177.3,,
10,44,ARC Bratislava,Miro KONOPKA,Mathias BECHE,Jonas RIED,,Oreca 07 - Gibson,M,LMP2,,,Classified,86,3:01'54.816,1 Laps,5.289,36,1'49.469,177.3,,
11,34,Nielsen Racing,Blake MCDONALD,Patrick LIDDY,Matthew BELL,,Oreca 07 - Gibson,M,LMP2,,,Classified,86,3:01'55.200,1 Laps,0.384,40,1'50.065,176.3,,
12,17,COOL Racing,James WINSLOW,Alexander BUKHANTSOV,,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,84,3:02'14.207,3 Laps,2 Laps,34,1'56.480,166.6,,
13,26,Bretton Racing,John CORBETT,Julien GERBI,Mihnea STEFAN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,84,3:02'22.191,3 Laps,7.984,62,1'56.782,166.2,,
