POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,99,99 Racing,Ahmad AL HARTHY,Nikita MAZEPIN,Louis DELÉTRAZ,,Oreca 07 - Gibson,M,LMP2,,,Classified,119,4:01'25.599,,,92,1'48.486,178.9,,
2,22,Proton Competition,Giorgio RODA,Julien ANDLAUER,René BINDER,,Oreca 07 - Gibson,M,LMP2,,,Classified,119,4:01'29.098,3.499,3.499,92,1'48.045,179.6,,
3,4,Crowdstrike Racing by APR,George KURTZ,Colin BRAUN,Malthe JAKOBSEN,,Oreca 07 - Gibson,M,LMP2,,,Classified,119,4:01'32.119,6.520,3.021,92,1'47.824,180.0,,
4,3,DKR Engineering,Alexander MATTSCHULL,Tom DILLMANN,Laurents HÖRR,,Oreca 07 - Gibson,M,LMP2,,,Classified,119,4:01'56.879,31.280,24.760,92,1'48.804,178.3,,
5,90,TF Sport,Salih YOLUC,Michael DINAN,Charlie EASTWOOD,,Oreca 07 - Gibson,M,LMP2,,,Classified,119,4:02'06.101,40.502,9.222,91,1'48.066,179.6,,
6,25,Algarve Pro Racing,Chris MCMURRY,Freddie TOMLINSON,Toby SOWERY,,Oreca 07 - Gibson,M,LMP2,,,Classified,119,4:02'10.160,44.561,4.059,90,1'48.777,178.4,,
7,55,Proton Competition,PJ HYETT,Harry TINCKNELL,Paul Loup CHATIN,,Oreca 07 - Gibson,M,LMP2,,,Classified,119,4:02'11.175,45.576,1.015,95,1'49.029,178.0,,
8,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,M,LMP2,,,Classified,119,4:02'19.902,54.303,8.727,99,1'48.825,178.3,,
9,24,Nielsen Racing,Ian LOGGIE,Alejandro GARCIA,Will STEVENS,,Oreca 07 - Gibson,M,LMP2,,,Classified,118,4:02'03.459,1 Laps,1 Laps,97,1'48.834,178.3,,
10,44,ARC Bratislava,Miro KONOPKA,Mathias BECHE,Jonas RIED,,Oreca 07 - Gibson,M,LMP2,,,Classified,118,4:02'34.732,1 Laps,31.273,36,1'49.469,177.3,,
11,34,Nielsen Racing,Blake MCDONALD,Patrick LIDDY,Matthew BELL,,Oreca 07 - Gibson,M,LMP2,,,Classified,118,4:02'44.221,1 Laps,9.489,90,1'49.855,176.6,,
12,17,COOL Racing,James WINSLOW,Alexander BUKHANTSOV,,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,114,4:02'46.274,5 Laps,4 Laps,34,1'56.480,166.6,,
13,2,CD Sport,Michael JENSEN,Nick ADCOCK,Fabien LAVERGNE,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,114,4:02'54.915,5 Laps,8.641,27,1'56.618,166.4,,
14,20,High Class Racing,Audunn GUDMUNDSSON,Anders FJORDBACH,Seth LUCAS,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,114,4:03'12.751,5 Laps,17.836,91,1'56.141,167.1,,
15,26,Bretton Racing,John CORBETT,Julien GERBI,Mihnea STEFAN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,113,4:01'43.576,6 Laps,1 Laps,62,1'56.782,166.2,,
16,91,Pure Rxcing,Alex MALYKHIN,Klaus BACHLER,Joel STURM,,Porsche 911 GT3 R,M,GT,,,Classified,112,4:01'55.027,7 Laps,1 Laps,90,1'59.355,162.6,,
17,7,AlManar Racing by GetSpeed,Al Faisal AL ZUBAIR,Anthony LIU,Fabian SCHILLER,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,112,4:01'55.802,7 Laps,0.775,85,1'59.254,162.7,,
18,21,AF Corse,Simon MANN,Francois HERIAU,Davide RIGON,,Ferrari 296 GT3,M,GT,,,Classified,112,4:02'12.711,7 Laps,16.909,85,1'58.618,163.6,,
19,43,Sainteloc Racing,Dennis MARSCHALL,Zhou BIHUANG,Sean GELAEL,,Audi R8 LMS GT3 EVO II,M,GT,,,Classified,112,4:02'21.985,7 Laps,9.274,85,1'59.358,162.6,,
20,88,Triple Eight,HH Prince Abdul RAHMAN IBRAHIM,Jordan LOVE,Luca STOLZ,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,112,4:02'33.296,7 Laps,11.311,86,1'59.685,162.1,,
21,27,Optimum Motorsport,Mark RADCLIFFE,Rob BELL,Oliver MILLROY,,McLaren 720S GT3,M,GT,,,Classified,112,4:03'00.887,7 Laps,27.591,84,1'59.920,161.8,,
22,93,Project 1,Darren LEUNG,Christian BOGLE,Dan HARPER,,BMW M4 GT3,M,GT,,,Classified,112,4:03'04.225,7 Laps,3.338,85,1'59.111,162.9,,
23,86,GR Racing,Michael WAINWRIGHT,Benjamin BARKER,Riccardo PERA,,Ferrari 296 GT3,M,GT,,,Classified,112,4:03'12.123,7 Laps,7.898,85,1'58.547,163.7,,
24,33,Herberth Motorsport,Antares AU,Tim HEINEMANN,Laurin HEINRICH,,Porsche 911 GT3 R,M,GT,,,Classified,112,4:03'18.723,7 Laps,6.600,85,1'59.435,162.5,,
25,95,TF Sport,John HARTSHORNE,Ben TUCK,Jonathan ADAM,,Aston Martin Vantage AMR GT3,M,GT,,,Classified,111,4:02'02.056,8 Laps,1 Laps,45,1'59.503,162.4,,
26,82,AF Corse,Charles-Henri SAMANI,Emmanuel COLLARD,Kei COZZOLINO,,Ferrari 296 GT3,M,GT,,,Classified,111,4:02'34.767,8 Laps,32.711,84,1'59.111,162.9,,
27,8,EBM,Setiawan SANTOSO,Tanart SATHIENTHIRAKUL,Bastian BUUS,,Porsche 911 GT3 R,M,GT,,,Classified,111,4:02'47.448,8 Laps,12.681,49,1'59.942,161.8,,
28,75,Team Motopark,Lukas DUNNER,Heiko NEUMANN,Morten STROMSTEDT,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,111,4:03'06.888,8 Laps,19.440,85,2'00.431,161.1,,
29,98,Dragon Racing,Rui ANDRADE,Nicola MARINANGELI,Marco PULCINI,,Ferrari 296 GT3,M,GT,,,Classified,110,4:02'32.820,9 Laps,1 Laps,28,2'00.781,160.7,,
30,84,EBM,Adrian D'SILVA,Kerong LI,Earl BAMBER,,Porsche 911 GT3 R,M,GT,,,Classified,108,4:02'48.814,11 Laps,2 Laps,83,1'59.427,162.5,,
31,58,GG Classic Cars,Fraser ROSS,George NAKAS,,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,103,4:02'09.865,16 Laps,5 Laps,32,1'56.953,165.9,,
32,9,GetSpeed,Anthony BARTONE,Aaron WALKER,Martin KONRAD,,Mercedes-AMG GT3 EVO,M,GT,,,Not classified,86,3:11'05.379,33 Laps,17 Laps,10,2'00.784,160.7,,
33,11,Attempto Racing,Aleksi NESOV,Sergey TITARENKO,Ilya GORBATSKY,,Audi R8 LMS GT3 EVO II,M,GT,,,Not classified,81,3:04'45.460,38 Laps,5 Laps,31,2'01.324,159.9,,
34,30,Duqueine Team,John FALB,Carl Wattana BENNETT,Oliver RASMUSSEN,,Oreca 07 - Gibson,M,LMP2,,,Not classified,78,2:38'05.134,41 Laps,3 Laps,41,1'49.219,177.7,,
35,42,Sainteloc Racing,Christopher HAASE,Gilles MAGNUS,Alban VARUTTI,,Audi R8 LMS GT3 EVO II,M,GT,,,Not classified,78,3:00'50.289,41 Laps,22'45.155,55,1'59.547,162.3,,
36,77,D'Station Racing,Satoshi HOSHINO,Tomonobu FUJII,Casper STEVENSON,,Aston Martin Vantage AMR GT3,M,GT,,,Not classified,73,2:40'01.912,46 Laps,5 Laps,55,2'00.671,160.8,,
37,66,Attempto Racing,Dylan PEREIRA,Alex AKA,Andrey MUKOVOZ,,Audi R8 LMS GT3 EVO II,M,GT,,,Not classified,73,2:40'05.732,46 Laps,3.820,56,1'59.243,162.7,,
38,19,Leipert Motorsport,Gabriel RINDONE,Brendon LEITCH,Marco MAPELLI,,Lamborghini Huracan GT3 EVO2,M,GT,,,Not classified,49,1:58'31.384,70 Laps,24 Laps,47,1'59.655,162.2,,
39,47,COOL Racing,Alexandre COIGNY,Vladislav LOMKO,Lorenzo FLUXA,,Oreca 07 - Gibson,M,LMP2,,,Not classified,1,5'29.148,118 Laps,48 Laps,,,,,
40,65,Viper Niza Racing,Douglas KHOO,Dominic ANG,,,Ligier JS P320 - Nissan,M,LMP3,,,Not classified,0,,119 Laps,1 Laps,,,,,
41,69,Optimum Motorsport,Sam DE HAAN,James COTTINGHAM,Tom GAMBLE,,McLaren 720S GT3,M,GT,,,Not classified,0,,119 Laps,,,,,,
