NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
55,2,1,2:03.081,0,,41.060,0,29.864,0,52.157,0,165.5,2:03.081,13:42:03.081,0:41.060,0:29.864,0:52.157,275.5,Matthew GRIFFIN,0:00:06.220,LMGTE,,Spirit of Race,Ferrari,
55,2,2,1:53.381,2,,33.215,0,29.762,0,50.404,0,183.2,3:56.462,13:43:56.462,0:33.215,0:29.762,0:50.404,276.2,Matthew GRIFFIN,,LMGTE,,Spirit of Race,Ferrari,
55,2,3,2:00.104,0,B,33.058,0,29.755,0,57.291,0,173.0,5:56.566,13:45:56.566,0:33.058,0:29.755,0:57.291,276.2,Matthew GRIFFIN,,LMGTE,,Spirit of Race,Ferrari,
55,2,4,2:36.607,0,,1:11.909,0,30.211,0,54.487,0,132.7,8:33.173,13:48:33.173,1:11.909,0:30.211,0:54.487,275.5,Matthew GRIFFIN,0:00:45.821,LMGTE,,Spirit of Race,Ferrari,
55,2,5,1:52.742,0,,32.919,2,29.592,2,50.231,2,184.3,10:25.915,13:50:25.915,0:32.919,0:29.592,0:50.231,276.2,Matthew GRIFFIN,,LMGTE,,Spirit of Race,Ferrari,
60,3,1,2:20.685,0,,56.928,0,31.513,0,52.244,0,144.8,2:20.685,13:42:20.685,0:56.928,0:31.513,0:52.244,237.9,Paolo RUBERTI,0:00:20.040,LMGTE,,Iron Lynx,Ferrari,
60,3,2,1:53.120,0,,33.186,0,29.689,0,50.245,2,183.7,4:13.805,13:44:13.805,0:33.186,0:29.689,0:50.245,274.8,Paolo RUBERTI,,LMGTE,,Iron Lynx,Ferrari,
60,3,3,2:01.302,0,B,33.165,0,29.845,0,58.292,0,171.3,6:15.107,13:46:15.107,0:33.165,0:29.845,0:58.292,274.8,Paolo RUBERTI,,LMGTE,,Iron Lynx,Ferrari,
60,3,4,2:32.352,0,,1:12.021,0,29.676,0,50.655,0,136.4,8:47.459,13:48:47.459,1:12.021,0:29.676,0:50.655,274.8,Paolo RUBERTI,0:00:48.200,LMGTE,,Iron Lynx,Ferrari,
60,3,5,1:53.102,2,,33.108,2,29.643,2,50.351,0,183.7,10:40.561,13:50:40.561,0:33.108,0:29.643,0:50.351,275.5,Paolo RUBERTI,,LMGTE,,Iron Lynx,Ferrari,
66,1,1,2:43.950,0,,1:21.296,0,30.301,0,52.353,0,124.3,2:43.950,13:42:43.950,1:21.296,0:30.301,0:52.353,270.7,Jody FANNIN,0:00:47.625,LMGTE,,JMW Motorsport,Ferrari,
66,1,2,1:54.479,0,,33.604,0,29.879,0,50.996,0,181.5,4:38.429,13:44:38.429,0:33.604,0:29.879,0:50.996,272.0,Jody FANNIN,,LMGTE,,JMW Motorsport,Ferrari,
66,1,3,1:54.067,2,,33.293,2,29.921,0,50.853,2,182.1,6:32.496,13:46:32.496,0:33.293,0:29.921,0:50.853,272.7,Jody FANNIN,,LMGTE,,JMW Motorsport,Ferrari,
66,1,4,1:54.252,0,,33.327,0,29.831,2,51.094,0,181.8,8:26.748,13:48:26.748,0:33.327,0:29.831,0:51.094,273.4,Jody FANNIN,,LMGTE,,JMW Motorsport,Ferrari,
66,1,5,1:54.450,0,,33.392,0,29.881,0,51.177,0,181.5,10:21.198,13:50:21.198,0:33.392,0:29.881,0:51.177,272.7,Jody FANNIN,,LMGTE,,JMW Motorsport,Ferrari,
77,3,1,2:05.944,0,,43.456,0,30.059,0,52.429,0,161.8,2:05.944,13:42:05.944,0:43.456,0:30.059,0:52.429,273.4,Gianmaria BRUNI,0:00:09.497,LMGTE,,Proton Competition,Porsche,
77,3,2,1:52.299,2,,32.881,0,29.557,2,49.861,2,185.0,3:58.243,13:43:58.243,0:32.881,0:29.557,0:49.861,276.2,Gianmaria BRUNI,,LMGTE,,Proton Competition,Porsche,
77,3,3,2:00.739,0,B,32.690,2,29.611,0,58.438,0,172.1,5:58.982,13:45:58.982,0:32.690,0:29.611,0:58.438,276.2,Gianmaria BRUNI,,LMGTE,,Proton Competition,Porsche,
77,3,4,2:38.874,0,,1:16.638,0,29.818,0,52.418,0,130.8,8:37.856,13:48:37.856,1:16.638,0:29.818,0:52.418,274.1,Gianmaria BRUNI,0:00:51.541,LMGTE,,Proton Competition,Porsche,
77,3,5,1:52.195,0,,32.740,0,29.593,0,49.862,0,185.2,10:30.051,13:50:30.051,0:32.740,0:29.593,0:49.862,274.8,Gianmaria BRUNI,,LMGTE,,Proton Competition,Porsche,
80,3,1,2:14.787,0,,51.646,0,30.486,0,52.655,0,151.2,2:14.787,13:42:14.787,0:51.646,0:30.486,0:52.655,268.7,Miguel MOLINA,0:00:16.893,LMGTE,,Iron Lynx,Ferrari,
80,3,2,1:52.814,0,,33.012,0,29.837,2,49.965,0,184.2,4:07.601,13:44:07.601,0:33.012,0:29.837,0:49.965,272.7,Miguel MOLINA,,LMGTE,,Iron Lynx,Ferrari,
80,3,3,2:00.227,0,B,32.978,0,29.874,0,57.375,0,172.8,6:07.828,13:46:07.828,0:32.978,0:29.874,0:57.375,272.0,Miguel MOLINA,,LMGTE,,Iron Lynx,Ferrari,
80,3,4,2:32.702,0,,1:11.104,0,30.028,0,51.570,0,136.1,8:40.530,13:48:40.530,1:11.104,0:30.028,0:51.570,270.7,Miguel MOLINA,0:00:46.459,LMGTE,,Iron Lynx,Ferrari,
80,3,5,1:52.529,2,,32.863,2,29.861,0,49.805,2,184.6,10:33.059,13:50:33.059,0:32.863,0:29.861,0:49.805,272.7,Miguel MOLINA,,LMGTE,,Iron Lynx,Ferrari,
83,1,1,2:17.697,0,,54.089,0,31.882,0,51.726,0,148.0,2:17.697,13:42:17.697,0:54.089,0:31.882,0:51.726,264.1,Rahel FREY,0:00:18.421,LMGTE,,Iron Lynx,Ferrari,
83,1,2,1:53.244,0,,33.304,0,29.723,0,50.217,0,183.5,4:10.941,13:44:10.941,0:33.304,0:29.723,0:50.217,274.1,Rahel FREY,,LMGTE,,Iron Lynx,Ferrari,
83,1,3,1:59.473,0,B,33.170,0,29.676,0,56.627,0,173.9,6:10.414,13:46:10.414,0:33.170,0:29.676,0:56.627,274.1,Rahel FREY,,LMGTE,,Iron Lynx,Ferrari,
83,1,4,2:33.057,0,,1:11.980,0,29.841,0,51.236,0,135.7,8:43.471,13:48:43.471,1:11.980,0:29.841,0:51.236,273.4,Rahel FREY,0:00:47.545,LMGTE,,Iron Lynx,Ferrari,
83,1,5,1:52.747,2,,33.040,2,29.612,2,50.095,2,184.3,10:36.218,13:50:36.218,0:33.040,0:29.612,0:50.095,275.5,Rahel FREY,,LMGTE,,Iron Lynx,Ferrari,
88,3,1,2:02.070,0,,40.443,0,29.990,0,51.637,0,166.9,2:02.070,13:42:02.070,0:40.443,0:29.990,0:51.637,274.1,Alessio ROVERA,0:00:05.316,LMGTE,,AF Corse,Ferrari,
88,3,2,1:52.909,2,,33.030,2,29.687,0,50.192,2,184.0,3:54.979,13:43:54.979,0:33.030,0:29.687,0:50.192,274.8,Alessio ROVERA,,LMGTE,,AF Corse,Ferrari,
88,3,3,2:00.117,0,B,33.308,0,29.796,0,57.013,0,173.0,5:55.096,13:45:55.096,0:33.308,0:29.796,0:57.013,274.1,Alessio ROVERA,,LMGTE,,AF Corse,Ferrari,
88,3,4,2:36.190,0,,1:11.985,0,30.276,0,53.929,0,133.0,8:31.286,13:48:31.286,1:11.985,0:30.276,0:53.929,244.3,Alessio ROVERA,0:00:44.870,LMGTE,,AF Corse,Ferrari,
88,3,5,1:52.975,0,,33.085,0,29.629,2,50.261,0,183.9,10:24.261,13:50:24.261,0:33.085,0:29.629,0:50.261,275.5,Alessio ROVERA,,LMGTE,,AF Corse,Ferrari,
93,3,1,2:09.133,0,,46.632,0,30.202,0,52.299,0,157.8,2:09.133,13:42:09.133,0:46.632,0:30.202,0:52.299,274.8,Richard LIETZ,0:00:11.085,LMGTE,,Proton Competition,Porsche,
93,3,2,1:52.471,0,,32.994,0,29.623,0,49.854,2,184.7,4:01.604,13:44:01.604,0:32.994,0:29.623,0:49.854,276.2,Richard LIETZ,,LMGTE,,Proton Competition,Porsche,
93,3,3,1:51.944,2,,32.525,3,29.540,2,49.879,0,185.6,5:53.548,13:45:53.548,0:32.525,0:29.540,0:49.879,279.8,Richard LIETZ,,LMGTE,,Proton Competition,Porsche,
93,3,4,2:00.378,0,B,33.001,0,29.831,0,57.546,0,172.6,7:53.926,13:47:53.926,0:33.001,0:29.831,0:57.546,274.1,Richard LIETZ,,LMGTE,,Proton Competition,Porsche,
95,2,1,2:10.660,0,,47.588,0,30.096,0,52.976,0,155.9,2:10.660,13:42:10.660,0:47.588,0:30.096,0:52.976,273.4,Ross GUNN,0:00:13.215,LMGTE,,TF Sport,Aston Martin,
95,2,2,1:52.304,0,,32.825,0,29.556,0,49.923,0,185.0,4:02.964,13:44:02.964,0:32.825,0:29.556,0:49.923,276.9,Ross GUNN,,LMGTE,,TF Sport,Aston Martin,
95,2,3,2:19.529,0,B,32.860,0,29.560,0,1:17.109,0,148.9,6:22.493,13:46:22.493,0:32.860,0:29.560,1:17.109,277.6,Ross GUNN,,LMGTE,,TF Sport,Aston Martin,
95,2,4,2:13.044,0,,50.529,0,29.603,0,52.912,0,156.2,8:35.537,13:48:35.537,0:50.529,0:29.603,0:52.912,275.5,Ross GUNN,0:00:45.287,LMGTE,,TF Sport,Aston Martin,
95,2,5,1:51.824,3,,32.685,2,29.458,3,49.681,3,185.8,10:27.361,13:50:27.361,0:32.685,0:29.458,0:49.681,278.4,Ross GUNN,,LMGTE,,TF Sport,Aston Martin,
