NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
11,3,1,2:17.047,0,,49.325,0,29.510,0,58.212,0,148.7,2:17.047,13:02:17.047,0:49.325,0:29.510,0:58.212,277.6,Joey ALDERS,0:00:13.075,LMP3,,Eurointernational,Ligier,
11,3,2,1:51.297,0,,32.863,0,29.277,0,49.157,0,186.7,4:08.344,13:04:08.344,0:32.863,0:29.277,0:49.157,278.4,Joey ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,3,1:51.062,0,,32.810,0,29.285,0,48.967,0,187.1,5:59.406,13:05:59.406,0:32.810,0:29.285,0:48.967,277.6,Joey ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,4,1:53.220,0,,32.551,0,29.107,0,51.562,0,183.5,7:52.626,13:07:52.626,0:32.551,0:29.107,0:51.562,279.1,Joey ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,5,1:50.304,0,,32.418,0,29.157,0,48.729,0,188.3,9:42.930,13:09:42.930,0:32.418,0:29.157,0:48.729,279.8,Joey ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,6,1:50.102,2,,32.640,0,28.848,2,48.614,2,188.7,11:33.032,13:11:33.032,0:32.640,0:28.848,0:48.614,286.5,Joey ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,7,1:52.542,0,,33.075,0,29.468,0,49.999,0,184.6,13:25.574,13:13:25.574,0:33.075,0:29.468,0:49.999,275.5,Joey ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,8,1:50.158,0,,32.417,2,29.087,0,48.654,0,188.6,15:15.732,13:15:15.732,0:32.417,0:29.087,0:48.654,279.8,Joey ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,9,1:50.734,0,,32.641,0,29.150,0,48.943,0,187.6,17:06.466,13:17:06.466,0:32.641,0:29.150,0:48.943,281.2,Joey ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,10,2:29.646,0,B,37.470,0,51.665,0,1:00.511,0,138.8,19:36.112,13:19:36.112,0:37.470,0:51.665,1:00.511,216.9,Joey ALDERS,,LMP3,,Eurointernational,Ligier,
11,2,11,17:33.336,0,,16:12.231,0,30.215,0,50.890,0,19.7,37:09.448,13:37:09.448,16:12.231,0:30.215,0:50.890,270.7,Jacopo BARATTO,0:15:47.442,LMP3,,Eurointernational,Ligier,
11,2,12,1:53.429,0,,33.490,1,29.809,0,50.130,0,183.2,39:02.877,13:39:02.877,0:33.490,0:29.809,0:50.130,271.4,Jacopo BARATTO,,LMP3,,Eurointernational,Ligier,
11,2,13,1:53.262,0,,33.522,0,29.730,0,50.010,1,183.4,40:56.139,13:40:56.139,0:33.522,0:29.730,0:50.010,277.6,Jacopo BARATTO,,LMP3,,Eurointernational,Ligier,
11,2,14,1:54.286,0,,34.258,0,29.993,0,50.035,0,181.8,42:50.425,13:42:50.425,0:34.258,0:29.993,0:50.035,273.4,Jacopo BARATTO,,LMP3,,Eurointernational,Ligier,
11,2,15,1:54.011,0,,33.604,0,29.643,1,50.764,0,182.2,44:44.436,13:44:44.436,0:33.604,0:29.643,0:50.764,274.8,Jacopo BARATTO,,LMP3,,Eurointernational,Ligier,
11,2,16,2:03.819,0,B,34.506,0,30.069,0,59.244,0,167.8,46:48.255,13:46:48.255,0:34.506,0:30.069,0:59.244,274.1,Jacopo BARATTO,,LMP3,,Eurointernational,Ligier,
11,1,17,26:48.965,0,,25:25.654,0,30.896,0,52.415,0,12.9,1:13:37.220,14:13:37.220,25:25.654,0:30.896,0:52.415,266.0,Andrea DROMEDARI,0:24:58.216,LMP3,,Eurointernational,Ligier,
11,1,18,2:00.112,0,,34.187,0,30.083,0,55.842,0,173.0,1:15:37.332,14:15:37.332,0:34.187,0:30.083,0:55.842,272.0,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,19,1:56.086,0,,34.118,0,30.069,0,51.899,0,179.0,1:17:33.418,14:17:33.418,0:34.118,0:30.069,0:51.899,270.0,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,20,1:55.657,0,,34.307,0,29.951,0,51.399,0,179.6,1:19:29.075,14:19:29.075,0:34.307,0:29.951,0:51.399,268.0,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,21,1:56.027,0,,34.010,0,29.998,0,52.019,0,179.1,1:21:25.102,14:21:25.102,0:34.010,0:29.998,0:52.019,271.4,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,22,1:54.853,0,,33.894,0,29.899,1,51.060,1,180.9,1:23:19.955,14:23:19.955,0:33.894,0:29.899,0:51.060,274.1,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,23,2:04.854,0,B,33.608,1,29.938,0,1:01.308,0,166.4,1:25:24.809,14:25:24.809,0:33.608,0:29.938,1:01.308,269.3,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
12,1,1,9:08.378,0,,7:46.473,0,29.952,0,51.953,0,37.2,9:08.378,13:09:08.378,7:46.473,0:29.952,0:51.953,270.0,David HAUSER,0:07:10.485,LMP3,,Racing Experience,Duqueine,
12,1,2,1:51.991,0,,33.312,0,29.316,0,49.363,0,185.5,11:00.369,13:11:00.369,0:33.312,0:29.316,0:49.363,276.9,David HAUSER,,LMP3,,Racing Experience,Duqueine,
12,1,3,1:51.605,0,,32.830,0,29.195,0,49.580,0,186.2,12:51.974,13:12:51.974,0:32.830,0:29.195,0:49.580,276.2,David HAUSER,,LMP3,,Racing Experience,Duqueine,
12,1,4,1:52.970,0,,32.842,0,29.089,2,51.039,0,183.9,14:44.944,13:14:44.944,0:32.842,0:29.089,0:51.039,281.2,David HAUSER,,LMP3,,Racing Experience,Duqueine,
12,1,5,1:51.464,0,,32.755,0,29.137,0,49.572,0,186.4,16:36.408,13:16:36.408,0:32.755,0:29.137,0:49.572,280.5,David HAUSER,,LMP3,,Racing Experience,Duqueine,
12,1,6,1:51.000,2,,32.562,2,29.183,0,49.255,2,187.2,18:27.408,13:18:27.408,0:32.562,0:29.183,0:49.255,279.8,David HAUSER,,LMP3,,Racing Experience,Duqueine,
12,1,7,1:52.303,0,,33.449,0,29.252,0,49.602,0,185.0,20:19.711,13:20:19.711,0:33.449,0:29.252,0:49.602,278.4,David HAUSER,,LMP3,,Racing Experience,Duqueine,
12,1,8,1:51.723,0,,32.912,0,29.171,0,49.640,0,186.0,22:11.434,13:22:11.434,0:32.912,0:29.171,0:49.640,276.9,David HAUSER,,LMP3,,Racing Experience,Duqueine,
12,1,9,4:13.108,0,B,32.879,0,29.136,0,3:11.093,0,82.1,26:24.542,13:26:24.542,0:32.879,0:29.136,3:11.093,279.1,David HAUSER,,LMP3,,Racing Experience,Duqueine,
