POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,37,COOL Racing,Nicolas LAPIERRE,Niklas KRUETTEN,Yifei YE,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,1:03'43.968,,,23,1'40.344,207.8,,
2,9,Prema Racing,Lorenzo COLOMBO,Louis DELETRAZ,Ferdinand HABSBURG,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,1:03'45.899,1.931,1.931,6,1'39.531,209.5,,
3,13,Inter Europol Competition,Nicolas PINO,Charles CREWS,Guilherme OLIVEIRA,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,29,1:03'47.594,3.626,1.695,8,1'47.114,194.7,,
4,65,Panis Racing,Julien CANAL,Job VAN UITERT,Nicolas JAMIN,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,1:03'48.319,4.351,0.725,6,1'41.198,206.1,,
5,27,COOL Racing,Nicolas MAULINI,Jean-Ludovic FOUBERT,Antoine DOQUIN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,29,1:03'49.979,6.011,1.660,26,1'46.999,194.9,,
6,19,Algarve Pro Racing,Sophia FLÖRSCH,Bent VISCAAL,,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,1:03'51.020,7.052,1.041,4,1'40.209,208.1,,
7,2,United Autosports,Bailey VOISIN,Joshua CAYGILL,Finn GEHRSITZ,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,29,1:03'51.804,7.836,0.784,7,1'47.727,193.6,,
8,28,IDEC Sport,Paul LAFARGUE,Paul Loup CHATIN,Patrick PILET,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,1:03'52.676,8.708,0.872,6,1'40.889,206.7,,
9,17,COOL Racing,Maurice SMITH,Michael BENHAM,Malthe JAKOBSEN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,29,1:03'53.719,9.751,1.043,7,1'47.701,193.6,,
10,43,Inter Europol Competition,David HEINEMEIER-HANSSON,Fabio SCHERER,Pietro FITTIPALDI,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,1:03'54.242,10.274,0.523,6,1'41.144,206.2,,
11,11,Eurointernational,Max KOEBOLT,Jérome DE SADELEER,,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,29,1:03'56.678,12.710,2.436,6,1'47.225,194.5,,
12,22,United Autosports,Philip HANSON,Tom GAMBLE,Duncan TAPPY,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,1:03'57.608,13.640,0.930,8,1'41.170,206.1,,
13,21,Mühlner Motorsport,Matthias KAISER,Thomas LAURENT,Ugo DE WILDE,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,1:03'59.975,16.007,2.367,6,1'41.914,204.6,,
14,7,Nielsen Racing,Anthony WELLS,James LITTLEJOHN,,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,29,1:04'04.771,20.803,4.796,6,1'48.307,192.6,,
15,10,Eurointernational,Glenn VAN BERLO,Xavier LLOVERAS,Adrien CHILA,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,29,1:04'05.329,21.361,0.558,6,1'48.003,193.1,,
16,34,Racing Team Turkey,Salih YOLUC,Charlie EASTWOOD,Jack AITKEN,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,29,1:04'06.173,22.205,0.844,8,1'42.251,204.0,,
17,88,AF Corse,François PERRODO,Nicklas NIELSEN,Alessio ROVERA,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,29,1:04'09.233,25.265,3.060,8,1'43.105,202.3,,
18,6,360 Racing,Terrence WOODWARD,Ross KAISER,Mark RICHARDS,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,29,1:04'10.381,26.413,1.148,9,1'48.258,192.6,,
19,5,RLR MSport,Michael JENSEN,Nick ADCOCK,Alex KAPADIA,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,29,1:04'10.707,26.739,0.326,6,1'48.240,192.7,,
20,35,BHK Motorsport,Francesco DRACONE,Markus POMMER,Sergio CAMPANA,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,1:04'11.828,27.860,1.121,9,1'42.201,204.1,,
21,4,DKR Engineering,James WINSLOW,Alexander BUKHANTSOV,Sebastian ALVAREZ,,Duqueine M30 - D08 - Nissan,M,LMP3,,,Classified,29,1:04'12.976,29.008,1.148,7,1'48.389,192.4,,
22,47,Algarve Pro Racing,John FALB,James ALLEN,Alexander PERONI,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,29,1:04'13.987,30.019,1.011,9,1'42.431,203.6,,
