POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,34,5,1:38.690,-,-,211.3,44,Racing Team Turkey,LMP2,P/A,,Oreca 07 - Gibson,G,64248,6058,3,5626,256,240,,,,,Salih,YOLUC,B,,TUR,,1346,240,,,Min 01:00:00,Charlie,EASTWOOD,G,,IRL,,9016,116,,,Min 01:00:00,Jack,AITKEN,G,,GBR,,10508,188,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,
2,88,5,1:39.081,+0.391,+0.391,210.5,40,AF Corse,LMP2,P/A,,Oreca 07 - Gibson,G,64266,4230,3,5626,256,119,,,,,François,PERRODO,B,,FRA,,260,70,,,Min 01:00:00,Nicklas,NIELSEN,G,,DNK,,9432,57,,,Min 01:00:00,Alessio,ROVERA,G,,ITA,,9837,119,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,
3,65,3,1:39.123,+0.433,+0.042,210.4,45,Panis Racing,LMP2,,,Oreca 07 - Gibson,G,64260,5990,3,5626,256,70,,,,,Julien,CANAL,S,,FRA,,73,70,,,Min 01:00:00,Job,VAN UITERT,G,,NLD,,8984,178,,,Min 01:00:00,Nicolas,JAMIN,G,,FRA,,9174,70,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,
4,22,5,1:39.143,+0.453,+0.020,210.4,42,United Autosports,LMP2,,,Oreca 07 - Gibson,G,64239,532,3,5626,256,188,,,,,Philip,HANSON,G,,GBR,,1946,188,,,Min 01:00:00,Tom,GAMBLE,G,,GBR,,9549,188,,,Min 01:00:00,Duncan,TAPPY,S,,GBR,,756,188,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,
5,37,2,1:39.192,+0.502,+0.049,210.2,37,COOL Racing,LMP2,,,Oreca 07 - Gibson,G,64250,5790,3,5626,256,219,,,,,Nicolas,LAPIERRE,P,,FRA,,96,70,,,Min 01:00:00,Niklas,KRUETTEN,S,,DEU,,10104,5,,,Min 01:00:00,Yifei,YE,G,,CHN,,10068,43,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,
6,47,8,1:39.360,+0.670,+0.168,209.9,49,Algarve Pro Racing,LMP2,P/A,,Oreca 07 - Gibson,G,64254,92,3,5626,256,184,,,,,John,FALB,B,,USA,,1536,66,,,Min 01:00:00,James,ALLEN,G,,AUS,,8384,16,,,Min 01:00:00,Alexander,PERONI,G,,AUS,,10304,16,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,
7,9,3,1:39.428,+0.738,+0.068,209.7,40,Prema Racing,LMP2,,,Oreca 07 - Gibson,G,64229,6180,3,5626,256,119,,,,,Lorenzo,COLOMBO,S,,ITA,,10329,119,,,Min 01:00:00,Louis,DELETRAZ,G,,CHE,,9621,219,,,Min 01:00:00,Ferdinand,HABSBURG,G,,AUT,,10000,17,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,
8,28,2,1:39.628,+0.938,+0.200,209.3,37,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,64243,522,3,5626,256,70,,,,,Paul,LAFARGUE,S,,FRA,,1552,70,,,Min 01:00:00,Paul Loup,CHATIN,G,,FRA,,313,70,,,Min 01:00:00,Patrick,PILET,P,,FRA,,68,70,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,
9,51,5,1:39.699,+1.009,+0.071,209.2,37,Team Virage,LMP2,P/A,,Oreca 07 - Gibson,G,64255,5892,3,5626,256,181,,,,,Rob,HODES,B,,USA,,9392,66,,,Min 01:00:00,Gabriel,AUBRY,G,,FRA,,9173,70,,,Min 01:00:00,Jazeman,JAAFAR,G,,MYS,,9056,142,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,
10,19,10,1:39.750,+1.060,+0.051,209.1,44,Algarve Pro Racing,LMP2,,,Oreca 07 - Gibson,G,64237,92,3,5626,256,184,,,,,Sophia,FLÖRSCH,S,,DEU,,9666,5,,,Min 01:00:00,Bent,VISCAAL,S,,NLD,,10541,178,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
11,30,4,1:40.065,+1.375,+0.315,208.4,35,Duqueine Team,LMP2,,,Oreca 07 - Gibson,G,64244,5981,3,5626,256,70,,,,,Memo,ROJAS,G,,MEX,,10067,151,,,Min 01:00:00,Reshad,DE GERUS,S,,FRA,,10416,70,,,Min 01:00:00,Richard,BRADLEY,G,,GBR,,272,188,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,
12,24,4,1:40.111,+1.421,+0.046,208.3,45,Nielsen Racing,LMP2,P/A,,Oreca 07 - Gibson,G,64240,5670,3,6055,256,188,,,,,Rodrigo,SALES,B,,USA,,9754,66,,,Min 01:00:00,Matthew,BELL,S,,GBR,,204,188,,,Min 01:00:00,Ben,HANLEY,G,,GBR,,1972,188,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,
13,21,3,1:40.240,+1.550,+0.129,208.0,46,Mühlner Motorsport,LMP2,,,Oreca 07 - Gibson,G,64238,6015,3,5626,256,23,,,,,Matthias,KAISER,S,,CHE,,9546,219,,,Min 01:00:00,Thomas,LAURENT,G,,FRA,,1824,70,,,Min 01:00:00,Ugo,DE WILDE,G,,BEL,,9811,23,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,
14,31,5,1:40.283,+1.593,+0.043,208.0,46,TDS Racing x Vaillante,LMP2,P/A,,Oreca 07 - Gibson,G,64245,116,3,5626,256,70,,,,,Philippe,CIMADOMO,B,,FRA,,8818,70,,,Min 01:00:00,Mathias,BECHE,G,,FRA,,151,70,,,Min 01:00:00,Tijmen,VAN DER HELM,S,,NLD,,10228,178,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,
15,35,3,1:40.651,+1.961,+0.368,207.2,38,BHK Motorsport,LMP2,,,Oreca 07 - Gibson,G,64249,5784,3,5626,256,188,FIRST DRIVER DRACONE OUT OF THE RACE,,,,Francesco,DRACONE,S,,ITA,,8884,119,,,Min 01:00:00,Markus,POMMER,S,,DEU,,10105,5,,,Min 01:00:00,Sergio,CAMPANA,G,,ITA,,9420,119,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,
16,43,2,1:40.790,+2.100,+0.139,206.9,44,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,64253,402,3,5626,256,181,,,,,David,HEINEMEIER-HANSSON,S,,DNK,,1182,57,,,Min 01:00:00,Fabio,SCHERER,G,,CHE,,9870,219,,,Min 01:00:00,Pietro,FITTIPALDI,G,,BRA,,9171,32,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,
17,40,5,1:40.914,+2.224,+0.124,206.7,37,Graff Racing,LMP2,P/A,,Oreca 07 - Gibson,G,64252,4378,3,5626,256,70,,,,,Eric,TROUILLET,B,,FRA,,1542,70,,,Min 01:00:00,Sébastien,PAGE,B,,CHE,,9545,219,,,Min 01:00:00,David,DROUX,G,,CHE,,1612,219,,,Min 01:00:00,,,,,,,,,,,,,,,,,,,
18,4,6,1:44.776,+6.086,+3.862,199.0,42,DKR Engineering,LMP3,,,Duqueine M30 - D08 - Nissan,M,64225,49,6,5979,4408,138,,,,,James,WINSLOW,S,,GBR,,320,188,,,,Alexander,BUKHANTSOV,B,,ARE,,10453,61,,,Min 00:50:00,Sebastian,ALVAREZ,S,,MEX,,10425,151,,,None,,,,,,,,,,,,,,,,,,,
19,13,5,1:44.860,+6.170,+0.084,198.9,45,Inter Europol Competition,LMP3,,,Ligier JS P320 - Nissan,M,64232,402,6,5981,258,181,,,,,Nicolas,PINO,S,,GBR,,10281,188,,,None,Charles,CREWS,B,,USA,,9739,66,,,Min 01:45:00,Guilherme,OLIVEIRA,S,,PRT,,10292,184,,,None,,,,,,,,,,,,,,,,,,,
20,2,4,1:44.968,+6.278,+0.108,198.7,34,United Autosports,LMP3,,,Ligier JS P320 - Nissan,M,64223,532,6,6102,,188,,,,,Bailey,VOISIN,S,,GBR,,10510,188,,,None,Joshua,CAYGILL,B,,GBR,,10424,188,,,Min 01:45:00,Finn,GEHRSITZ,S,,DEU,,10113,5,,,None,,,,,,,,,,,,,,,,,,,
21,5,6,1:45.145,+6.455,+0.177,198.3,42,RLR MSport,LMP3,,,Ligier JS P320 - Nissan,M,64226,530,6,6102,,188,,,,,Michael,JENSEN,B,,DNK,,9543,57,,,Min 00:50:00,Nick,ADCOCK,B,,ZAF,,9627,2,,,Min 00:50:00,Alex,KAPADIA,S,,GBR,,584,188,,,None,,,,,,,,,,,,,,,,,,,
22,7,5,1:45.322,+6.632,+0.177,198.0,34,Nielsen Racing,LMP3,,,Ligier JS P320 - Nissan,M,64228,5670,6,5981,258,188,,,,,Anthony,WELLS,B,,GBR,,582,188,,,Min 01:45:00,James,LITTLEJOHN,S,,GBR,,580,188,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
23,3,5,1:45.379,+6.689,+0.057,197.9,38,United Autosports,LMP3,,,Ligier JS P320 - Nissan,M,64224,532,6,6102,,188,,,,,James,McGUIRE,B,,USA,,8464,66,,,,Kay,VAN BERLO,S,,NLD,,9154,178,,,None,Andrew,BENTLEY,B,,GBR,,8860,188,,,Min 01:45:00,,,,,,,,,,,,,,,,,,,
24,11,5,1:45.605,+6.915,+0.226,197.5,27,Eurointernational,LMP3,,,Ligier JS P320 - Nissan,M,64231,512,6,6102,,119,,,,,Max,KOEBOLT,S,,NLD,,9878,178,,,None,Jerome,DE SADELEER,,,CHE,,10418,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,15,2,1:45.702,+7.012,+0.097,197.3,10,RLR MSport,LMP3,,,Ligier JS P320 - Nissan,M,64234,530,6,5981,258,188,,,,,Horst,FELBERMAYR JR,B,,AUT,,705,17,,,Min 01:45:00,Valentino,CATALANO,S,,DEU,,10314,5,,,None,Austin,MCCUSKER,S,,USA,,9600,66,,,None,,,,,,,,,,,,,,,,,,,
26,6,6,1:46.057,+7.367,+0.355,196.6,42,360 Racing,LMP3,,,Ligier JS P320 - Nissan,M,64227,514,6,5981,258,188,,,,,Terrence,WOODWARD,B,,GBR,,1764,188,,,Min 00:50:00,Ross,KAISER,S,,GBR,,1766,188,,,None,Mark,RICHARDS,B,,GBR,,10651,188,,,Min 00:50:00,,,,,,,,,,,,,,,,,,,
27,10,3,1:46.217,+7.527,+0.160,196.3,22,Eurointernational,LMP3,,,Ligier JS P320 - Nissan,M,64230,512,6,5981,258,119,,,,,Glenn,VAN BERLO,S,,NLD,,10421,178,,,None,Xavier,LLOVERAS,S,,ESP,,10438,64,,,None,Adrien,CHILA,B,,FRA,,8454,70,,,Min 01:45:00,,,,,,,,,,,,,,,,,,,
28,14,4,1:46.242,+7.552,+0.025,196.3,39,Inter Europol Competition,LMP3,,,Ligier JS P320 - Nissan,M,64233,402,6,5981,258,181,,,,,James,DAYSON,B,,CAN,,8852,40,,,Min 01:45:00,Mateusz,KAPRZYK,S,,POL,,10102,181,,,None,Noam,ABRAMCZYK,S,,FRA,,10507,70,,,None,,,,,,,,,,,,,,,,,,,
29,27,12,1:46.492,+7.802,+0.250,195.8,44,COOL Racing,LMP3,,,Ligier JS P320 - Nissan,M,64242,5790,6,5981,258,219,,,,,Nicolas,MAULINI,S,,CHE,,9120,219,,,None,Jean-Ludovic,FOUBERT,B,,FRA,,9122,70,,,Min 01:45:00,Antoine,DOQUIN,S,,FRA,,9884,70,,,None,,,,,,,,,,,,,,,,,,,
30,17,44,1:46.616,+7.926,+0.124,195.6,44,COOL Racing,LMP3,,,Ligier JS P320 - Nissan,M,64235,5790,6,6102,,219,,,,,Maurice,SMITH,B,,USA,,9399,66,,,Min 00:50:00,Michael,BENHAM,B,,GBR,,8796,188,,,Min 00:50:00,Malthe,JAKOBSEN,S,,DNK,,9611,57,,,None,,,,,,,,,,,,,,,,,,,
31,18,8,1:48.851,+10.161,+2.235,191.6,33,Absolute Racing,LMGTE,,,Porsche 911 RSR - 19,G,64236,6082,10,5965,4368,92,,,,,Andrew,HARYANTO,B,,IDN,,10069,113,,,Min 01:30:00,Martin,RUMP,S,,EST,,10348,65,,,Min 00:45:00,Alessio,PICARIELLO,G,,BEL,,9740,23,,,Max 01:15:00,,,,,,,,,,,,,,,,,,,
