TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,AIR_TEMP_UNIT,TRACK_TEMP_UNIT,PRESSURE_UNIT,WIND_SPEED_UNIT,
1776427225,4/17/2026 12:00:25 PM,75.02,107.24,49,1013.8,0,71,0,ºC,ºC,mbar,KPH,
1776427285,4/17/2026 12:01:25 PM,74.66,107.24,50,1013.8,2,22,0,ºC,ºC,mbar,KPH,
1776427350,4/17/2026 12:02:30 PM,75.2,107.6,49,1013.8,3,79,0,ºC,ºC,mbar,KPH,
1776427415,4/17/2026 12:03:35 PM,75.92,107.6,48,1013.8,3,75,0,ºC,ºC,mbar,KPH,
1776427475,4/17/2026 12:04:35 PM,75.92,107.78,47,1013.7,9,77,0,ºC,ºC,mbar,KPH,
1776427540,4/17/2026 12:05:40 PM,75.2,107.78,48,1013.9,9,77,0,ºC,ºC,mbar,KPH,
1776427605,4/17/2026 12:06:45 PM,75.02,107.6,47,1013.8,5,65,0,ºC,ºC,mbar,KPH,
1776427670,4/17/2026 12:07:50 PM,75.38,107.6,48,1013.8,4,51,0,ºC,ºC,mbar,KPH,
1776427735,4/17/2026 12:08:55 PM,75.38,107.6,47,1013.8,6,57,0,ºC,ºC,mbar,KPH,
1776427795,4/17/2026 12:09:55 PM,74.66,107.6,48,1013.8,4,350,0,ºC,ºC,mbar,KPH,
1776427860,4/17/2026 12:11:00 PM,74.3,107.78,49,1013.9,3,324,0,ºC,ºC,mbar,KPH,
1776427920,4/17/2026 12:12:00 PM,75.2,107.78,48,1013.8,3,41,0,ºC,ºC,mbar,KPH,
1776427980,4/17/2026 12:13:00 PM,75.2,107.96,48,1013.8,5,52,0,ºC,ºC,mbar,KPH,
1776428040,4/17/2026 12:14:00 PM,75.38,107.96,48,1013.8,7,70,0,ºC,ºC,mbar,KPH,
1776428100,4/17/2026 12:15:00 PM,74.84,107.6,48,1013.7,9,81,0,ºC,ºC,mbar,KPH,
1776428160,4/17/2026 12:16:00 PM,74.12,106.7,49,1013.8,7,88,0,ºC,ºC,mbar,KPH,
1776428225,4/17/2026 12:17:05 PM,73.94,105.44,49,1013.7,7,77,0,ºC,ºC,mbar,KPH,
1776428290,4/17/2026 12:18:10 PM,74.12,104.54,49,1013.7,5,111,0,ºC,ºC,mbar,KPH,
1776428355,4/17/2026 12:19:15 PM,73.22,104.18,50,1013.7,7,82,0,ºC,ºC,mbar,KPH,
1776428415,4/17/2026 12:20:15 PM,73.58,103.64,49,1013.6,3,48,0,ºC,ºC,mbar,KPH,
1776428480,4/17/2026 12:21:20 PM,74.3,104.0,48,1013.7,5,55,0,ºC,ºC,mbar,KPH,
1776428540,4/17/2026 12:22:20 PM,74.12,104.36,48,1013.6,3,75,0,ºC,ºC,mbar,KPH,
