TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,AIR_TEMP_UNIT,TRACK_TEMP_UNIT,PRESSURE_UNIT,WIND_SPEED_UNIT,
1776424535,4/17/2026 11:15:35 AM,75.38,105.26,49,1014.1,1,229,0,ºC,ºC,mbar,KPH,
1776424600,4/17/2026 11:16:40 AM,74.12,105.26,50,1014.2,2,317,0,ºC,ºC,mbar,KPH,
1776424660,4/17/2026 11:17:40 AM,73.22,104.54,51,1014.1,3,355,0,ºC,ºC,mbar,KPH,
1776424720,4/17/2026 11:18:40 AM,72.68,103.46,53,1014.1,7,60,0,ºC,ºC,mbar,KPH,
1776424785,4/17/2026 11:19:45 AM,72.68,102.56,53,1014.1,7,76,0,ºC,ºC,mbar,KPH,
1776424850,4/17/2026 11:20:50 AM,72.68,101.66,53,1014,7,90,0,ºC,ºC,mbar,KPH,
1776424910,4/17/2026 11:21:50 AM,72.68,100.76,53,1014,6,89,0,ºC,ºC,mbar,KPH,
1776424970,4/17/2026 11:22:50 AM,72.68,100.04,53,1014,5,53,0,ºC,ºC,mbar,KPH,
1776425035,4/17/2026 11:23:55 AM,72.86,99.68,52,1014.1,6,68,0,ºC,ºC,mbar,KPH,
1776425100,4/17/2026 11:25:00 AM,73.4,99.86,52,1014,3,43,0,ºC,ºC,mbar,KPH,
1776425160,4/17/2026 11:26:00 AM,73.22,100.4,51,1014,9,85,0,ºC,ºC,mbar,KPH,
1776425225,4/17/2026 11:27:05 AM,73.22,100.76,51,1014,7,85,0,ºC,ºC,mbar,KPH,
1776425285,4/17/2026 11:28:05 AM,72.5,101.3,52,1014,5,40,0,ºC,ºC,mbar,KPH,
1776425350,4/17/2026 11:29:10 AM,72.86,102.2,52,1014,4,17,0,ºC,ºC,mbar,KPH,
1776425410,4/17/2026 11:30:10 AM,72.5,102.38,52,1014,5,331,0,ºC,ºC,mbar,KPH,
1776425475,4/17/2026 11:31:15 AM,71.78,102.74,53,1014.1,6,320,0,ºC,ºC,mbar,KPH,
1776425540,4/17/2026 11:32:20 AM,72.32,103.1,53,1013.9,4,344,0,ºC,ºC,mbar,KPH,
1776425600,4/17/2026 11:33:20 AM,73.94,103.28,51,1014,7,71,0,ºC,ºC,mbar,KPH,
1776425660,4/17/2026 11:34:20 AM,74.3,103.46,51,1014,8,84,0,ºC,ºC,mbar,KPH,
1776425725,4/17/2026 11:35:25 AM,73.76,103.64,50,1014,10,81,0,ºC,ºC,mbar,KPH,
1776425790,4/17/2026 11:36:30 AM,73.76,104.0,51,1014,8,67,0,ºC,ºC,mbar,KPH,
1776425850,4/17/2026 11:37:30 AM,73.94,104.0,51,1014,5,29,0,ºC,ºC,mbar,KPH,
1776425910,4/17/2026 11:38:30 AM,75.02,104.36,50,1014,6,60,0,ºC,ºC,mbar,KPH,
1776425975,4/17/2026 11:39:35 AM,74.3,104.54,51,1014.1,9,91,0,ºC,ºC,mbar,KPH,
1776426035,4/17/2026 11:40:35 AM,73.94,104.54,50,1014,7,38,0,ºC,ºC,mbar,KPH,
1776426100,4/17/2026 11:41:40 AM,73.22,104.36,52,1014,5,19,0,ºC,ºC,mbar,KPH,
1776426165,4/17/2026 11:42:45 AM,74.12,104.36,50,1013.9,3,67,0,ºC,ºC,mbar,KPH,
1776426225,4/17/2026 11:43:45 AM,73.04,104.18,50,1014,5,90,0,ºC,ºC,mbar,KPH,
1776426290,4/17/2026 11:44:50 AM,73.22,104.36,51,1014,4,27,0,ºC,ºC,mbar,KPH,
