POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,8,Toyota Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota TR010 Hybrid,M,HYPERCAR,,,Classified,101,3:00'54.786,,,88,1'32.490,191.1,,
2,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,,,Classified,101,3:00'56.131,1.345,1.345,90,1'32.462,191.1,,
3,35,Alpine Endurance Team,António FÉLIX DA COSTA,Charles MILESI,Ferdinand HABSBURG,,Alpine A424,M,HYPERCAR,,,Classified,101,3:01'03.762,8.976,7.631,22,1'33.009,190.0,,
4,7,Toyota Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota TR010 Hybrid,M,HYPERCAR,,,Classified,101,3:01'04.392,9.606,0.630,91,1'32.659,190.7,,
5,15,BMW M Team WRT,Kevin MAGNUSSEN,Raffaele MARCIELLO,,,BMW M Hybrid V8,M,HYPERCAR,,,Classified,101,3:01'06.576,11.790,2.184,101,1'33.039,189.9,,
6,83,AF Corse,Yifei YE,Robert KUBICA,Philip HANSON,,Ferrari 499P,M,HYPERCAR,,,Classified,101,3:01'09.677,14.891,3.101,75,1'32.490,191.1,,
7,94,Peugeot Totalenergies,Loïc DUVAL,Malthe JAKOBSEN,Théo POURCHAIRE,,Peugeot 9X8,M,HYPERCAR,,,Classified,101,3:01'21.122,26.336,11.445,99,1'33.326,189.4,,
8,007,Aston Martin Thor Team,Harry TINCKNELL,Tom GAMBLE,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,101,3:01'23.233,28.447,2.111,32,1'33.243,189.5,,
9,36,Alpine Endurance Team,Frédéric MAKOWIECKI,Jules GOUNON,Victor MARTINS,,Alpine A424,M,HYPERCAR,,,Classified,101,3:01'25.870,31.084,2.637,76,1'32.258,191.6,,
10,009,Aston Martin Thor Team,Alex RIBERAS,Marco SØRENSEN,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,101,3:01'28.272,33.486,2.402,25,1'33.775,188.5,,
11,38,Cadillac Hertz Team Jota,Earl BAMBER,Sébastien BOURDAIS,,,Cadillac V-Series.R,M,HYPERCAR,,,Classified,101,3:01'28.629,33.843,0.357,32,1'33.145,189.7,,
12,20,BMW M Team WRT,Robin FRIJNS,René RAST,,,BMW M Hybrid V8,M,HYPERCAR,,,Classified,101,3:01'29.059,34.273,0.430,92,1'33.276,189.5,,
13,17,Genesis Magma Racing,André LOTTERER,Luis Felipe DERANI,Mathys JAUBERT,,Genesis GMR-001-Hypercar,M,HYPERCAR,,,Classified,101,3:01'29.661,34.875,0.602,90,1'33.114,189.8,,
14,12,Cadillac Hertz Team Jota,Will STEVENS,Norman NATO,,,Cadillac V-Series.R,M,HYPERCAR,,,Classified,101,3:01'38.970,44.184,9.309,64,1'32.650,190.7,,
15,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,,,Classified,101,3:01'39.422,44.636,0.452,89,1'32.066,192.0,,
16,93,Peugeot Totalenergies,Paul DI RESTA,Stoffel VANDOORNE,Nick CASSIDY,,Peugeot 9X8,M,HYPERCAR,,,Classified,99,3:01'35.734,2 Laps,2 Laps,88,1'33.319,189.4,,
17,10,Garage 59,Antares AU,Thomas FLEMING,Marvin KIRCHHÖFER,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,93,3:02'21.638,8 Laps,6 Laps,67,1'43.165,171.3,,
18,69,Team WRT,Anthony MCINTOSH,Parker THOMPSON,Daniel HARPER,,BMW M4 LMGT3 Evo,G,LMGT3,,,Classified,93,3:02'25.920,8 Laps,4.282,78,1'43.321,171.0,,
19,33,TF Sport,Blake MCDONALD,Jonny EDGAR,Nicky CATSBURG,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,92,3:00'46.107,9 Laps,1 Laps,79,1'42.305,172.7,,
20,88,Proton Competition,Stefano GATTUSO,Giammarco LEVORATO,Logan SARGEANT,,Ford Mustang LMGT3,G,LMGT3,,,Classified,92,3:00'47.787,9 Laps,1.680,68,1'43.493,170.8,,
21,32,Team WRT,Darren LEUNG,Sean GELAEL,Augusto FARFUS,,BMW M4 LMGT3 Evo,G,LMGT3,,,Classified,92,3:00'51.438,9 Laps,3.651,68,1'43.528,170.7,,
22,58,Garage 59,Alexander WEST,Finn GEHRSITZ,Benjamin GOETHE,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,92,3:00'52.133,9 Laps,0.695,80,1'42.787,171.9,,
23,34,Racing Team Turkey by TF,Peter DEMPSEY,Salih YOLUÇ,Charlie EASTWOOD,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,92,3:00'54.188,9 Laps,2.055,80,1'43.172,171.3,,
24,91,Manthey DK Engineering,James COTTINGHAM,Timur BOGUSLAVSKIY,Ayhancan GÜVEN,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,92,3:01'02.251,9 Laps,8.063,68,1'43.751,170.3,,
25,61,Iron Lynx,Martin BERRY,Rui ANDRADE,Maxime MARTIN,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,92,3:01'03.370,9 Laps,1.119,68,1'43.365,171.0,,
26,79,Iron Lynx,Johannes ZELGER,Matteo CRESSONI,Lin HODENIUS,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,92,3:01'04.358,9 Laps,0.988,81,1'43.686,170.4,,
27,92,The Bend Manthey,Yasser SHAHIN,Riccardo PERA,Richard LIETZ,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,92,3:01'04.780,9 Laps,0.422,81,1'43.890,170.1,,
28,27,Heart of Racing Team,Ian JAMES,Zacharie ROBICHON,Mattia DRUDI,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,92,3:01'04.944,9 Laps,0.164,61,1'43.404,170.9,,
29,77,Proton Competition,Eric POWELL,Ben TUCK,Sebastian PRIAULX,,Ford Mustang LMGT3,G,LMGT3,,,Classified,92,3:01'05.483,9 Laps,0.539,81,1'43.918,170.1,,
30,23,Heart of Racing Team,Gray NEWELL,Kobe PAUWELS,Jonny ADAM,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,92,3:01'06.356,9 Laps,0.873,86,1'43.832,170.2,,
31,21,Vista AF Corse,François HÉRIAU,Simon MANN,Alessio ROVERA,,Ferrari 296 LMGT3 Evo,G,LMGT3,,,Classified,92,3:02'27.064,9 Laps,1'20.708,66,1'43.442,170.8,,
32,54,Vista AF Corse,Thomas FLOHR,Francesco CASTELLACCI,Davide RIGON,,Ferrari 296 LMGT3 Evo,G,LMGT3,,,Classified,91,3:01'19.330,10 Laps,1 Laps,59,1'43.795,170.3,,
33,19,Genesis Magma Racing,Mathieu JAMINET,Paul-Loup CHATIN,Daniel JUNCADELLA,,Genesis GMR-001-Hypercar,M,HYPERCAR,,,Classified,79,3:01'30.272,22 Laps,12 Laps,68,1'33.452,189.1,,
34,78,Akkodis ASP Team,Tom VAN ROMPUY,Hadrien DAVID,Esteban MASSON,,Lexus RC F LMGT3,G,LMGT3,,,Classified,71,3:02'26.602,30 Laps,8 Laps,69,1'43.296,171.1,,
35,87,Akkodis ASP Team,Petru UMBRÄRESCU,Clemens SCHMID,José María LÓPEZ,,Lexus RC F LMGT3,G,LMGT3,,,Classified,32,57'58.247,69 Laps,39 Laps,14,1'44.632,168.9,,
