POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,34,1:01'11.386,,,32,1'43.396,188.6,,
2,20,BMW M Team WRT,René RAST,Robin FRIJNS,Sheldon VAN DER LINDE,,BMW M Hybrid V8,M,HYPERCAR,H,,Classified,34,1:01'33.005,21.619,21.619,4,1'44.136,187.3,,
3,38,Cadillac Hertz Team JOTA,Earl BAMBER,Sébastien BOURDAIS,Jenson BUTTON,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,34,1:01'35.913,24.527,2.908,33,1'42.568,190.2,,
4,93,Peugeot TotalEnergies,Paul DI RESTA,Mikkel JENSEN,Jean-Eric VERGNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,34,1:01'37.146,25.760,1.233,33,1'44.052,187.5,,
5,12,Cadillac Hertz Team JOTA,Alex LYNN,Norman NATO,Will STEVENS,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,34,1:01'42.550,31.164,5.404,30,1'43.972,187.6,,
6,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,34,1:02'23.547,1'12.161,40.997,32,1'43.101,189.2,,
7,5,Porsche Penske Motorsport,Julien ANDLAUER,Michael CHRISTENSEN,Mathieu JAMINET,,Porsche 963,M,HYPERCAR,H,,Classified,34,1:02'31.298,1'19.912,7.751,4,1'44.530,186.6,,
8,83,AF Corse,Robert KUBICA,Yifei YE,Philip HANSON,,Ferrari 499P,M,HYPERCAR,H,,Classified,34,1:02'42.673,1'31.287,11.375,4,1'44.406,186.8,,
9,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,34,1:02'43.422,1'32.036,0.749,6,1'44.372,186.9,,
10,35,Alpine Endurance Team,Paul-Loup CHATIN,Ferdinand HABSBURG,Charles MILESI,,Alpine A424,M,HYPERCAR,H,,Classified,34,1:02'44.054,1'32.668,0.632,4,1'44.109,187.3,,
11,8,Toyota Gazoo Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,34,1:02'44.611,1'33.225,0.557,32,1'44.308,187.0,,
12,36,Alpine Endurance Team,Jules GOUNON,Frédéric MAKOWIECKI,Mick SCHUMACHER,,Alpine A424,M,HYPERCAR,H,,Classified,34,1:02'46.859,1'35.473,2.248,29,1'44.415,186.8,,
13,94,Peugeot TotalEnergies,Loïc DUVAL,Malthe JAKOBSEN,Stoffel VANDOORNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,34,1:02'51.516,1'40.130,4.657,31,1'44.194,187.2,,
14,99,Proton Competition,Neel JANI,Nicolas PINO,Nicolas VARRONE,,Porsche 963,M,HYPERCAR,H,,Classified,34,1:03'22.199,2'10.813,30.683,25,1'44.240,187.1,,
15,6,Porsche Penske Motorsport,Kévin ESTRE,Laurens VANTHOOR,Matt CAMPBELL,,Porsche 963,M,HYPERCAR,H,,Classified,33,59'58.576,1 Laps,1 Laps,30,1'43.420,188.6,,
16,15,BMW M Team WRT,Dries VANTHOOR,Raffaele MARCIELLO,Kevin MAGNUSSEN,,BMW M Hybrid V8,M,HYPERCAR,H,,Classified,33,1:01'45.782,1 Laps,1'47.206,5,1'44.109,187.3,,
17,007,Aston Martin Thor Team,Harry TINCKNELL,Tom GAMBLE,Ross GUNN,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,33,1:02'37.999,1 Laps,52.217,25,1'44.205,187.2,,
18,009,Aston Martin Thor Team,Alex RIBERAS,Marco SORENSEN,Roman DE ANGELIS,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,31,58'09.004,3 Laps,2 Laps,24,1'44.592,186.5,,
19,78,Akkodis ASP Team,Arnold ROBIN,Finn GEHRSITZ,Ben BARNICOAT,,Lexus RC F LMGT3,G,LMGT3,,,Classified,30,1:00'56.558,4 Laps,1 Laps,4,1'56.419,167.5,,
20,59,United Autosports,James COTTINGHAM,Sébastien BAUD,Grégoire SAUCY,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,30,1:02'05.837,4 Laps,1'09.279,3,1'57.337,166.2,,
21,95,United Autosports,Darren LEUNG,Sean GELAEL,Marino SATO,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,30,1:02'07.425,4 Laps,1.588,25,1'57.507,166.0,,
22,46,Team WRT,Ahmad AL HARTHY,Valentino ROSSI,Kelvin VAN DER LINDE,,BMW M4 LMGT3,G,LMGT3,,,Classified,30,1:02'17.002,4 Laps,9.577,22,1'56.989,166.7,,
23,27,Heart of Racing Team,Ian JAMES,Zacharie ROBICHON,Mattia DRUDI,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,30,1:02'19.985,4 Laps,2.983,26,1'57.764,165.6,,
24,54,Vista AF Corse,Thomas FLOHR,Francesco CASTELLACCI,Davide RIGON,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,30,1:02'32.838,4 Laps,12.853,3,1'57.681,165.7,,
25,33,TF Sport,Ben KEATING,Jonny EDGAR,Daniel JUNCADELLA,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,30,1:02'33.066,4 Laps,0.228,22,1'57.588,165.9,,
26,21,Vista AF Corse,François HERIAU,Simon MANN,Alessio ROVERA,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,30,1:02'43.205,4 Laps,10.139,4,1'57.643,165.8,,
27,92,Manthey 1ST Phorm,Ryan HARDWICK,Riccardo PERA,Richard LIETZ,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,30,1:02'51.691,4 Laps,8.486,22,1'58.721,164.3,,
28,88,Proton Competition,Stefano GATTUSO,Giammarco LEVORATO,Dennis OLSEN,,Ford Mustang LMGT3,G,LMGT3,,,Classified,30,1:02'52.004,4 Laps,0.313,28,1'58.430,164.7,,
29,31,The Bend Team WRT,Yasser SHAHIN,Timur BOGUSLAVSKIY,Augusto FARFUS,,BMW M4 LMGT3,G,LMGT3,,,Classified,30,1:02'52.574,4 Laps,0.570,28,1'57.670,165.8,,
30,77,Proton Competition,Bernardo SOUSA,Ben TUCK,Benjamin BARKER,,Ford Mustang LMGT3,G,LMGT3,,,Classified,30,1:02'59.638,4 Laps,7.064,22,1'58.232,165.0,,
31,10,Racing Spirit of Leman,Derek DEBOER,Eduardo BARRICHELLO,Valentin HASSE CLOT,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,30,1:03'07.012,4 Laps,7.374,29,1'58.164,165.1,,
32,85,Iron Dames,Celia MARTIN,Rahel FREY,Michelle GATTING,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,30,1:03'07.380,4 Laps,0.368,6,1'59.425,163.3,,
33,61,Iron Lynx,Christian RIED,Lin HODENIUS,Maxime MARTIN,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,30,1:03'07.535,4 Laps,0.155,29,1'57.407,166.1,,
34,60,Iron Lynx,Claudio SCHIAVONI,Matteo CRESSONI,Matteo CAIROLI,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,29,1:02'11.309,5 Laps,1 Laps,29,1'57.156,166.5,,
