POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,31,15,2:02.525,-,-,159.2,15,,P-2L,,,Chevron B31 1975,,,,,,,,,,,,Ross,HYETT,,,GBR,,,,,,,Charlie,HYETT,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,99,15,2:05.304,+2.779,+2.779,155.7,15,,P-2L,,,Chevron B19 1971,,,,,,,,,,,,Jamie,CONSTABLE,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,5,2:05.308,+2.783,+0.004,155.7,18,,P+2L,,,Porsche 908/03 1971,,,,,,,,,,,,Henrique,GEMPERLE,,,SUI,,,,,,,Marc,de SIEBENTHAL,,,SUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,50,13,2:07.227,+4.702,+1.919,153.3,17,,P+2L,,,Lola T70 Mk.3B 1971,,,,,,,,,,,,Stephan,JOEBSTL,,,AUT,,,,,,,Andy,WILLIS,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,65,4,2:07.697,+5.172,+0.470,152.7,14,,GT,,,Ferrari 512 BBLM 1979,,,,,,,,,,,,Alexander,RITTWEGER,,,GER,,,,,,,Sam,HANCOCK,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,75,9,2:08.005,+5.480,+0.308,152.4,9,,P-2L,,,Chevron B31 1975,,,,,,,,,,,,Ludovic,CARON,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,25,17,2:09.420,+6.895,+1.415,150.7,17,,GT,,,Porsche 935 1981,,,,,,,,,,,,Emmanuel,BRIGAND,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,80,14,2:09.771,+7.246,+0.351,150.3,17,,P-2L,,,Chevron B19 1971,,,,,,,,,,,,Xavier,MICHEL,,,FRA,,,,,,,Christian,VAGLIO-GIORS,,,SUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,159,16,2:10.482,+7.957,+0.711,149.5,16,,P+2L,,,Lola T70 Mk.3B 1968,,,,,,,,,,,,Steve,BROOKS,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,180,12,2:11.041,+8.516,+0.559,148.8,16,,GT,,,Porsche 934/5 1977,,,,,,,,,,,,Lars,ROLNER,,,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,86,10,2:12.321,+9.796,+1.280,147.4,15,,P+2L,,,Lola T70 Mk.3B 1969,,,,,,,,,,,,Eric,MESTDAGH,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,62,18,2:12.340,+9.815,+0.019,147.4,18,,P-2L,,,Chevron B19 1971,,,,,,,,,,,,Michael,BIRCH,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,172,3,2:12.815,+10.290,+0.475,146.9,3,,P-2L,,,Chevron B19 1971,,,,,,,,,,,,,NELSON,,,FRA,,,,,,,Pierre,FILLON,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3,9,2:13.008,+10.483,+0.193,146.6,14,,P+2L,,,Lola T70 Mk.3B 1968,,,,,,,,,,,,Jason,STUART WRIGHT,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,24,4,2:13.424,+10.899,+0.416,146.2,7,,P-2L,,,Chevron B16 1971,,,,,,,,,,,,François,BOURDIN,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,22,2,2:13.554,+11.029,+0.130,146.0,2,,P-2L,,,Chevron B16 1970,,,,,,,,,,,,Didier,ROBIN,,,FRA,,,,,,,Maxime,ROBIN,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,12,2:14.297,+11.772,+0.743,145.2,14,,P-2L,,,Lola T210 1970,,,,,,,,,,,,Frank,JACOB,,,GER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,44,16,2:15.250,+12.725,+0.953,144.2,16,,P+2L,,,Lola T70 Mk.3 1967,,,,,,,,,,,,Romain,BELLETESTE,,,FRA,,,,,,,José,OLIVEIRA,,,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,95,5,2:17.654,+15.129,+2.404,141.7,11,,P-2L,,,Chevron B16 1970,,,,,,,,,,,,Christophe,VAN RIET,,,BEL,,,,,,,Alain,BAZARD,,,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,12,10,2:24.368,+21.843,+6.714,135.1,16,,GT,,,"Porsche 911 Carrera RSR 2,8L 1973",,,,,,,,,,,,Geoffroy,PETER,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,33,14,2:24.464,+21.939,+0.096,135.0,16,,GT,,,Porsche 911 Carrera RSR 2.8 1973,,,,,,,,,,,,Kurt G.,THIEL,,,SUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,71,5,2:24.700,+22.175,+0.236,134.8,16,,GT,,,Porsche 911 Carrera RS 3.0 1975,,,,,,,,,,,,Annette,ROLNER,,,DEN,,,,,,,Pierre-Alain,THIBAUT,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,61,12,2:24.702,+22.177,+0.002,134.8,17,,GT,,,Porsche 911 Carrera RSR 3.0 1974,,,,,,,,,,,,Serge,LIBENS,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,173,4,2:24.931,+22.406,+0.229,134.6,15,,GT,,,Porsche 911 Carrera RSR 3.0 1974,,,,,,,,,,,,Romain,JOFFROY,,,FRA,,,,,,,Xavier,GAFFORY,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,928,9,2:26.642,+24.117,+1.711,133.0,10,,GT,,,Porsche 928 S 1980,,,,,,,,,,,,Jörg,BRATKE VON BERGEN,,,GER,,,,,,,Olivier,LOUISODER,,,GER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,14,12,2:28.131,+25.606,+1.489,131.7,13,,P-2L,,,Ginetta G16 1969,,,,,,,,,,,,Olivier,HUEZ,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
