POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,4,4,2:02.236,-,-,159.6,12,,P+2L,,,Porsche 908/03 1971,,,,,,,,,,,,Henrique,GEMPERLE,,,SUI,,,,,,,Marc,de SIEBENTHAL,,,SUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,75,16,2:03.350,+1.114,+1.114,158.1,18,,P-2L,,,Chevron B31 1975,,,,,,,,,,,,Ludovic,CARON,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,99,6,2:04.282,+2.046,+0.932,156.9,11,,P-2L,,,Chevron B19 1971,,,,,,,,,,,,Jamie,CONSTABLE,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,65,2,2:05.610,+3.374,+1.328,155.3,16,,GT,,,Ferrari 512 BBLM 1979,,,,,,,,,,,,Alexander,RITTWEGER,,,GER,,,,,,,Sam,HANCOCK,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,80,8,2:06.397,+4.161,+0.787,154.3,11,,P-2L,,,Chevron B19 1971,,,,,,,,,,,,Xavier,MICHEL,,,FRA,,,,,,,Christian,VAGLIO-GIORS,,,SUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,159,16,2:06.594,+4.358,+0.197,154.1,17,,P+2L,,,Lola T70 Mk.3B 1968,,,,,,,,,,,,Steve,BROOKS,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,62,16,2:07.480,+5.244,+0.886,153.0,18,,P-2L,,,Chevron B19 1971,,,,,,,,,,,,Michael,BIRCH,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,25,10,2:07.575,+5.339,+0.095,152.9,11,,GT,,,Porsche 935 1981,,,,,,,,,,,,Emmanuel,BRIGAND,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,172,14,2:08.505,+6.269,+0.930,151.8,16,,P-2L,,,Chevron B19 1971,,,,,,,,,,,,,NELSON,,,FRA,,,,,,,Pierre,FILLON,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,86,8,2:09.270,+7.034,+0.765,150.9,17,,P+2L,,,Lola T70 Mk.3B 1969,,,,,,,,,,,,Eric,MESTDAGH,,,BEL,,,,,,,Christophe,VAN RIET,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,31,4,2:09.933,+7.697,+0.663,150.1,7,,P-2L,,,Chevron B31 1975,,,,,,,,,,,,Ross,HYETT,,,GBR,,,,,,,Charlie,HYETT,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,180,15,2:10.099,+7.863,+0.166,149.9,17,,GT,,,Porsche 934/5 1977,,,,,,,,,,,,Lars,ROLNER,,,DEN,,,,,,,Pierre-Alain,THIBAUT,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3,14,2:12.150,+9.914,+2.051,147.6,16,,P+2L,,,Lola T70 Mk.3B 1968,,,,,,,,,,,,Jason,STUART WRIGHT,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,24,4,2:12.295,+10.059,+0.145,147.4,17,,P-2L,,,Chevron B16 1971,,,,,,,,,,,,François,BOURDIN,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2,4,2:12.510,+10.274,+0.215,147.2,14,,P-2L,,,Lola T210 1970,,,,,,,,,,,,Frank,JACOB,,,GER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,44,16,2:12.702,+10.466,+0.192,147.0,17,,P+2L,,,Lola T70 Mk.3 1967,,,,,,,,,,,,Romain,BELLETESTE,,,FRA,,,,,,,José,OLIVEIRA,,,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,122,6,2:16.263,+14.027,+3.561,143.1,16,,GT,,,Chevrolet Corvette C3 1969,,,,,,,,,,,,Eric,EXCOFFIER,,,FRA,,,,,,,Clément,EXCOFFIER,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,173,6,2:20.627,+18.391,+4.364,138.7,16,,GT,,,Porsche 911 Carrera RSR 3.0 1974,,,,,,,,,,,,Romain,JOFFROY,,,FRA,,,,,,,Xavier,GAFFORY,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,71,3,2:21.600,+19.364,+0.973,137.7,15,,GT,,,Porsche 911 Carrera RS 3.0 1975,,,,,,,,,,,,Annette,ROLNER,,,DEN,,,,,,,Pierre-Alain,THIBAUT,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,12,9,2:22.006,+19.770,+0.406,137.4,11,,GT,,,"Porsche 911 Carrera RSR 2,8L 1973",,,,,,,,,,,,Geoffroy,PETER,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,33,16,2:23.018,+20.782,+1.012,136.4,17,,GT,,,Porsche 911 Carrera RSR 2.8 1973,,,,,,,,,,,,Kurt G.,THIEL,,,SUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,61,9,2:24.824,+22.588,+1.806,134.7,16,,GT,,,Porsche 911 Carrera RSR 3.0 1974,,,,,,,,,,,,Serge,LIBENS,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,14,11,2:24.865,+22.629,+0.041,134.6,14,,P-2L,,,Ginetta G16 1969,,,,,,,,,,,,Olivier,HUEZ,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,928,13,2:26.041,+23.805,+1.176,133.6,14,,GT,,,Porsche 928 S 1980,,,,,,,,,,,,Jörg,BRATKE VON BERGEN,,,GER,,,,,,,Olivier,LOUISODER,,,GER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,79,14,2:27.595,+25.359,+1.554,132.2,16,,P-2L,,,Chevron B8 1969,,,,,,,,,,,,Oren,NATAF,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,72,3,2:32.027,+29.791,+4.432,128.3,14,,GT,,,"Porsche 911 2,5L ST 1972",,,,,,,,,,,,Frank,LAUDENKLOS,,,GER,,,,,,,Carl-Friedrich,KOLB,,,GER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,59,4,2:39.739,+37.503,+7.712,122.1,15,,GT,,,Porsche 911 Carrera RSR 3.0 1974,,,,,,,,,,,,Jean-Louis,BONNET,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,22,0,,,,,0,,P-2L,,,Chevron B16 1970,,,,,,,,,,,,Didier,ROBIN,,,FRA,,,,,,,Maxime,ROBIN,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,50,0,,,,,2,,P+2L,,,Lola T70 Mk.3B 1971,,,,,,,,,,,,Stephan,JOEBSTL,,,AUT,,,,,,,Andy,WILLIS,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
