POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,99,Classified,25,1:01:05.027,-,-,15,2:05.224,155.8,,P-2L,,,Chevron B19 1971,,,,,,,,,,,,Jamie,CONSTABLE,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,Classified,25,1:01:06.526,+1.499,+1.499,4,2:04.422,156.8,,P+2L,,,Porsche 908/03 1971,,,,,,,,,,,,Henrique,GEMPERLE,,,SUI,,,,,,,Marc,de SIEBENTHAL,,,SUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,159,Classified,25,1:01:17.219,+12.192,+10.693,17,2:07.608,152.8,,P+2L,,,Lola T70 Mk.3B 1968,,,,,,,,,,,,Steve,BROOKS,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,50,Classified,25,1:01:21.850,+16.823,+4.631,14,2:07.710,152.7,,P+2L,,,Lola T70 Mk.3B 1971,,,,,,,,,,,,Stephan,JOEBSTL,,,AUT,,,,,,,Andy,WILLIS,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,25,Classified,25,1:01:25.083,+20.056,+3.233,18,2:09.933,150.1,,GT,,,Porsche 935 1981,,,,,,,,,,,,Emmanuel,BRIGAND,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,62,Classified,25,1:01:25.606,+20.579,+0.523,18,2:08.440,151.9,,P-2L,,,Chevron B19 1971,,,,,,,,,,,,Michael,BIRCH,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,65,Classified,25,1:01:26.975,+21.948,+1.369,15,2:06.684,154.0,,GT,,,Ferrari 512 BBLM 1979,,,,,,,,,,,,Alexander,RITTWEGER,,,GER,,,,,,,Sam,HANCOCK,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,86,Classified,25,1:01:27.763,+22.736,+0.788,5,2:09.963,150.1,,P+2L,,,Lola T70 Mk.3B 1969,,,,,,,,,,,,Eric,MESTDAGH,,,BEL,,,,,,,Christophe,VAN RIET,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,Classified,24,1:01:05.901,1 Lap,1 Lap,10,2:11.458,148.4,,P+2L,,,Lola T70 Mk.3B 1968,,,,,,,,,,,,Jason,STUART WRIGHT,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,180,Classified,24,1:01:07.464,1 Lap,+1.563,5,2:10.798,149.1,,GT,,,Porsche 934/5 1977,,,,,,,,,,,,Lars,ROLNER,,,DEN,,,,,,,Pierre-Alain,THIBAUT,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,44,Classified,24,1:01:21.406,1 Lap,+13.942,14,2:12.424,147.3,,P+2L,,,Lola T70 Mk.3 1967,,,,,,,,,,,,Romain,BELLETESTE,,,FRA,,,,,,,José,OLIVEIRA,,,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
