POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,4,Classified,14,30:47.007,-,-,3,2:03.723,157.6,,P+2L,,,Porsche 908/03 1971,,,,,,,,,,,,Henrique,GEMPERLE,,,SUI,,,,,,,Marc,de SIEBENTHAL,,,SUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,99,Classified,14,30:59.346,+12.339,+12.339,4,2:05.029,156.0,,P-2L,,,Chevron B19 1971,,,,,,,,,,,,Jamie,CONSTABLE,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,75,Classified,14,31:33.255,+46.248,+33.909,11,2:06.701,153.9,,P-2L,,,Chevron B31 1975,,,,,,,,,,,,Ludovic,CARON,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,159,Classified,14,31:39.502,+52.495,+6.247,12,2:06.913,153.7,,P+2L,,,Lola T70 Mk.3B 1968,,,,,,,,,,,,Steve,BROOKS,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,62,Classified,14,32:15.254,+1:28.247,+35.752,6,2:10.841,149.1,,P-2L,,,Chevron B19 1971,,,,,,,,,,,,Michael,BIRCH,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,Classified,14,32:34.645,+1:47.638,+19.391,5,2:11.420,148.4,,P-2L,,,Lola T210 1970,,,,,,,,,,,,Frank,JACOB,,,GER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,180,Classified,14,32:38.151,+1:51.144,+3.506,3,2:10.904,149.0,,GT,,,Porsche 934/5 1977,,,,,,,,,,,,Lars,ROLNER,,,DEN,,,,,,,Pierre-Alain,THIBAUT,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,Classified,14,32:38.274,+1:51.267,+0.123,5,2:10.942,149.0,,P+2L,,,Lola T70 Mk.3B 1968,,,,,,,,,,,,Jason,STUART WRIGHT,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,86,Classified,14,32:38.560,+1:51.553,+0.286,5,2:10.864,149.0,,P+2L,,,Lola T70 Mk.3B 1969,,,,,,,,,,,,Eric,MESTDAGH,,,BEL,,,,,,,Christophe,VAN RIET,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,44,Classified,14,33:16.109,+2:29.102,+37.549,12,2:10.531,149.4,,P+2L,,,Lola T70 Mk.3 1967,,,,,,,,,,,,Romain,BELLETESTE,,,FRA,,,,,,,José,OLIVEIRA,,,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,25,Classified,14,33:20.300,+2:33.293,+4.191,2,2:09.786,150.3,,GT,,,Porsche 935 1981,,,,,,,,,,,,Emmanuel,BRIGAND,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,24,Classified,13,30:48.873,1 Lap,1 Lap,9,2:13.998,145.6,,P-2L,,,Chevron B16 1971,,,,,,,,,,,,François,BOURDIN,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
