POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
13,33,Classified,13,32:46.156,1 Lap,+1:57.283,2,2:22.862,136.5,,GT,,,Porsche 911 Carrera RSR 2.8 1973,,,,,,,,,,,,Kurt G.,THIEL,,,SUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,61,Classified,13,32:47.152,1 Lap,+0.996,3,2:23.022,136.4,,GT,,,Porsche 911 Carrera RSR 3.0 1974,,,,,,,,,,,,Serge,LIBENS,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,12,Classified,13,32:58.334,1 Lap,+11.182,3,2:23.114,136.3,,GT,,,"Porsche 911 Carrera RSR 2,8L 1973",,,,,,,,,,,,Geoffroy,PETER,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,173,Classified,12,30:49.765,2 Laps,1 Lap,3,2:21.084,138.2,,GT,,,Porsche 911 Carrera RSR 3.0 1974,,,,,,,,,,,,Romain,JOFFROY,,,FRA,,,,,,,Xavier,GAFFORY,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,122,Classified,12,31:21.809,2 Laps,+32.044,8,2:21.928,137.4,,GT,,,Chevrolet Corvette C3 1969,,,,,,,,,,,,Eric,EXCOFFIER,,,FRA,,,,,,,Clément,EXCOFFIER,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,79,Classified,12,31:27.805,2 Laps,+5.996,11,2:24.944,134.6,,P-2L,,,Chevron B8 1969,,,,,,,,,,,,Oren,NATAF,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,71,Classified,12,32:14.875,2 Laps,+47.070,4,2:31.805,128.5,,GT,,,Porsche 911 Carrera RS 3.0 1975,,,,,,,,,,,,Annette,ROLNER,,,DEN,,,,,,,Pierre-Alain,THIBAUT,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,59,Classified,11,30:46.955,3 Laps,1 Lap,2,2:33.194,127.3,,GT,,,Porsche 911 Carrera RSR 3.0 1974,,,,,,,,,,,,Jean-Louis,BONNET,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,31,Classified,11,31:18.303,3 Laps,+31.348,10,2:01.965,159.9,,P-2L,,,Chevron B31 1975,,,,,,,,,,,,Ross,HYETT,,,GBR,,,,,,,Charlie,HYETT,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,50,Not classified,8,20:16.165,,,3,2:10.813,149.1,,P+2L,,,Lola T70 Mk.3B 1971,,,,,,,,,,,,Stephan,JOEBSTL,,,AUT,,,,,,,Andy,WILLIS,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,Not classified,6,13:23.512,,,3,2:10.413,149.6,,GT,,,Ferrari 512 BBLM 1979,,,,,,,,,,,,Alexander,RITTWEGER,,,GER,,,,,,,Sam,HANCOCK,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,172,Not classified,5,11:10.431,,,4,2:11.740,148.1,,P-2L,,,Chevron B19 1971,,,,,,,,,,,,,NELSON,,,FRA,,,,,,,Pierre,FILLON,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,928,Not started,0,,,,0,,,,GT,,,Porsche 928 S 1980,,,,,,,,,,,,Jörg,BRATKE VON BERGEN,,,GER,,,,,,,Olivier,LOUISODER,,,GER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,80,Not started,0,,,,0,,,,P-2L,,,Chevron B19 1971,,,,,,,,,,,,Xavier,MICHEL,,,FRA,,,,,,,Christian,VAGLIO-GIORS,,,SUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,Not started,0,,,,0,,,,P-2L,,,Ginetta G16 1969,,,,,,,,,,,,Olivier,HUEZ,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
