POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
11,18,Classified,117,2:40:55.057,4 Laps,+5.527,88,1:13.772,177.3,Era Motorsport,LMP2,,,ORECA LMP2 07,M,761,291,28,85,7637,3,,12835,,Motul / Mechanix Wear,Dwight,Merriman,Bronze,,USA,,1930,1,Bronze,,,Ryan,Dalziel,Gold,,GBR,,192,3,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,52,Classified,117,2:40:57.761,4 Laps,+2.704,96,1:13.871,177.1,PR1 Mathiasen Motorsports,LMP2,,,ORECA LMP2 07,M,776,16,28,85,7637,3,,12837,,End ALZ,Josh,Pierson,Gold,,USA,,2761,4,Gold,,,Patrick,Kelly,Bronze,,USA,,1704,1,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,54,Classified,114,2:41:43.669,7 Laps,3 Laps,67,1:18.336,167.0,CORE Autosport,LMP3,,,Ligier JS P320,M,1674,174,36,96,7650,3,,12729,,Crowdstrike / Motul / FLEX-BOX,Jon,Bennett,Bronze,,USA,,60,1,Bronze,,,Colin,Braun,Gold,,USA,,61,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,30,Classified,113,2:40:35.134,8 Laps,1 Lap,39,1:18.385,166.9,Jr III Racing,LMP3,,,Ligier JS P320,M,1676,283,36,96,7650,3,,12731,,AirBnB / S2 Cyber,Ari,Balogh,Bronze,,USA,,1081,1,Bronze,,,Garett,Grist,Gold,,CAN,,1388,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,36,Classified,113,2:40:49.123,8 Laps,+13.989,45,1:18.747,166.1,Andretti Autosport,LMP3,,,Ligier JS P320,M,1681,357,36,96,7650,3,,12734,,Gallant / Window World,Jarett,Andretti,Silver,,USA,,2292,1,Silver,,,Gabby,Chaves,Gold,,COL,,600,4,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,74,Classified,113,2:40:54.192,8 Laps,+5.069,66,1:18.449,166.8,Riley Motorsports,LMP3,,,Ligier JS P320,M,1677,35,36,96,7650,3,,12732,,74 Ranch Resort,Gar,Robinson,Silver,,USA,,861,1,Silver,,,Felipe,Fraga,Gold,,BRA,,1750,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,58,Classified,113,2:41:04.644,8 Laps,+10.452,92,1:18.364,166.9,MLT Motorsports,LMP3,,,Ligier JS P320,M,1825,260,36,96,7650,3,,12735,,,Dakota,Dickerson,Silver,,USA,,1756,1,Silver,,,Josh,Sarchet,Bronze,,USA,,2777,2,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,33,Classified,112,2:41:01.874,9 Laps,1 Lap,42,1:19.058,165.5,Sean Creech Motorsport,LMP3,,,Ligier JS P320,M,1603,286,36,96,7650,3,,12728,,Exelixis / Focal One / Alta,Joao,Barbosa,Gold,,PRT,,182,1,Gold,,,Lance,Willsey,Bronze,,USA,,664,2,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,70,Classified,110,2:40:22.137,11 Laps,2 Laps,37,1:22.000,159.5,inception racing,GTD,,,McLaren 720S GT3,M,1520,388,4,81,7651,3,,12744,,,Brendan,Iribe,Bronze,,USA,,2622,1,Bronze,,,Jordan,Pepper,Gold,,ZAF,,2716,4,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,96,Classified,110,2:40:22.770,11 Laps,+0.633,37,1:21.674,160.2,Turner Motorsport,GTD,,,BMW M4 GT3,M,1553,38,4,111,74,3,,12739,,Turner Motorsport / LiquiMoly / Barletta Engineering,Robby,Foley,Silver,,USA,,1302,2,Silver,,,Bill,Auberlen,Gold,,USA,,39,1,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1,Classified,110,2:40:23.356,11 Laps,+0.586,49,1:21.425,160.7,Paul Miller Racing,GTD,,,BMW M4 GT3,M,1558,34,4,111,74,3,,12740,,TOTAL Lubricants / UIS and Paul Miller Auto Group,Bryan,Sellers,Gold,,USA,,18,1,Gold,,,Madison,Snow,Silver,,USA,,155,2,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,12,Classified,110,2:40:26.073,11 Laps,+2.717,69,1:22.615,158.3,VasserSullivan,GTD,,,Lexus RC F GT3,M,931,336,4,46,7644,3,,12738,,,Frankie,Montecalvo,Silver,,USA,,1279,1,Silver,,,Aaron,Telitz,Gold,,USA,,2230,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,39,Classified,110,2:40:29.193,11 Laps,+3.120,39,1:21.916,159.7,CarBahn with Peregrine Racing,GTD,,,Lamborghini Huracan GT3,M,1540,378,4,13,1609,3,,12737,,Accel / Menlo / DataRobot / Palantir / SailPoint / Optimizely,Robert,Megennis,Silver,,USA,,2412,1,Silver,,,Jeff,Westphal,Gold,,USA,,682,4,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,57,Classified,110,2:40:34.870,11 Laps,+5.677,85,1:21.330,160.9,Winward Racing,GTD,,,Mercedes-AMG GT3,M,934,304,4,45,7643,3,,12736,,Techemet / First Horizon / Exxon Mobil,Russell,Ward,Silver,,USA,,1252,1,Silver,,,Philip,Ellis,Gold,,CHE,,1936,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,Classified,110,2:40:41.458,11 Laps,+6.588,47,1:22.130,159.3,Team Korthoff Motorsports,GTD,,,Mercedes-AMG GT3,M,1462,222,4,45,7643,3,,12742,,Herb Korthoff,Mike,Skeen,Silver,,USA,,830,1,Silver,,,Stevan,McAleer,Silver,,GBR,,460,2,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,17,Classified,110,2:40:43.868,11 Laps,+2.410,51,1:21.969,159.6,VasserSullivan,GTD,,,Lexus RC F GT3,M,1822,336,4,46,7644,3,,12747,,,Jack,Hawksworth,Gold,,GBR,,838,2,Gold,,,Richard,Heistand,Bronze,,USA,,1817,1,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,Classified,110,2:40:51.870,11 Laps,+8.002,36,1:21.868,159.8,Heart of Racing Team,GTD,,,Aston Martin Vantage GT3,M,1510,294,4,18,73,3,,12741,,,Roman,De Angelis,Silver,,CAN,,1379,1,Silver,,,Maxime,Martin,Platinum,,BEL,,360,3,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,16,Classified,110,2:40:54.989,11 Laps,+3.119,36,1:22.542,158.5,Wright Motorsports,GTD,,,Porsche 911 GT3R,M,857,111,4,93,112,3,,12745,,1st Phorm / Mountain Motorsports / Una Vida Tequila,Ryan,Hardwick,Bronze,,USA,,1256,1,Bronze,,,Jan,Heylen,Gold,,BEL,,184,3,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,51,Classified,109,2:41:03.959,12 Laps,1 Lap,40,1:22.508,158.6,Rick Ware Racing,GTD,,,Acura NSX GT3,M,1748,307,4,43,7641,3,,12746,,Nurtec ODT,Ryan,Eversley,Gold,,USA,,501,3,Gold,,,Aidan,Read,Silver,,AUS,,2417,2,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,38,Classified,106,2:41:37.218,15 Laps,3 Laps,73,1:18.267,167.1,Performance Tech Motorsports,LMP3,,,Ligier JS P320,M,1678,289,36,96,7650,3,,12733,,Cardio Access / CSCI / AIG Technologies,Dan,Goldburg,Bronze,,USA,,1915,1,Bronze,,,Rasmus,Lindh,Silver,,SWE,,2101,3,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,13,Classified,100,2:41:12.259,21 Laps,6 Laps,63,1:21.090,161.3,AWA,LMP3,,,Duqueine D08,M,1675,217,36,105,7665,3,,12730,,Orlando Corp / OMP / Sonic Tools / Racing Spirit / Urbinco / Westrock / Motul / Projekt / C17 Media,Orey,Fidani,Bronze,,CAN,,973,3,Bronze,,,Kuno,Wittmer,Gold,,CAN,,237,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
