POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,01,5,1:36.742,-,-,213.2,5,Cadillac Racing,GTP,,,Cadillac V-LMDh,M,2187,339,44,200,7646,3,,14230,,,Sebastien,Bourdais,Platinum,,FRA,,602,2,Platinum,,,Renger,van der Zande,Gold,,NLD,,1998,1,Gold,,,Scott,Dixon,Platinum,,NZL,,631,3,Platinum,,,,,,,,,,,,,,,,,,,,,
2,02,7,1:36.872,+0.130,+0.130,212.9,8,Cadillac Racing,GTP,,,Cadillac V-LMDh,M,2188,339,44,200,7646,3,,14231,,,Earl,Bamber,Platinum,,NZL,,651,1,Platinum,,,Alex,Lynn,Platinum,,GBR,,1313,2,Platinum,,,Richard,Westbrook,Platinum,,GBR,,2992,3,Platinum,,,,,,,,,,,,,,,,,,,,,
3,25,6,1:37.103,+0.361,+0.231,212.4,7,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,2155,395,44,190,74,3,,14228,,,Connor,De Phillippi,Gold,,USA,,698,2,Gold,,,Nick,Yelloly,Platinum,,GBR,,2205,1,Platinum,,,Sheldon,van der Linde,Platinum,,ZAF,,1524,3,Platinum,,,Colton,Herta,Gold,,USA,,1602,5,Gold,,,,,,,,,,,,,,,
4,6,7,1:37.409,+0.667,+0.306,211.7,7,Porsche Penske Motorsports,GTP,,,Porsche 963,M,2189,200,44,193,112,3,,14232,,,Mathieu,Jaminet,Platinum,,FRA,,1449,2,Platinum,,,Nick,Tandy,Platinum,,GBR,,124,1,Platinum,,,Dane,Cameron,Platinum,,USA,,54,3,Platinum,,,,,,,,,,,,,,,,,,,,,
5,7,6,1:37.634,+0.892,+0.225,211.3,6,Porsche Penske Motorsports,GTP,,,Porsche 963,M,2190,200,44,193,112,3,,14233,,,Matt,Campbell,Platinum,,AUS,,1791,1,Platinum,,,Felipe,Nasr,Platinum,,BRA,,1598,2,Platinum,,,Michael,Christensen,Platinum,,MCO,,412,3,Platinum,,,,,,,,,,,,,,,,,,,,,
6,24,5,1:37.738,+0.996,+0.104,211.0,7,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,2154,395,44,190,74,3,,14227,,,Philipp,Eng,Platinum,,AUT,,883,1,Platinum,,,Augusto,Farfus,Platinum,,MCO,,3000,4,Platinum,,,Marco,Wittmann,Platinum,,DEU,,2993,2,Platinum,,,Colton,Herta,Gold,,USA,,1602,5,Gold,,,,,,,,,,,,,,,
7,10,0,,,,,0,Konica Minolta Acura ARX-06,GTP,,,Acura ARX-06,M,2191,234,44,195,7641,3,,14234,,,Ricky,Taylor,Platinum,,USA,,608,1,Platinum,,,Filipe,Albuquerque,Platinum,,PRT,,1194,2,Platinum,,,Louis,Deletraz,Gold,,CHE,,2975,3,Gold,,,Brendon,Hartley,Platinum,,USA,,304,4,Platinum,,,,,,,,,,,,,,,
8,31,0,,,,,0,Whelen Engineering Racing Cadillac V-LMDh,GTP,,,Cadillac V-LMDh,M,2196,344,44,200,7646,3,,14235,,,Pipo,Derani,Platinum,,BRA,,1083,3,Platinum,,,Alexander,Sims,Platinum,,GBR,,1261,2,Platinum,,,Jack,Aitken,Gold,,GBR,,2986,4,Gold,,,,,,,,,,,,,,,,,,,,,
9,60,0,,,,,0,Meyer Shank Racing w/ Curb Agajanian,GTP,,,Acura ARX-06,M,2162,3,44,195,7641,3,,14229,,,Tom,Blomqvist,Platinum,,MCO,,1718,1,Platinum,,,Colin,Braun,Gold,,USA,,61,2,Gold,,,Helio,Castroneves,Platinum,,USA,,1525,3,Platinum,,,Simon,Pagenaud,Platinum,,FRA,,3,4,Platinum,,,,,,,,,,,,,,,
