POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,10,19,1:35.366,-,-,216.3,19,Konica Minolta Acura ARX-06,GTP,,,Acura ARX-06,M,2191,234,44,195,7641,3,,14234,,,Ricky,Taylor,Platinum,,USA,,608,1,Platinum,,,Filipe,Albuquerque,Platinum,,PRT,,1194,2,Platinum,,,Louis,Deletraz,Gold,,CHE,,2975,3,Gold,,,Brendon,Hartley,Platinum,,USA,,304,4,Platinum,,,,,,,,,,,,,,,
2,02,13,1:35.632,+0.266,+0.266,215.7,22,Cadillac Racing,GTP,,,Cadillac V-LMDh,M,2188,339,44,200,7646,3,,14231,,,Earl,Bamber,Platinum,,NZL,,651,1,Platinum,,,Alex,Lynn,Platinum,,GBR,,1313,2,Platinum,,,Richard,Westbrook,Platinum,,GBR,,2992,3,Platinum,,,,,,,,,,,,,,,,,,,,,
3,60,14,1:35.665,+0.299,+0.033,215.6,24,Meyer Shank Racing w/ Curb Agajanian,GTP,,,Acura ARX-06,M,2162,3,44,195,7641,3,,14229,,,Tom,Blomqvist,Platinum,,MCO,,1718,1,Platinum,,,Colin,Braun,Gold,,USA,,61,2,Gold,,,Helio,Castroneves,Platinum,,USA,,1525,3,Platinum,,,Simon,Pagenaud,Platinum,,FRA,,3,4,Platinum,,,,,,,,,,,,,,,
4,01,6,1:35.740,+0.374,+0.075,215.4,16,Cadillac Racing,GTP,,,Cadillac V-LMDh,M,2187,339,44,200,7646,3,,14230,,,Sebastien,Bourdais,Platinum,,FRA,,602,2,Platinum,,,Renger,van der Zande,Gold,,NLD,,1998,1,Gold,,,Scott,Dixon,Platinum,,NZL,,631,3,Platinum,,,,,,,,,,,,,,,,,,,,,
5,6,20,1:35.752,+0.386,+0.012,215.4,26,Porsche Penske Motorsports,GTP,,,Porsche 963,M,2189,200,44,193,112,3,,14232,,,Mathieu,Jaminet,Platinum,,FRA,,1449,2,Platinum,,,Nick,Tandy,Platinum,,GBR,,124,1,Platinum,,,Dane,Cameron,Platinum,,USA,,54,3,Platinum,,,,,,,,,,,,,,,,,,,,,
6,31,8,1:36.550,+1.184,+0.798,213.6,10,Whelen Engineering Racing Cadillac V-LMDh,GTP,,,Cadillac V-LMDh,M,2196,344,44,200,7646,3,,14235,,,Pipo,Derani,Platinum,,BRA,,1083,3,Platinum,,,Alexander,Sims,Platinum,,GBR,,1261,2,Platinum,,,Jack,Aitken,Gold,,GBR,,2986,4,Gold,,,,,,,,,,,,,,,,,,,,,
7,24,7,1:36.563,+1.197,+0.013,213.6,25,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,2154,395,44,190,74,3,,14227,,,Philipp,Eng,Platinum,,AUT,,883,1,Platinum,,,Augusto,Farfus,Platinum,,MCO,,3000,4,Platinum,,,Marco,Wittmann,Platinum,,DEU,,2993,2,Platinum,,,Colton,Herta,Gold,,USA,,1602,5,Gold,,,,,,,,,,,,,,,
8,7,6,1:38.034,+2.668,+1.471,210.4,6,Porsche Penske Motorsports,GTP,,,Porsche 963,M,2190,200,44,193,112,3,,14233,,,Matt,Campbell,Platinum,,AUS,,1791,1,Platinum,,,Felipe,Nasr,Platinum,,BRA,,1598,2,Platinum,,,Michael,Christensen,Platinum,,MCO,,412,3,Platinum,,,,,,,,,,,,,,,,,,,,,
9,52,18,1:38.302,+2.936,+0.268,209.8,27,PR1 Mathiasen Motorsports,LMP2,,,ORECA LMP2 07,M,776,16,28,85,7637,3,,14213,,,Ben,Keating,Bronze,,USA,,378,1,Bronze,,,Paul-Loup,Chatin,Gold,,FRA,,2401,2,Gold,,,Alex,Quinn,Silver,,GBR,,2983,3,Silver,,,Nicolas,Lapierre,Platinum,,CHE,,1143,4,Platinum,,,,,,,,,,,,,,,
10,18,19,1:38.597,+3.231,+0.295,209.2,27,Era Motorsport,LMP2,,,ORECA LMP2 07,M,761,291,28,85,7637,3,,14208,,,Dwight,Merriman,Bronze,,USA,,1930,1,Bronze,,,Ryan,Dalziel,Gold,,GBR,,192,2,Gold,,,Christian,Rasmussen,Silver,,DNK,,2966,3,Silver,,,Oliver,Jarvis,Platinum,,GBR,,1999,4,Platinum,,,,,,,,,,,,,,,
11,11,12,1:38.601,+3.235,+0.004,209.2,32,TDS Racing,LMP2,,,ORECA LMP2 07,M,2166,335,28,85,7637,3,,14211,,,Steven,Thomas,Bronze,,USA,,1919,1,Bronze,,,Mikkel,Jensen,Platinum,,DNK,,2088,2,Platinum,,,Scott,Huffaker,Silver,,USA,,1852,3,Silver,,,Rinus,VeeKay,Gold,,NLD,,2420,4,Gold,,,,,,,,,,,,,,,
12,55,16,1:38.903,+3.537,+0.302,208.5,27,Proton Competition,LMP2,,,ORECA LMP2 07,M,2169,461,28,85,7637,3,,14214,,,Fred,Poordad,Bronze,,USA,,160,1,Bronze,,,Francesco,Pizzi,Silver,,ITA,,3036,6,Silver,,,James,Allen,Gold,,AUS,,1823,2,Gold,,,Giammaria,Bruni,Platinum,,ITA,,3045,4,Platinum,,,,,,,,,,,,,,,
13,35,9,1:39.227,+3.861,+0.324,207.9,31,TDS Racing,LMP2,,,ORECA LMP2 07,M,2167,335,28,85,7637,3,,14212,,,Francois,Heriau,Bronze,,FRA,,2749,1,Bronze,,,Giedo,van der Garde,Platinum,,NLD,,3001,2,Platinum,,,Josh,Pierson,Silver,,USA,,2761,3,Silver,,,Job,Van Uitert,Gold,,NLD,,3013,4,Gold,,,,,,,,,,,,,,,
14,51,23,1:39.283,+3.917,+0.056,207.7,27,Rick Ware Racing,LMP2,,,ORECA LMP2 07,M,2197,307,28,85,7637,3,,14217,,,Eric,Lux,Bronze,,USA,,96,1,Bronze,,,Devlin,Defrancesco,Silver,,CAN,,1625,2,Silver,,,Austin,Cindric,Gold,,USA,,878,3,Gold,,,Pietro,Fittipaldi,Gold,,BRA,,3048,4,Gold,,,,,,,,,,,,,,,
15,25,10,1:39.365,+3.999,+0.082,207.6,10,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,2155,395,44,190,74,3,,14228,,,Connor,De Phillippi,Gold,,USA,,698,2,Gold,,,Nick,Yelloly,Platinum,,GBR,,2205,1,Platinum,,,Sheldon,van der Linde,Platinum,,ZAF,,1524,3,Platinum,,,Colton,Herta,Gold,,USA,,1602,5,Gold,,,,,,,,,,,,,,,
16,8,11,1:39.701,+4.335,+0.336,206.9,25,Tower Motorsports,LMP2,,,ORECA LMP2 07,M,2164,460,28,85,7637,3,,14210,,,John,Farano,Bronze,,CAN,,441,1,Bronze,,,Scott,McLaughlin,Gold,,NZL,,2996,4,Gold,,,Josef,Newgarden,Platinum,,USA,,2982,3,Platinum,,,Kyffin,Simpson,Silver,,IOT,,2779,2,Silver,,,,,,,,,,,,,,,
17,20,10,1:39.891,+4.525,+0.190,206.5,24,High Class Racing,LMP2,,,ORECA LMP2 07,M,968,348,28,85,7637,3,,14216,,,Dennis,Andersen,Bronze,,DNK,,3043,1,Bronze,,,Ed,Jones,Gold,,ARE,,2418,2,Gold,,,Anders,Fjordbach,Silver,,DNK,,3044,3,Silver,,,Raffaele,Marciello,Platinum,,CHE,,2259,4,Platinum,,,,,,,,,,,,,,,
18,88,9,1:40.122,+4.756,+0.231,206.0,25,AF Corse,LMP2,,,ORECA LMP2 07,M,2173,333,28,85,7637,3,,14215,,,Francois,Perrodo,Bronze,,GBR,,1296,1,Bronze,,,Matthieu,Vaxiviere,Gold,,FRA,,3024,2,Gold,,,Julien,Canal,Silver,,FRA,,1229,3,Silver,,,Nicklas,Nielsen,Platinum,,DNK,,2065,4,Platinum,,,,,,,,,,,,,,,
