POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,22,Proton Competition,Giorgio RODA,Vladislav LOMKO,Tom DILLMANN,,Oreca 07 - Gibson,M,LMP2,,,Classified,16,2:01'29.299,,,15,1'42.645,185.2,,
2,91,Pure Rxcing,Aliaksandr MALYKHIN,Harry KING,Julien ANDLAUER,,Oreca 07 - Gibson,M,LMP2,,,Classified,16,2:01'34.718,5.419,5.419,16,1'40.961,188.3,,
3,11,Proton Competition,Alexander MATTSCHULL,Jonas RIED,Mathias BECHE,,Oreca 07 - Gibson,M,LMP2,,,Classified,16,2:01'43.187,13.888,8.469,14,1'45.179,180.8,,
4,50,AF Corse,Jeremy CLARKE,Patrick BYRNE,Olivier PLA,,Oreca 07 - Gibson,M,LMP2,,,Classified,16,2:01'44.233,14.934,1.046,14,1'43.034,184.5,,
5,3,DKR Engineering,Georgios KOLOVOS,Laurents HÖRR,Job VAN UITERT,,Oreca 07 - Gibson,M,LMP2,,,Classified,16,2:01'45.106,15.807,0.873,15,1'45.247,180.6,,
6,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,M,LMP2,,,Classified,16,2:01'47.355,18.056,2.249,16,1'45.281,180.6,,
7,24,Nielsen Racing,Naveen RAO,Matthew BELL,Nicky CATSBURG,,Oreca 07 - Gibson,M,LMP2,,,Classified,16,2:01'50.082,20.783,2.727,14,1'45.966,179.4,,
8,25,Algarve Pro Racing,Michael JENSEN,Malthe JAKOBSEN,Valerio RINICELLA,,Oreca 07 - Gibson,M,LMP2,,,Classified,16,2:01'50.672,21.373,0.590,14,1'46.153,179.1,,
9,20,Algarve Pro Racing,Kriton LENTOUDIS,Olli CALDWELL,Alex QUINN,,Oreca 07 - Gibson,M,LMP2,,,Classified,16,2:01'58.479,29.180,7.807,6,1'47.286,177.2,,
10,7,Graff Racing,Danial FROST,James WINSLOW,Alexander BUKHANTSOV,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,16,2:02'15.799,46.500,17.320,14,1'51.212,170.9,,
11,26,Bretton Racing,Jens Reno MOELLER,Griffin PEEBLES,Theodor JENSEN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,16,2:02'29.305,1'00.006,13.506,6,1'53.097,168.1,,
12,34,Inter Europol Competition,Tim CRESWICK,Daniel ALI,Douwe DEDECKER,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,16,2:02'31.762,1'02.463,2.457,15,1'53.668,167.3,,
13,15,RLR M Sport,Nick ADCOCK,Ian AGUILERA,Chris SHORT,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,16,2:02'33.811,1'04.512,2.049,14,1'54.020,166.7,,
