POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,M,LMP2,,,Classified,40,2:00'10.449,,,34,1'43.706,183.3,,
2,11,Proton Competition,Alexander MATTSCHULL,Jonas RIED,Mathias BECHE,,Oreca 07 - Gibson,M,LMP2,,,Classified,40,2:00'20.020,9.571,9.571,26,1'44.857,181.3,,
3,24,Nielsen Racing,Naveen RAO,Matthew BELL,Nicky CATSBURG,,Oreca 07 - Gibson,M,LMP2,,,Classified,40,2:00'20.501,10.052,0.481,33,1'44.386,182.1,,
4,3,DKR Engineering,Georgios KOLOVOS,Laurents HÖRR,Job VAN UITERT,,Oreca 07 - Gibson,M,LMP2,,,Classified,40,2:00'36.085,25.636,15.584,37,1'43.045,184.5,,
5,20,Algarve Pro Racing,Kriton LENTOUDIS,Olli CALDWELL,Alex QUINN,,Oreca 07 - Gibson,M,LMP2,,,Classified,40,2:00'43.543,33.094,7.458,37,1'43.721,183.3,,
6,30,RD Limited,Fred POORDAD,Tristan VAUTIER,James ALLEN,,Oreca 07 - Gibson,M,LMP2,,,Classified,40,2:00'44.187,33.738,0.644,34,1'43.260,184.1,,
7,25,Algarve Pro Racing,Michael JENSEN,Malthe JAKOBSEN,Valerio RINICELLA,,Oreca 07 - Gibson,M,LMP2,,,Classified,40,2:01'19.750,1'09.301,35.563,36,1'43.448,183.8,,
8,22,Proton Competition,Giorgio RODA,Vladislav LOMKO,Tom DILLMANN,,Oreca 07 - Gibson,M,LMP2,,,Classified,40,2:01'32.605,1'22.156,12.855,16,1'43.155,184.3,,
9,50,AF Corse,Jeremy CLARKE,Patrick BYRNE,Olivier PLA,,Oreca 07 - Gibson,M,LMP2,,,Classified,40,2:01'35.080,1'24.631,2.475,18,1'45.503,180.2,,
10,91,Pure Rxcing,Aliaksandr MALYKHIN,Harry KING,Julien ANDLAUER,,Oreca 07 - Gibson,M,LMP2,,,Classified,40,2:01'53.783,1'43.334,18.703,15,1'43.765,183.2,,
11,7,Graff Racing,Danial FROST,James WINSLOW,Alexander BUKHANTSOV,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,39,2:01'06.959,1 Laps,1 Laps,22,1'51.575,170.4,,
12,34,Inter Europol Competition,Tim CRESWICK,Daniel ALI,Douwe DEDECKER,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,39,2:01'41.753,1 Laps,34.794,35,1'53.642,167.3,,
13,26,Bretton Racing,Jens Reno MOELLER,Griffin PEEBLES,Theodor JENSEN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,39,2:01'48.858,1 Laps,7.105,6,1'52.355,169.2,,
14,35,Ultimate,Louis STERN,Matteo QUINTARELLI,Leonardo COLAVITA,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,38,2:00'12.606,2 Laps,1 Laps,23,1'54.040,166.7,,
15,2,Climax Racing,Bihuang ZHOU,Elias SEPPANEN,Ralf ARON,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,38,2:00'22.849,2 Laps,10.243,6,1'55.605,164.5,,
16,92,Manthey EMA,Ryan HARDWICK,Riccardo PERA,Richard LIETZ,,Porsche 911 GT3 R,M,GT,,,Classified,38,2:00'27.589,2 Laps,4.740,33,1'56.155,163.7,,
17,89,EBM,Gabriel RINDONE,Jamie DAY,Mattia DRUDI,,Aston Martin Vantage AMR GT3,M,GT,,,Classified,38,2:00'35.906,2 Laps,8.317,28,1'56.434,163.3,,
18,99,Herberth Motorsport,Ralf BOHN,Alfred RENAUER,Robert RENAUER,,Porsche 911 GT3 R,M,GT,,,Classified,38,2:00'36.535,2 Laps,0.629,27,1'55.941,164.0,,
19,81,Winward Racing,Luca STOLZ,Gabriele PIANA,Rinat SALIKHOV,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,38,2:00'36.877,2 Laps,0.342,16,1'55.916,164.0,,
20,88,Dragon Racing,Marco PULCINI,Nicola MARINANGELI,Giacomo ALTOE,,Ferrari 296 GT3,M,GT,,,Classified,38,2:00'38.506,2 Laps,1.629,6,1'56.270,163.5,,
21,51,AF Corse,Custodio TOLEDO,Cedric SBIRRAZZUOLI,Riccardo AGOSTINI,,Ferrari 296 GT3,M,GT,,,Classified,38,2:00'49.949,2 Laps,11.443,29,1'56.575,163.1,,
