POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,25,Algarve Pro Racing,Michael JENSEN,Malthe JAKOBSEN,Valerio RINICELLA,,Oreca 07 - Gibson,M,LMP2,,,Classified,94,4:31'21.115,,,77,1'42.745,185.0,,
2,20,Algarve Pro Racing,Kriton LENTOUDIS,Olli CALDWELL,Alex QUINN,,Oreca 07 - Gibson,M,LMP2,,,Classified,94,4:31'26.525,5.410,5.410,79,1'42.881,184.8,,
3,22,Proton Competition,Giorgio RODA,Vladislav LOMKO,Tom DILLMANN,,Oreca 07 - Gibson,M,LMP2,,,Classified,94,4:31'30.374,9.259,3.849,56,1'41.994,186.4,,
4,24,Nielsen Racing,Naveen RAO,Matthew BELL,Nicky CATSBURG,,Oreca 07 - Gibson,M,LMP2,,,Classified,94,4:31'53.915,32.800,23.541,74,1'41.898,186.6,,
5,11,Proton Competition,Alexander MATTSCHULL,Jonas RIED,Mathias BECHE,,Oreca 07 - Gibson,M,LMP2,,,Classified,94,4:32'19.150,58.035,25.235,80,1'42.267,185.9,,
6,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,M,LMP2,,,Classified,94,4:32'27.705,1'06.590,8.555,29,1'42.345,185.8,,
7,91,Pure Rxcing,Aliaksandr MALYKHIN,Harry KING,Julien ANDLAUER,,Oreca 07 - Gibson,M,LMP2,,,Classified,94,4:32'30.381,1'09.266,2.676,16,1'40.961,188.3,,
8,30,RD Limited,Fred POORDAD,Tristan VAUTIER,James ALLEN,,Oreca 07 - Gibson,M,LMP2,,,Classified,93,4:31'43.485,1 Laps,1 Laps,35,1'40.975,188.3,,
9,50,AF Corse,Jeremy CLARKE,Patrick BYRNE,Olivier PLA,,Oreca 07 - Gibson,M,LMP2,,,Classified,92,4:32'15.056,2 Laps,1 Laps,14,1'43.034,184.5,,
10,15,RLR M Sport,Nick ADCOCK,Ian AGUILERA,Chris SHORT,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,89,4:32'03.268,5 Laps,3 Laps,65,1'50.822,171.6,,
11,26,Bretton Racing,Jens Reno MOELLER,Griffin PEEBLES,Theodor JENSEN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,89,4:32'20.646,5 Laps,17.378,42,1'50.444,172.1,,
12,7,Graff Racing,Danial FROST,James WINSLOW,Alexander BUKHANTSOV,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,89,4:33'08.786,5 Laps,48.140,22,1'51.098,171.1,,
13,34,Inter Europol Competition,Tim CRESWICK,Daniel ALI,Douwe DEDECKER,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,88,4:31'54.774,6 Laps,1 Laps,48,1'51.028,171.2,,
14,92,Manthey EMA,Ryan HARDWICK,Riccardo PERA,Richard LIETZ,,Porsche 911 GT3 R,M,GT,,,Classified,88,4:32'36.474,6 Laps,41.700,36,1'53.780,167.1,,
15,10,Manthey,Antares AU,Klaus BACHLER,Joel STURM,,Porsche 911 GT3 R,M,GT,,,Classified,88,4:32'37.451,6 Laps,0.977,43,1'54.064,166.7,,
