NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
1,1,1,1:57.187,0,,38.523,0,39.206,0,39.458,0,168.5,1:57.187,09:46:28.309,0:38.523,0:39.206,0:39.458,209.3,Jean-Baptiste SIMMENAUER,,Pro,,BWT Lechner Racing,,
1,1,2,1:53.038,0,,35.463,0,38.827,0,38.748,0,184.5,3:50.225,09:48:21.347,0:35.463,0:38.827,0:38.748,253.5,Jean-Baptiste SIMMENAUER,,Pro,,BWT Lechner Racing,,
1,1,3,1:53.037,0,,35.584,0,38.391,0,39.062,0,184.5,5:43.262,09:50:14.384,0:35.584,0:38.391,0:39.062,241.6,Jean-Baptiste SIMMENAUER,,Pro,,BWT Lechner Racing,,
1,1,4,1:52.305,0,,35.411,0,38.034,0,38.860,0,185.7,7:35.567,09:52:06.689,0:35.411,0:38.034,0:38.860,240.5,Jean-Baptiste SIMMENAUER,,Pro,,BWT Lechner Racing,,
1,1,5,1:51.873,0,,35.103,0,38.400,0,38.370,2,186.4,9:27.440,09:53:58.562,0:35.103,0:38.400,0:38.370,251.2,Jean-Baptiste SIMMENAUER,,Pro,,BWT Lechner Racing,,
1,1,6,1:51.403,2,,35.006,0,37.837,2,38.560,0,187.2,11:18.843,09:55:49.965,0:35.006,0:37.837,0:38.560,260.9,Jean-Baptiste SIMMENAUER,,Pro,,BWT Lechner Racing,,
1,1,7,1:51.762,0,,35.298,0,37.932,0,38.532,0,186.6,13:10.605,09:57:41.727,0:35.298,0:37.932,0:38.532,253.5,Jean-Baptiste SIMMENAUER,,Pro,,BWT Lechner Racing,,
1,1,8,1:54.483,0,,36.255,0,39.615,0,38.613,0,182.2,15:05.088,09:59:36.210,0:36.255,0:39.615,0:38.613,258.4,Jean-Baptiste SIMMENAUER,,Pro,,BWT Lechner Racing,,
1,1,9,1:51.462,0,,35.165,0,37.878,0,38.419,0,187.1,16:56.550,10:01:27.672,0:35.165,0:37.878,0:38.419,250.6,Jean-Baptiste SIMMENAUER,,Pro,,BWT Lechner Racing,,
1,1,10,1:52.943,0,,35.027,0,38.496,0,39.420,0,184.6,18:49.493,10:03:20.615,0:35.027,0:38.496,0:39.420,254.1,Jean-Baptiste SIMMENAUER,,Pro,,BWT Lechner Racing,,
1,1,11,2:04.869,0,B,34.946,2,41.010,0,48.913,0,167.0,20:54.362,10:05:25.484,0:34.946,0:41.010,0:48.913,250.0,Jean-Baptiste SIMMENAUER,,Pro,,BWT Lechner Racing,,
11,1,1,1:55.766,0,,38.005,0,38.650,0,39.111,0,170.5,1:55.766,09:46:26.888,0:38.005,0:38.650,0:39.111,211.8,Florian LATORRE,,Pro,,CLRT,,
