POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,34,10,1:40.949,-,-,206.6,14,Racing Team Turkey,LMP2,P/A,,Oreca 07 - Gibson,G,53269,6058,3,5626,256,240,,,,,Salih,YOLUC,B,,TUR,,1346,240,,,Min 01:10:00-Max 02:30:00,Charlie,EASTWOOD,G,,IRL,,9016,116,,,Min 00:40:00-Max 01:40:00,Logan,SARGEANT,G,,USA,,10110,66,,,,,,,,,,,,,,,,,,,,,,
2,29,16,1:41.277,+0.328,+0.328,205.9,16,Ultimate,LMP2,P/A,,Oreca 07 - Gibson,G,53266,390,3,5626,256,70,,,,,Matthieu,LAHAYE,S,,FRA,,37,70,,,Min 00:40:00-Max 02:30:00,Jean-Baptiste,LAHAYE,S,,FRA,,1628,70,,,Min 00:40:00-Max 02:30:00,François,HERIAU,B,,FRA,,1630,70,,,Min 00:40:00-Max 02:30:00,,,,,,,,,,,,,,,,,,,
3,25,14,1:41.482,+0.533,+0.205,205.5,14,G-Drive Racing,LMP2,P/A,,Aurus 01 - Gibson,G,53263,524,3,5957,4394,254,,,,,John,FALB,B,,USA,,1536,66,,,Min 00:40:00-Max 02:30:00,Rui,ANDRADE,S,,PRT,,9873,184,,,Min 00:40:00-Max 02:30:00,Roberto,MERHI,P,,ESP,,10142,64,,,Min 00:40:00-Max 01:40:00,,,,,,,,,,,,,,,,,,,
4,21,14,1:41.644,+0.695,+0.162,205.2,14,DragonSpeed USA,LMP2,P/A,,Oreca 07 - Gibson,G,53260,6029,3,5626,256,66,,,,,Henrik,HEDMAN,B,,SWE,,1728,221,,,,Ben,HANLEY,G,,GBR,,1972,188,,,,Juan Pablo,MONTOYA,P,,COL,,9177,46,,,,,,,,,,,,,,,,,,,,,,
5,39,15,1:43.033,+2.084,+1.389,202.4,16,Graff,LMP2,P/A,,Oreca 07 - Gibson,G,53272,516,3,5626,256,70,,,,,Vincent,CAPILLAIRE,S,,FRA,,308,70,,,Min 00:40:00-Max 02:30:00,Maxime,ROBIN,S,,FRA,,9303,70,,,Min 00:40:00-Max 02:30:00,Arnold,ROBIN,B,,FRA,,9302,70,,,Min 00:40:00-Max 02:30:00,,,,,,,,,,,,,,,,,,,
6,92,15,1:43.108,+2.159,+0.075,202.3,15,Racing Team Nederland,LMP2,P/A,,Oreca 07 - Gibson,G,53287,5528,3,5626,256,178,,,,,Frits,VAN EERD,B,,NLD,,8338,178,,,,Giedo,VAN DER GARDE,P,,NLD,,1792,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,17,8,1:43.719,+2.770,+0.611,201.1,14,IDEC Sport,LMP2,P/A,,Oreca 07 - Gibson,G,53256,522,3,5626,256,70,,,,,Dwight,MERRIMAN,B,,USA,,9749,66,,,Min 00:40:00-Max 02:30:00,Kyle,TILLEY,S,,GBR,,9813,188,,,Min 00:40:00-Max 02:30:00,Ryan,DALZIEL,G,,GBR,,53,188,,,,,,,,,,,,,,,,,,,,,,
8,70,13,1:43.983,+3.034,+0.264,200.6,14,Realteam Racing,LMP2,P/A,,Oreca 07 - Gibson,G,53286,5917,3,5626,256,219,,,,,Esteban,GARCIA,B,,CHE,,9374,219,,,,Loïc,DUVAL,P,,FRA,,14,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,37,3,1:44.225,+3.276,+0.242,200.1,4,COOL Racing,LMP2,P/A,,Oreca 07 - Gibson,G,53271,5790,3,5626,256,219,,,,,Alexandre,COIGNY,B,,CHE,,8440,219,,,Min 01:10:00-Max 02:30:00,Nicolas,LAPIERRE,P,,FRA,,96,70,,,Min 00:40:00-Max 01:40:00,Antonin,BORGA,G,,CHE,,8216,219,,,Min 00:40:00-Max 01:40:00,,,,,,,,,,,,,,,,,,,
10,20,6,1:45.402,+4.453,+1.177,197.9,13,Team Virage,LMP3,,,Ligier JS P320 - Nissan,M,53259,5892,6,5981,258,181,,,,,Rob,HODES,B,,USA,,9392,66,,,Min 00:50:00-Max 02:25:00,Garett,GRIST,S,,CAN,,9182,40,,,Min 00:50:00-Max 02:20:00,Charles,CREWS,B,,USA,,9739,66,,,Min 00:50:00-Max 02:25:00,,,,,,,,,,,,,,,,,,,
