NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
12,1,1,2:08.536,0,,52.850,0,38.358,0,37.328,0,153.6,2:08.536,13:47:08.536,0:52.850,0:38.358,0:37.328,127.4,David HAUSER,0:00:13.393,LMP3,,Racing Experience,Duqueine,
12,1,2,1:46.171,0,,34.471,0,35.896,0,35.804,0,196.4,3:54.707,13:48:54.707,0:34.471,0:35.896,0:35.804,274.1,David HAUSER,,LMP3,,Racing Experience,Duqueine,
12,1,3,1:44.908,0,,33.940,0,35.456,0,35.512,0,198.8,5:39.615,13:50:39.615,0:33.940,0:35.456,0:35.512,276.9,David HAUSER,,LMP3,,Racing Experience,Duqueine,
12,1,4,1:44.676,0,,33.813,0,35.439,0,35.424,0,199.2,7:24.291,13:52:24.291,0:33.813,0:35.439,0:35.424,279.8,David HAUSER,,LMP3,,Racing Experience,Duqueine,
12,1,5,1:44.514,2,,33.784,2,35.410,0,35.320,2,199.5,9:08.805,13:54:08.805,0:33.784,0:35.410,0:35.320,279.1,David HAUSER,,LMP3,,Racing Experience,Duqueine,
12,1,6,1:44.581,0,,33.833,0,35.316,2,35.432,0,199.4,10:53.386,13:55:53.386,0:33.833,0:35.316,0:35.432,279.1,David HAUSER,,LMP3,,Racing Experience,Duqueine,
13,3,1,2:51.841,0,,1:38.063,0,37.547,0,36.231,0,114.9,2:51.841,13:47:51.841,1:38.063,0:37.547,0:36.231,193.2,Ugo DE WILDE,0:01:01.368,LMP3,,Inter Europol Competition,Ligier,
13,3,2,1:44.328,0,,33.972,0,35.048,0,35.308,0,199.9,4:36.169,13:49:36.169,0:33.972,0:35.048,0:35.308,276.2,Ugo DE WILDE,,LMP3,,Inter Europol Competition,Ligier,
13,3,3,1:43.560,0,,33.707,0,34.829,0,35.024,0,201.4,6:19.729,13:51:19.729,0:33.707,0:34.829,0:35.024,276.9,Ugo DE WILDE,,LMP3,,Inter Europol Competition,Ligier,
13,3,4,1:43.180,2,,33.619,0,34.576,3,34.985,2,202.1,8:02.909,13:53:02.909,0:33.619,0:34.576,0:34.985,277.6,Ugo DE WILDE,,LMP3,,Inter Europol Competition,Ligier,
13,3,5,1:43.518,0,,33.627,0,34.707,0,35.184,0,201.5,9:46.427,13:54:46.427,0:33.627,0:34.707,0:35.184,276.2,Ugo DE WILDE,,LMP3,,Inter Europol Competition,Ligier,
13,3,6,1:43.374,0,,33.605,2,34.680,0,35.089,0,201.7,11:29.801,13:56:29.801,0:33.605,0:34.680,0:35.089,276.2,Ugo DE WILDE,,LMP3,,Inter Europol Competition,Ligier,
14,2,1,2:21.928,0,,1:06.437,0,38.419,0,37.072,0,139.1,2:21.928,13:47:21.928,1:06.437,0:38.419,0:37.072,190.5,Marius ZUG,0:00:28.622,LMP3,,Inter Europol Competition,Ligier,
14,2,2,1:46.326,0,,34.521,0,35.874,0,35.931,0,196.1,4:08.254,13:49:08.254,0:34.521,0:35.874,0:35.931,270.7,Marius ZUG,,LMP3,,Inter Europol Competition,Ligier,
14,2,3,1:44.959,2,,34.001,0,35.332,0,35.626,0,198.7,5:53.213,13:50:53.213,0:34.001,0:35.332,0:35.626,274.1,Marius ZUG,,LMP3,,Inter Europol Competition,Ligier,
14,2,4,1:44.488,0,,33.914,0,35.120,0,35.454,0,199.6,7:37.701,13:52:37.701,0:33.914,0:35.120,0:35.454,276.9,Marius ZUG,,LMP3,,Inter Europol Competition,Ligier,
14,2,5,1:52.389,0,,33.879,2,40.460,0,38.050,0,185.6,9:30.090,13:54:30.090,0:33.879,0:40.460,0:38.050,275.5,Marius ZUG,,LMP3,,Inter Europol Competition,Ligier,
14,2,6,1:44.582,0,,34.064,0,35.083,2,35.435,2,199.4,11:14.672,13:56:14.672,0:34.064,0:35.083,0:35.435,276.2,Marius ZUG,,LMP3,,Inter Europol Competition,Ligier,
15,3,1,1:49.823,0,,37.346,0,36.450,0,36.027,0,179.8,1:49.823,13:46:49.823,0:37.346,0:36.450,0:36.027,211.8,Malthe JAKOBSEN,0:00:02.198,LMP3,,RLR MSport,Ligier,
15,3,2,1:44.511,0,,33.712,0,35.375,0,35.424,0,199.5,3:34.334,13:48:34.334,0:33.712,0:35.375,0:35.424,279.1,Malthe JAKOBSEN,,LMP3,,RLR MSport,Ligier,
15,3,3,1:43.815,0,,33.509,0,35.153,0,35.153,2,200.9,5:18.149,13:50:18.149,0:33.509,0:35.153,0:35.153,282.7,Malthe JAKOBSEN,,LMP3,,RLR MSport,Ligier,
15,3,4,1:43.663,2,,33.424,2,35.027,2,35.212,0,201.2,7:01.812,13:52:01.812,0:33.424,0:35.027,0:35.212,283.5,Malthe JAKOBSEN,,LMP3,,RLR MSport,Ligier,
15,3,5,2:06.416,0,B,34.323,0,42.403,0,49.690,0,165.0,9:08.228,13:54:08.228,0:34.323,0:42.403,0:49.690,283.5,Malthe JAKOBSEN,,LMP3,,RLR MSport,Ligier,
18,3,1,2:00.425,0,,43.350,0,38.667,0,38.408,0,163.9,2:00.425,13:47:00.425,0:43.350,0:38.667,0:38.408,172.5,Damiano FIORAVANTI,0:00:07.565,LMP3,,1 AIM Villorba Corse,Ligier,
