NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
55,2,1,2:38.132,0,,1:21.591,0,38.651,0,37.890,0,124.8,2:38.132,13:28:38.132,1:21.591,0:38.651,0:37.890,208.1,Alessandro PIER GUIDI,0:00:46.256,LMGTE,,Spirit of Race,Ferrari,
55,2,2,1:47.002,0,,34.472,0,36.097,0,36.433,0,194.9,4:25.134,13:30:25.134,0:34.472,0:36.097,0:36.433,270.0,Alessandro PIER GUIDI,,LMGTE,,Spirit of Race,Ferrari,
55,2,3,1:46.608,3,,34.282,2,35.996,0,36.330,0,195.6,6:11.742,13:32:11.742,0:34.282,0:35.996,0:36.330,270.7,Alessandro PIER GUIDI,,LMGTE,,Spirit of Race,Ferrari,
55,2,4,1:46.542,0,,34.302,0,35.906,2,36.334,0,195.7,7:58.284,13:33:58.284,0:34.302,0:35.906,0:36.334,271.4,Alessandro PIER GUIDI,,LMGTE,,Spirit of Race,Ferrari,
55,2,5,1:46.644,0,,34.378,0,35.953,0,36.313,2,195.6,9:44.928,13:35:44.928,0:34.378,0:35.953,0:36.313,272.0,Alessandro PIER GUIDI,,LMGTE,,Spirit of Race,Ferrari,
55,2,6,2:01.279,0,B,34.353,0,36.080,0,50.846,0,172.0,11:46.207,13:37:46.207,0:34.353,0:36.080,0:50.846,272.0,Alessandro PIER GUIDI,,LMGTE,,Spirit of Race,Ferrari,
60,3,1,2:03.282,0,,45.318,0,40.159,0,37.805,0,160.1,2:03.282,13:28:03.282,0:45.318,0:40.159,0:37.805,199.6,Paolo RUBERTI,0:00:08.586,LMGTE,,Iron Lynx,Ferrari,
60,3,2,1:47.187,0,,34.332,0,36.279,0,36.576,2,194.6,3:50.469,13:29:50.469,0:34.332,0:36.279,0:36.576,271.4,Paolo RUBERTI,,LMGTE,,Iron Lynx,Ferrari,
60,3,3,2:00.239,0,B,37.648,0,37.980,0,44.611,0,173.4,5:50.708,13:31:50.708,0:37.648,0:37.980,0:44.611,273.4,Paolo RUBERTI,,LMGTE,,Iron Lynx,Ferrari,
60,3,4,2:45.251,0,,1:31.555,0,36.477,0,37.219,0,126.2,8:35.959,13:34:35.959,1:31.555,0:36.477,0:37.219,198.5,Paolo RUBERTI,0:01:00.954,LMGTE,,Iron Lynx,Ferrari,
60,3,5,1:46.836,2,,34.201,2,36.054,2,36.581,0,195.2,10:22.795,13:36:22.795,0:34.201,0:36.054,0:36.581,273.4,Paolo RUBERTI,,LMGTE,,Iron Lynx,Ferrari,
66,1,1,2:04.751,0,,46.045,0,40.086,0,38.620,0,158.3,2:04.751,13:28:04.751,0:46.045,0:40.086,0:38.620,205.7,Jody FANNIN,0:00:10.000,LMGTE,,JMW Motorsport,Ferrari,
66,1,2,1:47.816,0,,34.408,0,36.605,0,36.803,2,193.4,3:52.567,13:29:52.567,0:34.408,0:36.605,0:36.803,273.4,Jody FANNIN,,LMGTE,,JMW Motorsport,Ferrari,
66,1,3,1:47.578,2,,34.345,2,36.374,2,36.859,0,193.9,5:40.145,13:31:40.145,0:34.345,0:36.374,0:36.859,273.4,Jody FANNIN,,LMGTE,,JMW Motorsport,Ferrari,
66,1,4,1:48.694,0,,34.527,0,36.649,0,37.518,0,191.9,7:28.839,13:33:28.839,0:34.527,0:36.649,0:37.518,271.4,Jody FANNIN,,LMGTE,,JMW Motorsport,Ferrari,
66,1,5,2:02.477,0,,36.801,0,40.215,0,45.461,0,170.3,9:31.316,13:35:31.316,0:36.801,0:40.215,0:45.461,212.6,Jody FANNIN,,LMGTE,,JMW Motorsport,Ferrari,
66,1,6,1:57.089,0,B,34.586,0,36.766,0,45.737,0,178.1,11:28.405,13:37:28.405,0:34.586,0:36.766,0:45.737,270.7,Jody FANNIN,,LMGTE,,JMW Motorsport,Ferrari,
77,3,1,2:11.697,0,,54.205,0,38.377,0,39.115,0,149.9,2:11.697,13:28:11.697,0:54.205,0:38.377,0:39.115,191.2,Gianmaria BRUNI,0:00:17.368,LMGTE,,Proton Competition,Porsche,
77,3,2,1:46.971,0,,34.327,0,36.063,2,36.581,0,195.0,3:58.668,13:29:58.668,0:34.327,0:36.063,0:36.581,273.4,Gianmaria BRUNI,,LMGTE,,Proton Competition,Porsche,
77,3,3,1:55.319,0,B,34.786,0,36.624,0,43.909,0,180.8,5:53.987,13:31:53.987,0:34.786,0:36.624,0:43.909,271.4,Gianmaria BRUNI,,LMGTE,,Proton Competition,Porsche,
77,3,4,2:32.754,0,,1:16.240,0,39.029,0,37.485,0,136.5,8:26.741,13:34:26.741,1:16.240,0:39.029,0:37.485,209.7,Gianmaria BRUNI,0:00:46.425,LMGTE,,Proton Competition,Porsche,
77,3,5,1:46.674,2,,34.251,2,36.079,0,36.344,2,195.5,10:13.415,13:36:13.415,0:34.251,0:36.079,0:36.344,272.0,Gianmaria BRUNI,,LMGTE,,Proton Competition,Porsche,
80,3,1,1:58.655,0,,42.471,0,38.337,0,37.847,0,166.4,1:58.655,13:27:58.655,0:42.471,0:38.337,0:37.847,193.5,Miguel MOLINA,0:00:05.143,LMGTE,,Iron Lynx,Ferrari,
80,3,2,1:47.646,2,,34.558,0,36.489,0,36.599,0,193.7,3:46.301,13:29:46.301,0:34.558,0:36.489,0:36.599,270.0,Miguel MOLINA,,LMGTE,,Iron Lynx,Ferrari,
80,3,3,1:55.638,0,B,34.399,0,37.505,0,43.734,0,180.3,5:41.939,13:31:41.939,0:34.399,0:37.505,0:43.734,271.4,Miguel MOLINA,,LMGTE,,Iron Lynx,Ferrari,
80,3,4,3:02.239,0,,1:48.209,0,36.770,0,37.260,0,114.4,8:44.178,13:34:44.178,1:48.209,0:36.770,0:37.260,210.9,Miguel MOLINA,0:01:18.739,LMGTE,,Iron Lynx,Ferrari,
80,3,5,1:46.689,0,,34.262,2,36.018,2,36.409,2,195.5,10:30.867,13:36:30.867,0:34.262,0:36.018,0:36.409,275.5,Miguel MOLINA,,LMGTE,,Iron Lynx,Ferrari,
83,2,1,2:00.059,0,,43.619,0,38.806,0,37.634,0,164.4,2:00.059,13:28:00.059,0:43.619,0:38.806,0:37.634,185.6,Michelle GATTING,0:00:06.275,LMGTE,,Iron Lynx,Ferrari,
83,2,2,1:47.429,0,,34.487,0,36.288,0,36.654,0,194.1,3:47.488,13:29:47.488,0:34.487,0:36.288,0:36.654,272.0,Michelle GATTING,,LMGTE,,Iron Lynx,Ferrari,
83,2,3,1:53.085,0,B,34.335,2,36.131,2,42.619,0,184.4,5:40.573,13:31:40.573,0:34.335,0:36.131,0:42.619,274.8,Michelle GATTING,,LMGTE,,Iron Lynx,Ferrari,
83,2,4,2:52.900,0,,1:38.765,0,36.679,0,37.456,0,120.6,8:33.473,13:34:33.473,1:38.765,0:36.679,0:37.456,213.0,Michelle GATTING,0:01:09.612,LMGTE,,Iron Lynx,Ferrari,
83,2,5,1:47.167,2,,34.490,0,36.204,0,36.473,2,194.6,10:20.640,13:36:20.640,0:34.490,0:36.204,0:36.473,272.7,Michelle GATTING,,LMGTE,,Iron Lynx,Ferrari,
88,3,1,2:41.698,0,,1:25.892,0,38.191,0,37.615,0,122.1,2:41.698,13:28:41.698,1:25.892,0:38.191,0:37.615,198.9,Alessio ROVERA,0:00:49.551,LMGTE,,AF Corse,Ferrari,
88,3,2,1:46.725,0,,34.294,0,35.897,3,36.534,0,195.4,4:28.423,13:30:28.423,0:34.294,0:35.897,0:36.534,273.4,Alessio ROVERA,,LMGTE,,AF Corse,Ferrari,
88,3,3,1:53.099,0,B,34.173,2,36.114,0,42.812,0,184.4,6:21.522,13:32:21.522,0:34.173,0:36.114,0:42.812,273.4,Alessio ROVERA,,LMGTE,,AF Corse,Ferrari,
88,3,4,2:31.060,0,,1:16.796,0,36.932,0,37.332,0,138.1,8:52.582,13:34:52.582,1:16.796,0:36.932,0:37.332,210.5,Alessio ROVERA,0:00:46.564,LMGTE,,AF Corse,Ferrari,
88,3,5,1:46.659,2,,34.280,0,35.968,0,36.411,2,195.5,10:39.241,13:36:39.241,0:34.280,0:35.968,0:36.411,273.4,Alessio ROVERA,,LMGTE,,AF Corse,Ferrari,
93,3,1,2:09.777,0,,54.793,0,37.915,0,37.069,0,152.1,2:09.777,13:28:09.777,0:54.793,0:37.915,0:37.069,177.6,Richard LIETZ,0:00:18.534,LMGTE,,Proton Competition,Porsche,
93,3,2,1:53.353,0,B,34.522,0,36.405,0,42.426,0,184.0,4:03.130,13:30:03.130,0:34.522,0:36.405,0:42.426,275.5,Richard LIETZ,,LMGTE,,Proton Competition,Porsche,
93,3,3,2:28.615,0,,1:15.549,0,36.270,0,36.796,0,140.3,6:31.745,13:32:31.745,1:15.549,0:36.270,0:36.796,211.4,Richard LIETZ,0:00:46.245,LMGTE,,Proton Competition,Porsche,
93,3,4,1:46.895,0,,34.472,0,35.983,2,36.440,2,195.1,8:18.640,13:34:18.640,0:34.472,0:35.983,0:36.440,273.4,Richard LIETZ,,LMGTE,,Proton Competition,Porsche,
93,3,5,1:46.775,2,,34.316,2,36.012,0,36.447,0,195.3,10:05.415,13:36:05.415,0:34.316,0:36.012,0:36.447,272.0,Richard LIETZ,,LMGTE,,Proton Competition,Porsche,
95,2,1,2:06.835,0,,47.569,0,39.715,0,39.551,0,155.7,2:06.835,13:28:06.835,0:47.569,0:39.715,0:39.551,201.9,Ross GUNN,0:00:11.650,LMGTE,,TF Sport,Aston Martin,
95,2,2,1:47.120,0,,34.213,0,36.163,2,36.744,0,194.7,3:53.955,13:29:53.955,0:34.213,0:36.163,0:36.744,274.8,Ross GUNN,,LMGTE,,TF Sport,Aston Martin,
95,2,3,1:54.597,0,B,34.159,3,36.604,0,43.834,0,182.0,5:48.552,13:31:48.552,0:34.159,0:36.604,0:43.834,276.9,Ross GUNN,,LMGTE,,TF Sport,Aston Martin,
95,2,4,2:35.206,0,,1:18.425,0,38.668,0,38.113,0,134.4,8:23.758,13:34:23.758,1:18.425,0:38.668,0:38.113,210.1,Ross GUNN,0:00:46.635,LMGTE,,TF Sport,Aston Martin,
95,2,5,1:46.670,2,,34.251,0,36.173,0,36.246,3,195.5,10:10.428,13:36:10.428,0:34.251,0:36.173,0:36.246,273.4,Ross GUNN,,LMGTE,,TF Sport,Aston Martin,
