POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
17,14,8,4:16.804,+8.269,+0.617,191.0,8,,SPORT,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Carlos,Campos,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,45,8,4:16.817,+8.282,+0.013,191.0,8,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jose,Moura NET,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,8,4:19.222,+10.687,+2.405,189.2,8,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Pedro,Boesel,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,77,8,4:19.287,+10.752,+0.065,189.2,8,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Francisco,Horta,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,80,8,4:19.855,+11.320,+0.568,188.8,8,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Rouman,Ziemkiewicz,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3,7,4:20.057,+11.522,+0.202,188.6,7,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Cristian,Mohr,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,29,8,4:22.105,+13.570,+2.048,187.1,8,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Rodrigo,Mello,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,99,8,4:22.367,+13.832,+0.262,187.0,8,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Wagner,Pontes,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,15,7,4:22.787,+14.252,+0.420,186.7,8,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Leonardo,Sanchez,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,23,8,4:23.155,+14.620,+0.368,186.4,8,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Leonardo,Herrmann,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,33,8,4:26.718,+18.183,+3.563,183.9,8,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Bruno,Campos,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,25,7,4:28.218,+19.683,+1.500,182.9,7,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Paulo,Sousa,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,9,7,4:35.775,+27.240,+7.557,177.9,8,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Edu,Guedes,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,83,5,4:38.934,+30.399,+3.159,175.9,7,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marco,Billi,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,93,4,4:39.738,+31.203,+0.804,175.4,6,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Michael,Fassbender,,,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,71,7,4:40.825,+32.290,+1.087,174.7,7,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sangho,KIM,,,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,44,6,4:42.996,+34.461,+2.171,173.3,7,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Andre,Gaidzinski,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,39,7,4:47.842,+39.307,+4.846,170.4,7,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Luiz,Souza,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,56,7,4:20.279,,,188.5,8,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Peter,Ferter,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
