POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,117,9,4:08.535,-,-,197.4,9,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Pietro,Fantin,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,97,9,4:08.581,+0.046,+0.046,197.3,9,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jeff,Giassi,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,544,9,4:09.109,+0.574,+0.528,196.9,9,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcal,Muller,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,9,4:09.232,+0.697,+0.123,196.8,9,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Miguel,Paludo,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,8,4:10.422,+1.887,+1.190,195.9,9,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Thiago,Vivacqua,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,72,9,4:10.827,+2.292,+0.405,195.6,9,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Antonella,Bassani,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,19,8,4:11.495,+2.960,+0.668,195.0,8,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Pipo,Massa,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,70,9,4:13.383,+4.848,+1.888,193.6,9,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Lucas,Salles,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31,8,4:14.850,+6.315,+1.467,192.5,9,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Seba,Malucelli,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,21,8,4:14.886,+6.351,+0.036,192.4,8,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Miguel,Mariotti,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,118,7,4:14.959,+6.424,+0.073,192.4,8,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Matheus,Comparatto,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,51,8,4:14.988,+6.453,+0.029,192.4,8,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Israel,Salmen,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,888,8,4:15.146,+6.611,+0.158,192.3,9,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Lineu,Pires,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,12,7,4:15.209,+6.674,+0.063,192.2,7,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marco,Pisani,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,17,6,4:15.620,+7.085,+0.411,191.9,9,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcos,Regadas,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,27,8,4:16.187,+7.652,+0.567,191.5,8,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Josimar,Junior,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
