POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
19,80,10,4:08.042,+3.233,+0.171,197.8,10,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Rouman,Ziemkiewicz,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2,5,4:08.216,+3.407,+0.174,197.6,10,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Silvio,Morestoni,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,29,10,4:08.249,+3.440,+0.033,197.6,10,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Rodrigo,Mello,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23,4,4:08.324,+3.515,+0.075,197.5,10,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Leonardo,Herrmann,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,12,9,4:09.348,+4.539,+1.024,196.7,10,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marco,Pisani,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,93,10,4:09.567,+4.758,+0.219,196.6,10,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Michael,Fassbender,,,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,77,9,4:09.725,+4.916,+0.158,196.4,10,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Francisco,Horta,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,14,9,4:09.766,+4.957,+0.041,196.4,10,,SPORT,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Carlos,Campos,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,83,8,4:10.183,+5.374,+0.417,196.1,9,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marco,Billi,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,15,8,4:10.628,+5.819,+0.445,195.7,10,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Leonardo,Sanchez,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,33,10,4:10.666,+5.857,+0.038,195.7,10,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Bruno,Campos,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,99,9,4:11.494,+6.685,+0.828,195.0,10,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Wagner,Pontes,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,25,7,4:12.697,+7.888,+1.203,194.1,10,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Paulo,Sousa,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,39,9,4:13.396,+8.587,+0.699,193.6,10,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Luiz,Souza,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,9,6,4:15.025,+10.216,+1.629,192.3,10,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Edu,Guedes,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,44,9,4:16.445,+11.636,+1.420,191.3,9,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Andre,Gaidzinski,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,71,8,4:16.474,+11.665,+0.029,191.3,10,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sangho,KIM,,,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
