NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
007,1,1,4:42.864,0,,1:35.673,0,1:26.791,0,1:40.400,0,171.6,4:42.864,22:04:42.864,1:35.673,1:26.791,1:40.400,273.2,Harry Tincknell,0:00:53.014,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,95.673,86.791,100.400,59.174,59.174,15.599,1:14.773,20.900,1:35.673,37.682,2:13.355,4.869,2:18.224,26.760,2:44.984,17.480,3:02.464,7.069,3:09.533,38.045,3:47.578,17.097,4:04.675,16.791,4:21.466,11.463,4:32.929,6.475,4:39.404,3.460,4:42.864,
007,1,2,4:44.767,0,,33.620,0,1:19.625,0,2:51.522,0,172.3,9:27.631,22:09:27.631,0:33.620,1:19.625,2:51.522,337.6,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.620,79.625,171.522,8.103,8.103,10.528,18.631,14.989,33.620,32.919,1:06.539,4.690,1:11.229,25.349,1:36.578,16.667,1:53.245,8.103,2:01.348,1:46.962,3:48.310,18.694,4:07.004,17.265,4:24.269,10.730,4:34.999,6.307,4:41.306,3.461,4:44.767,
007,1,3,4:03.410,0,,32.580,0,1:19.353,0,2:11.477,0,201.5,13:31.041,22:13:31.041,0:32.580,1:19.353,2:11.477,336.6,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,FCY,32.580,79.353,131.477,8.107,8.107,10.043,18.150,14.430,32.580,32.742,1:05.322,4.687,1:10.009,25.136,1:35.145,16.788,1:51.933,7.769,1:59.702,1:05.900,3:05.602,16.910,3:22.512,15.557,3:38.069,10.734,3:48.803,7.634,3:56.437,6.973,4:03.410,
007,1,4,4:41.283,0,,1:24.827,0,1:37.759,0,1:38.697,0,174.4,18:12.324,22:18:12.324,1:24.827,1:37.759,1:38.697,313.3,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,84.827,97.759,98.697,25.679,25.679,20.848,46.527,38.300,1:24.827,51.172,2:15.999,4.700,2:20.699,25.388,2:46.087,16.499,3:02.586,6.541,3:09.127,36.537,3:45.664,16.678,4:02.342,15.623,4:17.965,11.037,4:29.002,8.769,4:37.771,3.512,4:41.283,
007,1,5,3:36.024,0,B,32.363,2,1:18.818,2,1:44.843,0,227.1,21:48.348,22:21:48.348,0:32.363,1:18.818,1:44.843,337.6,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,32.363,78.818,104.843,8.087,8.087,9.934,18.021,14.342,32.363,32.455,1:04.818,4.706,1:09.524,25.073,1:34.597,16.584,1:51.181,6.616,1:57.797,38.268,2:36.065,16.599,2:52.664,15.699,3:08.363,11.212,3:19.575,,,,3:36.024,
007,3,6,4:45.125,0,,1:44.626,0,1:20.785,0,1:39.714,0,172.0,26:33.473,22:26:33.473,1:44.626,1:20.785,1:39.714,337.6,Ross Gunn,0:01:20.475,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,104.626,80.785,99.714,1:17.078,1:17.078,11.659,1:28.737,15.889,1:44.626,33.180,2:17.806,4.709,2:22.515,25.746,2:48.261,17.150,3:05.411,6.679,3:12.090,38.452,3:50.542,16.944,4:07.486,16.143,4:23.629,11.381,4:35.010,6.719,4:41.729,3.396,4:45.125,
007,3,7,3:28.089,0,,32.987,0,1:19.362,0,1:35.740,0,235.7,30:01.562,22:30:01.562,0:32.987,1:19.362,1:35.740,335.6,Ross Gunn,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,32.987,79.362,95.740,8.088,8.088,10.116,18.204,14.783,32.987,32.696,1:05.683,4.688,1:10.371,25.232,1:35.603,16.746,1:52.349,6.630,1:58.979,36.636,2:35.615,16.853,2:52.468,15.218,3:07.686,10.464,3:18.150,6.495,3:24.645,3.444,3:28.089,
007,3,8,3:26.935,2,,32.756,1,1:19.199,0,1:34.980,2,237.0,33:28.497,22:33:28.497,0:32.756,1:19.199,1:34.980,335.6,Ross Gunn,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,32.756,79.199,94.980,8.103,8.103,10.014,18.117,14.639,32.756,32.704,1:05.460,4.695,1:10.155,25.236,1:35.391,16.564,1:51.955,6.437,1:58.392,36.400,2:34.792,16.719,2:51.511,15.185,3:06.696,10.423,3:17.119,6.298,3:23.417,3.518,3:26.935,
007,3,9,3:32.589,0,,36.155,0,1:20.415,0,1:36.019,0,230.7,37:01.086,22:37:01.086,0:36.155,1:20.415,1:36.019,336.6,Ross Gunn,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,36.155,80.415,96.019,8.104,8.104,11.801,19.905,16.250,36.155,33.197,1:09.352,4.680,1:14.032,25.466,1:39.498,17.072,1:56.570,6.470,2:03.040,36.455,2:39.495,17.049,2:56.544,16.020,3:12.564,10.457,3:23.021,6.141,3:29.162,3.427,3:32.589,
007,3,10,3:40.507,0,B,32.806,0,1:19.101,1,1:48.600,0,222.5,40:41.593,22:40:41.593,0:32.806,1:19.101,1:48.600,337.6,Ross Gunn,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,32.806,79.101,108.600,8.087,8.087,10.045,18.132,14.674,32.806,32.605,1:05.411,4.713,1:10.124,25.198,1:35.322,16.585,1:51.907,6.407,1:58.314,36.589,2:34.903,17.278,2:52.181,17.696,3:09.877,12.233,3:22.110,,,,3:40.507,
