POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,38,38,3:23.786,-,-,240.7,40,Cadillac Hertz Team Jota,HYPERCAR,,,Cadillac V-Series.R,M,107124,6429,,6203,4097,,,,CADILLAC HTJ,,Sebastien,Bourdais,P,,FRA,,98,,,00:45:00,None,Earl,Bamber,P,,NZL,,1290,,,00:45:00,None,Jack,Aitken,P,,GBR,,10508,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
2,101,5,3:25.348,+1.562,+1.562,238.9,37,Cadillac WTR,HYPERCAR,,,Cadillac V-Series.R,M,107174,7457,,6203,4097,,,,CADILLAC WTR,,Ricky,Taylor,P,,USA,RTA,253,,,,,Jordan,Taylor,P,,USA,JTA,181,,,,,Filipe,Albuquerque,P,,POR,,306,,,,,,,,,,,,,,,,,,,,,,,
3,20,33,3:25.533,+1.747,+0.185,238.7,35,BMW M Team WRT,HYPERCAR,,,BMW M Hybrid V8,M,107129,6359,,6276,4354,,,,BMW M TEAM WRT,,Robin,Frijns,P,,NED,,9871,,,00:45:00,None,Rene,Rast,P,,GER,,307,,,00:45:00,None,Sheldon,van der Linde,P,,RSA,VDL,11274,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
4,12,21,3:26.033,+2.247,+0.500,238.1,27,Cadillac Hertz Team Jota,HYPERCAR,,,Cadillac V-Series.R,M,107123,6429,,6203,4097,,,,CADILLAC HTJ,,Louis,Deletraz,G,,SUI,,9621,,,00:45:00,None,William,Stevens,P,,GBR,,1882,,,00:45:00,None,Norman,Nato,G,,FRA,,9032,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
5,35,19,3:26.078,+2.292,+0.045,238.0,34,Alpine Endurance Team,HYPERCAR,,,Alpine A424,M,107126,7452,,6237,21,,,,ALPINE,,Antonio,Felix da Costa,P,,POR,FDC,9024,,,00:45:00,None,Charles,Milesi,P,,FRA,,9594,,,00:45:00,None,Ferdinand,Habsburg,G,,AUT,,10000,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
6,8,26,3:26.491,+2.705,+0.413,237.6,44,Toyota Racing,HYPERCAR,,,Toyota TR010 Hybrid,M,107132,7454,,6206,2,,,,TOYOTA RACING,,Sebastien,Buemi,P,,SUI,,138,,,00:45:00,None,Brendon,Hartley,P,,NZL,,152,,,00:45:00,None,Ryo,Hirakawa,P,,JPN,,8166,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
7,50,4,3:26.494,+2.708,+0.003,237.5,44,Ferrari AF Corse,HYPERCAR,,,Ferrari 499P,M,107134,7456,,6192,3,,,,FERRARI AF CORSE,,Antonio,Fuoco,P,,ITA,,10091,,,00:45:00,None,Nicklas,Nielsen,P,,DEN,,9432,,,00:45:00,None,Miguel,Molina,P,,ESP,,8526,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
8,009,36,3:26.576,+2.790,+0.082,237.5,44,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,107125,6427,,6273,260,,,,ASTON MARTIN,,Alexander,Riberas,G,,ESP,,10376,,,00:45:00,None,Marco,Sorensen,P,,DEN,,7812,,,00:45:00,None,Roman,de Angelis,G,,CAN,DAN,44006,,,,,,,,,,,,,,,,,,,,,,,
9,17,33,3:26.603,+2.817,+0.027,237.4,34,Genesis Magma Racing,HYPERCAR,,,Genesis GMR-001-Hypercar,M,107130,7119,,6291,4452,,,,GENESIS MAGMA,,Andre,Lotterer,P,,GER,,7,,,00:45:00,None,Luis,Felipe Derani,P,,BRA,,524,,,00:45:00,None,Mathys,Jaubert,S,,FRA,,10748,,,01:45:00,None,,,,,,,,,,,,,,,,,,,
10,007,31,3:26.705,+2.919,+0.102,237.3,34,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,107137,6427,,6273,260,,,,ASTON MARTIN,,Harry,Tincknell,P,,GBR,,303,,,00:45:00,None,Thomas,Gamble,G,,GBR,,9549,,,00:45:00,None,Ross,Gunn,P,,GBR,,8402,,,,,,,,,,,,,,,,,,,,,,,
