TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,AIR_TEMP_UNIT,TRACK_TEMP_UNIT,PRESSURE_UNIT,WIND_SPEED_UNIT,
1781112641,6/10/2026 5:30:41 PM,65.66,83.48,47,1016,9,302,0,ºC,ºC,mbar,KPH,
1781112711,6/10/2026 5:31:51 PM,65.66,83.3,47,1016,9,229,0,ºC,ºC,mbar,KPH,
1781112781,6/10/2026 5:33:01 PM,65.3,83.3,47,1016,9,275,0,ºC,ºC,mbar,KPH,
1781112851,6/10/2026 5:34:11 PM,65.66,82.94,48,1015.9,6,284,0,ºC,ºC,mbar,KPH,
1781112921,6/10/2026 5:35:21 PM,65.84,82.76,48,1015.8,6,279,0,ºC,ºC,mbar,KPH,
1781112991,6/10/2026 5:36:31 PM,65.66,82.76,48,1015.9,8,272,0,ºC,ºC,mbar,KPH,
1781113061,6/10/2026 5:37:41 PM,65.3,82.58,47,1016,9,289,0,ºC,ºC,mbar,KPH,
1781113131,6/10/2026 5:38:51 PM,65.3,82.58,48,1015.9,7,276,0,ºC,ºC,mbar,KPH,
1781113201,6/10/2026 5:40:01 PM,65.12,82.4,47,1016,12,286,0,ºC,ºC,mbar,KPH,
1781113271,6/10/2026 5:41:11 PM,65.48,82.04,48,1016,3,294,0,ºC,ºC,mbar,KPH,
1781113341,6/10/2026 5:42:21 PM,65.66,82.04,48,1016,7,293,0,ºC,ºC,mbar,KPH,
1781113411,6/10/2026 5:43:31 PM,66.02,82.04,48,1016,4,333,0,ºC,ºC,mbar,KPH,
1781113481,6/10/2026 5:44:41 PM,65.48,82.04,49,1016,8,273,0,ºC,ºC,mbar,KPH,
1781113551,6/10/2026 5:45:51 PM,65.48,81.86,48,1015.9,6,261,0,ºC,ºC,mbar,KPH,
1781113621,6/10/2026 5:47:01 PM,65.48,81.86,48,1016,7,273,0,ºC,ºC,mbar,KPH,
1781113701,6/10/2026 5:48:21 PM,65.3,81.86,48,1016,6,258,0,ºC,ºC,mbar,KPH,
1781113771,6/10/2026 5:49:31 PM,65.12,81.68,48,1016,6,301,0,ºC,ºC,mbar,KPH,
1781113841,6/10/2026 5:50:41 PM,65.12,81.68,49,1016.1,7,265,0,ºC,ºC,mbar,KPH,
1781113911,6/10/2026 5:51:51 PM,65.12,81.68,48,1016.1,4,292,0,ºC,ºC,mbar,KPH,
1781113981,6/10/2026 5:53:01 PM,65.3,81.5,49,1016.1,7,307,0,ºC,ºC,mbar,KPH,
1781114051,6/10/2026 5:54:11 PM,65.3,81.5,49,1016,4,288,0,ºC,ºC,mbar,KPH,
1781114121,6/10/2026 5:55:21 PM,65.12,81.14,49,1016.1,6,293,0,ºC,ºC,mbar,KPH,
1781114190,6/10/2026 5:56:30 PM,65.48,81.14,49,1016.2,7,297,0,ºC,ºC,mbar,KPH,
1781114253,6/10/2026 5:57:33 PM,65.48,81.14,49,1016.1,3,298,0,ºC,ºC,mbar,KPH,
1781114320,6/10/2026 5:58:40 PM,65.66,80.96,49,1016.2,2,298,0,ºC,ºC,mbar,KPH,
1781114390,6/10/2026 5:59:50 PM,65.66,80.96,49,1016.1,7,338,0,ºC,ºC,mbar,KPH,
