NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
007,1,1,19:36.609,0,B,16:31.835,0,1:22.911,0,1:41.863,0,41.2,19:36.609,23:24:36.609,16:31.835,1:22.911,1:41.863,323.6,Harry Tincknell,0:15:55.797,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,991.835,82.911,101.863,16:01.288,16:01.288,13.270,16:14.558,17.277,16:31.835,34.806,17:06.641,4.832,17:11.473,26.116,17:37.589,17.157,17:54.746,6.484,18:01.230,36.903,18:38.133,16.830,18:54.963,15.457,19:10.420,10.544,19:20.964,,,,19:36.609,
007,3,2,5:18.404,0,B,2:09.282,0,1:25.639,0,1:43.483,0,154.1,24:55.013,23:29:55.013,2:09.282,1:25.639,1:43.483,331.5,Ross Gunn,0:01:40.712,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,129.282,85.639,103.483,1:37.991,1:37.991,13.288,1:51.279,18.003,2:09.282,34.993,2:44.275,4.776,2:49.051,28.245,3:17.296,17.625,3:34.921,6.676,3:41.597,37.306,4:18.903,16.896,4:35.799,15.825,4:51.624,10.619,5:02.243,,,,5:18.404,
007,2,3,5:02.944,0,B,1:56.721,0,1:22.299,0,1:43.924,0,161.9,29:57.957,23:34:57.957,1:56.721,1:22.299,1:43.924,328.5,Thomas Gamble,0:01:29.438,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,116.721,82.299,103.924,1:26.600,1:26.600,13.513,1:40.113,16.608,1:56.721,34.346,2:31.067,4.796,2:35.863,25.964,3:01.827,17.193,3:19.020,6.614,3:25.634,37.183,4:02.817,16.986,4:19.803,16.140,4:35.943,10.628,4:46.571,,,,5:02.944,
007,1,4,4:37.328,0,,1:38.109,0,1:22.586,0,1:36.633,1,176.9,34:35.285,23:39:35.285,1:38.109,1:22.586,1:36.633,327.5,Harry Tincknell,0:01:11.771,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,98.109,82.586,96.633,1:08.489,1:08.489,12.808,1:21.297,16.812,1:38.109,34.581,2:12.690,4.804,2:17.494,26.097,2:43.591,17.104,3:00.695,6.565,3:07.260,37.188,3:44.448,16.950,4:01.398,15.590,4:16.988,10.499,4:27.487,6.318,4:33.805,3.523,4:37.328,
007,1,5,3:34.921,0,B,32.771,2,1:20.139,1,1:42.011,0,228.2,38:10.206,23:43:10.206,0:32.771,1:20.139,1:42.011,331.5,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,32.771,80.139,102.011,8.119,8.119,10.003,18.122,14.649,32.771,32.917,1:05.688,4.769,1:10.457,25.590,1:36.047,16.863,1:52.910,6.404,1:59.314,36.521,2:35.835,16.797,2:52.632,15.874,3:08.506,10.753,3:19.259,,,,3:34.921,
007,3,6,4:42.748,0,,1:41.804,0,1:21.901,0,1:39.043,0,173.5,42:52.954,23:47:52.954,1:41.804,1:21.901,1:39.043,327.5,Ross Gunn,0:01:15.478,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,101.804,81.901,99.043,1:12.324,1:12.324,12.658,1:24.982,16.822,1:41.804,34.176,2:15.980,4.766,2:20.746,26.027,2:46.773,16.932,3:03.705,8.555,3:12.260,37.690,3:49.950,17.014,4:06.964,15.515,4:22.479,10.606,4:33.085,6.222,4:39.307,3.441,4:42.748,
007,3,7,3:28.925,2,,33.045,1,1:20.650,0,1:35.230,2,234.8,46:21.879,23:51:21.879,0:33.045,1:20.650,1:35.230,333.5,Ross Gunn,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.045,80.650,95.230,8.081,8.081,10.079,18.160,14.885,33.045,33.188,1:06.233,4.721,1:10.954,25.828,1:36.782,16.913,1:53.695,6.414,2:00.109,36.501,2:36.610,16.868,2:53.478,15.241,3:08.719,10.525,3:19.244,6.210,3:25.454,3.471,3:28.925,
007,3,8,3:37.705,0,B,33.098,0,1:20.415,1,1:44.192,0,225.3,49:59.584,23:54:59.584,0:33.098,1:20.415,1:44.192,331.5,Ross Gunn,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.098,80.415,104.192,8.082,8.082,10.099,18.181,14.917,33.098,33.109,1:06.207,4.746,1:10.953,25.659,1:36.612,16.901,1:53.513,6.515,2:00.028,36.922,2:36.950,16.882,2:53.832,16.147,3:09.979,11.478,3:21.457,,,,3:37.705,
007,2,9,4:53.599,0,,1:54.895,0,1:22.160,0,1:36.544,0,167.1,54:53.183,23:59:53.183,1:54.895,1:22.160,1:36.544,330.5,Thomas Gamble,0:01:27.892,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,114.895,82.160,96.544,1:25.288,1:25.288,13.551,1:38.839,16.056,1:54.895,34.248,2:29.143,4.781,2:33.924,25.969,2:59.893,17.162,3:17.055,6.615,3:23.670,37.156,4:00.826,16.822,4:17.648,15.367,4:33.015,10.672,4:43.687,6.424,4:50.111,3.488,4:53.599,
007,2,10,3:31.336,0,,33.098,1,1:20.531,0,1:37.707,0,232.1,58:24.519,00:03:24.519,0:33.098,1:20.531,1:37.707,329.5,Thomas Gamble,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.098,80.531,97.707,8.098,8.098,10.249,18.347,14.751,33.098,33.182,1:06.280,4.734,1:11.014,25.535,1:36.549,17.080,1:53.629,7.274,2:00.903,36.792,2:37.695,16.695,2:54.390,16.260,3:10.650,10.834,3:21.484,6.369,3:27.853,3.483,3:31.336,
