NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
007,2,1,4:55.757,0,,1:45.704,0,1:25.831,0,1:44.222,0,164.1,4:55.757,14:14:55.757,1:45.704,1:25.831,1:44.222,288.4,Thomas Gamble,0:01:05.793,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,105.704,85.831,104.222,1:11.925,1:11.925,15.065,1:26.990,18.714,1:45.704,36.349,2:22.053,4.764,2:26.817,26.848,2:53.665,17.870,3:11.535,6.912,3:18.447,40.192,3:58.639,16.842,4:15.481,16.763,4:32.244,11.746,4:43.990,8.304,4:52.294,3.463,4:55.757,
007,2,2,3:37.451,0,,33.241,0,1:21.901,0,1:42.309,0,225.6,8:33.208,14:18:33.208,0:33.241,1:21.901,1:42.309,241.6,Thomas Gamble,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.241,81.901,102.309,8.000,8.000,10.368,18.368,14.873,33.241,34.654,1:07.895,4.869,1:12.764,25.594,1:38.358,16.784,1:55.142,6.462,2:01.604,36.237,2:37.841,16.620,2:54.461,16.702,3:11.163,11.786,3:22.949,11.084,3:34.033,3.418,3:37.451,
007,2,3,3:31.716,0,,32.803,0,1:19.645,0,1:39.268,0,231.7,12:04.924,14:22:04.924,0:32.803,1:19.645,1:39.268,337.6,Thomas Gamble,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,32.803,79.645,99.268,8.002,8.002,10.109,18.111,14.692,32.803,33.085,1:05.888,4.690,1:10.578,25.157,1:35.735,16.713,1:52.448,6.418,1:58.866,36.054,2:34.920,16.691,2:51.611,17.613,3:09.224,11.975,3:21.199,7.139,3:28.338,3.378,3:31.716,
007,2,4,3:27.059,0,,32.612,0,1:19.195,0,1:35.252,0,236.9,15:31.983,14:25:31.983,0:32.612,1:19.195,1:35.252,332.5,Thomas Gamble,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,32.612,79.195,95.252,8.002,8.002,10.049,18.051,14.561,32.612,32.591,1:05.203,4.703,1:09.906,25.217,1:35.123,16.684,1:51.807,6.414,1:58.221,36.184,2:34.405,16.736,2:51.141,15.323,3:06.464,10.593,3:17.057,6.520,3:23.577,3.482,3:27.059,
007,2,5,4:07.527,0,B,58.084,0,1:25.666,0,1:43.777,0,198.2,19:39.510,14:29:39.510,0:58.084,1:25.666,1:43.777,332.5,Thomas Gamble,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,58.084,85.666,103.777,8.037,8.037,10.349,18.386,39.698,58.084,37.475,1:35.559,4.680,1:40.239,25.610,2:05.849,17.901,2:23.750,6.622,2:30.372,36.937,3:07.309,16.862,3:24.171,15.863,3:40.034,10.500,3:50.534,,,,4:07.527,
007,1,6,10:00.828,0,,7:01.716,0,1:21.440,0,1:37.672,0,81.6,29:40.338,14:39:40.338,7:01.716,1:21.440,1:37.672,329.5,Harry Tincknell,0:06:37.208,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,421.716,81.440,97.672,6:33.858,6:33.858,12.140,6:45.998,15.718,7:01.716,33.813,7:35.529,4.744,7:40.273,25.715,8:05.988,17.168,8:23.156,6.654,8:29.810,36.783,9:06.593,17.166,9:23.759,16.443,9:40.202,10.981,9:51.183,6.231,9:57.414,3.414,10:00.828,
007,1,7,3:29.180,0,,32.973,0,1:20.502,0,1:35.705,0,234.5,33:09.518,14:43:09.518,0:32.973,1:20.502,1:35.705,321.7,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,32.973,80.502,95.705,8.076,8.076,10.175,18.251,14.722,32.973,33.141,1:06.114,4.902,1:11.016,25.555,1:36.571,16.904,1:53.475,6.472,1:59.947,36.501,2:36.448,16.926,2:53.374,15.557,3:08.931,10.666,3:19.597,6.064,3:25.661,3.519,3:29.180,
007,1,8,3:38.534,0,B,33.618,0,1:20.932,0,1:43.984,0,224.5,36:48.052,14:46:48.052,0:33.618,1:20.932,1:43.984,321.7,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.618,80.932,103.984,8.145,8.145,10.215,18.360,15.258,33.618,32.979,1:06.597,4.801,1:11.398,25.780,1:37.178,17.372,1:54.550,6.446,2:00.996,36.510,2:37.506,17.059,2:54.565,17.346,3:11.911,10.647,3:22.558,,,,3:38.534,
007,1,9,34:13.877,0,B,31:08.844,0,1:22.727,0,1:42.306,0,23.9,1:11:01.929,15:21:01.929,31:08.844,1:22.727,1:42.306,296.2,Harry Tincknell,0:30:40.642,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,1868.844,82.727,102.306,30:37.789,30:37.789,13.154,30:50.943,17.901,31:08.844,35.043,31:43.887,4.851,31:48.738,25.807,32:14.545,17.026,32:31.571,6.580,32:38.151,36.678,33:14.829,16.884,33:31.713,15.877,33:47.590,10.399,33:57.989,,,,34:13.877,
007,1,10,4:50.307,0,,1:47.394,0,1:23.217,0,1:39.696,0,169.0,1:15:52.236,15:25:52.236,1:47.394,1:23.217,1:39.696,328.5,Harry Tincknell,0:01:19.472,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,107.394,83.217,99.696,1:16.947,1:16.947,12.877,1:29.824,17.570,1:47.394,35.103,2:22.497,4.800,2:27.297,26.236,2:53.533,17.078,3:10.611,6.624,3:17.235,37.064,3:54.299,17.050,4:11.349,17.816,4:29.165,11.418,4:40.583,6.255,4:46.838,3.469,4:50.307,
007,1,11,3:29.222,0,,33.154,0,1:19.959,0,1:36.109,0,234.5,1:19:21.458,15:29:21.458,0:33.154,1:19.959,1:36.109,319.8,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.154,79.959,96.109,8.083,8.083,10.208,18.291,14.863,33.154,33.043,1:06.197,4.710,1:10.907,25.341,1:36.248,16.865,1:53.113,6.448,1:59.561,36.943,2:36.504,17.031,2:53.535,15.370,3:08.905,10.664,3:19.569,6.170,3:25.739,3.483,3:29.222,
007,1,12,3:29.586,0,,33.070,0,1:20.691,0,1:35.825,0,234.0,1:22:51.044,15:32:51.044,0:33.070,1:20.691,1:35.825,326.5,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.070,80.691,95.825,8.083,8.083,10.172,18.255,14.815,33.070,32.818,1:05.888,4.716,1:10.604,26.335,1:36.939,16.822,1:53.761,6.381,2:00.142,36.969,2:37.111,16.778,2:53.889,15.419,3:09.308,10.672,3:19.980,6.138,3:26.118,3.468,3:29.586,
007,1,13,3:27.872,0,,32.758,1,1:19.589,1,1:35.525,0,236.0,1:26:18.916,15:36:18.916,0:32.758,1:19.589,1:35.525,321.7,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,32.758,79.589,95.525,8.070,8.070,10.075,18.145,14.613,32.758,32.665,1:05.423,4.726,1:10.149,25.443,1:35.592,16.755,1:52.347,6.479,1:58.826,36.230,2:35.056,16.761,2:51.817,15.335,3:07.152,11.078,3:18.230,6.178,3:24.408,3.464,3:27.872,
007,1,14,3:28.945,0,,33.572,0,1:20.270,0,1:35.103,1,234.8,1:29:47.861,15:39:47.861,0:33.572,1:20.270,1:35.103,322.6,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.572,80.270,95.103,8.056,8.056,10.155,18.211,15.361,33.572,32.851,1:06.423,4.714,1:11.137,25.856,1:36.993,16.849,1:53.842,6.495,2:00.337,36.390,2:36.727,16.822,2:53.549,15.306,3:08.855,10.502,3:19.357,6.148,3:25.505,3.440,3:28.945,
