POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
11,11,Classified,9,48:09.624,+26.838,+4.152,9,5:22.734,152.0,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Pedro,Boesel,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,15,Classified,9,48:25.905,+43.119,+16.281,5,5:27.425,149.8,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Leonardo,Sanchez,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,21,Classified,9,48:26.873,+44.087,+0.968,8,4:58.976,164.1,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Miguel,Mariotti,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,93,Classified,9,48:27.190,+44.404,+0.317,8,5:00.015,163.5,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Michael,Fassbender,,,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,27,Classified,9,48:28.542,+45.756,+1.352,8,4:58.112,164.5,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Josimar,Junior,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,23,Classified,9,48:28.866,+46.080,+0.324,8,5:00.095,163.5,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Leonardo,Herrmann,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,33,Classified,9,48:29.093,+46.307,+0.227,9,5:26.868,150.1,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Bruno,Campos,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,70,Classified,9,48:37.083,+54.297,+7.990,8,4:59.394,163.8,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Lucas,Salles,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,83,Classified,9,48:52.556,+1:09.770,+15.473,8,5:03.381,161.7,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marco,Billi,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,31,Classified,9,48:54.779,+1:11.993,+2.223,8,4:57.840,164.7,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Seba,Malucelli,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,118,Classified,9,49:08.636,+1:25.850,+13.857,8,5:00.718,163.1,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Matheus,Comparatto,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,71,Classified,9,50:13.373,+2:30.587,+1:04.737,8,5:21.348,152.6,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sangho,KIM,,,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,9,Classified,9,50:33.798,+2:51.012,+20.425,8,5:15.212,155.6,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Edu,Guedes,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,99,Classified,9,52:14.559,+4:31.773,+1:40.761,7,5:26.737,150.1,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Wagner,Pontes,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39,Not classified,8,43:47.810,,,5,5:26.506,150.2,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Luiz,Souza,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,Not classified,7,37:57.020,,,4,5:26.624,150.2,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marco,Pisani,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,544,Not classified,6,32:23.305,,,6,5:25.241,150.8,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcal,Muller,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Not classified,5,27:06.682,,,3,5:24.920,151.0,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Silvio,Morestoni,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Not classified,3,16:54.613,,,2,5:35.696,146.1,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Cristian,Mohr,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,Not classified,1,5:21.932,,,0,,,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Paulo,Sousa,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44,Not classified,1,5:22.079,,,0,,,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Andre,Gaidzinski,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,Excluded,8,45:06.877,,,5,5:26.918,150.0,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Rodrigo,Mello,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17,Disqualified,9,47:46.048,,,9,5:21.172,152.7,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcos,Regadas,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,51,Disqualified,9,48:04.553,,,8,4:58.420,164.4,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Israel,Salmen,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,80,Disqualified,9,48:34.193,,,3,5:20.702,153.0,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Rouman,Ziemkiewicz,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
